字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,套票,0.634,观光车加套票200元,0.880276,0.119724,0.733946,2
性价比,套票,0.634,有50元观光车套票,0.966175,0.0338251,0.924833,2
性价比,套票,0.634,我补的100元观光车套票是解说和司机一起,0.925206,0.0747938,0.833791,2
性价比,价格,0.724,价格：景区里联票是100,0.878783,0.121217,0.730628,2
性价比,免费,0.624,中山陵是免费的,0.998692,0.00130832,0.997093,2
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,游玩,0.614,希望大家能够非节假日在这里游玩,0.970802,0.029198,0.935116,2
性价比,套票,0.634,最好买套票,0.990484,0.00951615,0.978853,2
性价比,套票,0.634,套票里包括灵谷寺,0.977196,0.0228039,0.949325,2
性价比,套票,0.634,最好买套票,0.990484,0.00951615,0.978853,2
性价比,套票,0.634,套票里包括灵谷寺,0.977196,0.0228039,0.949325,2
性价比,优惠,0.682,92元比较优惠,0.931217,0.0687834,0.847148,2
性价比,免费,0.624,中山陵是免费的,0.998692,0.00130832,0.997093,2
性价比,套票,0.634,刚开始想着买套票去玩,0.99124,0.00876002,0.980533,2
性价比,玩,0.633,刚开始想着买套票去玩,0.99124,0.00876002,0.980533,2
性价比,玩,0.633,结果去了工作人员说至少玩一天才能逛完,0.0483437,0.951656,0.89257,0
性价比,玩,0.633,刚开始想着买套票去玩,0.99124,0.00876002,0.980533,2
性价比,玩,0.633,结果去了工作人员说至少玩一天才能逛完,0.0483438,0.951656,0.892569,0
文化和历史价值,历史,0.647,如果喜欢历史的应该很感兴趣,0.972934,0.0270659,0.939853,2
文化和历史价值,历史,0.647,经典也大都是和历史有关,0.998522,0.00147766,0.996716,2
文化和历史价值,历史,0.647,如果喜欢历史的应该很感兴趣,0.972934,0.0270659,0.939853,2
文化和历史价值,历史,0.647,经典也大都是和历史有关,0.998522,0.00147766,0.996716,2
性价比,玩,0.633,按照订单里推荐的路线玩下来,0.958142,0.0418583,0.906982,2
性价比,优惠,0.682,优惠不少,0.934197,0.0658031,0.853771,2
设施和服务,自助,0.635,苜蓿园入口自助机取不了票,0.505046,0.494954,0.89908,1
设施和服务,自助,0.635,自助取票机少,0.228164,0.771836,0.492968,0
设施和服务,自助,0.635,使自助游客人难辨东西,0.12372,0.87628,0.725066,0
设施和服务,自助,0.635,苜蓿园入口自助机取不了票,0.505046,0.494954,0.89908,1
设施和服务,自助,0.635,自助取票机少,0.228164,0.771836,0.492968,0
设施和服务,自助,0.635,使自助游客人难辨东西,0.12372,0.87628,0.725066,0
设施和服务,服务,0.622,现场又缺少引导人员和志愿者服务,0.0363165,0.963683,0.919297,0
设施和服务,看不完,0.627,一天都看不完,0.906961,0.0930387,0.793248,2
性价比,免费,0.624,中山陵是免费的,0.998692,0.00130832,0.997093,2
文化和历史价值,历史,0.647,了解明朝和民国历史,0.998402,0.00159803,0.996449,2
环境和景观,环境,0.621,各小景点环境清幽,0.967142,0.0328581,0.926982,2
性价比,套票,0.634,这个套票我强烈建议,0.989548,0.0104516,0.976774,2
性价比,套票,0.634,总之决定花一天完成这个套票的话,0.935301,0.0646987,0.856225,2
性价比,套票,0.634,这个套票我强烈建议,0.989548,0.0104516,0.976774,2
性价比,套票,0.634,总之决定花一天完成这个套票的话,0.935301,0.0646986,0.856225,2
性价比,玩,0.633,美龄宫就玩得很晚了,0.974103,0.0258967,0.942452,2
性价比,游玩,0.614,钟山风景名胜区里面非常多值得游玩的景点,0.999062,0.000938068,0.997915,2
性价比,代表性,0.577,明孝陵比较有代表性,0.998724,0.00127566,0.997165,2
环境和景观,环境,0.621,整体环境不错,0.992006,0.0079937,0.982236,2
文化和历史价值,历史,0.647,这是一座历史名山,0.994162,0.00583836,0.987026,2
性价比,套票,0.634,买了钟山风景区套票,0.982268,0.0177316,0.960596,2
性价比,套票,0.634,套票划算,0.997418,0.00258222,0.994262,2
性价比,玩,0.633,去玩的时候是一个人去,0.99201,0.00798949,0.982246,2
环境和景观,环境,0.621,环境很美,0.99949,0.000510013,0.998867,2
性价比,套票,0.634,买套票很划算,0.999847,0.000152579,0.999661,2
性价比,玩,0.633,如果打算自己玩建议游玩一天,0.781791,0.218209,0.515092,2
性价比,游玩,0.614,如果打算自己玩建议游玩一天,0.781791,0.218209,0.515092,2
文化和历史价值,历史,0.647,历史文化浓厚,0.998802,0.00119816,0.997338,2
性价比,套票,0.634,买套票还是很划算的,0.999559,0.000440886,0.99902,2
性价比,游玩,0.614,如果要全部游玩,0.912909,0.0870908,0.806465,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
性价比,游玩,0.614,起来晚了中午才开始游玩,0.960598,0.0394023,0.912439,2
性价比,免费,0.624,中山陵门票免费的需要提前预约,0.999651,0.000348603,0.999225,2
性价比,套票,0.634,套票确实划算一些,0.99197,0.00802969,0.982156,2
性价比,游玩,0.614,需要再买摆渡车票以便山上各景点游玩,0.980551,0.0194492,0.956779,2
性价比,趣味性,0.726,整个展馆人气不太旺盛怎么样子提高趣味性,0.575101,0.424899,0.0557805,2
性价比,随用,0.638,随到随用,0.907077,0.0929234,0.793503,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,套票,0.634,逛了一天都闭园了总算把套票的四个景点逛完了,0.989541,0.0104585,0.976759,2
性价比,玩,0.633,如果每个地方都坐车会玩的快一点,0.920527,0.079473,0.823393,2
环境和景观,湿度,0.636,湿度大,0.964819,0.0351812,0.92182,2
性价比,湿度,0.68,湿度大,0.964819,0.0351812,0.92182,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109377,0.997569,2
性价比,游玩,0.614,大概游玩了三四个小时,0.847248,0.152752,0.660552,2
文化和历史价值,发展史,0.647,钟山风景区浓缩了古都南京2000多年的发展史,0.981723,0.0182765,0.959385,2
环境和景观,名胜古迹,0.614,以名胜古迹众多而享誉海内外,0.987739,0.0122608,0.972754,2
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
环境和景观,人文,0.611,是”中华城中人文第一山“,0.887994,0.112006,0.751099,2
性价比,游玩,0.614,方便徒步爱好者来此游玩登山,0.992896,0.0071036,0.984214,2
性价比,套票,0.634,买的学生套票还是很划算的,0.999176,0.000824353,0.998168,2
性价比,游玩,0.614,建议分二天游玩,0.986663,0.0133374,0.970361,2
性价比,玩,0.633,建议分二天游玩,0.986663,0.0133374,0.970361,2
性价比,玩,0.633,携程票可以玩二天,0.992612,0.00738765,0.983583,2
性价比,玩,0.633,第一天玩了美龄宫,0.991951,0.0080491,0.982113,2
性价比,玩,0.633,建议分二天游玩,0.986663,0.0133374,0.970361,2
性价比,玩,0.633,携程票可以玩二天,0.992612,0.00738765,0.983583,2
性价比,玩,0.633,第一天玩了美龄宫,0.991951,0.0080491,0.982113,2
性价比,用车,0.676,景区之间可以用T3用车软件,0.964233,0.0357674,0.920517,2
性价比,百度,0.631,边走边看百度地图,0.986252,0.013748,0.969449,2
性价比,百度,0.631,跟百度地图给的完全不准,0.000756961,0.999243,0.998318,0
文化和历史价值,历史,0.647,孝敬主要是朱元璋的历史,0.999034,0.00096558,0.997854,2
性价比,百度,0.631,边走边看百度地图,0.986252,0.013748,0.969449,2
性价比,百度,0.631,跟百度地图给的完全不准,0.000756961,0.999243,0.998318,0
性价比,要玩,0.593,但是这几个都很推荐大家看看哦～另外建议要玩很多景点的话买个游览车联票,0.998338,0.00166163,0.996308,2
性价比,玩,0.633,紫金山玩了两天,0.942342,0.0576583,0.871871,2
性价比,玩,0.633,如果一天玩4个点会太赶,0.821994,0.178006,0.60443,2
性价比,玩,0.633,紫金山玩了两天,0.942342,0.0576583,0.871871,2
性价比,玩,0.633,如果一天玩4个点会太赶,0.821994,0.178006,0.60443,2
性价比,免费,0.624,中山陵免费要提前预约,0.999642,0.000357456,0.999206,2
性价比,玩,0.633,十一国庆一家三口来玩,0.98376,0.0162397,0.963912,2
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,玩,0.633,昨天我们玩了一天走的有点累,0.996926,0.00307441,0.993168,2
性价比,成立,0.585,正值我国成立七十周年之际,0.999062,0.000937743,0.997916,2
性价比,感受,0.66,感受远东第一别墅的宏伟,0.999819,0.000181071,0.999598,2
文化和历史价值,历史,0.647,要了解一下历史才去看,0.711521,0.288479,0.358936,2
文化和历史价值,历史,0.647,音乐谷是近代历史建筑,0.989492,0.0105083,0.976648,2
文化和历史价值,历史,0.647,要了解一下历史才去看,0.711521,0.288479,0.358936,2
文化和历史价值,历史,0.647,音乐谷是近代历史建筑,0.989492,0.0105083,0.976648,2
设施和服务,服务,0.622,景区的服务很好,0.992977,0.0070227,0.984394,2
性价比,套票,0.634,携程买的套票非常划算,0.999967,3.3158e-05,0.999926,2
文化和历史价值,历史,0.647,600多年的历史,0.996103,0.00389733,0.991339,2
性价比,套票,0.634,购买了景点套票,0.975874,0.0241256,0.946388,2
设施和服务,服务,0.622,景区的各项服务很到位,0.994653,0.00534744,0.988117,2
设施和服务,设施,0.621,设施完备,0.996789,0.00321068,0.992865,2
性价比,套票,0.634,买的套票总体性价比还是比较高的,0.999741,0.00025933,0.999424,2
性价比,性价比,1.0,买的套票总体性价比还是比较高的,0.999741,0.00025933,0.999424,2
性价比,玩得,0.658,玩得流连忘返,0.999794,0.000205909,0.999542,2
性价比,游玩,0.614,陪父母老婆孩子一起来钟山景区游玩,0.995188,0.00481199,0.989307,2
性价比,游玩,0.614,一次不错的游玩,0.999756,0.000243744,0.999458,2
性价比,套票,0.634,买了套票很实惠,0.999815,0.000185019,0.999589,2
性价比,实惠,0.954,买了套票很实惠,0.999815,0.000185019,0.999589,2
性价比,游玩,0.614,陪父母老婆孩子一起来钟山景区游玩,0.995188,0.00481199,0.989307,2
性价比,游玩,0.614,一次不错的游玩,0.999756,0.000243744,0.999458,2
性价比,免费,0.624,还别说那些免费的小景点了,0.0453946,0.954605,0.899123,0
文化和历史价值,公园,0.555,灵谷景区可以认为是个公园吧,0.822092,0.177908,0.604648,2
性价比,便宜,0.689,联票还是很便宜的,0.973035,0.0269648,0.940078,2
性价比,套票,0.634,买的套票：明孝陵音乐台,0.998432,0.00156756,0.996516,2
文化和历史价值,历史,0.647,对民国时期的历史和宋美龄的传奇人生有了一定了解,0.999289,0.000711111,0.99842,2
设施和服务,提供,0.621,灵谷寺内提供素斋10元一位,0.895007,0.104993,0.766682,2
性价比,套票,0.634,套票比较优惠,0.976581,0.0234187,0.947959,2
性价比,优惠,0.682,套票比较优惠,0.976581,0.0234187,0.947959,2
设施和服务,公共服务,0.613,城市规划公共服务完全跟不上,0.00419127,0.995809,0.990686,0
设施和服务,服务,0.622,城市规划公共服务完全跟不上,0.00419127,0.995809,0.990686,0
设施和服务,服务,0.622,服务就算了,0.00843796,0.991562,0.981249,0
性价比,感受,0.66,龙盘虎踞感受帝王气息,0.999906,9.38739e-05,0.999791,2
性价比,套票,0.634,提前买了套票92元比景区现场买要便宜,0.991075,0.00892512,0.980166,2
性价比,便宜,0.689,提前买了套票92元比景区现场买要便宜,0.991075,0.00892512,0.980166,2
性价比,玩,0.633,如果好好玩真的能玩一整天的,0.920738,0.0792621,0.823862,2
性价比,套票,0.634,"1,套票包括的四个景点之间相距太远",0.636359,0.363641,0.191909,2
性价比,套票,0.634,"
6,景区特别不人道的地方就是观光车50元套票非常不划算",0.092721,0.907279,0.793953,0
性价比,套票,0.634,与其选择观光车五十元套票,0.910952,0.0890484,0.802115,2
性价比,性价比,1.0,性价比还行,0.999468,0.000532073,0.998818,2
性价比,套票,0.634,"1,套票包括的四个景点之间相距太远",0.636359,0.363641,0.191909,2
性价比,套票,0.634,"
6,景区特别不人道的地方就是观光车50元套票非常不划算",0.092721,0.907279,0.793953,0
性价比,套票,0.634,与其选择观光车五十元套票,0.910952,0.0890484,0.802115,2
性价比,套票,0.634,"1,套票包括的四个景点之间相距太远",0.636359,0.363641,0.191909,2
性价比,套票,0.634,"
6,景区特别不人道的地方就是观光车50元套票非常不划算",0.092721,0.907279,0.793953,0
性价比,套票,0.634,与其选择观光车五十元套票,0.910952,0.0890483,0.802115,2
性价比,特价,0.666,景区内的售票处是145元的联票特价100元,0.905043,0.0949575,0.788983,2
性价比,免费,0.624,联票的四个景点加上免费的中山陵,0.997318,0.00268243,0.994039,2
性价比,用心,0.639,美龄宫和灵谷寺景区都算用心,0.94738,0.0526197,0.883067,2
文化和历史价值,历史,0.647,不过反倒有了些历史沧桑的感觉,0.789125,0.210875,0.531388,2
性价比,成,0.618,白鸽成百上千,0.153883,0.846117,0.658038,0
性价比,成,0.618,没能去成,0.0903898,0.90961,0.799134,0
文化和历史价值,历史,0.647,核心景点明孝陵挺有历史感,0.999275,0.000724942,0.998389,2
文化和历史价值,历史,0.647,不愧是历史古都,0.999886,0.00011427,0.999746,2
性价比,游玩,0.614,至于游玩顺序什么的,0.979859,0.0201414,0.955241,2
性价比,价格比,0.731,价格比在景点买便宜些,0.916609,0.0833909,0.814687,2
性价比,便宜,0.689,价格比在景点买便宜些,0.916609,0.0833909,0.814687,2
设施和服务,服务,0.622,景区服务也很有秩序,0.992738,0.00726169,0.983863,2
性价比,游玩,0.614,如果用一天去游玩的话,0.841612,0.158388,0.648027,2
设施和服务,平台,0.625,只见平台不见阶梯,0.158778,0.841222,0.64716,0
性价比,套票,0.634,这次去买了套票,0.996783,0.00321654,0.992852,2
性价比,游玩,0.614,花了一整天时间游玩了中山陵,0.990906,0.00909362,0.979792,2
性价比,免费,0.624,虽然免费,0.889556,0.110444,0.75457,2
性价比,套票,0.634,网上套票比现场的便宜,0.895277,0.104723,0.767281,2
性价比,便宜,0.689,网上套票比现场的便宜,0.895277,0.104723,0.767281,2
性价比,成群,0.602,小白鸽成群飞的时候那个壮观可想而知了,0.942286,0.0577136,0.871747,2
性价比,套票,0.634,我们买的是套票,0.980725,0.0192749,0.957167,2
性价比,看成,0.621,我就没看成,0.0114928,0.988507,0.97446,0
文化和历史价值,公园,0.555,是一个大公园,0.898297,0.101703,0.773993,2
性价比,采用,0.662,采用了坐202,0.957649,0.0423505,0.905888,2
性价比,采用,0.662,其中灵谷寺到中山陵景区和中山陵到明孝陵景区都采用了电瓶车,0.996683,0.00331741,0.992628,2
性价比,采用,0.662,采用了坐202,0.957649,0.0423505,0.905888,2
性价比,采用,0.662,其中灵谷寺到中山陵景区和中山陵到明孝陵景区都采用了电瓶车,0.996683,0.00331742,0.992628,2
性价比,价格,0.724,每当看到购票处的长队和购票窗口的价格,0.919895,0.0801046,0.82199,2
性价比,玩,0.633,带儿子两人来南京玩的,0.996061,0.00393935,0.991246,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,价格,0.724,价格不便宜,0.227568,0.772432,0.494294,0
性价比,便宜,0.689,价格不便宜,0.227568,0.772432,0.494294,0
性价比,玩,0.633,和女朋友五一来玩的,0.996997,0.00300327,0.993326,2
性价比,套票,0.634,没把套票用完有点遗憾,0.648336,0.351664,0.218524,2
性价比,游玩,0.614,我带爸妈和孩子游玩买的联票,0.996016,0.00398394,0.991147,2
文化和历史价值,历史,0.647,历史风景人文都有很好的观赏性,0.999873,0.000127366,0.999717,2
环境和景观,人文,0.611,历史风景人文都有很好的观赏性,0.999873,0.000127366,0.999717,2
性价比,观赏性,0.739,历史风景人文都有很好的观赏性,0.999873,0.000127366,0.999717,2
性价比,套票,0.634,网上套票比现场的便宜,0.895277,0.104723,0.767281,2
性价比,便宜,0.689,网上套票比现场的便宜,0.895277,0.104723,0.767281,2
性价比,游玩,0.614,减少了游玩的兴致,0.764184,0.235816,0.475964,2
性价比,优惠,0.682,携程订票有优惠,0.993177,0.00682282,0.984838,2
环境和景观,文化底蕴,0.619,文化底蕴也很厚重,0.999854,0.000146493,0.999675,2
性价比,形式,0.664,并增加门票加观光车形式的套票,0.945675,0.0543246,0.879279,2
性价比,套票,0.634,并增加门票加观光车形式的套票,0.945675,0.0543246,0.879279,2
性价比,价格,0.724,不然这个价格相对于景区内购买并没有优势,0.0903938,0.909606,0.799125,0
性价比,玩,0.633,因此玩了一天走了两万多步路哈哈哈哈,0.994082,0.00591783,0.986849,2
文化和历史价值,历史,0.647,了解历史文化,0.999221,0.000778625,0.99827,2
性价比,玩,0.633,带儿子去玩,0.998094,0.00190578,0.995765,2
性价比,玩,0.633,大家再去也是我玩的非常开心,0.999906,9.40374e-05,0.999791,2
性价比,游玩,0.614,一天游玩下来会很累,0.988806,0.0111935,0.975126,2
性价比,玩,0.633,一天玩不下来,0.717061,0.282939,0.371246,2
性价比,感受,0.66,非常棒的旅游感受,0.99995,4.97117e-05,0.999889,2
性价比,成,0.618,美龄宫和灵谷寺没去成,0.492211,0.507789,0.844212,1
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
性价比,玩,0.633,如果不急的话尽量分两天来玩,0.760649,0.239351,0.468109,2
性价比,游玩,0.614,但游玩体验很好,0.9988,0.00120024,0.997333,2
性价比,游玩,0.614,建议大家游玩2天,0.865406,0.134594,0.700903,2
性价比,游玩,0.614,但游玩体验很好,0.9988,0.00120024,0.997333,2
性价比,游玩,0.614,建议大家游玩2天,0.865406,0.134594,0.700903,2
性价比,接触,0.615,会落到人身上和游客近距离接触,0.846482,0.153518,0.658848,2
性价比,半价,0.638,赶上星期五半价买的简直太划算了,0.999046,0.000954009,0.99788,2
性价比,接送,0.599,每个景点之间有观光车接送游客,0.985725,0.0142755,0.968277,2
环境和景观,环境,0.621,环境超级美,0.999907,9.32811e-05,0.999793,2
性价比,代表性,0.577,也是南京众多景区中的代表性景点,0.985161,0.0148386,0.967025,2
性价比,免费,0.624,其中中山陵是免费的,0.998332,0.00166759,0.996294,2
性价比,游玩,0.614,"
在秋天的时候来这里游玩是最为舒服的",0.999307,0.00069292,0.99846,2
性价比,玩,0.633,可以花1整天的時間玩,0.990858,0.00914169,0.979685,2
性价比,游玩,0.614,适合仔细游玩～中山陵很高要慢慢爬,0.999784,0.000215896,0.99952,2
环境和景观,环境,0.621,真实还原宋美龄的居住环境和介绍,0.978831,0.021169,0.952958,2
性价比,免费,0.624,说是免费拍照,0.923928,0.0760719,0.830951,2
设施和服务,消费,0.62,其实是强制消费,0.0383421,0.961658,0.914795,0
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,"
性价比高",0.999885,0.000115398,0.999744,2
性价比,玩,0.633,有趣好玩,0.999932,6.75351e-05,0.99985,2
性价比,玩,0.633,有时间再来玩,0.999154,0.00084556,0.998121,2
性价比,玩,0.633,"
有趣好玩",0.999932,6.7535e-05,0.99985,2
性价比,玩,0.633,"
有时间再来玩",0.999154,0.00084556,0.998121,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,"
性价比高",0.999885,0.000115398,0.999744,2
性价比,玩,0.633,有趣好玩,0.999932,6.7535e-05,0.99985,2
性价比,玩,0.633,有时间再来玩,0.999154,0.00084556,0.998121,2
性价比,玩,0.633,"
有趣好玩",0.999932,6.75351e-05,0.99985,2
性价比,玩,0.633,"
有时间再来玩",0.999154,0.000845559,0.998121,2
性价比,游玩,0.614,不如从西向东游玩后直接下山,0.00917983,0.99082,0.9796,0
设施和服务,维修,0.642,还有正在维修的,0.875073,0.124927,0.722384,2
文化和历史价值,历史,0.647,是一幅跨时代的十朝历史长卷,0.97546,0.0245403,0.945466,2
性价比,游玩,0.614,一天游玩过于紧张,0.973857,0.0261432,0.941904,2
性价比,套票,0.634,建议买套票100元,0.697405,0.302595,0.327568,2
性价比,票价,0.677,三连票的票价也挺划算的,0.99968,0.000319835,0.999289,2
性价比,性价比,1.0,真的是性价比很高的,0.999851,0.000148957,0.999669,2
性价比,便宜,0.689,携程买联票可以便宜点,0.92255,0.0774502,0.827888,2
性价比,套票,0.634,携程上订的套票,0.989876,0.0101236,0.977503,2
文化和历史价值,历史,0.647,与历史融合,0.991844,0.0081559,0.981876,2
性价比,便宜,0.689,携程比景区便宜一些,0.953729,0.046271,0.897175,2
性价比,套票,0.634,这个套票可以去所有景点,0.982107,0.0178935,0.960237,2
性价比,玩,0.633,适合打算一天在中山风景区玩的人,0.990989,0.00901085,0.979976,2
环境和景观,夜景,0.619,个人觉得紫金山的夜景要比紫金山白天的景色更美丽,0.996134,0.00386614,0.991409,2
环境和景观,夜景,0.619,在夜里天山你可以在山顶俯瞰到整个南京市的夜景,0.993788,0.00621232,0.986195,2
环境和景观,夜景,0.619,个人觉得紫金山的夜景要比紫金山白天的景色更美丽,0.996134,0.00386614,0.991409,2
环境和景观,夜景,0.619,在夜里天山你可以在山顶俯瞰到整个南京市的夜景,0.993788,0.00621232,0.986195,2
性价比,票价,0.677,各景区的票价都不贵,0.992675,0.00732475,0.983723,2
性价比,我用,0.642,我用了一天走了5个景点,0.770653,0.229347,0.49034,2
性价比,接驳,0.622,各景点之间都有接驳车,0.971752,0.028248,0.937227,2
性价比,价格,0.724,价格实惠,0.999855,0.000145209,0.999677,2
性价比,实惠,0.954,价格实惠,0.999855,0.00014521,0.999677,2
性价比,优惠活动,0.663,优惠活动也多,0.987786,0.0122138,0.972858,2
性价比,玩,0.633,玩的非常开心,0.999971,2.93065e-05,0.999935,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
文化和历史价值,历史,0.647,一个让你穿越历史的地方,0.982724,0.0172761,0.961609,2
性价比,优惠,0.682,偶尔还有门票优惠,0.987159,0.0128411,0.971464,2
性价比,玩,0.633,建议找个人少的时候来玩才行,0.982831,0.0171691,0.961846,2
环境和景观,环境,0.621,静点环境很好,0.989198,0.0108016,0.975996,2
设施和服务,服务,0.622,但是服务极其不满意,0.0235806,0.976419,0.947599,0
性价比,价格,0.724,"通票的价格倒是还好
不过里面太大了",0.15382,0.84618,0.658179,0
性价比,游玩,0.614,美龄宫可以游玩一下,0.988177,0.0118226,0.973727,2
性价比,票价,0.677,携程票价有优惠,0.991419,0.00858145,0.98093,2
性价比,优惠,0.682,携程票价有优惠,0.991419,0.00858145,0.98093,2
文化和历史价值,历史,0.647,喜欢历史的朋友推荐去明孝陵,0.999901,9.9447e-05,0.999779,2
性价比,接驳,0.622,不过里面也有接驳三个大景点的游览车,0.955845,0.0441555,0.901877,2
环境和景观,环境,0.621,环境干净整洁,0.996587,0.00341336,0.992415,2
性价比,性价比,1.0,性价比,0.998039,0.00196075,0.995643,2
性价比,性价比,1.0,性价比高,0.999885,0.000115398,0.999744,2
性价比,价格,0.724,门票和摆渡车价格也还可以,0.965246,0.0347544,0.922768,2
性价比,玩,0.633,快速玩了一圈还不错,0.99602,0.00397995,0.991156,2
环境和景观,人文,0.611,适合喜欢人文历史的朋友,0.999671,0.00032951,0.999268,2
文化和历史价值,历史,0.647,适合喜欢人文历史的朋友,0.999671,0.00032951,0.999268,2
文化和历史价值,历史,0.647,各个景点都很有历史意义,0.999215,0.000785048,0.998255,2
性价比,性价比,1.0,"
性价比高",0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,"
性价比高",0.999885,0.000115398,0.999744,2
性价比,玩,0.633,"
有趣好玩",0.999932,6.75351e-05,0.99985,2
性价比,玩,0.633,"
有时间再来玩",0.999154,0.000845559,0.998121,2
性价比,玩,0.633,"
有趣好玩",0.999932,6.75351e-05,0.99985,2
性价比,玩,0.633,"
有时间再来玩",0.999154,0.000845559,0.998121,2
性价比,性价比,1.0,"
性价比高",0.999885,0.000115398,0.999744,2
性价比,性价比,1.0,"
性价比高",0.999885,0.000115398,0.999744,2
性价比,玩,0.633,"
有趣好玩",0.999932,6.75351e-05,0.99985,2
性价比,玩,0.633,"
有时间再来玩",0.999154,0.000845559,0.998121,2
性价比,玩,0.633,"
有趣好玩",0.999932,6.7535e-05,0.99985,2
性价比,玩,0.633,"
有时间再来玩",0.999154,0.00084556,0.998121,2
性价比,玩,0.633,真的很好玩,0.999924,7.57951e-05,0.999831,2
性价比,玩,0.633,我和老公都玩的特别开心,0.999962,3.81546e-05,0.999915,2
性价比,玩,0.633,这次和老公到这里玩是非常满意的一次行程,0.999908,9.24376e-05,0.999795,2
性价比,玩,0.633,真的很好玩,0.999924,7.57951e-05,0.999831,2
性价比,玩,0.633,我和老公都玩的特别开心,0.999962,3.81547e-05,0.999915,2
性价比,玩,0.633,这次和老公到这里玩是非常满意的一次行程,0.999908,9.24376e-05,0.999795,2
性价比,代表性,0.577,南京最具代表性的景区,0.998304,0.00169586,0.996231,2
文化和历史价值,历史,0.647,太多的历史值得被铭记,0.998096,0.00190432,0.995768,2
环境和景观,人文景观,0.612,人文景观众多,0.98302,0.0169801,0.962266,2
性价比,套票,0.634,在网上买的套票,0.962534,0.0374663,0.916742,2
性价比,便宜,0.689,比在景区买便宜,0.964119,0.0358808,0.920265,2
文化和历史价值,公园,0.555,周边多个公园,0.871324,0.128676,0.714054,2
文化和历史价值,历史,0.647,历史人文自然美景这里全都有,0.999652,0.000348258,0.999226,2
环境和景观,人文,0.611,历史人文自然美景这里全都有,0.999652,0.000348258,0.999226,2
性价比,成林,0.602,绿树成林,0.98961,0.0103899,0.976911,2
环境和景观,环境优美,0.622,周边环境优美,0.997113,0.00288711,0.993584,2
性价比,成荫,0.62,路旁梧桐成荫,0.885247,0.114753,0.744993,2
文化和历史价值,公园,0.555,就当留个公园了,0.405474,0.594525,0.0989454,0
文化和历史价值,历史,0.647,灵谷寺等历史名胜古迹饱览无遗,0.985014,0.0149859,0.966698,2
文化和历史价值,历史,0.647,人文历史,0.98901,0.0109901,0.975577,2
环境和景观,名胜古迹,0.614,灵谷寺等历史名胜古迹饱览无遗,0.985014,0.0149859,0.966698,2
环境和景观,人文,0.611,人文历史,0.98901,0.0109901,0.975577,2
文化和历史价值,历史,0.647,灵谷寺等历史名胜古迹饱览无遗,0.985014,0.0149859,0.966698,2
文化和历史价值,历史,0.647,人文历史,0.98901,0.0109901,0.975577,2
性价比,游玩,0.614,如果不游玩景点单陡步爬山也是很棒的,0.993651,0.00634907,0.985891,2
性价比,性价比,1.0,hdhevdgeuejegeujehrgrg性价比高,0.999321,0.000678755,0.998492,2
性价比,接驳,0.622,中间景点之间有接驳车,0.959902,0.0400978,0.910894,2
性价比,性质,0.695,30块的带讲解游览性质的就比较坑了,0.0400705,0.959929,0.910954,0
性价比,玩好,0.604,中山陵玩好可以顺带音乐台去下,0.998859,0.0011413,0.997464,2
性价比,套票,0.634,买的套票,0.987838,0.0121617,0.972974,2
性价比,价格,0.724,节假日价格会高一些,0.819207,0.180793,0.598238,2
性价比,成,0.618,没去成,0.0993027,0.900697,0.779327,0
性价比,玩,0.633,还玩不尽兴,0.118402,0.881598,0.736885,0
性价比,百度,0.631,百度地图导航居然让我左转进单行道,0.234761,0.765239,0.478308,0
性价比,几分,0.633,还不知道会着几分,0.0331702,0.96683,0.926289,0
性价比,接送,0.599,景区里有游览车接送到各个景点,0.983564,0.0164361,0.963475,2
性价比,套票,0.634,建议买套票,0.967299,0.0327011,0.927331,2
性价比,感受,0.66,慢慢逛慢慢感受,0.998233,0.00176665,0.996074,2
文化和历史价值,历史,0.647,必须租个讲解器或者请导游讲讲历史否则不知道看的是什么,0.247685,0.752315,0.449589,0
环境和景观,环境,0.621,环境清幽,0.981919,0.0180815,0.959819,2
性价比,票价,0.677,票价超值,0.999802,0.000197951,0.99956,2
性价比,游玩,0.614,适合一整天游玩,0.99954,0.000460113,0.998978,2
