字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
设施和服务,自助,0.635,在自助取票机上取票,0.877277,0.122723,0.727282,2
文化和历史价值,历史,0.647,游客中心和历史馆的服务中心均可取票,0.949043,0.0509572,0.886762,2
设施和服务,服务中心,0.632,游客中心和历史馆的服务中心均可取票,0.949043,0.0509572,0.886762,2
性价比,票价,0.677,票价30,0.966069,0.0339308,0.924598,2
文化和历史价值,历史,0.647,分为历史馆,0.988728,0.0112724,0.97495,2
文化和历史价值,历史,0.647,喜欢历史而且不怕挤的话,0.997886,0.00211401,0.995302,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
文化和历史价值,历史,0.647,分为历史馆,0.988728,0.0112724,0.97495,2
文化和历史价值,历史,0.647,喜欢历史而且不怕挤的话,0.997886,0.00211401,0.995302,2
环境和景观,布局合理,0.625,而且展馆布局合理,0.984985,0.0150149,0.966634,2
性价比,用心,0.639,特展馆很用心,0.994196,0.00580438,0.987101,2
文化和历史价值,历史,0.647,历史馆很厚重,0.9994,0.000600389,0.998666,2
设施和服务,服务设施,0.621,服务设施也挺齐全的,0.995534,0.00446635,0.990075,2
性价比,程度,0.73,所以可见其藏品的优秀程度,0.984462,0.015538,0.965471,2
文化和历史价值,娱乐,0.567,而且还是集娱乐休闲于一体的地方,0.985002,0.0149983,0.966671,2
文化和历史价值,休闲,0.558,而且还是集娱乐休闲于一体的地方,0.985002,0.0149983,0.966671,2
文化和历史价值,历史,0.647,南京博物院分历史馆,0.989897,0.0101032,0.977549,2
性价比,玩,0.633,来南京玩很大一个原因就是为了这个博物院,0.88809,0.11191,0.75131,2
性价比,玩,0.633,每次去一个城市玩,0.999195,0.000804769,0.998212,2
文化和历史价值,建筑史,0.649,是近代建筑史上的杰作,0.981933,0.0180669,0.959851,2
文化和历史价值,历史,0.647,几个历史展厅,0.979603,0.0203967,0.954674,2
文化和历史价值,历史,0.647,把中国历史上几个大的朝代一起来讲的,0.998654,0.00134599,0.997009,2
文化和历史价值,历史,0.647,对当时的江苏历史,0.995175,0.0048247,0.989278,2
文化和历史价值,历史,0.647,对于了解一些历史的孩子而言,0.981635,0.018365,0.959189,2
文化和历史价值,历史,0.647,几个历史展厅,0.979603,0.0203967,0.954674,2
文化和历史价值,历史,0.647,把中国历史上几个大的朝代一起来讲的,0.998654,0.00134599,0.997009,2
文化和历史价值,历史,0.647,对当时的江苏历史,0.995175,0.0048247,0.989278,2
文化和历史价值,历史,0.647,对于了解一些历史的孩子而言,0.981635,0.018365,0.959189,2
文化和历史价值,历史,0.647,几个历史展厅,0.979603,0.0203967,0.954674,2
文化和历史价值,历史,0.647,把中国历史上几个大的朝代一起来讲的,0.998654,0.00134599,0.997009,2
文化和历史价值,历史,0.647,对当时的江苏历史,0.995175,0.00482471,0.989278,2
文化和历史价值,历史,0.647,对于了解一些历史的孩子而言,0.981635,0.018365,0.959189,2
性价比,品质,0.633,博物院内的纪念品品质不错,0.994579,0.00542048,0.987954,2
性价比,价格,0.724,价格也合理,0.999839,0.000160956,0.999642,2
文化和历史价值,历史,0.647,几个历史展厅,0.979603,0.0203968,0.954674,2
文化和历史价值,历史,0.647,把中国历史上几个大的朝代一起来讲的,0.998654,0.00134599,0.997009,2
文化和历史价值,历史,0.647,对当时的江苏历史,0.995175,0.0048247,0.989278,2
文化和历史价值,历史,0.647,对于了解一些历史的孩子而言,0.981635,0.018365,0.959189,2
文化和历史价值,历史,0.647,毕竟六朝古都历史文化底蕴深厚,0.997298,0.00270245,0.993994,2
环境和景观,文化底蕴,0.619,毕竟六朝古都历史文化底蕴深厚,0.997298,0.00270245,0.993994,2
设施和服务,自助,0.635,去了自助很方便,0.999212,0.00078772,0.998249,2
环境和景观,环境,0.621,参观环境绝对比陕西博物馆,0.990351,0.00964943,0.978557,2
文化和历史价值,历史,0.647,从历史观到那些镇馆之宝,0.965489,0.0345108,0.923309,2
文化和历史价值,历史,0.647,整整三个小时了解了中国也了解了江苏的历史,0.983786,0.0162138,0.963969,2
文化和历史价值,历史,0.647,要了解一个城市的历史一定要去这个城市的博物馆,0.981796,0.0182037,0.959547,2
文化和历史价值,历史,0.647,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
性价比,综合性,0.645,南京博物院是大型综合性的国家级博物馆,0.970798,0.0292023,0.935106,2
性价比,综合性,0.645,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
性价比,综合性,0.645,南京博物院是大型综合性的国家级博物馆,0.970798,0.0292023,0.935106,2
性价比,综合性,0.645,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
文化和历史价值,历史,0.647,要了解一个城市的历史一定要去这个城市的博物馆,0.981796,0.0182037,0.959547,2
文化和历史价值,历史,0.647,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,要了解一个城市的历史一定要去这个城市的博物馆,0.981796,0.0182037,0.959547,2
文化和历史价值,历史,0.647,国家综合性历史艺术博物馆,0.985254,0.0147461,0.967231,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,一共分为历史馆,0.972624,0.0273761,0.939164,2
文化和历史价值,历史,0.647,游客参观路线为历史观——数字馆——特展馆——艺术馆——民国馆——非遗馆,0.972911,0.0270891,0.939802,2
性价比,免费,0.624,游客免费参观,0.972462,0.027538,0.938804,2
性价比,免费,0.624,讲解器是免费的,0.986555,0.0134449,0.970122,2
性价比,数量,0.586,藏品数量众多,0.912049,0.087951,0.804553,2
性价比,综合性,0.645,享誉世界的大型综合性博物馆,0.980454,0.0195462,0.956564,2
环境和景观,历史风貌,0.612,整体再现了那个年代的历史风貌,0.987796,0.0122043,0.972879,2
性价比,免费,0.624,"南京博物院位于南京玄武区中山东路,是大型综合国家级博物馆,周一下午闭馆,凭身份证免费取票参观,服务台可租导览器,10元",0.992194,0.00780598,0.982653,2
文化和历史价值,历史,0.647,有历史馆,0.987603,0.0123973,0.97245,2
文化和历史价值,历史,0.647,历史馆B1有参加国家宝藏的三件展品的相关文创产品,0.970076,0.0299245,0.933501,2
文化和历史价值,历史,0.647,个人觉得历史馆和特展馆比较有看头,0.990166,0.00983421,0.978146,2
文化和历史价值,文创,0.557,历史馆B1有参加国家宝藏的三件展品的相关文创产品,0.970076,0.0299245,0.933501,2
性价比,性价比,1.0,其它产品性价比不高,0.00285193,0.997148,0.993662,0
文化和历史价值,历史,0.647,历史馆B1有参加国家宝藏的三件展品的相关文创产品,0.970076,0.0299245,0.933501,2
文化和历史价值,历史,0.647,个人觉得历史馆和特展馆比较有看头,0.990166,0.00983421,0.978146,2
性价比,趣味性,0.726,除此之外还有趣味性的电子馆以及游乐性的民国馆,0.986185,0.0138147,0.969301,2
性价比,性,0.692,除此之外还有趣味性的电子馆以及游乐性的民国馆,0.986185,0.0138147,0.969301,2
设施和服务,服务,0.622,人工寄存的那个服务人员,0.209312,0.790688,0.534863,0
性价比,免费,0.624,门票免费的,0.990487,0.00951334,0.978859,2
性价比,租用,0.616,里面有租用自动讲解器的,0.910104,0.0898963,0.80023,2
性价比,租用,0.616,我觉得还是有必要租用一个的30块钱,0.14466,0.85534,0.678534,0
性价比,租用,0.616,里面有租用自动讲解器的,0.910104,0.0898963,0.80023,2
性价比,租用,0.616,我觉得还是有必要租用一个的30块钱,0.14466,0.85534,0.678534,0
性价比,价,0.707,良心价,0.948476,0.0515237,0.885503,2
文化和历史价值,历史,0.647,有历史馆,0.987603,0.0123973,0.97245,2
性价比,采用,0.662,"
南京博物院也是采用身份证登记取免费票",0.989457,0.0105433,0.97657,2
性价比,免费,0.624,"
南京博物院也是采用身份证登记取免费票",0.989457,0.0105433,0.97657,2
性价比,技巧,0.556,看看古代的技巧,0.97349,0.0265099,0.941089,2
文化和历史价值,历史,0.647,分别为历史馆,0.983605,0.0163949,0.963567,2
性价比,免费,0.624,免费的呦,0.999187,0.000813285,0.998193,2
文化和历史价值,发展史,0.647,主管里面展出了江南地区的发展史和各个朝代的历史文物,0.970961,0.029039,0.935469,2
性价比,形式,0.664,弄成了仿民国街道形式的,0.408047,0.591953,0.0932292,0
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
环境和景观,人文,0.611,能真正体验古时人文艺术手工艺发展水平,0.993637,0.0063629,0.98586,2
文化和历史价值,商贸,0.567,民国的商贸繁华兴隆,0.990064,0.00993639,0.977919,2
文化和历史价值,历史,0.647,历史馆值得每个人去还有银楼玉衣,0.999484,0.000516327,0.998853,2
性价比,游玩,0.614,还有小朋友游玩的场所全部免费,0.997557,0.00244304,0.994571,2
性价比,免费,0.624,还有小朋友游玩的场所全部免费,0.997557,0.00244304,0.994571,2
性价比,免费,0.624,有免费轮椅婴儿推车寄存行李服务方面很人性化,0.997196,0.00280436,0.993768,2
设施和服务,服务态度,0.621,"
南京博物馆的服务态度真的很好",0.985988,0.0140118,0.968863,2
性价比,服务态度,0.573,"
南京博物馆的服务态度真的很好",0.985988,0.0140118,0.968863,2
性价比,免费,0.624,还有小朋友游玩的场所全部免费,0.997557,0.00244304,0.994571,2
性价比,免费,0.624,有免费轮椅婴儿推车寄存行李服务方面很人性化,0.997196,0.00280435,0.993768,2
设施和服务,服务,0.622,"
南京博物馆的服务态度真的很好",0.985988,0.0140118,0.968863,2
设施和服务,服务,0.622,有免费轮椅婴儿推车寄存行李服务方面很人性化,0.997196,0.00280435,0.993768,2
性价比,游玩,0.614,这次南京游玩共五天,0.989457,0.0105427,0.976572,2
文化和历史价值,历史,0.647,历史馆的藏品很能代表各个时期,0.993475,0.00652524,0.9855,2
性价比,感受到,0.6,能感受到中国文化的博大精深,0.999579,0.000421461,0.999063,2
环境和景观,环境,0.621,环境不错,0.989503,0.0104973,0.976673,2
文化和历史价值,历史,0.647,博物院是了解一个地方历史文化底蕴最直观详尽的地方,0.9981,0.0019001,0.995778,2
环境和景观,文化底蕴,0.619,博物院是了解一个地方历史文化底蕴最直观详尽的地方,0.9981,0.0019001,0.995778,2
文化和历史价值,历史,0.647,在这里的历史馆有各种朝代的文物,0.998033,0.00196707,0.995629,2
文化和历史价值,历史,0.647,有历史馆,0.987603,0.0123973,0.97245,2
文化和历史价值,历史,0.647,在这里感受了不同时期的历史文物,0.993039,0.00696095,0.984531,2
性价比,感受,0.66,在这里感受了不同时期的历史文物,0.993039,0.00696095,0.984531,2
设施和服务,平台,0.625,一个公共教育的平台,0.905436,0.0945638,0.789858,2
性价比,免费,0.624,免费开放的博物馆,0.973158,0.0268424,0.94035,2
文化和历史价值,历史,0.647,历史收藏也很全面,0.99996,3.97894e-05,0.999912,2
性价比,免费,0.624,而且是免费的,0.982698,0.0173022,0.961551,2
性价比,免费,0.624,南京博物院门票免费,0.987361,0.0126387,0.971914,2
设施和服务,自助,0.635,凭身份证在自动取票机上自助取票,0.930071,0.0699286,0.844603,2
性价比,性价比,1.0,性价比超高,0.999914,8.5547e-05,0.99981,2
文化和历史价值,历史,0.647,包含历史馆,0.98552,0.0144795,0.967823,2
文化和历史价值,历史,0.647,来使我们更加了解历史,0.995555,0.00444492,0.990122,2
文化和历史价值,历史,0.647,仅次于故宫博物院的历史文化圣地,0.995099,0.00490117,0.989109,2
文化和历史价值,历史,0.647,馆内设有历史馆,0.965967,0.0340325,0.924372,2
文化和历史价值,历史,0.647,仅次于故宫博物院的历史文化圣地,0.995099,0.00490117,0.989109,2
文化和历史价值,历史,0.647,馆内设有历史馆,0.965967,0.0340325,0.924372,2
性价比,高性价比,1.0,高性价比,0.999003,0.000997157,0.997784,2
文化和历史价值,历史,0.647,天下霸唱应该熟读且深研江苏的历史,0.819545,0.180455,0.598989,2
文化和历史价值,历史,0.647,文化和历史可以走出来,0.990047,0.00995344,0.977881,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,想要了解南京的历史,0.991926,0.00807422,0.982057,2
性价比,免费,0.624,南京博物院是免费的,0.991962,0.00803798,0.982138,2
文化和历史价值,历史,0.647,显示一下南京历史,0.942971,0.0570289,0.873269,2
性价比,免费,0.624,"
可以关注南京博物院的公众号回复对应文物数字就可以获得免费的讲解",0.996394,0.00360561,0.991988,2
性价比,感受,0.66,不过我可以感受得到历史的沧桑和文化的丰富多彩,0.992934,0.00706599,0.984298,2
文化和历史价值,历史,0.647,不过我可以感受得到历史的沧桑和文化的丰富多彩,0.992934,0.00706599,0.984298,2
性价比,相比,0.665,相比上海的更大,0.98054,0.0194596,0.956756,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
性价比,玩,0.633,感觉玩不够啊,0.812304,0.187696,0.582898,2
设施和服务,提供,0.621,疫情期间不提供餐食,0.039193,0.960807,0.912904,0
环境和景观,文物古迹,0.611,陶瓷各种出土的文物古迹,0.993433,0.00656682,0.985407,2
性价比,科技馆,0.853,现代科技馆有那么多惊人的现代科技,0.907525,0.0924747,0.794501,2
性价比,玩,0.633,玩的开心,0.999809,0.000191447,0.999575,2
文化和历史价值,历史,0.647,也了解了南京博物院的历史,0.99814,0.00186021,0.995866,2
性价比,深度,0.666,值得深度细细游,0.99369,0.00631031,0.985977,2
文化和历史价值,历史,0.647,从古至今见证每个时期历史留下的印记,0.999154,0.000845659,0.998121,2
性价比,趣味性,0.726,南京博物院不仅馆藏丰富而且充满趣味性,0.998744,0.00125595,0.997209,2
文化和历史价值,历史,0.647,分别是历史馆,0.96558,0.0344203,0.92351,2
性价比,综合性,0.645,"
南京博物院是一所综合性博物馆",0.965373,0.0346266,0.923052,2
性价比,有可能,0.618,否则很有可能无法参观,0.0394902,0.96051,0.912244,0
文化和历史价值,历史,0.647,由历史馆,0.988975,0.0110247,0.975501,2
文化和历史价值,历史,0.647,也有着历史发掘,0.995519,0.00448055,0.990043,2
性价比,用途,0.67,不仅是参观用途,0.9742,0.0258003,0.942666,2
文化和历史价值,历史,0.647,由历史馆,0.988975,0.0110247,0.975501,2
文化和历史价值,历史,0.647,也有着历史发掘,0.995519,0.00448055,0.990043,2
性价比,形式,0.664,博物馆实行的免票形式,0.943857,0.0561431,0.875238,2
性价比,免费,0.624,现场免费领票,0.992729,0.0072708,0.983843,2
性价比,免费,0.624,或在官网上免费预约门票后再到现场领票,0.990438,0.00956157,0.978752,2
性价比,免费,0.624,现场免费领票,0.992729,0.0072708,0.983843,2
性价比,免费,0.624,或在官网上免费预约门票后再到现场领票,0.990438,0.00956157,0.978752,2
性价比,占,0.644,瓷器占了很多,0.636481,0.363519,0.192179,2
文化和历史价值,历史,0.647,"南京必打卡——南京博物院
南京是一座有底蕴有历史的城市
从博物馆的规格就能说明一切
南京博物院作为中国三大博物馆之一",0.998585,0.00141477,0.996856,2
性价比,数量,0.586,"
珍贵文物数量居中国第二
仅次于故宫博物院
其中民国馆",0.955219,0.0447809,0.900487,2
环境和景观,人文,0.611,"数字馆
都是非常值得去满满逛逛的
人文性",0.99977,0.000230358,0.999488,2
性价比,性,0.692,"数字馆
都是非常值得去满满逛逛的
人文性",0.99977,0.000230358,0.999488,2
性价比,性,0.692,"知识性和互动性相得益彰
是去南京必打卡的地方之一
",0.999883,0.000117006,0.99974,2
性价比,知识性,0.686,"知识性和互动性相得益彰
是去南京必打卡的地方之一
",0.999883,0.000117005,0.99974,2
性价比,而成,0.617,这是利用当时的备用件复原而成的,0.660274,0.339726,0.245053,2
性价比,免费,0.624,是免费寄存的,0.988908,0.0110919,0.975351,2
文化和历史价值,历史,0.647,历史馆各有千秋,0.993372,0.00662798,0.985271,2
性价比,综合性,0.645,"算是综合性博物院
雕塑馆",0.962653,0.0373471,0.917007,2
文化和历史价值,历史,0.647,展览分为历史馆,0.984118,0.0158821,0.964706,2
文化和历史价值,历史,0.647,见到了中学历史书上的金缕衣文物,0.989534,0.0104661,0.976742,2
性价比,免费,0.624,也是免费的,0.994045,0.00595466,0.986767,2
文化和历史价值,历史,0.647,了解历史,0.999304,0.000695607,0.998454,2
文化和历史价值,历史,0.647,每个城市的博物馆都凝聚了当地的历史文化,0.995395,0.00460452,0.989768,2
文化和历史价值,历史,0.647,这样能更好地了解一下历史,0.988009,0.0119912,0.973353,2
性价比,接,0.586,博物馆里面有很多的艺术珍宝接大家看的时候多注意旁边的文字介绍,0.915036,0.0849638,0.811192,2
文化和历史价值,历史,0.647,每个城市的博物馆都凝聚了当地的历史文化,0.995395,0.00460451,0.989768,2
文化和历史价值,历史,0.647,这样能更好地了解一下历史,0.988009,0.0119912,0.973353,2
性价比,看成,0.621,没能看成,0.0115214,0.988479,0.974397,0
性价比,形式,0.664,提问等形式吧,0.0435862,0.956414,0.903142,0
性价比,成人,0.622,很多物件有成人语音导览和智慧导览,0.997831,0.00216925,0.995179,2
文化和历史价值,历史,0.647,"
南京博物院共设历史馆",0.987259,0.0127407,0.971687,2
性价比,游玩,0.614,不过我到每个城市游玩都喜欢参观当地的博物馆,0.969779,0.0302213,0.932842,2
性价比,免费,0.624,整个博物院是免费的,0.990994,0.00900564,0.979987,2
性价比,免费,0.624,进大门后到左侧的售票处凭身份证领取免费门票,0.994366,0.00563375,0.987481,2
性价比,免费,0.624,整个博物院是免费的,0.990994,0.00900564,0.979987,2
性价比,免费,0.624,进大门后到左侧的售票处凭身份证领取免费门票,0.994366,0.00563375,0.987481,2
文化和历史价值,历史,0.647,然而也只逛完了历史馆,0.938246,0.0617539,0.862769,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
设施和服务,自助,0.635,然后凭身份证自助去现场取票,0.968193,0.0318066,0.929319,2
设施和服务,服务中心,0.632,开门直接飞奔服务中心,0.748325,0.251675,0.440722,2
性价比,租用,0.616,讲解器需要租用,0.23785,0.76215,0.471444,0
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,每一品种又自成历史系列,0.990686,0.0093142,0.979302,2
性价比,数量,0.586,馆藏数量居中国前三,0.805346,0.194654,0.567436,2
性价比,自成,0.633,每一品种又自成历史系列,0.990686,0.00931419,0.979302,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,每一品种又自成历史系列,0.990686,0.00931419,0.979302,2
性价比,免费,0.624,是免费开放的,0.964874,0.0351261,0.921942,2
文化和历史价值,历史,0.647,历史,0.998898,0.00110173,0.997552,2
文化和历史价值,历史,0.647,女性历史,0.993378,0.00662194,0.985285,2
文化和历史价值,历史,0.647,更倾向于历史介绍的展馆,0.992151,0.00784886,0.982558,2
性价比,用玉,0.606,"是那件用玉做成的人俑
",0.613512,0.386488,0.141137,2
性价比,科技馆,0.853,科技馆,0.872243,0.127757,0.716097,2
文化和历史价值,历史,0.647,历史,0.998898,0.00110173,0.997552,2
文化和历史价值,历史,0.647,女性历史,0.993378,0.00662194,0.985285,2
文化和历史价值,历史,0.647,更倾向于历史介绍的展馆,0.992151,0.00784887,0.982558,2
文化和历史价值,历史,0.647,历史,0.998898,0.00110173,0.997552,2
文化和历史价值,历史,0.647,女性历史,0.993378,0.00662194,0.985285,2
文化和历史价值,历史,0.647,更倾向于历史介绍的展馆,0.992151,0.00784886,0.982558,2
性价比,基因,0.639,从远古恐龙时代到现代基因科学,0.88308,0.11692,0.740179,2
性价比,还价,0.634,记得要还价,0.0900569,0.909943,0.799874,0
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
性价比,免费,0.624,当时免费,0.984644,0.0153558,0.965876,2
性价比,免费,0.624,免费开放,0.99865,0.00134959,0.997001,2
性价比,免费,0.624,当时免费,0.984644,0.0153558,0.965876,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆中的江苏文明历史有点意思,0.993332,0.00666785,0.985183,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆中的江苏文明历史有点意思,0.993332,0.00666785,0.985183,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆中的江苏文明历史有点意思,0.993332,0.00666785,0.985183,2
性价比,科技馆,0.853,科技馆用现代化手段,0.597399,0.402601,0.105332,2
文化和历史价值,历史,0.647,将历史还原,0.995332,0.00466795,0.989627,2
性价比,免费,0.624,免费蓄水,0.986497,0.0135036,0.969992,2
环境和景观,温度,0.635,温度不是很高,0.0014564,0.998544,0.996764,0
性价比,温度,0.69,温度不是很高,0.0014564,0.998544,0.996764,0
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
文化和历史价值,历史,0.647,除了历史馆建筑还马马虎虎,0.277471,0.722529,0.383398,0
设施和服务,设施,0.621,馆内的设施非常先进,0.998233,0.00176717,0.996073,2
性价比,科技,0.863,"
因为各种科技形式的展示",0.98269,0.0173097,0.961534,2
性价比,形式,0.664,"
因为各种科技形式的展示",0.98269,0.0173097,0.961534,2
设施和服务,旗袍,0.63,若是穿一身旗袍,0.9575,0.0424999,0.905556,2
文化和历史价值,历史,0.647,"
历史馆听说最大",0.998658,0.00134192,0.997018,2
文化和历史价值,历史,0.647,也是了解江苏历史文化最佳的窗口,0.98764,0.0123603,0.972532,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是博物院最重要的地方,0.994234,0.00576603,0.987187,2
文化和历史价值,历史,0.647,这里详尽地江苏五千多年的历史,0.996486,0.00351397,0.992191,2
文化和历史价值,历史,0.647,也是了解江苏历史文化最佳的窗口,0.98764,0.0123603,0.972532,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是博物院最重要的地方,0.994234,0.00576603,0.987187,2
文化和历史价值,历史,0.647,这里详尽地江苏五千多年的历史,0.996486,0.00351397,0.992191,2
文化和历史价值,历史,0.647,也是了解江苏历史文化最佳的窗口,0.98764,0.0123603,0.972532,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是博物院最重要的地方,0.994234,0.00576603,0.987187,2
文化和历史价值,历史,0.647,这里详尽地江苏五千多年的历史,0.996486,0.00351397,0.992191,2
文化和历史价值,历史,0.647,也是了解江苏历史文化最佳的窗口,0.98764,0.0123603,0.972532,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是博物院最重要的地方,0.994234,0.00576603,0.987187,2
文化和历史价值,历史,0.647,这里详尽地江苏五千多年的历史,0.996486,0.00351397,0.992191,2
性价比,价值,0.748,价值最高的博物馆,0.990887,0.00911313,0.979749,2
文化和历史价值,历史,0.647,是了解江苏历史,0.990554,0.00944589,0.979009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是南京博物院里的精华,0.997557,0.00244255,0.994572,2
文化和历史价值,历史,0.647,展现了南京八千年的文化历史,0.995933,0.00406716,0.990962,2
设施和服务,平台,0.625,展现江苏文化大省的重要窗口和平台,0.951443,0.0485571,0.892095,2
文化和历史价值,历史,0.647,是了解江苏历史,0.990554,0.00944589,0.979009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是南京博物院里的精华,0.997557,0.00244255,0.994572,2
文化和历史价值,历史,0.647,展现了南京八千年的文化历史,0.995933,0.00406716,0.990962,2
文化和历史价值,历史,0.647,是了解江苏历史,0.990554,0.00944589,0.979009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是南京博物院里的精华,0.997557,0.00244255,0.994572,2
文化和历史价值,历史,0.647,展现了南京八千年的文化历史,0.995933,0.00406716,0.990962,2
文化和历史价值,历史,0.647,是了解江苏历史,0.990554,0.00944589,0.979009,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,历史馆是南京博物院里的精华,0.997557,0.00244255,0.994572,2
文化和历史价值,历史,0.647,展现了南京八千年的文化历史,0.995933,0.00406716,0.990962,2
文化和历史价值,历史,0.647,历史展馆有很多珍贵文物,0.985576,0.0144238,0.967947,2
文化和历史价值,历史,0.647,排了一会队进了历史馆,0.964228,0.0357715,0.920508,2
性价比,感受,0.66,感受下民国时期的气息,0.998167,0.00183338,0.995926,2
文化和历史价值,历史,0.647,南京历史馆简直是一部中原发展史,0.976331,0.0236687,0.947403,2
文化和历史价值,发展史,0.647,南京历史馆简直是一部中原发展史,0.976331,0.0236687,0.947403,2
文化和历史价值,建筑史,0.649,可谓近代建筑史上的杰作,0.98987,0.0101296,0.97749,2
性价比,免费,0.624,主要这里是免费的所以人很多,0.989036,0.0109638,0.975636,2
性价比,难受,0.603,如果有耐心看的话在这里呆上一天都不觉得难受,0.29344,0.70656,0.347911,0
文化和历史价值,历史,0.647,可以了解到各个时期朝代的历史,0.999181,0.000819117,0.99818,2
环境和景观,环境,0.621,环境也还可以,0.966516,0.033484,0.925591,2
文化和历史价值,休闲,0.558,各个展厅中间夹杂着比较大的休闲消费空间,0.913355,0.0866453,0.807455,2
设施和服务,消费,0.62,各个展厅中间夹杂着比较大的休闲消费空间,0.913355,0.0866452,0.807455,2
性价比,免费,0.624,南京博物院是免费开放的,0.9917,0.00829955,0.981557,2
性价比,饮用水,0.618,每个馆有厕所的地方就有饮用水,0.861082,0.138918,0.691293,2
性价比,免费,0.624,门票是免费的,0.992241,0.00775897,0.982758,2
性价比,玩,0.633,数字馆可以玩拼图,0.989594,0.0104063,0.976875,2
文化和历史价值,发展史,0.647,记录吴越地区从古至今发展史,0.991219,0.00878082,0.980487,2
性价比,用于,0.627,用于收藏展出现吴越地区艺术家作品,0.985992,0.0140077,0.968872,2
性价比,租用,0.616,可以租用讲解机,0.995478,0.00452231,0.989951,2
文化和历史价值,历史,0.647,里面的历史馆确实很适合孩子,0.996573,0.00342708,0.992384,2
文化和历史价值,发展史,0.647,记录吴越地区从古至今发展史,0.991219,0.00878082,0.980487,2
文化和历史价值,历史,0.647,历史部分记录了吴越地区明清和发达,0.993314,0.00668568,0.985143,2
设施和服务,自助,0.635,凭身份证去自助取票机上取票,0.944948,0.0550523,0.877662,2
性价比,库存,0.56,有自拍杆就会库存在那边,0.56805,0.43195,0.0401119,2
性价比,趣味性,0.726,可以给小朋友们增加趣味性,0.988381,0.0116185,0.974181,2
文化和历史价值,文创,0.557,文创产品做的也用心,0.954324,0.0456765,0.898497,2
性价比,用心,0.639,文创产品做的也用心,0.954324,0.0456765,0.898497,2
环境和景观,环境,0.621,展馆环境也漂亮,0.999751,0.000248801,0.999447,2
性价比,玩,0.633,带孩子去玩了一天,0.992659,0.0073413,0.983686,2
性价比,首位,0.856,蔡元培担任首位院长,0.976849,0.023151,0.948553,2
性价比,最受,0.622,最受人追捧也是最圈粉的展馆,0.973668,0.0263321,0.941484,2
设施和服务,旗袍,0.63,不时有身穿旗袍或者汉服的女子走过,0.820878,0.179122,0.60195,2
设施和服务,汉服,0.638,不时有身穿旗袍或者汉服的女子走过,0.820878,0.179122,0.60195,2
性价比,免费,0.624,然后出来的时候可以免费领一个,0.997166,0.00283401,0.993702,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
性价比,免费,0.624,然后出来的时候可以免费领一个,0.997166,0.00283401,0.993702,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
