字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
性价比,接驳,0.622,下山的接驳车六点结束,0.879529,0.120471,0.732286,2
性价比,接驳,0.622,我们在5点半就赶到接驳车点,0.82593,0.17407,0.613178,2
性价比,接驳,0.622,工作人员告知游客接驳车已经没了自己走下去,0.0537896,0.94621,0.880468,0
性价比,接驳,0.622,下山的接驳车六点结束,0.879529,0.120471,0.732286,2
性价比,接驳,0.622,我们在5点半就赶到接驳车点,0.82593,0.17407,0.613178,2
性价比,接驳,0.622,工作人员告知游客接驳车已经没了自己走下去,0.0537895,0.94621,0.880468,0
性价比,起价,0.688,全是私家车和出租车坐地起价,0.431217,0.568783,0.041739,0
性价比,每位,0.852,每位15元的车费送到最近的地铁站,0.951598,0.0484017,0.892441,2
性价比,玩,0.633,破地方下山没电梯都是台阶对老年人还有人家推婴儿车带着孩子来玩的人太不友好了说是六点没有接驳车但是五点半就不让坐了让我们自己走下山说二十分钟就能到但整整走了将近四十分家里人有腿脚不便的走完脚都肿了而且走到门口都是黑车,0.000180701,0.999819,0.999599,0
性价比,玩,0.633,就是正常的出租车也是不打表直接开价一个人就是最低价十块送到最近的地铁站难道相关单位和管理人员不应该安排车辆保证每一位来玩的人都能安全的离开景区,0.141703,0.858297,0.685105,0
性价比,接驳,0.622,破地方下山没电梯都是台阶对老年人还有人家推婴儿车带着孩子来玩的人太不友好了说是六点没有接驳车但是五点半就不让坐了让我们自己走下山说二十分钟就能到但整整走了将近四十分家里人有腿脚不便的走完脚都肿了而且走到门口都是黑车,0.0001807,0.999819,0.999599,0
性价比,开价,0.694,就是正常的出租车也是不打表直接开价一个人就是最低价十块送到最近的地铁站难道相关单位和管理人员不应该安排车辆保证每一位来玩的人都能安全的离开景区,0.141703,0.858297,0.685105,0
性价比,最低价,0.553,就是正常的出租车也是不打表直接开价一个人就是最低价十块送到最近的地铁站难道相关单位和管理人员不应该安排车辆保证每一位来玩的人都能安全的离开景区,0.141703,0.858297,0.685105,0
性价比,玩,0.633,破地方下山没电梯都是台阶对老年人还有人家推婴儿车带着孩子来玩的人太不友好了说是六点没有接驳车但是五点半就不让坐了让我们自己走下山说二十分钟就能到但整整走了将近四十分家里人有腿脚不便的走完脚都肿了而且走到门口都是黑车,0.000180701,0.999819,0.999599,0
性价比,玩,0.633,就是正常的出租车也是不打表直接开价一个人就是最低价十块送到最近的地铁站难道相关单位和管理人员不应该安排车辆保证每一位来玩的人都能安全的离开景区,0.141703,0.858297,0.685105,0
性价比,价,0.707,相比较来说爬山这个价确实是太高了,0.170357,0.829643,0.62143,0
性价比,游玩,0.614,来南京游玩,0.98953,0.0104703,0.976733,2
性价比,游玩,0.614,如果想人少游玩的话,0.651073,0.348927,0.224607,2
性价比,免费,0.624,有优待证的人群门票可以免费,0.9831,0.0169005,0.962443,2
性价比,游玩,0.614,来南京游玩,0.98953,0.0104703,0.976733,2
性价比,游玩,0.614,如果想人少游玩的话,0.651073,0.348927,0.224607,2
设施和服务,自助,0.635,在自助机存放好行李,0.97107,0.0289298,0.935712,2
性价比,感受到,0.6,让人感受到大自然的魅力,0.999458,0.000541797,0.998796,2
性价比,感受到,0.6,让人感受到南京的深厚底蕴,0.999584,0.000416427,0.999075,2
文化和历史价值,历史,0.647,牛首山有着悠久的历史和文化底蕴,0.982018,0.0179818,0.960041,2
文化和历史价值,历史,0.647,有许多历史文化遗迹,0.968494,0.0315063,0.929986,2
环境和景观,文化底蕴,0.619,牛首山有着悠久的历史和文化底蕴,0.982018,0.0179818,0.960041,2
文化和历史价值,历史,0.647,牛首山有着悠久的历史和文化底蕴,0.982018,0.0179818,0.960041,2
文化和历史价值,历史,0.647,有许多历史文化遗迹,0.968494,0.0315063,0.929986,2
性价比,感受到,0.6,让人感受到大自然的魅力,0.999458,0.000541797,0.998796,2
性价比,感受到,0.6,让人感受到南京的深厚底蕴,0.999584,0.000416427,0.999075,2
环境和景观,新景观,0.617,再现当代建筑艺术新景观”,0.957201,0.0427987,0.904892,2
环境和景观,夜景,0.619,还能等到夜景,0.980778,0.0192223,0.957284,2
性价比,玩完,0.591,玩完佛顶宫之后地宫入口有点难找一圈玩下来拍拍照大概需要半天的时间,0.9922,0.00779965,0.982668,2
性价比,玩,0.633,玩完佛顶宫之后地宫入口有点难找一圈玩下来拍拍照大概需要半天的时间,0.9922,0.00779965,0.982668,2
性价比,机位,0.858,只要有耐心还是可以找到美丽的机位的,0.983648,0.0163516,0.963663,2
性价比,免费,0.624,南京许多景点持退伍证都是免费的地铁也免费真是太讲究了,0.994921,0.00507944,0.988712,2
性价比,免费,0.624,南京许多景点持退伍证都是免费的地铁也免费真是太讲究了,0.994921,0.00507944,0.988712,2
性价比,接受,0.908,8点半到达人还可以接受10点出门就是人山人海啊摆渡车10,0.945608,0.0543916,0.87913,2
性价比,接送车,0.632,就是等接送车的时间太久了,0.825176,0.174824,0.611502,2
性价比,玩玩,0.634,一路走走玩玩,0.992411,0.00758887,0.983136,2
性价比,玩,0.633,一路走走玩玩,0.992411,0.00758887,0.983136,2
性价比,玩,0.633,门票小贵也值了～～推荐来南京一定来玩,0.999925,7.44777e-05,0.999834,2
性价比,玩,0.633,暑假时候过来玩的,0.997925,0.00207534,0.995388,2
性价比,涨价,0.657,现在涨价了,0.599083,0.400917,0.109073,2
性价比,便宜,0.689,那时候还是很便宜的,0.913317,0.0866835,0.80737,2
性价比,票价,0.677,但是不值160的票价,0.115938,0.884062,0.742361,0
性价比,票价,0.677,再有这么高的票价敢不敢卫生间配一下卫生纸呢？,0.00769996,0.9923,0.982889,0
环境和景观,景观,0.615,首先他的有些重要的景观是有开放日的不是你去就可以看到,0.84038,0.15962,0.645289,2
环境和景观,景观,0.615,一定要确定好什么时候去能看到所有的景观尤其是最著名的佛顶舍利,0.997156,0.00284427,0.993679,2
性价比,票价,0.677,但是不值160的票价,0.115938,0.884062,0.742361,0
性价比,票价,0.677,再有这么高的票价敢不敢卫生间配一下卫生纸呢？,0.00769996,0.9923,0.982889,0
性价比,便宜,0.689,提前一天预定可以便宜10块钱,0.977803,0.0221966,0.950674,2
环境和景观,景观,0.615,首先他的有些重要的景观是有开放日的不是你去就可以看到,0.84038,0.15962,0.645289,2
环境和景观,景观,0.615,一定要确定好什么时候去能看到所有的景观尤其是最著名的佛顶舍利,0.997156,0.00284427,0.993679,2
设施和服务,提供,0.621,进去的话会提供免费的鞋套在内需要保持安静,0.998604,0.00139594,0.996898,2
性价比,免费,0.624,进去的话会提供免费的鞋套在内需要保持安静,0.998604,0.00139594,0.996898,2
环境和景观,景观,0.615,景观很好看,0.999852,0.000148051,0.999671,2
性价比,玩,0.633,这次国庆带爸妈来玩,0.999693,0.000307239,0.999317,2
性价比,接送,0.599,有专门的班车接送,0.978177,0.0218233,0.951504,2
环境和景观,自然景观,0.612,"体验感变差了
只去参观了网红景点其他自然景观就没有去玩
选个非节日日",0.0105205,0.989479,0.976621,0
性价比,玩,0.633,"体验感变差了
只去参观了网红景点其他自然景观就没有去玩
选个非节日日",0.0105205,0.989479,0.976621,0
性价比,玩水,0.609,她喜欢玩水的感觉,0.999382,0.000618345,0.998626,2
性价比,便宜,0.689,不便宜也不贵,0.683256,0.316744,0.296124,2
设施和服务,自助,0.635,在自助机买矿泉水,0.886309,0.113691,0.747354,2
设施和服务,消费,0.62,还穷横穷横的看了我的消费记录还不承认,0.000120708,0.999879,0.999732,0
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,免费,0.624,停车后步行50米有免费接驳车,0.9879,0.0121002,0.973111,2
性价比,空位,0.858,到的时候很多空位,0.82415,0.17585,0.609222,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,免费,0.624,停车后步行50米有免费接驳车,0.9879,0.0121001,0.973111,2
性价比,接驳,0.622,停车后步行50米有免费接驳车,0.9879,0.0121001,0.973111,2
性价比,玩完,0.591,玩完大概11点多,0.935345,0.0646549,0.856322,2
设施和服务,服务,0.622,景区服务很周到,0.994091,0.00590943,0.986868,2
性价比,接驳,0.622,西门外下车就有有接驳车入景区,0.963004,0.0369956,0.917788,2
性价比,免费,0.624,免费停车,0.975077,0.0249228,0.944616,2
性价比,像是,0.611,像是旋转的不用追着走拍照,0.98539,0.0146101,0.967533,2
性价比,接驳,0.622,注意景区里的来回接驳车也都是要另外付费的,0.634804,0.365197,0.188452,2
性价比,玩,0.633,国庆深圳过来南京玩,0.993358,0.00664161,0.985241,2
性价比,游玩,0.614,来南京游玩不要错过哦～,0.999759,0.000241495,0.999463,2
性价比,票价,0.677,"一定会让你们值回票价的
友情提醒一定要在晚上6点前买下山摆渡车
最好是西门",0.775992,0.224008,0.502204,2
性价比,游玩,0.614,推荐游玩路线可以从东门进西门出,0.994191,0.00580921,0.987091,2
性价比,感受到,0.6,"景区的绿化也做得相当到位,无论是绿树成荫的小道还是茂密的竹林,都让人感受到大自然的生机和活力",0.999214,0.000786225,0.998253,2
性价比,科技,0.863,花40亿造出来的牛首山到处体现了科技与狠活,0.860351,0.139649,0.689668,2
性价比,价格,0.724,吃饭矿泉水可以选择在景区内购买价格适中,0.972697,0.0273029,0.939327,2
性价比,免费,0.624,停车也是免费车子停在山底下,0.96122,0.0387796,0.913823,2
性价比,免费,0.624,另外七十岁以上老人是免费的哦,0.989582,0.0104175,0.97685,2
性价比,达成,0.598,耗资多少个亿达成的辉煌建筑,0.948997,0.0510029,0.88666,2
性价比,游玩,0.614,游玩体验相当出色,0.999824,0.00017557,0.99961,2
性价比,涨价,0.657,门票还涨价了,0.822041,0.177959,0.604537,2
性价比,便宜,0.689,门票也确实不便宜哈,0.812676,0.187324,0.583725,2
性价比,游玩,0.614,游玩顺序：,0.950399,0.0496008,0.889776,2
环境和景观,环境,0.621,环境宜人,0.981781,0.0182185,0.959514,2
性价比,游玩,0.614,会有很好的游玩体验,0.999493,0.000506519,0.998874,2
环境和景观,环境,0.621,环境清新干净,0.999028,0.000972401,0.997839,2
性价比,评价,0.682,不包括评价好评哦,0.837468,0.162532,0.638817,2
环境和景观,环境,0.621,整个环境很闷,0.0102055,0.989794,0.977321,0
环境和景观,新景点,0.604,本身对于新景点带着排斥,0.641701,0.358299,0.20378,2
性价比,角度,0.673,从另一角度也是一种新的传承,0.997521,0.00247897,0.994491,2
性价比,角度,0.673,不管是从宗教文化角度,0.978245,0.0217546,0.951656,2
性价比,角度,0.673,从另一角度也是一种新的传承,0.997521,0.00247897,0.994491,2
性价比,角度,0.673,不管是从宗教文化角度,0.978245,0.0217546,0.951656,2
文化和历史价值,历史,0.647,未来它也将拥有自己的历史,0.999508,0.00049223,0.998906,2
性价比,角度,0.673,榴莲也一定要去合影啊就是人超级多要选择角度才能顺利合照哈哈,0.999857,0.000143222,0.999682,2
设施和服务,设施,0.621,景区内设施配很全,0.993458,0.00654213,0.985462,2
文化和历史价值,文创,0.557,还有很多周边文创祈福产品,0.981691,0.0183089,0.959313,2
性价比,票价,0.677,缺点：票价有点贵,0.892222,0.107778,0.760494,2
性价比,票价,0.677,结束才知道票价,0.126929,0.873071,0.717935,0
性价比,票价,0.677,缺点：票价有点贵,0.892222,0.107778,0.760494,2
性价比,票价,0.677,结束才知道票价,0.126929,0.873071,0.717935,0
环境和景观,文化底蕴,0.619,有着不一样的文化底蕴,0.997337,0.00266315,0.994082,2
性价比,玩,0.633,也玩的开心,0.999825,0.000174982,0.999611,2
性价比,玩,0.633,就是游玩时人太多了,0.998902,0.00109749,0.997561,2
性价比,游玩,0.614,就是游玩时人太多了,0.998902,0.00109749,0.997561,2
设施和服务,服务态度,0.621,一点是他们的服务态度：门口的安检人员态度恶劣,0.0075923,0.992408,0.983128,0
性价比,服务态度,0.573,一点是他们的服务态度：门口的安检人员态度恶劣,0.0075923,0.992408,0.983128,0
性价比,接驳,0.622,景点接驳车是让我感到最不好的,0.0408166,0.959183,0.909296,0
性价比,接驳,0.622,景点接驳车上山就一公里,0.848494,0.151506,0.66332,2
性价比,接驳,0.622,景点接驳车是让我感到最不好的,0.0408166,0.959183,0.909296,0
性价比,接驳,0.622,景点接驳车上山就一公里,0.848494,0.151506,0.66332,2
性价比,速度,0.705,前面的人都在以正常速度爬楼梯那后面有根直接横冲直撞上去,0.0872944,0.912706,0.806012,0
文化和历史价值,历史,0.647,一部牛首山颁布经历史出来牛首山,0.0880452,0.911955,0.804344,0
性价比,成人,0.622,提前一日购买门票成人,0.992822,0.00717777,0.984049,2
性价比,原价,0.702,原价,0.937371,0.0626285,0.860826,2
性价比,价格,0.724,价格跟景区完全不匹配,0.00412446,0.995876,0.990835,0
性价比,评价,0.682,整体评价：适合拍照,0.991177,0.00882331,0.980393,2
性价比,车位,0.86,还有车位,0.964115,0.0358854,0.920255,2
性价比,便宜,0.689,停车费便宜,0.81052,0.18948,0.578933,2
环境和景观,环境,0.621,环境：,0.90405,0.0959496,0.786779,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109377,0.997569,2
环境和景观,环境,0.621,环境：,0.90405,0.0959496,0.786779,2
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
环境和景观,人文,0.611,牛首山没什么人文情怀,0.0694712,0.930529,0.84562,0
文化和历史价值,历史,0.647,历史典故,0.988592,0.0114077,0.97465,2
文化和历史价值,休闲,0.558,就是一个山坡状的休闲步道公园,0.975776,0.0242244,0.946168,2
文化和历史价值,公园,0.555,就是一个山坡状的休闲步道公园,0.975776,0.0242244,0.946168,2
性价比,游玩,0.614,在登山游玩中买吃喝,0.972168,0.0278323,0.93815,2
性价比,价格,0.724,价格品种单一的可以,0.358793,0.641207,0.202682,0
性价比,评价,0.682,网上的评价比较两极分化,0.302609,0.697391,0.327535,0
性价比,票价,0.677,但我们全家一行都觉得值得票价,0.892963,0.107037,0.762141,2
性价比,免费,0.624,70岁以上老人免费,0.954926,0.0450738,0.899836,2
设施和服务,自助,0.635,吃了个自助素餐,0.746114,0.253886,0.435808,2
文化和历史价值,休闲,0.558,真的适合徒步休闲,0.995939,0.0040608,0.990976,2
性价比,换成,0.615,其实景区可以把大巴换成观光车,0.912989,0.0870112,0.806642,2
性价比,免费,0.624,乘坐免费,0.992923,0.00707714,0.984273,2
性价比,玩,0.633,不值得来玩,0.000388714,0.999611,0.999136,0
设施和服务,服务,0.622,就是服务还得跟上,0.782463,0.217537,0.516585,2
性价比,便宜,0.689,门票可以某鱼便宜不少,0.902616,0.0973837,0.783592,2
性价比,玩儿,0.627,国庆节第2天来玩儿,0.99836,0.00163988,0.996356,2
性价比,免费,0.624,西门门口有免费的景区接送车,0.982094,0.0179055,0.96021,2
性价比,接送车,0.632,西门门口有免费的景区接送车,0.982094,0.0179055,0.96021,2
性价比,接驳,0.622,自驾到牛首山景点停车场地下室步行到接驳车站上车先到顶上参观,0.977274,0.0227263,0.949497,2
性价比,玩,0.633,去南京不知道怎么玩的牛首山也推荐,0.990123,0.00987707,0.978051,2
性价比,玩,0.633,玩到中午差不多可吃午饭,0.962775,0.037225,0.917278,2
文化和历史价值,文创,0.557,文创产品有天猫旗舰店,0.992236,0.00776406,0.982747,2
性价比,流量,0.573,两个门人流量差不多,0.524071,0.475929,0.518579,1
性价比,免费,0.624,门口免费公交车接驳,0.971952,0.0280478,0.937672,2
性价比,接驳,0.622,门口免费公交车接驳,0.971952,0.0280478,0.937672,2
性价比,感受到,0.6,置身其中可以感受到心灵的宁静,0.999959,4.09772e-05,0.999909,2
性价比,性质,0.695,但是作为宗教的性质就弱了很多,0.30967,0.69033,0.311845,0
性价比,接驳,0.622,坐景区接驳车上山平均排队等待20,0.93122,0.06878,0.847156,2
性价比,成,0.618,几乎成了小朋友的嬉水池无人管理,0.00317542,0.996825,0.992943,0
文化和历史价值,文创,0.557,文创产品没什么新意就吃个冰淇淋解暑吧,0.083835,0.916165,0.8137,0
性价比,角度,0.673,牛首山来一次还是很震撼的大巴上山然后走两步就是电梯了上山贼方便然后就是拍照打卡各种角度远景近景里面走廊也特别出片非常好内部非常震撼总体还是不错,0.999854,0.000146353,0.999675,2
性价比,机位,0.858,我也找到了“大榴莲”的最佳机位,0.991535,0.00846546,0.981188,2
性价比,技术,0.874,拍照技术提升了好几个level,0.999836,0.000164013,0.999635,2
性价比,便宜,0.689,建议提前大众点评上买门票可以便宜一点,0.864212,0.135788,0.69825,2
性价比,免费,0.624,遇到了景区的免费公益讲解,0.969975,0.0300248,0.933278,2
性价比,涨价,0.657,没有在主城区开车来方便点但停车很不方便很窄买票需要排队而且票还涨价了每天热流量那么大还涨价想不通佛宫还挺值得看的我去的时候天很热走一会得歇一会西门离大榴莲近一点就不用做大巴车了东门离得远需要做大巴车知道榴莲那块,0.459441,0.540559,0.188828,1
性价比,涨价,0.657,没有在主城区开车来方便点但停车很不方便很窄买票需要排队而且票还涨价了每天热流量那么大还涨价想不通佛宫还挺值得看的我去的时候天很热走一会得歇一会西门离大榴莲近一点就不用做大巴车了东门离得远需要做大巴车知道榴莲那块,0.459442,0.540558,0.188833,1
性价比,票价,0.677,虽然票价比较贵,0.953732,0.0462677,0.897183,2
性价比,玩,0.633,但是一点不耽误玩,0.752946,0.247054,0.450992,2
性价比,票价,0.677,不过现在票价涨了,0.971757,0.0282428,0.937238,2
性价比,免费,0.624,可是下了出租车就会有景区免费的接驳车送到西门入口,0.976017,0.023983,0.946704,2
性价比,免费,0.624,从东门出去后还有免费接驳车送到地铁站,0.995558,0.00444245,0.990128,2
性价比,接驳,0.622,可是下了出租车就会有景区免费的接驳车送到西门入口,0.976017,0.023983,0.946704,2
性价比,接驳,0.622,从东门出去后还有免费接驳车送到地铁站,0.995558,0.00444245,0.990128,2
性价比,免费,0.624,可是下了出租车就会有景区免费的接驳车送到西门入口,0.976017,0.023983,0.946704,2
性价比,免费,0.624,从东门出去后还有免费接驳车送到地铁站,0.995558,0.00444245,0.990128,2
性价比,接驳,0.622,可是下了出租车就会有景区免费的接驳车送到西门入口,0.976017,0.023983,0.946704,2
性价比,接驳,0.622,从东门出去后还有免费接驳车送到地铁站,0.995558,0.00444245,0.990128,2
性价比,机位,0.858,都是网红拍照机位佛顶宫的表演还是很震撼的,0.99964,0.000360221,0.999199,2
性价比,套票,0.634,买了套票本来还想去旁边的金陵小城,0.790799,0.209201,0.535109,2
性价比,玩,0.633,只能以后再来玩了,0.951338,0.048662,0.891862,2
环境和景观,新景观,0.617,再现当代建筑艺术新景观”,0.957201,0.0427987,0.904892,2
环境和景观,景观,0.615,然景观为,0.865743,0.134257,0.701652,2
环境和景观,环境,0.621,物营造静谧神圣的环境氛围,0.997429,0.00257054,0.994288,2
性价比,游玩,0.614,建议游玩时间2,0.977348,0.0226519,0.949662,2
性价比,游玩,0.614,错峰游玩吧,0.931296,0.0687035,0.847326,2
性价比,玩,0.633,建议游玩时间2,0.977348,0.0226519,0.949662,2
性价比,玩,0.633,建议3点去玩,0.988485,0.0115146,0.974412,2
性价比,玩,0.633,错峰游玩吧,0.931296,0.0687035,0.847326,2
性价比,接驳,0.622,不想爬山可以做接驳车,0.738201,0.261799,0.418224,2
性价比,游玩,0.614,建议游玩时间2,0.977348,0.0226519,0.949662,2
性价比,游玩,0.614,错峰游玩吧,0.931296,0.0687035,0.847326,2
性价比,游玩,0.614,上午在玄武湖游玩结束开车到景区大概30分钟,0.975516,0.0244838,0.945592,2
性价比,套票,0.634,套票：牛首山游览结束后又去了隔壁的金陵小镇,0.835149,0.164851,0.633665,2
性价比,免费,0.624,太远再往前开到三宝街有一个免费的停车场,0.417535,0.582465,0.0721448,0
文化和历史价值,文创,0.557,文创类产品也很受大家喜欢,0.998625,0.00137544,0.996943,2
性价比,性价比,1.0,讲真的160性价比不高,0.0010601,0.99894,0.997644,0
性价比,车位,0.86,车位还比较多,0.488659,0.511341,0.773182,1
设施和服务,绿色通道,0.623,带了宝宝给开了绿色通道,0.994732,0.00526791,0.988294,2
设施和服务,服务,0.622,服务一级棒,0.998193,0.00180676,0.995985,2
性价比,优惠,0.682,说不定能优惠15块,0.287096,0.712904,0.362008,0
性价比,涨价,0.657,涨价涨的太猛了吧,0.0140873,0.985913,0.968695,0
性价比,造价,0.695,听说造价非常贵,0.419442,0.580558,0.0679065,0
性价比,角度,0.673,不需要赶角度,0.985468,0.0145316,0.967708,2
性价比,成,0.618,别的景点没去成,0.536965,0.463035,0.2607,1
性价比,免费,0.624,每年七月都会放免费票,0.998832,0.00116784,0.997405,2
性价比,标志性,0.65,标志性的建筑大榴莲,0.990541,0.00945876,0.97898,2
性价比,用心,0.639,景区真的可以看出来是用心打造的,0.987385,0.0126149,0.971967,2
性价比,角度,0.673,我们还专门选择拍照了几个角度,0.981259,0.0187413,0.958353,2
性价比,感受,0.66,感受也不错挺值得去的,0.999903,9.73388e-05,0.999784,2
性价比,免费,0.624,乘免费接驳车进景区,0.991261,0.00873905,0.98058,2
性价比,接驳,0.622,乘免费接驳车进景区,0.991261,0.00873905,0.98058,2
环境和景观,新景点,0.604,据说几十亿打造的新景点,0.973952,0.0260484,0.942115,2
性价比,免费,0.624,往前走几步路公交站有免费的摆渡车接,0.969499,0.0305007,0.932221,2
性价比,接,0.586,往前走几步路公交站有免费的摆渡车接,0.969499,0.0305007,0.932221,2
设施和服务,咨询,0.632,好不容易逮到三个扫地阿姨想咨询表演在哪里看,0.0603081,0.939692,0.865982,0
设施和服务,咨询,0.632,最后好不容易在门口看到一个咨询台问了才知道国庆没有表演了,0.238484,0.761516,0.470035,0
性价比,玩,0.633,也推荐了朋友去玩,0.999837,0.000162875,0.999638,2
性价比,半价,0.638,60岁以上老人票半价,0.842779,0.157221,0.650621,2
性价比,接驳,0.622,上山可以选择坐接驳车,0.985977,0.014023,0.968838,2
性价比,接驳,0.622,坐了接驳车下来,0.87154,0.12846,0.714533,2
性价比,接驳,0.622,上山可以选择坐接驳车,0.985977,0.014023,0.968838,2
性价比,接驳,0.622,坐了接驳车下来,0.87154,0.12846,0.714533,2
文化和历史价值,休闲,0.558,下次可以选择休闲方式逛逛牛首山,0.996076,0.00392408,0.99128,2
性价比,感受,0.66,适合大家静静的去看去感受了,0.998992,0.00100835,0.997759,2
性价比,游玩,0.614,吸引了大量游客前来游玩,0.986581,0.0134189,0.97018,2
性价比,游玩,0.614,在游玩南京牛首山时,0.964689,0.0353111,0.921531,2
性价比,游玩,0.614,游玩南京牛首山可以让游客放松身心,0.992032,0.00796761,0.982294,2
性价比,游玩,0.614,吸引了大量游客前来游玩,0.986581,0.0134189,0.97018,2
性价比,游玩,0.614,在游玩南京牛首山时,0.964689,0.0353111,0.921531,2
性价比,游玩,0.614,游玩南京牛首山可以让游客放松身心,0.992032,0.00796761,0.982294,2
性价比,感受到,0.6,感受到大自然的美妙,0.999733,0.000266866,0.999407,2
性价比,感受到,0.6,感受到泉水的甘甜,0.995426,0.00457387,0.989836,2
性价比,感受到,0.6,感受到大自然的奇妙和历史文化的魅力,0.999778,0.000222154,0.999506,2
文化和历史价值,公园,0.555,如牛首山公园,0.841141,0.158859,0.646979,2
性价比,感受到,0.6,感受到大自然的美妙,0.999733,0.000266866,0.999407,2
性价比,感受到,0.6,感受到泉水的甘甜,0.995426,0.00457387,0.989836,2
性价比,感受到,0.6,感受到大自然的奇妙和历史文化的魅力,0.999778,0.000222154,0.999506,2
文化和历史价值,历史,0.647,南京牛首山还有着悠久的历史文化,0.995272,0.00472772,0.989494,2
文化和历史价值,历史,0.647,了解南京地区的传统文化和历史发展,0.995744,0.00425621,0.990542,2
文化和历史价值,历史,0.647,感受到大自然的奇妙和历史文化的魅力,0.999778,0.000222154,0.999506,2
环境和景观,文物古迹,0.611,云龙寺等文物古迹,0.986298,0.0137017,0.969552,2
文化和历史价值,历史,0.647,南京牛首山还有着悠久的历史文化,0.995272,0.00472772,0.989494,2
文化和历史价值,历史,0.647,了解南京地区的传统文化和历史发展,0.995744,0.00425621,0.990542,2
文化和历史价值,历史,0.647,感受到大自然的奇妙和历史文化的魅力,0.999778,0.000222154,0.999506,2
性价比,游玩,0.614,吸引了大量游客前来游玩,0.986581,0.0134189,0.97018,2
性价比,游玩,0.614,在游玩南京牛首山时,0.964689,0.0353111,0.921531,2
性价比,游玩,0.614,游玩南京牛首山可以让游客放松身心,0.992032,0.00796761,0.982294,2
性价比,感受到,0.6,感受到大自然的美妙,0.999733,0.000266866,0.999407,2
性价比,感受到,0.6,感受到泉水的甘甜,0.995426,0.00457387,0.989836,2
性价比,感受到,0.6,感受到大自然的奇妙和历史文化的魅力,0.999778,0.000222154,0.999506,2
文化和历史价值,历史,0.647,南京牛首山还有着悠久的历史文化,0.995272,0.00472772,0.989494,2
文化和历史价值,历史,0.647,了解南京地区的传统文化和历史发展,0.995744,0.0042562,0.990542,2
文化和历史价值,历史,0.647,感受到大自然的奇妙和历史文化的魅力,0.999778,0.000222154,0.999506,2
环境和景观,环境,0.621,环境好,0.995576,0.00442413,0.990169,2
性价比,接驳,0.622,只能下车坐景区统一的接驳车进去,0.210558,0.789442,0.532094,0
性价比,接驳,0.622,但是这个统一的接驳车需要等一会儿,0.864971,0.135029,0.699935,2
性价比,接驳,0.622,只能下车坐景区统一的接驳车进去,0.210558,0.789442,0.532094,0
性价比,接驳,0.622,但是这个统一的接驳车需要等一会儿,0.864971,0.135029,0.699935,2
性价比,玩,0.633,朋友强烈推荐我来玩,0.999766,0.000234063,0.99948,2
性价比,玩,0.633,逛逛拍拍休息休息整个玩下来需要半天时间吧,0.977795,0.022205,0.950655,2
性价比,玩,0.633,朋友强烈推荐我来玩,0.999766,0.000234063,0.99948,2
性价比,玩,0.633,逛逛拍拍休息休息整个玩下来需要半天时间吧,0.977795,0.022205,0.950655,2
性价比,感受,0.66,看法跟感受,0.818124,0.181876,0.59583,2
设施和服务,服务,0.622,服务有时候不够亲切,0.530458,0.469542,0.390841,1
性价比,免费,0.624,可以租个免费的讲解器,0.997147,0.00285261,0.993661,2
性价比,游玩,0.614,游玩日期：23年9月3日,0.989901,0.0100988,0.977558,2
环境和景观,山清水秀,0.628,有个山清水秀的佛顶前苑,0.986531,0.0134691,0.970069,2
性价比,堪比,0.641,堪比很多地方不言语,0.13623,0.86377,0.697266,0
性价比,便宜,0.689,购票：提前一天线上购买可以便宜10r,0.984655,0.0153452,0.9659,2
性价比,用心,0.639,感觉每一处的细节都很用心,0.999534,0.0004659,0.998965,2
性价比,有用,0.653,或许对大家有用的信息,0.00849061,0.991509,0.981132,0
性价比,票价,0.677,票价10元,0.864509,0.135491,0.698909,2
性价比,免费,0.624,2米以下免费,0.955309,0.0446911,0.900686,2
性价比,票价,0.677,还是挺值得一去的比较神圣的地方尤其是佛顶宫气势磅礴进去很惊艳值回票价了拍照也很出片还是建议穿比较有风格的衣服这样感觉更加好小朋友来不是很适合我们家娃全程跟着我们略显无聊票价要是性价比再高点那就更加好了,0.999852,0.000147817,0.999672,2
性价比,票价,0.677,还是挺值得一去的比较神圣的地方尤其是佛顶宫气势磅礴进去很惊艳值回票价了拍照也很出片还是建议穿比较有风格的衣服这样感觉更加好小朋友来不是很适合我们家娃全程跟着我们略显无聊票价要是性价比再高点那就更加好了,0.999852,0.000147817,0.999672,2
性价比,性价比,1.0,还是挺值得一去的比较神圣的地方尤其是佛顶宫气势磅礴进去很惊艳值回票价了拍照也很出片还是建议穿比较有风格的衣服这样感觉更加好小朋友来不是很适合我们家娃全程跟着我们略显无聊票价要是性价比再高点那就更加好了,0.999852,0.000147817,0.999672,2
环境和景观,景观,0.615,整个景区的景观环境维护的非常好,0.997981,0.00201878,0.995514,2
环境和景观,环境,0.621,整个景区的景观环境维护的非常好,0.997981,0.00201878,0.995514,2
文化和历史价值,历史,0.647,只有十几年历史,0.124163,0.875837,0.724083,0
