字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
文化和历史价值,文创,0.557,大概在里面玩了30几分钟旁边还有文创园可以盖章,0.922693,0.0773071,0.828206,2
性价比,玩,0.633,大概在里面玩了30几分钟旁边还有文创园可以盖章,0.922693,0.0773071,0.828206,2
性价比,玩,0.633,建议来玩的人还是租一辆电瓶车会比较轻松,0.8452,0.1548,0.656,2
性价比,感受,0.66,最大的感受是好累好累好累,0.998708,0.00129186,0.997129,2
环境和景观,人文,0.611,人文气息还是很重的,0.782059,0.217941,0.515686,2
性价比,玩意,0.644,音乐台是一个什么玩意,0.00040097,0.999599,0.999109,0
性价比,价格,0.724,价格不便宜而且危险,0.0356731,0.964327,0.920726,0
性价比,便宜,0.689,价格不便宜而且危险,0.0356731,0.964327,0.920726,0
文化和历史价值,历史,0.647,历史也很好,0.999947,5.33288e-05,0.999882,2
环境和景观,名胜古迹,0.614,名胜古迹有好几百处,0.944584,0.0554156,0.876854,2
环境和景观,人文,0.611,是中华城中人文第一山,0.984577,0.0154231,0.965727,2
性价比,玩,0.633,去钟山风景区玩,0.968895,0.0311048,0.930878,2
性价比,人比,0.664,为什么音乐台人比鸽子多？为什么有人举手机半小时以上动都不动？只为鸽子起飞那一刹那的治愈～,0.0975482,0.902452,0.783226,0
文化和历史价值,历史,0.647,历史文化的别期望太高,0.23628,0.76372,0.474933,0
性价比,感受,0.66,真的很美很美北方或者没有这么绿化的城市感受不到的美,0.999951,4.92608e-05,0.99989,2
性价比,套票,0.634,买了游览车的套票,0.989084,0.0109163,0.975742,2
性价比,等位,0.853,摆渡车的话就是得等位摆渡车,0.941211,0.0587894,0.869357,2
文化和历史价值,历史,0.647,因为明孝陵的话毕竟就是历史的成分特别厚重,0.999781,0.000218859,0.999514,2
性价比,成分,0.674,因为明孝陵的话毕竟就是历史的成分特别厚重,0.999781,0.000218859,0.999514,2
设施和服务,票务,0.64,然后在摆渡车第二站的票务员激恼的,0.603452,0.396548,0.118782,2
性价比,价格,0.724,价格方面的话,0.033235,0.966765,0.926144,0
性价比,套票,0.634,钟山风景区的门票套票是100元,0.942812,0.0571879,0.872916,2
性价比,游玩,0.614,累了按照我们两人不爱运动的体力还得来2次游玩才能全部逛完,0.990825,0.00917475,0.979612,2
设施和服务,平台,0.625,不见平台,0.108088,0.891912,0.759804,0
设施和服务,平台,0.625,只见平台不见台阶,0.218478,0.781522,0.514492,0
设施和服务,平台,0.625,不见平台,0.108088,0.891912,0.759804,0
设施和服务,平台,0.625,只见平台不见台阶,0.218478,0.781522,0.514492,0
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,感受,0.66,陪外地的朋友来感受一次特种兵旅游,0.995034,0.00496636,0.988964,2
性价比,感受,0.66,感受南京的人文底蕴,0.999669,0.000330967,0.999265,2
性价比,感受,0.66,感受历史的冲击,0.963928,0.0360723,0.919839,2
性价比,感受,0.66,陪外地的朋友来感受一次特种兵旅游,0.995034,0.00496637,0.988964,2
性价比,感受,0.66,感受南京的人文底蕴,0.999669,0.000330967,0.999265,2
性价比,感受,0.66,感受历史的冲击,0.963928,0.0360723,0.919839,2
环境和景观,人文,0.611,感受南京的人文底蕴,0.999669,0.000330967,0.999265,2
性价比,感受,0.66,陪外地的朋友来感受一次特种兵旅游,0.995034,0.00496637,0.988964,2
性价比,感受,0.66,感受南京的人文底蕴,0.999669,0.000330967,0.999265,2
性价比,感受,0.66,感受历史的冲击,0.963928,0.0360723,0.919839,2
文化和历史价值,历史,0.647,感受历史的冲击,0.963928,0.0360723,0.919839,2
性价比,套票,0.634,他的套票是100元,0.884327,0.115673,0.742948,2
设施和服务,消费,0.62,这里没有什么走两步就可以消费的店,0.449784,0.550216,0.000479619,0
环境和景观,环境,0.621,环境有的优美,0.991198,0.00880154,0.980441,2
环境和景观,环境,0.621,里面环境很好,0.997472,0.00252837,0.994381,2
环境和景观,自然景观,0.612,有自然景观也有人文展馆,0.98362,0.0163799,0.9636,2
环境和景观,人文,0.611,有自然景观也有人文展馆,0.98362,0.0163799,0.9636,2
性价比,游玩,0.614,可以按照景区里推荐的导览图游玩,0.992794,0.00720638,0.983986,2
文化和历史价值,历史,0.647,都可以进去看看感受一下历史文化底蕴,0.999666,0.000334124,0.999258,2
环境和景观,文化底蕴,0.619,都可以进去看看感受一下历史文化底蕴,0.999666,0.000334124,0.999258,2
性价比,感受到,0.6,可以感受到独属于南京城的浪漫,0.999862,0.000138459,0.999692,2
性价比,玩,0.633,带娃过来玩,0.997766,0.00223435,0.995035,2
性价比,套票,0.634,买的套票,0.987838,0.0121617,0.972974,2
性价比,接驳,0.622,惊到我了最坑爹的是景区里的接驳车,0.0110302,0.98897,0.975488,0
性价比,通用,0.646,互相不能通用,0.00206752,0.997932,0.995406,0
性价比,游玩,0.614,别回来为了游玩错过高铁或者飞机,0.832213,0.167787,0.627141,2
文化和历史价值,历史,0.647,一处集历史,0.993488,0.00651195,0.985529,2
文化和历史价值,历史,0.647,说到南京钟山风景区的历史底蕴,0.985289,0.0147114,0.967308,2
文化和历史价值,历史,0.647,钟山是中国历史文化名山之一,0.992485,0.00751529,0.983299,2
文化和历史价值,历史,0.647,承载着丰富的历史遗迹,0.999336,0.000664367,0.998524,2
文化和历史价值,历史,0.647,更是让人感叹历史与现代的交织,0.991719,0.0082809,0.981598,2
文化和历史价值,历史,0.647,一处集历史,0.993488,0.00651195,0.985529,2
文化和历史价值,历史,0.647,说到南京钟山风景区的历史底蕴,0.985289,0.0147114,0.967308,2
文化和历史价值,历史,0.647,钟山是中国历史文化名山之一,0.992485,0.00751529,0.983299,2
文化和历史价值,历史,0.647,承载着丰富的历史遗迹,0.999336,0.000664367,0.998524,2
文化和历史价值,历史,0.647,更是让人感叹历史与现代的交织,0.991719,0.0082809,0.981598,2
文化和历史价值,历史,0.647,一处集历史,0.993488,0.00651194,0.985529,2
文化和历史价值,历史,0.647,说到南京钟山风景区的历史底蕴,0.985289,0.0147114,0.967308,2
文化和历史价值,历史,0.647,钟山是中国历史文化名山之一,0.992485,0.00751529,0.983299,2
文化和历史价值,历史,0.647,承载着丰富的历史遗迹,0.999336,0.000664367,0.998524,2
文化和历史价值,历史,0.647,更是让人感叹历史与现代的交织,0.991719,0.0082809,0.981598,2
文化和历史价值,历史,0.647,一处集历史,0.993488,0.00651195,0.985529,2
文化和历史价值,历史,0.647,说到南京钟山风景区的历史底蕴,0.985289,0.0147114,0.967308,2
文化和历史价值,历史,0.647,钟山是中国历史文化名山之一,0.992485,0.00751529,0.983299,2
文化和历史价值,历史,0.647,承载着丰富的历史遗迹,0.999336,0.000664367,0.998524,2
文化和历史价值,历史,0.647,更是让人感叹历史与现代的交织,0.991719,0.0082809,0.981598,2
文化和历史价值,历史,0.647,一处集历史,0.993488,0.00651195,0.985529,2
文化和历史价值,历史,0.647,说到南京钟山风景区的历史底蕴,0.985289,0.0147114,0.967308,2
文化和历史价值,历史,0.647,钟山是中国历史文化名山之一,0.992485,0.00751529,0.983299,2
文化和历史价值,历史,0.647,承载着丰富的历史遗迹,0.999336,0.000664367,0.998524,2
文化和历史价值,历史,0.647,更是让人感叹历史与现代的交织,0.991719,0.0082809,0.981598,2
环境和景观,自然景观,0.612,钟山风景区的自然景观同样令人惊叹,0.974412,0.0255877,0.943139,2
文化和历史价值,历史,0.647,一星完全给历史和自然,0.597521,0.402479,0.105603,2
性价比,游玩,0.614,一般需要一天的时间去游玩,0.948428,0.0515721,0.885395,2
性价比,价格,0.724,价格比较贵,0.0444135,0.955586,0.901303,0
性价比,免费,0.624,有排队领免费的纪念品的活动,0.994946,0.00505428,0.988768,2
性价比,套票,0.634,买了个套票,0.963692,0.0363083,0.919315,2
性价比,成,0.618,想把家装成那样,0.618602,0.381398,0.15245,2
环境和景观,名胜古迹,0.614,分布各类名胜古迹多达200多处,0.948226,0.0517735,0.884948,2
环境和景观,环境,0.621,环境：里面很大,0.960694,0.0393063,0.912653,2
性价比,价格,0.724,里面价格10元,0.506565,0.493435,0.868696,1
性价比,游玩,0.614,钟山风景区非常大游玩的地方非常多不同季节有不同景色,0.998249,0.0017506,0.99611,2
性价比,游玩,0.614,灵谷寺35网上套票100可以游玩这几个地方,0.975357,0.024643,0.945238,2
性价比,游玩,0.614,但注意游玩顺序,0.858515,0.141485,0.68559,2
性价比,套票,0.634,灵谷寺35网上套票100可以游玩这几个地方,0.975357,0.024643,0.945238,2
性价比,套票,0.634,套票30无限坐,0.956807,0.0431934,0.904015,2
性价比,游玩,0.614,钟山风景区非常大游玩的地方非常多不同季节有不同景色,0.998249,0.0017506,0.99611,2
性价比,游玩,0.614,灵谷寺35网上套票100可以游玩这几个地方,0.975357,0.024643,0.945238,2
性价比,游玩,0.614,但注意游玩顺序,0.858516,0.141485,0.68559,2
性价比,套票,0.634,灵谷寺35网上套票100可以游玩这几个地方,0.975357,0.024643,0.945238,2
性价比,套票,0.634,套票30无限坐,0.956807,0.0431934,0.904015,2
性价比,游玩,0.614,钟山风景区非常大游玩的地方非常多不同季节有不同景色,0.998249,0.00175061,0.99611,2
性价比,游玩,0.614,灵谷寺35网上套票100可以游玩这几个地方,0.975357,0.024643,0.945238,2
性价比,游玩,0.614,但注意游玩顺序,0.858516,0.141485,0.68559,2
性价比,占,0.644,非要占着拍照,0.0772661,0.922734,0.828298,0
性价比,占,0.644,占着地方不走,0.229673,0.770327,0.489617,0
性价比,占,0.644,非要占着拍照,0.0772661,0.922734,0.828298,0
性价比,占,0.644,占着地方不走,0.229673,0.770327,0.489617,0
文化和历史价值,历史,0.647,上了一道道坎之后上面什么历史文化都看不见只有一个VR体验馆,0.493479,0.506521,0.869576,1
性价比,玩上,0.607,个人感觉时间充裕的人可以过来玩上一整天,0.997411,0.00258938,0.994246,2
环境和景观,人文,0.611,主要还是以人文游览为主,0.988672,0.0113283,0.974826,2
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
文化和历史价值,历史,0.647,让游客可以全面地了解明孝陵的历史和文化,0.999693,0.00030677,0.999318,2
文化和历史价值,历史,0.647,有专业的导游为游客讲解明孝陵的历史和文化,0.998628,0.00137205,0.996951,2
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
设施和服务,服务,0.622,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
设施和服务,服务,0.622,茶水等便民服务,0.959302,0.0406982,0.909559,2
设施和服务,服务,0.622,同时也提供了周到的服务,0.984727,0.0152729,0.96606,2
文化和历史价值,历史,0.647,让游客可以全面地了解明孝陵的历史和文化,0.999693,0.00030677,0.999318,2
文化和历史价值,历史,0.647,有专业的导游为游客讲解明孝陵的历史和文化,0.998628,0.00137204,0.996951,2
设施和服务,提供,0.621,同时还提供雨伞,0.95857,0.0414296,0.907934,2
设施和服务,提供,0.621,同时也提供了周到的服务,0.984727,0.0152729,0.96606,2
设施和服务,便民服务,0.631,茶水等便民服务,0.959302,0.0406982,0.909559,2
性价比,数量,0.586,游客数量非常大,0.970012,0.0299876,0.933361,2
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
性价比,费用,0.671,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318946,0.291231,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
性价比,票价,0.677,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
性价比,票价,0.677,并且票价相对较高,0.243783,0.756217,0.458259,0
环境和景观,景观,0.615,明孝陵景观车是一种方便游客游览明孝陵的交通工具,0.999556,0.000444287,0.999013,2
环境和景观,景观,0.615,观赏方便：明孝陵景观车是一种非常方便的交通工具,0.999569,0.000431021,0.999042,2
环境和景观,景观,0.615,覆盖全面：明孝陵景观车的路线覆盖了明孝陵的主要景点,0.999793,0.000207306,0.999539,2
环境和景观,景观,0.615,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
环境和景观,景观,0.615,明孝陵景观车的人流量也相应较大,0.989416,0.0105837,0.976481,2
环境和景观,景观,0.615,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
环境和景观,景观,0.615,明孝陵景观车是一种非常方便的交通工具,0.99984,0.000160068,0.999644,2
设施和服务,提供,0.621,同时还提供雨伞,0.95857,0.0414296,0.907934,2
设施和服务,提供,0.621,同时也提供了周到的服务,0.984727,0.0152729,0.96606,2
设施和服务,服务,0.622,服务周到：明孝陵景观车的服务非常周到,0.999744,0.000255861,0.999431,2
设施和服务,服务,0.622,茶水等便民服务,0.959302,0.0406982,0.909559,2
设施和服务,服务,0.622,同时也提供了周到的服务,0.984727,0.0152729,0.96606,2
性价比,票价,0.677,费用较高：明孝陵景观车的票价相对较高,0.681054,0.318945,0.291232,2
性价比,票价,0.677,并且票价相对较高,0.243783,0.756217,0.458259,0
环境和景观,环境,0.621,环境舒适,0.997764,0.00223607,0.995031,2
性价比,价值,0.748,里面的几个景点也是很有游览价值,0.996583,0.00341732,0.992406,2
性价比,玩,0.633,推荐来玩,0.999406,0.000593566,0.998681,2
性价比,接触,0.615,和音乐台前群飞的鸽子近距离接触,0.989789,0.0102109,0.977309,2
性价比,玩水,0.609,朔溪玩水,0.835191,0.164809,0.633758,2
性价比,玩水,0.609,不仅可以尽情玩水,0.993605,0.00639512,0.985789,2
性价比,玩水,0.609,朔溪玩水的特殊之处就在于它的原汁原味,0.992786,0.00721431,0.983968,2
性价比,玩水,0.609,朔溪玩水,0.835191,0.164809,0.633758,2
性价比,玩水,0.609,不仅可以尽情玩水,0.993605,0.00639512,0.985789,2
性价比,玩水,0.609,朔溪玩水的特殊之处就在于它的原汁原味,0.992786,0.00721431,0.983968,2
性价比,玩水,0.609,朔溪玩水,0.835191,0.164809,0.633758,2
性价比,玩水,0.609,不仅可以尽情玩水,0.993605,0.00639512,0.985789,2
性价比,玩水,0.609,朔溪玩水的特殊之处就在于它的原汁原味,0.992786,0.0072143,0.983968,2
设施和服务,设施,0.621,这里没有过多的人工设施,0.264643,0.735357,0.411904,0
性价比,接触,0.615,而是让我们与大自然亲密接触,0.988512,0.0114882,0.974471,2
环境和景观,环境,0.621,环境真的很不错,0.997239,0.00276071,0.993865,2
文化和历史价值,文创,0.557,买了根文创冰激凌恰恰,0.875173,0.124827,0.722607,2
性价比,玩水,0.609,夏天就要玩水呀我们过来已经19,0.947174,0.0528258,0.882609,2
环境和景观,水质,0.626,水质不是特别干净,0.0141528,0.985847,0.968549,0
性价比,角度,0.673,选择另外一个角度,0.865524,0.134476,0.701164,2
性价比,套票,0.634,买了套票亏了,0.0216438,0.978356,0.951903,0
文化和历史价值,历史,0.647,其实南京的历史文化和旅游资源是相当丰富的,0.997078,0.00292229,0.993506,2
性价比,成萌,0.629,漫步于绿树成萌的紫金山路,0.992894,0.00710618,0.984208,2
性价比,知名度,0.75,其中知名度较高的就是免费的中山陵风景区和联票景区群,0.996078,0.00392169,0.991285,2
性价比,免费,0.624,其中知名度较高的就是免费的中山陵风景区和联票景区群,0.996078,0.00392169,0.991285,2
性价比,免费,0.624,中山陵虽然免费,0.9964,0.00359973,0.992001,2
性价比,价格,0.724,联票价格100元,0.77475,0.22525,0.499444,2
性价比,便宜,0.689,网上便宜些,0.455062,0.544938,0.101247,1
文化和历史价值,历史,0.647,如果对历史没有那么浓厚的兴致,0.125497,0.874503,0.721118,0
性价比,免费,0.624,其中知名度较高的就是免费的中山陵风景区和联票景区群,0.996078,0.00392169,0.991285,2
性价比,免费,0.624,中山陵虽然免费,0.9964,0.00359973,0.992001,2
性价比,游玩,0.614,我的游玩时间大概是5小时,0.948607,0.0513933,0.885793,2
性价比,套票,0.634,购买的100的套票,0.962532,0.0374675,0.916739,2
性价比,套票,0.634,按我的路线购买套票是最划算的,0.998855,0.00114497,0.997456,2
性价比,半价,0.638,学生半价,0.955905,0.044095,0.902011,2
性价比,套票,0.634,购买的100的套票,0.962532,0.0374675,0.916739,2
性价比,套票,0.634,按我的路线购买套票是最划算的,0.998855,0.00114497,0.997456,2
性价比,便宜,0.689,但是也比单独买票便宜一点,0.911949,0.0880511,0.804331,2
文化和历史价值,公园,0.555,紫金山山顶公园,0.968357,0.0316434,0.929681,2
性价比,价格,0.724,而且价格提示还不明显,0.00985416,0.990146,0.978102,0
性价比,形式,0.664,为我国的建筑形式感到非常的震撼,0.999774,0.000225556,0.999499,2
性价比,成荫,0.62,道路两边都是树木成荫绿成林,0.905651,0.0943491,0.790335,2
性价比,成林,0.602,道路两边都是树木成荫绿成林,0.905651,0.0943491,0.790335,2
环境和景观,环境,0.621,环境很不错,0.996991,0.00300863,0.993314,2
环境和景观,环境,0.621,整个环境是非常好的,0.998891,0.00110894,0.997536,2
环境和景观,环境,0.621,环境很不错,0.996991,0.00300863,0.993314,2
环境和景观,环境,0.621,整个环境是非常好的,0.998891,0.00110894,0.997536,2
文化和历史价值,历史,0.647,了解历史,0.999304,0.000695607,0.998454,2
性价比,免费,0.624,我去的时候景区里有免费拍照的,0.997826,0.00217448,0.995168,2
性价比,免费,0.624,只要免费钥匙扣,0.997391,0.00260927,0.994202,2
性价比,免费,0.624,我去的时候景区里有免费拍照的,0.997826,0.00217448,0.995168,2
性价比,免费,0.624,只要免费钥匙扣,0.997391,0.00260927,0.994202,2
性价比,价格,0.724,"这个价格和质量都有惊到我
以前都没发现这个宝藏平台",0.581089,0.418911,0.0690858,2
性价比,质量,0.623,"这个价格和质量都有惊到我
以前都没发现这个宝藏平台",0.581089,0.418911,0.0690858,2
设施和服务,平台,0.625,"这个价格和质量都有惊到我
以前都没发现这个宝藏平台",0.581089,0.418911,0.0690856,2
文化和历史价值,历史,0.647,是了解历史学习文化的好地方,0.99976,0.000239769,0.999467,2
文化和历史价值,历史,0.647,开车的驾驶员还会简单的介绍景区历史,0.989135,0.0108654,0.975855,2
性价比,游玩,0.614,关于游玩有好多建议,0.997104,0.00289643,0.993563,2
性价比,价格,0.724,虽然价格高一点,0.27277,0.72723,0.393844,0
文化和历史价值,历史,0.647,是了解历史学习文化的好地方,0.99976,0.000239769,0.999467,2
文化和历史价值,历史,0.647,开车的驾驶员还会简单的介绍景区历史,0.989135,0.0108654,0.975855,2
性价比,代表性,0.577,南京最有代表性的景点,0.998452,0.00154844,0.996559,2
性价比,玩,0.633,如果都玩,0.953969,0.0460312,0.897708,2
性价比,玩,0.633,一天都玩不完,0.958792,0.0412079,0.908427,2
性价比,玩,0.633,如果都玩,0.953969,0.0460312,0.897708,2
性价比,玩,0.633,一天都玩不完,0.958792,0.0412079,0.908427,2
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,免费,0.624,中山陵现在都免费的,0.999352,0.000647563,0.998561,2
性价比,套票,0.634,几个景点可以买套票,0.983405,0.0165948,0.963123,2
性价比,免费,0.624,中山陵免费,0.995106,0.00489358,0.989125,2
性价比,免费,0.624,中山陵现在都免费的,0.999352,0.000647563,0.998561,2
性价比,套票,0.634,建议不建议买套票,0.0349591,0.965041,0.922313,0
文化和历史价值,公园,0.555,坐地铁可直达公园门口,0.984441,0.0155594,0.965423,2
性价比,玩,0.633,玩了就是咔咔拍照了,0.988465,0.011535,0.974367,2
性价比,套票,0.634,可以买套票,0.996534,0.00346595,0.992298,2
文化和历史价值,历史,0.647,民国时期鼎盛时代的历史缩影在这里依稀可见,0.990472,0.00952805,0.978826,2
文化和历史价值,文创,0.557,里面文创店挺多,0.871308,0.128692,0.714017,2
性价比,接驳,0.622,搞些限流封路的套路让你坐景区内的观光接驳车***恶心,0.0012382,0.998762,0.997248,0
性价比,套票,0.634,端午节的时候买了套票,0.997743,0.00225744,0.994984,2
性价比,接驳,0.622,接驳车排队时间很长,0.866392,0.133608,0.703093,2
设施和服务,设施,0.621,设施老旧,0.00202921,0.997971,0.995491,0
性价比,费用,0.671,光是交通费用就每人120啦,0.912089,0.0879111,0.804642,2
性价比,玩水,0.609,许多人都会约上三五好友来这玩水,0.990665,0.00933455,0.979257,2
性价比,免费,0.624,主要还是免费的,0.992853,0.00714695,0.984118,2
性价比,游玩,0.614,夏日游玩避暑好去处,0.999039,0.000960713,0.997865,2
性价比,游玩,0.614,游玩指南：,0.96489,0.0351101,0.921978,2
性价比,游玩,0.614,夏日游玩避暑好去处,0.999039,0.000960713,0.997865,2
性价比,游玩,0.614,游玩指南：,0.96489,0.0351101,0.921978,2
环境和景观,山清水秀,0.628,山清水秀,0.999664,0.000336415,0.999252,2
文化和历史价值,历史,0.647,现代的历史发展进程,0.966082,0.0339185,0.924626,2
性价比,玩完,0.591,不过大半天也是可以玩完的,0.971512,0.0284878,0.936694,2
性价比,玩好,0.604,这样才能玩好,0.989733,0.0102669,0.977185,2
性价比,套票,0.634,也不必买50块钱的套票,0.681408,0.318592,0.292017,2
性价比,随用,0.638,随买随用3中山陵入口有很多快餐店,0.976747,0.023253,0.948327,2
性价比,价格,0.724,价格平民,0.991525,0.00847475,0.981167,2
性价比,免费,0.624,30之前入园免费,0.989277,0.0107232,0.976171,2
设施和服务,共享,0.629,我们外地人景区外围连共享电动车都租不到,0.194202,0.805798,0.56844,0
环境和景观,人文,0.611,人文,0.988334,0.0116661,0.974075,2
文化和历史价值,历史,0.647,历史建筑的一个景点,0.986621,0.0133786,0.97027,2
性价比,玩,0.633,基本上可以玩一天的时间,0.998109,0.00189062,0.995799,2
性价比,玩,0.633,十分推荐大家来这里游玩,0.999869,0.00013114,0.999709,2
性价比,游玩,0.614,十分推荐大家来这里游玩,0.999869,0.00013114,0.999709,2
性价比,玩,0.633,第一次来这玩,0.991653,0.00834727,0.98145,2
性价比,玩,0.633,大家去玩的话记得在山下直接买来回的票,0.988594,0.0114061,0.974653,2
性价比,玩,0.633,下面还有可以玩划船的地方,0.985425,0.0145746,0.967612,2
性价比,玩,0.633,挺好玩的,0.999704,0.000295869,0.999343,2
性价比,玩,0.633,第一次来这玩,0.991653,0.00834727,0.98145,2
性价比,玩,0.633,大家去玩的话记得在山下直接买来回的票,0.988594,0.0114061,0.974653,2
性价比,玩,0.633,下面还有可以玩划船的地方,0.985425,0.0145746,0.967612,2
性价比,玩,0.633,挺好玩的,0.999704,0.000295869,0.999343,2
性价比,玩,0.633,第一次来这玩,0.991653,0.00834727,0.98145,2
性价比,玩,0.633,大家去玩的话记得在山下直接买来回的票,0.988594,0.0114061,0.974653,2
性价比,玩,0.633,下面还有可以玩划船的地方,0.985425,0.0145746,0.967612,2
性价比,玩,0.633,挺好玩的,0.999704,0.000295869,0.999343,2
性价比,玩,0.633,来旅游的游客一两天玩的应该很爽,0.999509,0.000490745,0.998909,2
性价比,玩,0.633,适合春季来玩,0.998809,0.00119139,0.997352,2
性价比,玩,0.633,来旅游的游客一两天玩的应该很爽,0.999509,0.000490746,0.998909,2
性价比,玩,0.633,适合春季来玩,0.998809,0.00119139,0.997352,2
性价比,接驳,0.622,好在有接驳车,0.811525,0.188475,0.581167,2
性价比,几分,0.633,山路也显得多了几分韵味,0.981565,0.0184348,0.959034,2
性价比,玩玩,0.634,带着孩子过来玩玩的,0.998067,0.00193343,0.995704,2
性价比,感受,0.66,感受下文化底蕴的气息,0.999796,0.000204394,0.999546,2
环境和景观,文化底蕴,0.619,感受下文化底蕴的气息,0.999796,0.000204394,0.999546,2
性价比,免费,0.624,拍到了免费的纪念照片,0.990858,0.00914155,0.979685,2
性价比,成排,0.611,走在成排的梧桐树下,0.872959,0.127041,0.717686,2
