字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
环境和景观,夜景,0.619,"来南京值得去打卡的一个地方
夜景特别美随手一拍都是大片特别推荐",0.999941,5.91392e-05,0.999869,2
环境和景观,夜景,0.619,于是对秦淮的夜景有期待,0.989114,0.010886,0.975809,2
环境和景观,夜景,0.619,如果想在夜景上吸引人,0.4199,0.5801,0.066889,0
环境和景观,夜景,0.619,于是对秦淮的夜景有期待,0.989114,0.010886,0.975809,2
环境和景观,夜景,0.619,如果想在夜景上吸引人,0.4199,0.5801,0.066889,0
性价比,感受到,0.6,终于能感受到黄金树叶的感觉了,0.998701,0.00129949,0.997112,2
环境和景观,夜景,0.619,坐在小船上看着夜景听着讲解也挺有意思的,0.999392,0.000607702,0.99865,2
环境和景观,地标,0.618,作为南京地标性的一个地方,0.966471,0.0335294,0.92549,2
性价比,性,0.692,作为南京地标性的一个地方,0.966471,0.0335293,0.92549,2
环境和景观,景观,0.615,是南京最著名也是最有特色的景观区,0.996795,0.00320469,0.992879,2
文化和历史价值,历史,0.647,秦淮河是中国第一历史文化名河,0.996789,0.0032111,0.992864,2
环境和景观,夜景,0.619,秦淮河的夜景真的是太美了,0.999942,5.75515e-05,0.999872,2
文化和历史价值,历史,0.647,金陵历史人文荟萃之地,0.994509,0.00549075,0.987798,2
性价比,免费,0.624,是免费的哦,0.995068,0.0049318,0.98904,2
性价比,游玩,0.614,毕竟这种地方最好还是自己亲自来体验游玩一下,0.968445,0.031555,0.929878,2
性价比,游玩,0.614,没必要一直看攻略来游玩,0.409297,0.590703,0.0904506,0
性价比,游玩,0.614,毕竟这种地方最好还是自己亲自来体验游玩一下,0.968445,0.031555,0.929878,2
性价比,游玩,0.614,没必要一直看攻略来游玩,0.409297,0.590703,0.0904511,0
文化和历史价值,公园,0.555,不远处的乌龙潭公园也是有着浓厚文化底蕴的小众风景地,0.974278,0.0257215,0.942841,2
文化和历史价值,公园,0.555,而清凉山公园银杏谷的名头可能更大,0.82595,0.17405,0.613223,2
文化和历史价值,公园,0.555,有没有听过鬼脸照镜子的典故？去石头城公园了解一下吧,0.490136,0.509864,0.80272,1
环境和景观,文化底蕴,0.619,不远处的乌龙潭公园也是有着浓厚文化底蕴的小众风景地,0.974279,0.0257215,0.942841,2
文化和历史价值,公园,0.555,不远处的乌龙潭公园也是有着浓厚文化底蕴的小众风景地,0.974279,0.0257215,0.942841,2
文化和历史价值,公园,0.555,而清凉山公园银杏谷的名头可能更大,0.82595,0.17405,0.613223,2
文化和历史价值,公园,0.555,有没有听过鬼脸照镜子的典故？去石头城公园了解一下吧,0.490136,0.509864,0.802721,1
文化和历史价值,公园,0.555,不远处的乌龙潭公园也是有着浓厚文化底蕴的小众风景地,0.974279,0.0257215,0.942841,2
文化和历史价值,公园,0.555,而清凉山公园银杏谷的名头可能更大,0.82595,0.17405,0.613223,2
文化和历史价值,公园,0.555,有没有听过鬼脸照镜子的典故？去石头城公园了解一下吧,0.490136,0.509864,0.80272,1
文化和历史价值,历史,0.647,总是和历史融入在一起,0.999452,0.00054793,0.998782,2
性价比,感受到,0.6,才能真正感受到南京作为旅游城市的热闹,0.983229,0.0167712,0.962731,2
环境和景观,夜景,0.619,夫子庙秦淮河一带的夜景确实很好,0.999497,0.000502918,0.998882,2
环境和景观,景观,0.615,这里的景观几乎一成不变,0.976993,0.0230074,0.948872,2
环境和景观,景观,0.615,乘着船沿着河一圈景观,0.987621,0.0123785,0.972492,2
文化和历史价值,商业,0.556,坐完船上岸可以沿着旁边的商业买买小吃吃,0.951156,0.0488435,0.891459,2
性价比,感受到,0.6,这一晚的意境能从杜牧的《泊秦淮》的诗句中感受到,0.999565,0.000435156,0.999033,2
环境和景观,夜景,0.619,夜景太美了,0.999904,9.64206e-05,0.999786,2
环境和景观,名镇,0.619,真不愧是中国四大名镇,0.997519,0.00248105,0.994487,2
文化和历史价值,历史,0.647,全部是历史印记,0.977756,0.0222444,0.950568,2
性价比,性不高,0.63,可游览性不高,0.224548,0.775452,0.501005,0
性价比,人比,0.664,感觉人比上次还多,0.875293,0.124707,0.722874,2
环境和景观,夜景,0.619,也就晚上看看夜景吧,0.357346,0.642654,0.205897,0
性价比,成,0.618,变幻成千万条弯弯曲曲的,0.484945,0.515055,0.698905,1
文化和历史价值,商业,0.556,南京夫子庙可以穿梭在商业景点间走走停停外,0.966746,0.0332541,0.926102,2
性价比,角度,0.673,还可以换一个角度排上个半小时,0.942187,0.0578134,0.871526,2
性价比,赏玩,0.632,静静赏玩金陵怀旧古河游,0.996296,0.00370392,0.991769,2
性价比,感受,0.66,听景点介绍感受同一地点不同时间千古风流人物与你同赏一景,0.989587,0.0104134,0.976859,2
文化和历史价值,历史,0.647,都是比较有历史年代感的地方,0.984922,0.0150778,0.966494,2
设施和服务,汉服,0.638,好多穿汉服的人也是一道靓丽的风景,0.999682,0.000317537,0.999294,2
设施和服务,汉服,0.638,如果穿上一套汉服,0.735135,0.264865,0.411411,2
环境和景观,文化底蕴,0.619,作为文化底蕴浓厚的城市,0.985444,0.0145555,0.967654,2
性价比,免费,0.624,门票是免费的,0.992241,0.00775897,0.982758,2
性价比,免费,0.624,免费门票进入夫子庙,0.988885,0.011115,0.9753,2
环境和景观,夜景,0.619,晚上的夜景也很漂亮,0.999938,6.17745e-05,0.999863,2
性价比,免费,0.624,进入这个步行街区是免费的,0.989211,0.0107886,0.976025,2
环境和景观,夜景,0.619,这里的夜景非常好看,0.999738,0.000262351,0.999417,2
性价比,价格,0.724,价格有点小贵,0.97743,0.0225704,0.949843,2
性价比,技术,0.874,船员的技术是真的牛,0.992738,0.00726177,0.983863,2
环境和景观,夜景,0.619,清晨7点去比较不错如果想拍夜景,0.988595,0.011405,0.974656,2
性价比,质量,0.623,物品的质量至少都是能够有保障的,0.987734,0.0122662,0.972742,2
文化和历史价值,商业,0.556,商业气息也太浓厚了,0.0235701,0.97643,0.947622,0
性价比,玩,0.633,希望下次还有机会可以来南京玩,0.99976,0.000240401,0.999466,2
环境和景观,夜景,0.619,每次来几乎都会来秦淮河这边看看夜景,0.999948,5.23257e-05,0.999884,2
性价比,感受,0.66,感受着,0.994487,0.00551297,0.987749,2
性价比,玩,0.633,人生第一次跟着朋友去南京玩,0.996703,0.00329731,0.992673,2
环境和景观,夜景,0.619,夜景看着还是很漂亮的,0.9992,0.000799744,0.998223,2
环境和景观,夜景,0.619,去秦淮河一定要看一看秦淮夜景,0.999561,0.000439073,0.999024,2
环境和景观,夜景,0.619,很有烟火气一直逛了很久就等着晚上乘船欣赏秦淮夜景的,0.99971,0.000289509,0.999357,2
环境和景观,夜景,0.619,去秦淮河一定要看一看秦淮夜景,0.999561,0.000439073,0.999024,2
环境和景观,夜景,0.619,很有烟火气一直逛了很久就等着晚上乘船欣赏秦淮夜景的,0.99971,0.000289509,0.999357,2
性价比,价格,0.724,价格不算太贵,0.979972,0.0200284,0.955492,2
文化和历史价值,历史,0.647,有历史有风景有小吃有回忆,0.99555,0.00444982,0.990112,2
性价比,有位,0.85,有位帅锅离桌接听了一通电话,0.98018,0.0198202,0.955955,2
性价比,接听,0.601,有位帅锅离桌接听了一通电话,0.98018,0.0198202,0.955955,2
环境和景观,文化底蕴,0.619,文化底蕴深厚的地方,0.997784,0.00221563,0.995076,2
文化和历史价值,历史,0.647,还有演员在演历史场景,0.999606,0.000394017,0.999124,2
文化和历史价值,历史,0.647,讲每段的历史,0.995588,0.00441177,0.990196,2
文化和历史价值,历史,0.647,历史典故,0.988592,0.0114077,0.97465,2
文化和历史价值,历史,0.647,还有演员在演历史场景,0.999606,0.000394017,0.999124,2
文化和历史价值,历史,0.647,讲每段的历史,0.995588,0.00441177,0.990196,2
文化和历史价值,历史,0.647,历史典故,0.988592,0.0114077,0.97465,2
文化和历史价值,历史,0.647,还有演员在演历史场景,0.999606,0.000394017,0.999124,2
文化和历史价值,历史,0.647,讲每段的历史,0.995588,0.00441177,0.990196,2
文化和历史价值,历史,0.647,历史典故,0.988592,0.0114077,0.97465,2
文化和历史价值,商业,0.556,夫子庙里面和附近商业气息太浓厚,0.410304,0.589696,0.0882133,0
性价比,免费,0.624,门票：步行街是免费的,0.985038,0.0149624,0.96675,2
文化和历史价值,历史,0.647,坐着船听着历史故事,0.98605,0.0139497,0.969001,2
性价比,实惠,0.954,蛮实惠的,0.996241,0.00375857,0.991648,2
文化和历史价值,历史,0.647,既涵盖了诸多历史景点,0.99677,0.00323027,0.992822,2
性价比,无比,0.621,商贾云集文人荟萃儒学鼎盛可以看出从古至今秦淮河两岸的繁华样貌坐船雨中游夫子庙秦淮河两岸风光无比让人感叹文明的传承才是人类最大的财富秦淮风貌六朝风月金陵金粉法国梧桐装点的南京风景守护着这座城市值得游玩,0.999156,0.000844128,0.998124,2
性价比,游玩,0.614,商贾云集文人荟萃儒学鼎盛可以看出从古至今秦淮河两岸的繁华样貌坐船雨中游夫子庙秦淮河两岸风光无比让人感叹文明的传承才是人类最大的财富秦淮风貌六朝风月金陵金粉法国梧桐装点的南京风景守护着这座城市值得游玩,0.999156,0.000844128,0.998124,2
性价比,玩具,0.632,小玩具的,0.954316,0.0456841,0.89848,2
文化和历史价值,公园,0.555,长江大桥呀或者华山公园都可以去逛,0.992162,0.00783834,0.982582,2
性价比,科技馆,0.853,带小孩的可以去博物院或者科技馆都是免费,0.98484,0.0151601,0.966311,2
性价比,免费,0.624,带小孩的可以去博物院或者科技馆都是免费,0.98484,0.0151601,0.966311,2
环境和景观,夜景,0.619,夜景不错,0.996551,0.00344917,0.992335,2
环境和景观,环境,0.621,街上环境也挺好,0.986619,0.0133813,0.970264,2
文化和历史价值,商业,0.556,不过商业气息浓厚,0.452019,0.547981,0.0403774,1
环境和景观,夜景,0.619,夜景还是很有氛围,0.990471,0.00952945,0.978823,2
文化和历史价值,历史,0.647,历史文化和自然风光,0.995491,0.00450938,0.989979,2
文化和历史价值,历史,0.647,南京总统府旧址是一座有六百多年历史的历史建筑遗存,0.990133,0.00986736,0.978073,2
文化和历史价值,历史,0.647,它被称为中国第一历史文化名河,0.974797,0.0252026,0.943994,2
性价比,换成,0.615,乘坐旅游专线1号线再换成20路公交车中山植物园站下车到达明孝陵,0.978501,0.0214993,0.952224,2
文化和历史价值,历史,0.647,历史文化和自然风光,0.995491,0.00450938,0.989979,2
文化和历史价值,历史,0.647,南京总统府旧址是一座有六百多年历史的历史建筑遗存,0.990133,0.00986736,0.978073,2
文化和历史价值,历史,0.647,它被称为中国第一历史文化名河,0.974797,0.0252026,0.943994,2
文化和历史价值,历史,0.647,历史文化和自然风光,0.995491,0.00450938,0.989979,2
文化和历史价值,历史,0.647,南京总统府旧址是一座有六百多年历史的历史建筑遗存,0.990133,0.00986736,0.978073,2
文化和历史价值,历史,0.647,它被称为中国第一历史文化名河,0.974797,0.0252026,0.943994,2
文化和历史价值,历史,0.647,历史文化和自然风光,0.995491,0.00450938,0.989979,2
文化和历史价值,历史,0.647,南京总统府旧址是一座有六百多年历史的历史建筑遗存,0.990133,0.00986736,0.978073,2
文化和历史价值,历史,0.647,它被称为中国第一历史文化名河,0.974797,0.0252026,0.943994,2
文化和历史价值,公园,0.555,：莫愁湖公园,0.983452,0.0165477,0.963227,2
文化和历史价值,公园,0.555,乘坐地铁2号线或公交车都可以到达莫愁湖公园,0.998215,0.00178467,0.996034,2
文化和历史价值,公园,0.555,在莫愁湖公园附近找家店尝尝这里的麻辣小龙虾有什么不同,0.875274,0.124726,0.722831,2
文化和历史价值,公园,0.555,：莫愁湖公园,0.983452,0.0165477,0.963227,2
文化和历史价值,公园,0.555,乘坐地铁2号线或公交车都可以到达莫愁湖公园,0.998215,0.00178467,0.996034,2
文化和历史价值,公园,0.555,在莫愁湖公园附近找家店尝尝这里的麻辣小龙虾有什么不同,0.875274,0.124726,0.722831,2
环境和景观,名胜,0.615,有金陵第一名胜,0.992449,0.0075512,0.98322,2
文化和历史价值,史料,0.551,以史料,0.966953,0.0330475,0.926561,2
文化和历史价值,影视,0.561,影视等综合手震撼人心,0.998906,0.00109403,0.997569,2
文化和历史价值,公园,0.555,：莫愁湖公园,0.983452,0.0165477,0.963227,2
文化和历史价值,公园,0.555,乘坐地铁2号线或公交车都可以到达莫愁湖公园,0.998215,0.00178467,0.996034,2
文化和历史价值,公园,0.555,在莫愁湖公园附近找家店尝尝这里的麻辣小龙虾有什么不同,0.875274,0.124726,0.722831,2
设施和服务,住宿,0.623,住宿推荐,0.998716,0.00128427,0.997146,2
环境和景观,温度,0.635,温度也会比较适宜一些,0.884665,0.115335,0.743701,2
性价比,温度,0.69,温度也会比较适宜一些,0.884665,0.115335,0.743701,2
性价比,游玩,0.614,但也重新回味了一把儿时的游玩地,0.954315,0.0456846,0.898479,2
设施和服务,提供,0.621,提供厕纸,0.965641,0.034359,0.923647,2
环境和景观,夜景,0.619,我又返回秦淮河欣赏夜景,0.999623,0.000377138,0.999162,2
性价比,好比,0.608,到南京不去夫子庙就好比到了帝都不去一趟故宫一样,0.76532,0.23468,0.478489,2
环境和景观,人文景观,0.612,人文景观与自然风光相得益彰,0.991723,0.00827672,0.981607,2
性价比,免费,0.624,门票：免费,0.988495,0.0115051,0.974433,2
性价比,玩法,0.692,玩法,0.976751,0.0232488,0.948336,2
文化和历史价值,历史,0.647,领略历史景点,0.994383,0.00561749,0.987517,2
文化和历史价值,历史,0.647,根据历史记录修复而成,0.866997,0.133003,0.704438,2
文化和历史价值,历史,0.647,进一步了解古代科举考试的历史,0.996279,0.00372072,0.991732,2
文化和历史价值,公园,0.555,还可以去逛逛公园,0.970893,0.0291066,0.935319,2
性价比,而成,0.617,根据历史记录修复而成,0.866997,0.133003,0.704438,2
文化和历史价值,历史,0.647,领略历史景点,0.994383,0.00561749,0.987517,2
文化和历史价值,历史,0.647,根据历史记录修复而成,0.866997,0.133003,0.704438,2
文化和历史价值,历史,0.647,进一步了解古代科举考试的历史,0.996279,0.00372072,0.991732,2
环境和景观,夜景,0.619,夫子庙这一带的另外一大特色是夜景,0.98809,0.0119097,0.973534,2
环境和景观,夜景,0.619,论夜景,0.993017,0.00698301,0.984482,2
环境和景观,夜景,0.619,不过夜景倒是适合各个生活在这边的人散步遛弯,0.797781,0.202219,0.550624,2
环境和景观,夜景,0.619,论夜景,0.993017,0.00698301,0.984482,2
环境和景观,夜景,0.619,不过夜景倒是适合各个生活在这边的人散步遛弯,0.797781,0.202219,0.550624,2
性价比,一比,0.632,人多的一比,0.777539,0.222461,0.505641,2
性价比,票价,0.677,票价晚上比白天要贵20元,0.739818,0.260182,0.421817,2
文化和历史价值,商业,0.556,人来人往的商业繁华,0.965595,0.0344053,0.923544,2
性价比,价位,0.761,价位10,0.533345,0.466655,0.333093,1
设施和服务,汉服,0.638,很多汉服爱好者穿梭其中,0.99486,0.00514042,0.988577,2
环境和景观,文化底蕴,0.619,文化底蕴浓厚的民族文化,0.998569,0.00143128,0.996819,2
文化和历史价值,历史,0.647,会对历史多一分的了解,0.990532,0.00946814,0.97896,2
性价比,玩玩,0.634,奶奶从河北石家庄来南京玩玩,0.989337,0.010663,0.976304,2
文化和历史价值,历史,0.647,可以了解江南丝织工艺的兴衰历史,0.998843,0.00115742,0.997428,2
性价比,免费,0.624,老门东一推荐指数免费,0.976257,0.0237431,0.947238,2
性价比,免费,0.624,秦淮河推荐指数免费,0.995767,0.00423261,0.990594,2
性价比,免费,0.624,老门东一推荐指数免费,0.976257,0.0237431,0.947238,2
性价比,免费,0.624,秦淮河推荐指数免费,0.995767,0.00423261,0.990594,2
设施和服务,汉服,0.638,还有就是汉服风尚,0.996475,0.0035255,0.992166,2
设施和服务,汉服,0.638,汉服店,0.995417,0.00458259,0.989816,2
设施和服务,汉服,0.638,和穿汉服的人越来越多,0.979352,0.020648,0.954116,2
设施和服务,汉服,0.638,还有就是汉服风尚,0.996475,0.0035255,0.992166,2
设施和服务,汉服,0.638,汉服店,0.995417,0.00458259,0.989816,2
设施和服务,汉服,0.638,和穿汉服的人越来越多,0.979352,0.020648,0.954116,2
设施和服务,汉服,0.638,还有就是汉服风尚,0.996475,0.0035255,0.992166,2
设施和服务,汉服,0.638,汉服店,0.995417,0.00458259,0.989816,2
设施和服务,汉服,0.638,和穿汉服的人越来越多,0.979352,0.020648,0.954116,2
性价比,便宜,0.689,转进小巷就便宜一些,0.712276,0.287724,0.360613,2
性价比,玩耍,0.603,冒雨前来夫子庙玩耍,0.979769,0.0202308,0.955043,2
性价比,优惠,0.682,久违的大成殿有入园门票优惠,0.997496,0.00250445,0.994435,2
性价比,玩儿,0.627,去的时候正好赶上各个家长都带着小孩儿过去拜孔子因为马上要中考了然后又要高考了全都是这样的感觉有点临时抱佛脚的感觉顿时感觉差点儿意思而且里面稍微有一点儿破烂不堪外头的话可以玩儿可以吃还算可以吧但是我总体感觉商业氛围更加浓郁缺少了很多古香古色的东西,0.130471,0.869529,0.710065,0
文化和历史价值,商业,0.556,去的时候正好赶上各个家长都带着小孩儿过去拜孔子因为马上要中考了然后又要高考了全都是这样的感觉有点临时抱佛脚的感觉顿时感觉差点儿意思而且里面稍微有一点儿破烂不堪外头的话可以玩儿可以吃还算可以吧但是我总体感觉商业氛围更加浓郁缺少了很多古香古色的东西,0.130471,0.869529,0.710065,0
性价比,感受,0.66,感受秦淮画舫,0.995465,0.00453545,0.989921,2
环境和景观,文化底蕴,0.619,作为文化底蕴浓厚的城市,0.985444,0.0145555,0.967654,2
性价比,价格,0.724,就连景点也觉得价格可以接受,0.950343,0.0496573,0.88965,2
性价比,接受,0.908,就连景点也觉得价格可以接受,0.950343,0.0496573,0.88965,2
文化和历史价值,历史,0.647,里面遍布了历史的古迹,0.994123,0.00587666,0.986941,2
文化和历史价值,历史,0.647,比北京的历史感更强一些,0.994366,0.00563368,0.987481,2
环境和景观,古迹,0.61,里面遍布了历史的古迹,0.994123,0.00587666,0.986941,2
文化和历史价值,历史,0.647,"六朝古都南京,有着深厚悠久的历史文化",0.999552,0.000447813,0.999005,2
文化和历史价值,历史,0.647,可以想象一下秦淮那么多年的历史和故事,0.999425,0.000575063,0.998722,2
性价比,感受,0.66,感受秦淮风光,0.996439,0.00356149,0.992086,2
设施和服务,旗袍,0.63,旗袍,0.986449,0.0135513,0.969886,2
文化和历史价值,历史,0.647,主要包括两大历史景点,0.979768,0.0202319,0.95504,2
文化和历史价值,历史,0.647,如果你喜欢历史想了解孔子的文化的话,0.86122,0.13878,0.691599,2
文化和历史价值,历史,0.647,主要包括两大历史景点,0.979768,0.0202319,0.95504,2
文化和历史价值,历史,0.647,如果你喜欢历史想了解孔子的文化的话,0.86122,0.13878,0.691599,2
性价比,接,0.586,一个接一个,0.472131,0.527869,0.442621,1
性价比,游玩,0.614,来这里打卡游玩的人特别多,0.994949,0.00505111,0.988775,2
环境和景观,名胜,0.615,夫子庙被誉为秦淮名胜而成为古都南京的特色景观区,0.967247,0.0327532,0.927215,2
环境和景观,景观,0.615,夫子庙被誉为秦淮名胜而成为古都南京的特色景观区,0.967247,0.0327532,0.927215,2
环境和景观,人文,0.611,里面有一些人文历史之类的,0.910289,0.0897113,0.800642,2
文化和历史价值,历史,0.647,里面有一些人文历史之类的,0.910289,0.0897113,0.800642,2
性价比,价格,0.724,不过那里的小吃价格有些贵不是很实惠可能是旅游景区,0.975685,0.0243145,0.945968,2
性价比,实惠,0.954,不过那里的小吃价格有些贵不是很实惠可能是旅游景区,0.975685,0.0243145,0.945968,2
性价比,玩,0.633,如果可以坐游船坐着看两边的风景是不是会有所不同？希望下回来可以坐游船玩,0.976034,0.0239658,0.946743,2
性价比,感受,0.66,每一次去的感受都不一样,0.995052,0.00494806,0.989004,2
文化和历史价值,历史,0.647,早上的秦淮河宁静的诉说着久远的历史,0.999753,0.000247232,0.999451,2
性价比,免费,0.624,每天晚上16：30和18：30有免费景点讲解,0.977118,0.0228821,0.949151,2
环境和景观,名胜古迹,0.614,名胜古迹,0.996024,0.00397567,0.991165,2
文化和历史价值,历史,0.647,历史文化的厚重,0.999584,0.000416511,0.999075,2
性价比,玩,0.633,哪天晚上再来玩,0.99733,0.00266969,0.994067,2
文化和历史价值,文创,0.557,文创雪糕,0.954963,0.0450367,0.899918,2
性价比,量,0.588,不是因为量大,0.0146995,0.985301,0.967335,0
性价比,高科技,0.553,要不就是低水准的声光电的人造项目而号称高科技表演,0.000396251,0.999604,0.999119,0
文化和历史价值,历史,0.647,这些和历史文化深厚的,0.981781,0.018219,0.959513,2
环境和景观,夜景,0.619,里面除了观赏秦淮夜景以外还是一个逛街的好地方,0.992081,0.00791926,0.982402,2
环境和景观,文化底蕴,0.619,也代表了南京的文化底蕴和历史,0.999259,0.000741208,0.998353,2
文化和历史价值,历史,0.647,也代表了南京的文化底蕴和历史,0.999259,0.000741208,0.998353,2
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
性价比,感受,0.66,感受不到氛围,0.00421967,0.99578,0.990623,0
文化和历史价值,商业,0.556,夫子庙商家卖东西的商业手段挺好,0.839373,0.160627,0.643051,2
性价比,经受,0.61,还行我能够经受住诱惑,0.930243,0.0697572,0.844984,2
性价比,价位,0.761,价位也适中,0.999549,0.000451128,0.998997,2
性价比,实惠,0.954,街里的南京大牌档也很实惠,0.996938,0.00306208,0.993195,2
性价比,铺位,0.862,其他的就是千篇一律的小吃铺位,0.527015,0.472985,0.459697,1
性价比,铺位,0.862,纪念品铺位,0.889735,0.110265,0.754966,2
性价比,铺位,0.862,银饰手工品铺位,0.898741,0.101259,0.774979,2
性价比,铺位,0.862,其他的就是千篇一律的小吃铺位,0.527015,0.472985,0.459697,1
性价比,铺位,0.862,纪念品铺位,0.889735,0.110265,0.754966,2
性价比,铺位,0.862,银饰手工品铺位,0.898741,0.101259,0.774979,2
性价比,铺位,0.862,其他的就是千篇一律的小吃铺位,0.527015,0.472985,0.459694,1
性价比,铺位,0.862,纪念品铺位,0.889735,0.110265,0.754966,2
性价比,铺位,0.862,银饰手工品铺位,0.898741,0.101259,0.774979,2
环境和景观,环境,0.621,环境挺好的,0.991093,0.00890685,0.980207,2
性价比,成都,0.605,成都解放碑步行街那种,0.930359,0.0696405,0.845243,2
环境和景观,夜景,0.619,看看夜景,0.990176,0.00982417,0.978169,2
性价比,玩,0.633,还有亲戚朋友们来南京玩,0.995999,0.00400072,0.991109,2
文化和历史价值,商业,0.556,这里的景点虽然少不了商业元素的加盟,0.981587,0.0184126,0.959083,2
环境和景观,夜景,0.619,来南京的必逛呀就是小桥流水人家秦淮河的夜景还是很不错的游船画舫值得一坐,0.999822,0.00017819,0.999604,2
环境和景观,夜景,0.619,桥上拍拍夜景,0.996095,0.00390528,0.991322,2
环境和景观,山清水秀,0.628,整个城市的装修就是给人感觉山清水秀,0.988458,0.0115422,0.974351,2
性价比,感受,0.66,否则真的感受不到秦淮河的美,0.089908,0.910092,0.800204,0
文化和历史价值,历史,0.647,「门东历史文化街区」老门东吃的真的比夫子庙的要好一点,0.921141,0.0788591,0.824758,2
设施和服务,住宿,0.623,「新街口步行街」如果来住宿建议到新街口,0.48584,0.51416,0.716796,1
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
性价比,房价,0.667,可惜南京附近的房价吓人,0.89746,0.10254,0.772133,2
环境和景观,夜景,0.619,"很不错的一个旅游景点
晚上还可以逛逛夜景",0.999852,0.00014802,0.999671,2
环境和景观,夜景,0.619,没有看秦淮河夜景,0.219061,0.780939,0.513198,0
性价比,游玩,0.614,挑了一个傍晚加晚上游玩了景区,0.983211,0.0167893,0.962691,2
性价比,游玩,0.614,推荐夜晚游玩,0.99214,0.00785994,0.982534,2
环境和景观,夜景,0.619,秦淮河夜景更好看,0.999794,0.000206304,0.999542,2
性价比,游玩,0.614,挑了一个傍晚加晚上游玩了景区,0.983211,0.0167893,0.962691,2
性价比,游玩,0.614,推荐夜晚游玩,0.99214,0.00785994,0.982534,2
设施和服务,商品,0.89,但店铺里的商品又很现代,0.84198,0.15802,0.648844,2
性价比,感受,0.66,感受古代文人眼中的十里秦淮,0.997537,0.00246281,0.994527,2
文化和历史价值,历史,0.647,是历史文化名城,0.975085,0.0249151,0.944633,2
文化和历史价值,历史,0.647,这已经是第2次来到这座历史文化名城,0.989729,0.0102713,0.977175,2
文化和历史价值,历史,0.647,为南京历史文化名城点赞,0.999948,5.22893e-05,0.999884,2
文化和历史价值,历史,0.647,是历史文化名城,0.975085,0.0249151,0.944633,2
文化和历史价值,历史,0.647,这已经是第2次来到这座历史文化名城,0.989729,0.0102713,0.977175,2
文化和历史价值,历史,0.647,为南京历史文化名城点赞,0.999948,5.22893e-05,0.999884,2
性价比,游玩,0.614,相信今后也会有机会再次来到这边游玩,0.99972,0.000280072,0.999378,2
文化和历史价值,历史,0.647,是历史文化名城,0.975085,0.0249151,0.944633,2
文化和历史价值,历史,0.647,这已经是第2次来到这座历史文化名城,0.989729,0.0102713,0.977175,2
文化和历史价值,历史,0.647,为南京历史文化名城点赞,0.999948,5.22893e-05,0.999884,2
文化和历史价值,历史,0.647,就是依托于历史的一个大杂烩商业圈,0.0950468,0.904953,0.788785,0
性价比,游玩,0.614,预约才可以进去游玩,0.980269,0.0197309,0.956154,2
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
性价比,相比,0.665,相比前几年,0.975538,0.0244617,0.945641,2
性价比,科技,0.863,结合了时下年轻人喜欢的科技元素,0.997905,0.00209502,0.995344,2
设施和服务,商品,0.89,许多卖澳门特色商品的小摊位,0.622742,0.377258,0.161648,2
性价比,摊位,0.858,许多卖澳门特色商品的小摊位,0.622742,0.377258,0.161648,2
性价比,摊位,0.858,只看到有个别卖东西的摊位,0.0203131,0.979687,0.95486,0
性价比,摊位,0.858,许多卖澳门特色商品的小摊位,0.622742,0.377258,0.161648,2
性价比,摊位,0.858,只看到有个别卖东西的摊位,0.0203131,0.979687,0.95486,0
文化和历史价值,文创,0.557,很多童年文创是我喜欢的,0.999815,0.000184916,0.999589,2
性价比,标志性,0.65,夫子庙是南京的标志性景点之一呀,0.99718,0.00282003,0.993733,2
环境和景观,夜景,0.619,夜景不错,0.996551,0.00344917,0.992335,2
环境和景观,夜景,0.619,可以坐船看夜景,0.999297,0.000703006,0.998438,2
环境和景观,夜景,0.619,我记得收费标准好像是80元一位？不坐船顺着秦淮河走走看夜景也是不错的,0.977193,0.0228073,0.949317,2
环境和景观,夜景,0.619,夜景不错,0.996551,0.00344917,0.992335,2
环境和景观,夜景,0.619,可以坐船看夜景,0.999297,0.000703006,0.998438,2
环境和景观,夜景,0.619,我记得收费标准好像是80元一位？不坐船顺着秦淮河走走看夜景也是不错的,0.977193,0.0228073,0.949317,2
环境和景观,夜景,0.619,夜景不错,0.996551,0.00344917,0.992335,2
环境和景观,夜景,0.619,可以坐船看夜景,0.999297,0.000703006,0.998438,2
环境和景观,夜景,0.619,我记得收费标准好像是80元一位？不坐船顺着秦淮河走走看夜景也是不错的,0.977193,0.0228073,0.949317,2
性价比,便宜,0.689,酒店过去非常近滴滴过去的很便宜老远就听到声音停鼎沸人们熙熙攘攘的这里面小吃一条街商品琳琅满目秦淮河风景依然也是相当的美我们几个人花了八十一位去坐船夜游秦淮河岸蛮值得的船上还有解说解说说的不错点个赞,0.999974,2.57592e-05,0.999943,2
设施和服务,商品,0.89,酒店过去非常近滴滴过去的很便宜老远就听到声音停鼎沸人们熙熙攘攘的这里面小吃一条街商品琳琅满目秦淮河风景依然也是相当的美我们几个人花了八十一位去坐船夜游秦淮河岸蛮值得的船上还有解说解说说的不错点个赞,0.999974,2.57593e-05,0.999943,2
性价比,标志性,0.65,已经是南京的标志性景点了,0.988387,0.0116129,0.974194,2
环境和景观,夜景,0.619,夜景都会很不错,0.999607,0.000392698,0.999127,2
