字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
环境和景观,环境,0.621,环境很好,0.998906,0.00109376,0.997569,2
性价比,套票,0.634,明孝陵门票70买套票100包含美龄宫,0.995746,0.00425419,0.990546,2
性价比,玩,0.633,非常推荐大家来玩,0.999938,6.20356e-05,0.999862,2
文化和历史价值,历史,0.647,六百多年历史的石象路,0.985551,0.0144494,0.96789,2
文化和历史价值,历史,0.647,都有着百年历史,0.997787,0.00221301,0.995082,2
文化和历史价值,历史,0.647,六百多年历史的石象路,0.985551,0.0144494,0.96789,2
文化和历史价值,历史,0.647,都有着百年历史,0.997787,0.002213,0.995082,2
文化和历史价值,历史,0.647,时代的变迁赋予了他们不同的历史使命,0.962599,0.0374014,0.916886,2
文化和历史价值,历史,0.647,我们穿越厚重的历史,0.999307,0.000693461,0.998459,2
文化和历史价值,历史,0.647,历史的回忆油然而生,0.999923,7.73958e-05,0.999828,2
性价比,免费,0.624,在晚上6点左右的时候就免费开门了,0.97533,0.0246705,0.945177,2
性价比,玩,0.633,里面玩的真的不多,0.843349,0.156651,0.651886,2
文化和历史价值,公园,0.555,想逛公园,0.966469,0.0335313,0.925486,2
文化和历史价值,公园,0.555,家门口的公园也挺香的,0.997014,0.00298557,0.993365,2
文化和历史价值,公园,0.555,这里面就是一个大公园,0.203825,0.796175,0.547056,0
文化和历史价值,公园,0.555,想逛公园,0.966469,0.0335313,0.925486,2
文化和历史价值,公园,0.555,家门口的公园也挺香的,0.997014,0.00298557,0.993365,2
文化和历史价值,公园,0.555,这里面就是一个大公园,0.203825,0.796175,0.547056,0
设施和服务,汉服,0.638,很多穿着汉服的小姐姐在拍照打卡,0.993794,0.00620609,0.986209,2
环境和景观,环境,0.621,环境很不错哦,0.999292,0.000708335,0.998426,2
文化和历史价值,历史,0.647,但此等历史建筑,0.939115,0.060885,0.8647,2
性价比,性价比,1.0,这感觉无性价比,0.0020328,0.997967,0.995483,0
文化和历史价值,历史,0.647,介绍历史？,0.0885665,0.911434,0.803186,0
性价比,感受,0.66,感受了一下,0.880833,0.119167,0.735184,2
文化和历史价值,历史,0.647,特别的一点是历史名人们都选择了紫金山里面不仅有朱元璋的墓,0.998683,0.00131718,0.997073,2
文化和历史价值,历史,0.647,了解一下历史背景,0.98528,0.0147202,0.967288,2
性价比,评价,0.682,清朝给朱元璋的评价叫做治隆唐宋,0.92304,0.0769601,0.828977,2
文化和历史价值,历史,0.647,很有历史底蕴,0.99987,0.000129916,0.999711,2
性价比,免费,0.624,据说早上6点半之前和晚上6点半以后是免费进入的,0.992059,0.00794086,0.982354,2
性价比,看成,0.621,所以就没能看成,0.0623691,0.937631,0.861402,0
文化和历史价值,公园,0.555,所以只是像在公园散步,0.561131,0.438869,0.0247362,2
性价比,玩吧,0.612,大家都去玩吧,0.426597,0.573403,0.0520061,0
性价比,接近,0.63,很接近大自然,0.997997,0.00200314,0.995549,2
性价比,玩,0.633,坏的有两个出问题后让重新玩一次,0.00749088,0.992509,0.983354,0
设施和服务,提供,0.621,又各种给你提电子产品提供了情绪价值,0.940639,0.0593607,0.868087,2
性价比,价值,0.748,又各种给你提电子产品提供了情绪价值,0.940639,0.0593607,0.868087,2
环境和景观,古迹,0.61,毕竟是600年以上的古迹,0.961048,0.0389516,0.913441,2
文化和历史价值,历史,0.647,喜欢历史的很适合来逛逛,0.999893,0.000106707,0.999763,2
文化和历史价值,历史,0.647,但是依然可以了解相关历史了,0.993562,0.00643821,0.985693,2
文化和历史价值,历史,0.647,一起丈量历史,0.998374,0.00162626,0.996386,2
文化和历史价值,历史,0.647,但是依然可以了解相关历史了,0.993562,0.0064382,0.985693,2
文化和历史价值,历史,0.647,一起丈量历史,0.998374,0.00162626,0.996386,2
性价比,感受,0.66,这样才能很好的感受,0.99915,0.000850186,0.998111,2
环境和景观,山清水秀,0.628,处于山清水秀的环境当中,0.958973,0.0410268,0.90883,2
环境和景观,环境,0.621,处于山清水秀的环境当中,0.958973,0.0410268,0.90883,2
环境和景观,自然景观,0.612,明文化与自然景观浑然天成,0.981884,0.018116,0.959742,2
文化和历史价值,历史,0.647,孩子也了解了一些历史知识,0.998194,0.00180582,0.995987,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
性价比,价格,0.724,价格也还合理,0.996235,0.00376535,0.991633,2
性价比,游玩,0.614,适合在春秋两季游玩的世界文化遗产,0.997708,0.00229242,0.994906,2
环境和景观,环境,0.621,在这里可以欣赏到较高典范的传统建筑艺术文化和环境美学,0.998242,0.00175847,0.996092,2
文化和历史价值,发展史,0.647,而这处景点也在中国帝陵发展史上占有特殊的地位,0.955496,0.0445037,0.901103,2
文化和历史价值,历史,0.647,了解一下大明的历史,0.998716,0.0012837,0.997147,2
性价比,这位,0.853,看看这位开国之君为自己弄的陵墓也充满创意,0.99852,0.0014801,0.996711,2
性价比,接近,0.63,不过接近两个半小时的徒步需要大家做好防护,0.828199,0.171801,0.618219,2
性价比,感受到,0.6,感受到了古人的寓意,0.999572,0.000428334,0.999048,2
性价比,免费,0.624,建议下午两点左右过来提前约下中山陵的门票免费的哦,0.999128,0.000872336,0.998062,2
性价比,玩,0.633,几个景点挨着可以玩一天了,0.987557,0.0124426,0.97235,2
性价比,玩,0.633,我一个人来的也非常好玩,0.999956,4.36512e-05,0.999903,2
性价比,价值,0.748,艺术价值：明孝陵建筑群的艺术价值十分高,0.999605,0.000395442,0.999121,2
性价比,价值,0.748,艺术价值：明孝陵建筑群的艺术价值十分高,0.999605,0.000395442,0.999121,2
性价比,形式,0.664,绘画等多方面的艺术形式,0.997323,0.00267718,0.994051,2
环境和景观,文化底蕴,0.619,素质匹配不上这悠久的文化底蕴啊,0.0167127,0.983287,0.962861,0
性价比,免费,0.624,明孝陵早上六点半之前免费,0.998556,0.00144391,0.996791,2
性价比,玩,0.633,和小伙伴一起来南京玩喽最好做个攻略呢,0.997287,0.00271256,0.993972,2
性价比,接驳,0.622,"
进门后接驳车",0.896511,0.103489,0.770024,2
性价比,感受到,0.6,可以感受到时光的味道,0.999562,0.000438259,0.999026,2
文化和历史价值,公园,0.555,好在有公园年卡,0.722509,0.277491,0.383353,2
性价比,有可能,0.618,也有可能是我们坐车的原因,0.806543,0.193457,0.570096,2
环境和景观,环境,0.621,风景优美环境宜人,0.994169,0.00583115,0.987042,2
环境和景观,环境,0.621,环境是真的好,0.987288,0.0127119,0.971751,2
性价比,玩,0.633,可以玩一整天,0.998728,0.00127222,0.997173,2
性价比,何等,0.628,是何等样子的美景,0.99713,0.00287044,0.993621,2
环境和景观,景观,0.615,很多景观不再,0.517483,0.482517,0.650338,1
性价比,感受,0.66,感受一波人文气氛,0.998247,0.00175345,0.996104,2
环境和景观,人文,0.611,感受一波人文气氛,0.998247,0.00175344,0.996104,2
性价比,感受到,0.6,喜爱明史的人能感受到很多,0.995326,0.00467425,0.989613,2
性价比,套票,0.634,可以买一个钟山景区的套票,0.991629,0.00837127,0.981397,2
性价比,半价,0.638,学生票还能打半价,0.969902,0.0300976,0.933116,2
性价比,游玩,0.614,是一个游玩的好地方,0.998877,0.00112301,0.997504,2
文化和历史价值,历史,0.647,到处透露着历史的沧桑感,0.999581,0.000419254,0.999068,2
性价比,角度,0.673,从观赏角度来讲没意思不值得去,0.00256456,0.997435,0.994301,0
性价比,感受,0.66,到了明孝陵上面竟然是VR体验馆就抱着感受历史的文化的心态去参观这个地方还弄个现代的东西vr还要另外花钱,0.646484,0.353516,0.214409,2
文化和历史价值,历史,0.647,到了明孝陵上面竟然是VR体验馆就抱着感受历史的文化的心态去参观这个地方还弄个现代的东西vr还要另外花钱,0.646484,0.353516,0.214409,2
性价比,性价比,1.0,实在是很无聊性价比不高,9.53166e-05,0.999905,0.999788,0
性价比,性价比,1.0,性价比太低,1.63703e-05,0.999984,0.999964,0
性价比,攻击性,0.699,天气好热进门到了长生鹿苑喂养体验通道和观赏通道是分开的鹿都被剪角了应该没啥攻击性但那边草坪露天大太阳太热了赶紧跑,0.677335,0.322665,0.282967,2
性价比,玩,0.633,真的天热不适合出门玩感觉70的门票没值回票价没咋逛还走得挺累,0.0482314,0.951769,0.892819,0
性价比,票价,0.677,真的天热不适合出门玩感觉70的门票没值回票价没咋逛还走得挺累,0.0482314,0.951769,0.892819,0
文化和历史价值,历史,0.647,石象路六百多年的历史,0.987894,0.0121055,0.973099,2
性价比,玩,0.633,和朋友一起去玩的很棒超级大逛了好久风景也很不错建议11月份中下旬来明孝陵3号门的风景真的会让你惊艳,0.999982,1.81406e-05,0.99996,2
性价比,价格,0.724,最贵的价格75元明朝朱元璋开始的陵宫,0.891375,0.108625,0.75861,2
性价比,成群,0.602,沿路是值得欣赏的护像成群都是满满的石像,0.998936,0.00106396,0.997636,2
性价比,成,0.618,沿路是值得欣赏的护像成群都是满满的石像,0.998936,0.00106396,0.997636,2
性价比,成,0.618,一路走左转就到陵宫但是陵宫已经改造成vr模式所以没下去看就在城墙上看看走走就往灵谷塔赶,0.668186,0.331814,0.262636,2
性价比,套票,0.634,园区内观光车可以买套票但是遇上暑假太多人排队了还是选择野电车省时省力就是要防范安全,0.965353,0.0346468,0.923007,2
性价比,成人,0.622,成人票是七十元,0.679719,0.320281,0.288265,2
性价比,便宜,0.689,门票便宜,0.960345,0.0396552,0.911877,2
性价比,玩,0.633,来南京玩还是要去一趟,0.987417,0.0125831,0.972037,2
性价比,评价,0.682,发现忘记评价啦来补一个,0.839682,0.160318,0.643738,2
性价比,玩,0.633,如果想要去玩所有项目,0.694502,0.305498,0.321115,2
性价比,免费,0.624,30之前可以免费进但是太早了赶不过去还是买了大众点评上65块钱的票下午去的里面有个长生鹿苑买份30块钱的鹿草可以三个人进去可能是下午去的原因鹿都吃饱了给他们吃鹿草都没什么反应,0.426138,0.573862,0.0530271,0
性价比,玩,0.633,来南京玩首先来到了明孝陵说是6,0.987965,0.0120346,0.973257,2
性价比,免费,0.624,30之前进去免费哦但我没有尝试毕竟太早了,0.95631,0.0436895,0.902912,2
性价比,免费,0.624,明楼下面还有免费拍照的,0.981254,0.0187459,0.958343,2
性价比,免费,0.624,免费送小照片,0.981521,0.0184789,0.958936,2
性价比,票价,0.677,票价贵,0.128656,0.871344,0.714097,0
性价比,玩,0.633,很适合带小朋友玩的,0.999868,0.000132489,0.999706,2
性价比,玩,0.633,一天玩下去,0.995221,0.004779,0.98938,2
性价比,玩,0.633,春天去游玩,0.996864,0.00313596,0.993031,2
性价比,玩,0.633,很适合带小朋友玩的,0.999868,0.000132489,0.999706,2
性价比,玩,0.633,一天玩下去,0.995221,0.004779,0.98938,2
性价比,玩,0.633,春天去游玩,0.996864,0.00313596,0.993031,2
性价比,游玩,0.614,春天去游玩,0.996864,0.00313596,0.993031,2
环境和景观,人文,0.611,将人文与自然和谐统一,0.992213,0.00778681,0.982696,2
环境和景观,环境,0.621,成为中国传统建筑艺术文化与环境美学相结合的优秀典范,0.999554,0.000445654,0.99901,2
性价比,成就,0.684,代表了明初建筑和石刻艺术的最高成就,0.994767,0.00523346,0.98837,2
性价比,票价,0.677,票价：￥70,0.892814,0.107186,0.761809,2
性价比,玩,0.633,可以玩一整天,0.998728,0.00127222,0.997173,2
性价比,玩,0.633,可以购买套票一起游玩,0.999196,0.000803673,0.998214,2
性价比,套票,0.634,可以购买套票一起游玩,0.999196,0.000803673,0.998214,2
性价比,游玩,0.614,可以购买套票一起游玩,0.999196,0.000803672,0.998214,2
环境和景观,环境,0.621,环境是真的好,0.987288,0.0127119,0.971751,2
性价比,感受,0.66,还是感受历史文化气息,0.99797,0.00203038,0.995488,2
文化和历史价值,历史,0.647,还是感受历史文化气息,0.99797,0.00203038,0.995488,2
文化和历史价值,公园,0.555,更别说咱大上海的顾村公园,0.00623804,0.993762,0.986138,0
环境和景观,山清水秀,0.628,山清水秀,0.999664,0.000336415,0.999252,2
环境和景观,文化底蕴,0.619,大草坪很喜欢文化底蕴浓厚,0.99976,0.000239995,0.999467,2
环境和景观,含氧量,0.634,山里满眼绿色含氧量极高来运动一下身心舒爽,0.999174,0.000825632,0.998165,2
设施和服务,设施,0.621,不过里头的设施不是很好,0.900458,0.099542,0.778795,2
环境和景观,因素,0.62,因为今天满足了不下雨阴天高温潮湿等诸多因素,0.969185,0.0308148,0.931523,2
性价比,游玩,0.614,来南京游玩总要来一下明孝陵,0.999874,0.000125521,0.999721,2
文化和历史价值,历史,0.647,可以说处处有历史,0.998006,0.00199434,0.995568,2
性价比,套票,0.634,买的100的套票,0.973306,0.0266943,0.940679,2
环境和景观,环境,0.621,环境感觉很好,0.998595,0.0014051,0.996877,2
性价比,玩玩,0.634,有时间还回去多玩玩,0.998511,0.00148858,0.996692,2
文化和历史价值,历史,0.647,主路之外也有很多历史遗迹,0.98346,0.0165403,0.963244,2
性价比,玩玩,0.634,就来明孝陵玩玩～,0.997206,0.00279369,0.993792,2
性价比,成长,0.647,如何从一个农民儿子朱八八成长为放牛娃,0.776339,0.223661,0.502975,2
文化和历史价值,书屋,0.559,里面有个书屋凉快又安静,0.998936,0.00106429,0.997635,2
性价比,成都,0.605,不知道是包拯还是成都的武侯祠,0.261594,0.738406,0.41868,0
文化和历史价值,历史,0.647,第一次去明孝陵石像路历经六百多年历史,0.999253,0.000747044,0.99834,2
文化和历史价值,历史,0.647,历史悠久让人不禁感慨万千,0.908055,0.0919448,0.795678,2
性价比,评价,0.682,一句话评价,0.162829,0.837171,0.638158,0
性价比,游玩,0.614,顶着手机没电在阳光下暴走游玩,0.172594,0.827406,0.616458,0
性价比,电量,0.555,还要估算好电量拍照,0.242295,0.757705,0.461568,0
性价比,无比,0.621,这一系列的问题叠加起来让整个旅程变得激进无比,0.952713,0.0472873,0.894917,2
文化和历史价值,公园,0.555,来张南京市公园年卡,0.984941,0.0150593,0.966535,2
性价比,玩,0.633,欢迎大家去玩,0.998191,0.00180929,0.995979,2
文化和历史价值,历史,0.647,可以感受一下历史,0.997827,0.002173,0.995171,2
性价比,性价比,1.0,性价比也很高,0.999906,9.37177e-05,0.999792,2
性价比,便宜,0.689,便宜5元一个人,0.816346,0.183654,0.591881,2
性价比,成人,0.622,成人70元一张,0.847626,0.152374,0.661391,2
性价比,接触,0.615,买喂养食物可以近距离接触鹿,0.988816,0.0111842,0.975146,2
性价比,接驳,0.622,接驳车分好几个路线,0.844835,0.155165,0.655189,2
文化和历史价值,文创,0.557,文创雪糕报吃,0.968737,0.0312626,0.930528,2
文化和历史价值,文创,0.557,避雷中间的文创店,0.349101,0.650899,0.22422,0
文化和历史价值,文创,0.557,文创雪糕报吃,0.968737,0.0312626,0.930528,2
文化和历史价值,文创,0.557,避雷中间的文创店,0.349101,0.650899,0.22422,0
性价比,接受,0.908,盖章收费可以接受,0.742703,0.257297,0.428228,2
性价比,游玩,0.614,来游玩的话明孝陵就得单独安排两个多小时,0.966231,0.0337692,0.924957,2
性价比,免费,0.624,在陵墓前有工作人员喊免费拍照,0.922281,0.077719,0.827291,2
性价比,免费,0.624,最后会免费给小照片,0.99262,0.00738045,0.983599,2
性价比,免费,0.624,在陵墓前有工作人员喊免费拍照,0.922281,0.077719,0.827291,2
性价比,免费,0.624,最后会免费给小照片,0.99262,0.00738045,0.983599,2
性价比,用车,0.676,整个叫车用车过程非常顺利,0.99868,0.00132006,0.997066,2
性价比,游玩,0.614,但是游玩结束后,0.958409,0.0415914,0.907575,2
性价比,玩,0.633,明孝陵位于江苏省南京市玄武区紫金山南麓独龙阜玩珠峰下,0.99704,0.00296013,0.993422,2
性价比,票价,0.677,票价60不算贵,0.979521,0.0204794,0.95449,2
文化和历史价值,历史,0.647,充满了历史的痕迹,0.996498,0.00350175,0.992218,2
性价比,成就,0.684,代表了明初建筑和石刻艺术的最高成就,0.994767,0.00523346,0.98837,2
文化和历史价值,发展史,0.647,在中国帝陵发展史上有着特殊的地位,0.987213,0.0127874,0.971584,2
环境和景观,环境,0.621,整体环境也非常清幽,0.999345,0.000655371,0.998544,2
文化和历史价值,历史,0.647,一边缅怀历史,0.999393,0.000607248,0.998651,2
性价比,接客,0.593,所有出租车司机都是抱着宰一笔的心来接客的,0.0325206,0.967479,0.927732,0
性价比,涨价,0.657,出租车司机哪怕涨价了,0.750008,0.249993,0.444461,2
文化和历史价值,历史,0.647,南京明孝陵是中国历史文化名城南京的一处重要景点,0.999635,0.000365092,0.999189,2
文化和历史价值,历史,0.647,明孝陵以其庄严肃穆的建筑风格和丰富的历史文化内涵而闻名于世,0.99942,0.000579758,0.998712,2
文化和历史价值,历史,0.647,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,可以了解到明朝历史,0.999288,0.000711562,0.998419,2
文化和历史价值,历史,0.647,对于对中国历史感兴趣的游客来说,0.97692,0.0230805,0.94871,2
文化和历史价值,历史,0.647,还是感受历史文化的魅力,0.998867,0.00113324,0.997482,2
文化和历史价值,历史,0.647,南京明孝陵是中国历史文化名城南京的一处重要景点,0.999635,0.000365092,0.999189,2
文化和历史价值,历史,0.647,明孝陵以其庄严肃穆的建筑风格和丰富的历史文化内涵而闻名于世,0.99942,0.000579758,0.998712,2
文化和历史价值,历史,0.647,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,可以了解到明朝历史,0.999288,0.000711562,0.998419,2
文化和历史价值,历史,0.647,对于对中国历史感兴趣的游客来说,0.97692,0.0230805,0.94871,2
文化和历史价值,历史,0.647,还是感受历史文化的魅力,0.998867,0.00113323,0.997482,2
环境和景观,环境,0.621,明孝陵的环境也十分幽静宜人,0.999885,0.00011479,0.999745,2
环境和景观,环境,0.621,南京明孝陵是一处既有壮丽建筑又有幽静环境的旅游胜地,0.999665,0.000334874,0.999256,2
性价比,感受到,0.6,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,南京明孝陵是中国历史文化名城南京的一处重要景点,0.999635,0.000365092,0.999189,2
文化和历史价值,历史,0.647,明孝陵以其庄严肃穆的建筑风格和丰富的历史文化内涵而闻名于世,0.99942,0.000579758,0.998712,2
文化和历史价值,历史,0.647,可以感受到深厚的历史文化底蕴,0.999299,0.000700824,0.998443,2
文化和历史价值,历史,0.647,可以了解到明朝历史,0.999288,0.000711562,0.998419,2
文化和历史价值,历史,0.647,对于对中国历史感兴趣的游客来说,0.97692,0.0230805,0.94871,2
文化和历史价值,历史,0.647,还是感受历史文化的魅力,0.998867,0.00113324,0.997482,2
环境和景观,文化底蕴,0.619,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,南京明孝陵是中国历史文化名城南京的一处重要景点,0.999635,0.000365092,0.999189,2
文化和历史价值,历史,0.647,明孝陵以其庄严肃穆的建筑风格和丰富的历史文化内涵而闻名于世,0.99942,0.000579758,0.998712,2
文化和历史价值,历史,0.647,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,可以了解到明朝历史,0.999288,0.000711563,0.998419,2
文化和历史价值,历史,0.647,对于对中国历史感兴趣的游客来说,0.97692,0.0230805,0.94871,2
文化和历史价值,历史,0.647,还是感受历史文化的魅力,0.998867,0.00113323,0.997482,2
文化和历史价值,历史,0.647,南京明孝陵是中国历史文化名城南京的一处重要景点,0.999635,0.000365092,0.999189,2
文化和历史价值,历史,0.647,明孝陵以其庄严肃穆的建筑风格和丰富的历史文化内涵而闻名于世,0.99942,0.000579758,0.998712,2
文化和历史价值,历史,0.647,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,可以了解到明朝历史,0.999288,0.000711563,0.998419,2
文化和历史价值,历史,0.647,对于对中国历史感兴趣的游客来说,0.97692,0.0230805,0.94871,2
文化和历史价值,历史,0.647,还是感受历史文化的魅力,0.998867,0.00113324,0.997482,2
环境和景观,环境,0.621,明孝陵的环境也十分幽静宜人,0.999885,0.00011479,0.999745,2
环境和景观,环境,0.621,南京明孝陵是一处既有壮丽建筑又有幽静环境的旅游胜地,0.999665,0.000334873,0.999256,2
性价比,感受,0.66,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
性价比,感受,0.66,还是感受历史文化的魅力,0.998867,0.00113324,0.997482,2
文化和历史价值,历史,0.647,南京明孝陵是中国历史文化名城南京的一处重要景点,0.999635,0.000365092,0.999189,2
文化和历史价值,历史,0.647,明孝陵以其庄严肃穆的建筑风格和丰富的历史文化内涵而闻名于世,0.99942,0.000579758,0.998712,2
文化和历史价值,历史,0.647,可以感受到深厚的历史文化底蕴,0.999299,0.000700823,0.998443,2
文化和历史价值,历史,0.647,可以了解到明朝历史,0.999288,0.000711562,0.998419,2
文化和历史价值,历史,0.647,对于对中国历史感兴趣的游客来说,0.97692,0.0230805,0.94871,2
文化和历史价值,历史,0.647,还是感受历史文化的魅力,0.998867,0.00113323,0.997482,2
环境和景观,环境,0.621,环境超级棒,0.99984,0.000159583,0.999645,2
性价比,像是,0.611,像是樱花园这种还是需要选好季节,0.829287,0.170713,0.620638,2
性价比,感受,0.66,一天下来很累不过也值得感受名胜古迹的魅力,0.999656,0.00034425,0.999235,2
环境和景观,名胜古迹,0.614,一天下来很累不过也值得感受名胜古迹的魅力,0.999656,0.00034425,0.999235,2
环境和景观,古迹,0.61,却依然坚守着华夏文明的百年古迹,0.995936,0.00406377,0.990969,2
性价比,游玩,0.614,游玩一番,0.992184,0.00781557,0.982632,2
性价比,接驳,0.622,从3号门进建议直接坐景区内的接驳小车,0.930333,0.0696669,0.845185,2
文化和历史价值,历史,0.647,开国皇帝大多数都是历史最具有魅力的人物,0.999833,0.000167171,0.999629,2
性价比,个性,0.696,个性鲜明,0.994959,0.00504116,0.988797,2
性价比,相比,0.665,但是相比印象中的感觉多了一丝商业气息,0.819803,0.180197,0.599563,2
文化和历史价值,商业,0.556,但是相比印象中的感觉多了一丝商业气息,0.819803,0.180197,0.599563,2
性价比,成行,0.591,终于成行,0.997649,0.00235079,0.994776,2
性价比,玩,0.633,如果都想玩的话穿上舒服的鞋子,0.986886,0.0131135,0.970859,2
性价比,套票,0.634,景区买套票会便宜些,0.969708,0.0302921,0.932684,2
性价比,便宜,0.689,景区买套票会便宜些,0.969708,0.0302921,0.932684,2
性价比,套票,0.634,这不是票套票吗？,0.00948565,0.990514,0.978921,0
性价比,免费,0.624,明孝陵早上六点半之前是可以免费进入的,0.999442,0.0005576,0.998761,2
性价比,玩,0.633,只玩明孝陵的路线：推荐5号门进,0.984593,0.0154066,0.965763,2
文化和历史价值,历史,0.647,如果对三国历史很了解的话,0.582328,0.417672,0.0718407,2
性价比,接驳,0.622,但是售票处有接驳车,0.955634,0.0443662,0.901409,2
性价比,价格,0.724,景区的食物价格很贵一瓶矿泉水都要10块钱,0.115467,0.884533,0.743407,0
性价比,感受到,0.6,过了这么久依然能感受到当时修建好的宏伟,0.999569,0.00043106,0.999042,2
文化和历史价值,历史,0.647,喜欢历史人文景观的可以去打下卡,0.994041,0.00595875,0.986758,2
环境和景观,人文景观,0.612,喜欢历史人文景观的可以去打下卡,0.994041,0.00595874,0.986758,2
性价比,角度,0.673,著名的角度,0.995159,0.0048413,0.989241,2
环境和景观,人文,0.611,既能了解人文底蕴,0.994841,0.00515859,0.988537,2
性价比,票价,0.677,票价也很便宜,0.996946,0.00305435,0.993213,2
性价比,便宜,0.689,票价也很便宜,0.996946,0.00305435,0.993213,2
性价比,有价值,0.652,绝对很有价值,0.999897,0.000103069,0.999771,2
性价比,品质,0.633,不得不说朱元璋对品质的严苛要求,0.152404,0.847596,0.661325,0
环境和景观,温度,0.635,温度也行,0.975873,0.0241267,0.946385,2
性价比,温度,0.69,温度也行,0.975873,0.0241267,0.946385,2
性价比,优惠,0.682,不知道还有这等优惠,0.604732,0.395268,0.121626,2
性价比,游玩,0.614,留好时间和体力来游玩吧,0.973258,0.0267423,0.940573,2
文化和历史价值,历史,0.647,想了解历史文化的可以来逛逛,0.990929,0.00907144,0.979841,2
性价比,游玩,0.614,去南京游玩必去的景点之一,0.999855,0.000144611,0.999679,2
性价比,套票,0.634,点评美团上有套票,0.880024,0.119976,0.733387,2
性价比,玩转,0.632,可以一起玩转钟山景区,0.993899,0.00610094,0.986442,2
性价比,玩,0.633,去南京游玩必去的景点之一,0.999855,0.000144611,0.999679,2
性价比,玩,0.633,可以一起玩转钟山景区,0.993899,0.00610094,0.986442,2
性价比,玩,0.633,值得推荐去玩,0.999815,0.000184806,0.999589,2
性价比,游玩,0.614,游玩大概两个小时坐了游览车听小姐姐讲一下历史还蛮好的,0.992841,0.00715947,0.98409,2
文化和历史价值,历史,0.647,游玩大概两个小时坐了游览车听小姐姐讲一下历史还蛮好的,0.992841,0.00715947,0.98409,2
性价比,免费,0.624,人也不算多还有免费赠送打卡照片钥匙扣,0.965607,0.0343934,0.92357,2
性价比,玩法,0.692,去过超级多次了算得上是南京一个很著名的景点而且不同季节有不同的乐趣和玩法,0.999813,0.000186502,0.999586,2
性价比,玩,0.633,去过超级多次了算得上是南京一个很著名的景点而且不同季节有不同的乐趣和玩法,0.999813,0.000186502,0.999586,2
性价比,玩,0.633,大概两年之前去喂过小鹿那时候鹿还很多也愿意吃草玩的很开心,0.999518,0.000481942,0.998929,2
性价比,玩,0.633,想着最在南京后一天就上午五点多过来明孝陵玩,0.996765,0.00323511,0.992811,2
性价比,玩,0.633,我一个人外地过来玩本来就人生地不熟的,0.740411,0.259589,0.423136,2
设施和服务,服务,0.622,后面我找售票员对质的时候她服务特别差,0.00380935,0.996191,0.991535,0
性价比,玩,0.633,想着最在南京后一天就上午五点多过来明孝陵玩,0.996765,0.00323511,0.992811,2
性价比,玩,0.633,我一个人外地过来玩本来就人生地不熟的,0.740411,0.259589,0.423136,2
性价比,价钱,0.733,相同价钱的可以去牛首山,0.323517,0.676483,0.281072,0
文化和历史价值,休闲,0.558,休闲发呆最好不过,0.998781,0.00121924,0.99729,2
性价比,评价,0.682,明孝陵的评价还没有写,0.751109,0.248891,0.446909,2
文化和历史价值,公园,0.555,在公园里面漫步,0.960328,0.0396719,0.91184,2
性价比,成人,0.622,明孝陵景区成人票70,0.994982,0.00501804,0.988849,2
性价比,点位,0.863,南京之行的必要打卡点位啊,0.934988,0.0650119,0.855529,2
环境和景观,环境,0.621,环境真的是好的,0.987574,0.0124259,0.972387,2
文化和历史价值,历史,0.647,我对明朝的历史了解的相对多一些就更加有感悟,0.999779,0.000220599,0.99951,2
性价比,免费,0.624,可以在城门底下免费拍照,0.99673,0.00326983,0.992734,2
设施和服务,设施,0.621,就是内部设施比较贫乏,0.895692,0.104308,0.768204,2
性价比,感受到,0.6,一进去就能感受到厚重的历史,0.999141,0.000859181,0.998091,2
文化和历史价值,历史,0.647,一进去就能感受到厚重的历史,0.999141,0.00085918,0.998091,2
文化和历史价值,历史,0.647,历史的厚重感扑面而来,0.99979,0.000209923,0.999533,2
设施和服务,消费,0.62,从景区买票进门开始里面全是消费,0.684166,0.315834,0.298148,2
性价比,免费,0.624,往前走就是说景区免费拍照,0.986047,0.013953,0.968993,2
性价比,排位,0.869,孝陵殿以前是供奉朱元璋和马皇后及妃嫔排位的,0.984385,0.015615,0.9653,2
文化和历史价值,文创,0.557,现在是文创商店,0.605173,0.394827,0.122608,2
文化和历史价值,历史,0.647,文化历史深厚,0.996458,0.00354179,0.992129,2
文化和历史价值,休闲,0.558,休闲时间里可以推荐来这里逛逛哦,0.999208,0.000792189,0.99824,2
性价比,成文,0.614,实难成文,0.00210315,0.997897,0.995326,0
环境和景观,世界遗产,0.622,2003年7月3日明孝陵作为明清皇家陵寝扩展项目列入《世界遗产名录》,0.991815,0.00818464,0.981812,2
