字典属性,商品属性,相似性,商品属性所在短句,短句积极性,短句消极性,置信度,情感类别
文化和历史价值,历史,0.647,如果历史馆排队的人多,0.567789,0.432211,0.0395303,2
文化和历史价值,历史,0.647,可以从艺术馆进入穿到历史馆也是不错的选择,0.997314,0.00268642,0.99403,2
文化和历史价值,历史,0.647,挺好的很大里面有八个历史馆一个数码一个特展还有艺术馆民国馆非遗馆厕所那有饮用水艺术馆非遗馆来不及看了太大了有些黄金好好看哈哈哈建议去民国馆我觉得很有意思,0.999741,0.000258884,0.999425,2
性价比,饮用水,0.618,挺好的很大里面有八个历史馆一个数码一个特展还有艺术馆民国馆非遗馆厕所那有饮用水艺术馆非遗馆来不及看了太大了有些黄金好好看哈哈哈建议去民国馆我觉得很有意思,0.999741,0.000258884,0.999425,2
性价比,游玩,0.614,值得游玩,0.999276,0.000723712,0.998392,2
性价比,免费,0.624,门票免费,0.984417,0.0155832,0.965371,2
文化和历史价值,历史,0.647,历史馆：可以了解到南京的历史变迁,0.997872,0.00212803,0.995271,2
文化和历史价值,历史,0.647,有很多珍贵的历史文物,0.998148,0.00185238,0.995884,2
文化和历史价值,历史,0.647,可以用互动的方式了解历史文化,0.999503,0.000497181,0.998895,2
文化和历史价值,历史,0.647,历史馆：可以了解到南京的历史变迁,0.997872,0.00212803,0.995271,2
文化和历史价值,历史,0.647,有很多珍贵的历史文物,0.998148,0.00185238,0.995884,2
文化和历史价值,历史,0.647,可以用互动的方式了解历史文化,0.999503,0.000497181,0.998895,2
性价比,科技感,0.857,数字馆：科技感十足,0.993038,0.0069621,0.984529,2
文化和历史价值,历史,0.647,历史馆：可以了解到南京的历史变迁,0.997872,0.00212803,0.995271,2
文化和历史价值,历史,0.647,有很多珍贵的历史文物,0.998148,0.00185238,0.995884,2
文化和历史价值,历史,0.647,可以用互动的方式了解历史文化,0.999503,0.000497181,0.998895,2
性价比,技巧,0.556,可以欣赏到高超的艺术技巧,0.998646,0.0013542,0.996991,2
文化和历史价值,历史,0.647,历史自然也是十分悠久,0.999239,0.000761006,0.998309,2
文化和历史价值,历史,0.647,所以南京历史博物馆主要也是这几部分,0.898421,0.101579,0.77427,2
性价比,游玩,0.614,建议游玩时间1天,0.965416,0.0345841,0.923147,2
设施和服务,咨询,0.632,最后去咨询原来有一部分没有展出,0.472694,0.527306,0.453889,1
性价比,难受,0.603,难受,0.00163447,0.998366,0.996368,0
性价比,免费,0.624,今天去的时候全部都是对外开放免费的,0.997869,0.00213076,0.995265,2
文化和历史价值,文创,0.557,南京博物院的文创还是非常有本馆特色的,0.995588,0.00441173,0.990196,2
性价比,综合性,0.645,是一座大型综合性博物馆,0.928912,0.0710883,0.842026,2
性价比,综合性,0.645,是中国创建最早的博物馆和第一座由国家投资兴建的大型综合性博物馆,0.985048,0.0149517,0.966774,2
性价比,综合性,0.645,是一座大型综合性博物馆,0.928912,0.0710883,0.842026,2
性价比,综合性,0.645,是中国创建最早的博物馆和第一座由国家投资兴建的大型综合性博物馆,0.985048,0.0149517,0.966774,2
文化和历史价值,历史,0.647,包括历史馆,0.991192,0.00880766,0.980427,2
文化和历史价值,历史,0.647,历史馆中展示了丰富的文物,0.995074,0.00492614,0.989053,2
文化和历史价值,历史,0.647,能够让观众深入了解中国的历史和文化,0.995533,0.0044674,0.990072,2
文化和历史价值,历史,0.647,这些展览能够让观众更加深入地了解不同文化的特点和历史背景,0.99287,0.00712955,0.984157,2
文化和历史价值,历史,0.647,南京博物院是一座充满历史和文化内涵的博物馆,0.995627,0.00437272,0.990283,2
文化和历史价值,历史,0.647,包括历史馆,0.991192,0.00880767,0.980427,2
文化和历史价值,历史,0.647,历史馆中展示了丰富的文物,0.995074,0.00492614,0.989053,2
文化和历史价值,历史,0.647,能够让观众深入了解中国的历史和文化,0.995533,0.0044674,0.990072,2
文化和历史价值,历史,0.647,这些展览能够让观众更加深入地了解不同文化的特点和历史背景,0.99287,0.00712955,0.984157,2
文化和历史价值,历史,0.647,南京博物院是一座充满历史和文化内涵的博物馆,0.995627,0.00437271,0.990283,2
文化和历史价值,历史,0.647,包括历史馆,0.991192,0.00880766,0.980427,2
文化和历史价值,历史,0.647,历史馆中展示了丰富的文物,0.995074,0.00492614,0.989053,2
文化和历史价值,历史,0.647,能够让观众深入了解中国的历史和文化,0.995533,0.0044674,0.990072,2
文化和历史价值,历史,0.647,这些展览能够让观众更加深入地了解不同文化的特点和历史背景,0.99287,0.00712955,0.984157,2
文化和历史价值,历史,0.647,南京博物院是一座充满历史和文化内涵的博物馆,0.995627,0.00437271,0.990283,2
设施和服务,提供,0.621,每个展馆都有专业的讲解员为观众提供讲解,0.994182,0.00581832,0.98707,2
设施和服务,提供,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,提供,0.621,为观众提供更加舒适的参观体验,0.997829,0.00217048,0.995177,2
设施和服务,提供,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481987,0.998929,2
设施和服务,设施,0.621,南京博物院的设施也很完善,0.999303,0.000697425,0.99845,2
设施和服务,设施,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,设施,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481987,0.998929,2
设施和服务,提供,0.621,每个展馆都有专业的讲解员为观众提供讲解,0.994182,0.00581832,0.98707,2
设施和服务,提供,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,提供,0.621,为观众提供更加舒适的参观体验,0.997829,0.00217048,0.995177,2
设施和服务,提供,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481987,0.998929,2
设施和服务,设施,0.621,南京博物院的设施也很完善,0.999303,0.000697425,0.99845,2
设施和服务,设施,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,设施,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481987,0.998929,2
设施和服务,提供,0.621,每个展馆都有专业的讲解员为观众提供讲解,0.994182,0.00581832,0.98707,2
设施和服务,提供,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,提供,0.621,为观众提供更加舒适的参观体验,0.997829,0.00217048,0.995177,2
设施和服务,提供,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481986,0.998929,2
文化和历史价值,历史,0.647,包括历史馆,0.991192,0.00880767,0.980427,2
文化和历史价值,历史,0.647,历史馆中展示了丰富的文物,0.995074,0.00492614,0.989053,2
文化和历史价值,历史,0.647,能够让观众深入了解中国的历史和文化,0.995533,0.0044674,0.990072,2
文化和历史价值,历史,0.647,这些展览能够让观众更加深入地了解不同文化的特点和历史背景,0.99287,0.00712954,0.984157,2
文化和历史价值,历史,0.647,南京博物院是一座充满历史和文化内涵的博物馆,0.995627,0.00437271,0.990283,2
设施和服务,设施,0.621,南京博物院的设施也很完善,0.999303,0.000697425,0.99845,2
设施和服务,设施,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,设施,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481986,0.998929,2
设施和服务,提供,0.621,每个展馆都有专业的讲解员为观众提供讲解,0.994182,0.00581832,0.98707,2
设施和服务,提供,0.621,提供了各种便利设施,0.98959,0.0104101,0.976866,2
设施和服务,提供,0.621,为观众提供更加舒适的参观体验,0.997829,0.00217048,0.995177,2
设施和服务,提供,0.621,专业讲解和完善的设施都为观众提供了很好的参观体验,0.999518,0.000481987,0.998929,2
文化和历史价值,文创,0.557,几个文创店也很有意思,0.997885,0.00211474,0.995301,2
性价比,免费,0.624,门票｜免费,0.988896,0.011104,0.975324,2
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,南博从建筑美学到历史文物,0.938404,0.0615962,0.86312,2
文化和历史价值,历史,0.647,历史底蕴,0.999689,0.000311113,0.999309,2
性价比,音量,0.58,讲解器音量不够,0.000623084,0.999377,0.998615,0
文化和历史价值,历史,0.647,历史馆,0.997754,0.00224597,0.995009,2
文化和历史价值,历史,0.647,南博从建筑美学到历史文物,0.938404,0.0615962,0.86312,2
文化和历史价值,历史,0.647,历史底蕴,0.999689,0.000311112,0.999309,2
设施和服务,服务态度,0.621,服务态度也很好,0.997281,0.00271913,0.993958,2
性价比,服务态度,0.573,服务态度也很好,0.997281,0.00271912,0.993958,2
性价比,玩,0.633,下次去玩多买几个当早餐,0.994392,0.00560806,0.987538,2
性价比,感受到,0.6,在这里可以感受到历史的变化,0.999227,0.000773221,0.998282,2
文化和历史价值,历史,0.647,在这里可以感受到历史的变化,0.999227,0.000773221,0.998282,2
性价比,游玩,0.614,游玩的人比较多,0.979533,0.0204666,0.954519,2
设施和服务,维修,0.642,民国馆之前维修,0.93501,0.0649903,0.855577,2
文化和历史价值,历史,0.647,双休日历史馆和特展馆上午下午各有两场免费的人工讲解广播会提前播报但是历史馆的建议还是早点去播报前大概就已经排满员了一次30人场馆很大安排时间要很充足跟着讲解员走下来也会有很多没看到有些展品现在都收起来没展出还有两个展馆在为周年展布展要十月之后开放,0.99549,0.00451015,0.989977,2
性价比,免费,0.624,双休日历史馆和特展馆上午下午各有两场免费的人工讲解广播会提前播报但是历史馆的建议还是早点去播报前大概就已经排满员了一次30人场馆很大安排时间要很充足跟着讲解员走下来也会有很多没看到有些展品现在都收起来没展出还有两个展馆在为周年展布展要十月之后开放,0.99549,0.00451015,0.989977,2
文化和历史价值,历史,0.647,双休日历史馆和特展馆上午下午各有两场免费的人工讲解广播会提前播报但是历史馆的建议还是早点去播报前大概就已经排满员了一次30人场馆很大安排时间要很充足跟着讲解员走下来也会有很多没看到有些展品现在都收起来没展出还有两个展馆在为周年展布展要十月之后开放,0.99549,0.00451015,0.989977,2
设施和服务,服务,0.622,管理服务差,0.000617489,0.999383,0.998628,0
设施和服务,提供,0.621,违背为大众提供观览的初心,0.438429,0.561571,0.0257123,0
文化和历史价值,历史,0.647,主要有历史馆,0.988171,0.0118292,0.973713,2
文化和历史价值,历史,0.647,强烈推荐历史馆,0.999121,0.000878982,0.998047,2
文化和历史价值,历史,0.647,主要有历史馆,0.988171,0.0118292,0.973713,2
文化和历史价值,历史,0.647,强烈推荐历史馆,0.999121,0.000878982,0.998047,2
文化和历史价值,历史,0.647,由历史馆,0.988975,0.0110247,0.975501,2
文化和历史价值,历史,0.647,数字馆和历史馆是最值得推荐的展馆,0.99925,0.000750119,0.998333,2
文化和历史价值,历史,0.647,历史馆以宫廷建筑之美为特色,0.998548,0.0014519,0.996774,2
文化和历史价值,历史,0.647,由历史馆,0.988975,0.0110247,0.975501,2
文化和历史价值,历史,0.647,数字馆和历史馆是最值得推荐的展馆,0.99925,0.000750119,0.998333,2
文化和历史价值,历史,0.647,历史馆以宫廷建筑之美为特色,0.998548,0.0014519,0.996774,2
文化和历史价值,历史,0.647,由历史馆,0.988975,0.0110247,0.975501,2
文化和历史价值,历史,0.647,数字馆和历史馆是最值得推荐的展馆,0.99925,0.00075012,0.998333,2
文化和历史价值,历史,0.647,历史馆以宫廷建筑之美为特色,0.998548,0.0014519,0.996774,2
性价比,科技,0.863,数字馆结合科技和现场互动,0.990693,0.00930683,0.979318,2
性价比,含金量,0.645,含金量达99,0.992861,0.00713911,0.984135,2
文化和历史价值,历史,0.647,4点了所以只能抓紧时间游览历史馆是按照时间顺序来布展的每个历史时期典型的文物有石器时代青铜器时代的青铜器还有瓷器红木家具漆器玉器特展馆的钟表展还是值得一看的都是造型精致,0.99786,0.00214031,0.995244,2
文化和历史价值,历史,0.647,4点了所以只能抓紧时间游览历史馆是按照时间顺序来布展的每个历史时期典型的文物有石器时代青铜器时代的青铜器还有瓷器红木家具漆器玉器特展馆的钟表展还是值得一看的都是造型精致,0.99786,0.00214031,0.995244,2
性价比,免费,0.624,而且免费,0.986373,0.0136274,0.969717,2
性价比,数量,0.586,展品数量非常多推荐民国馆一秒穿越,0.997677,0.00232308,0.994838,2
性价比,游玩,0.614,来南京游玩博物馆必来打卡之地工作人员也很热情,0.998725,0.0012745,0.997168,2
设施和服务,旗袍,0.63,有穿着旗袍的小姐姐在里面拍照,0.98054,0.0194596,0.956756,2
设施和服务,服务中心,0.632,第一栋建筑是个服务中心,0.783563,0.216437,0.51903,2
文化和历史价值,历史,0.647,蕴藏着丰富的历史文化故事,0.999464,0.000536239,0.998808,2
文化和历史价值,历史,0.647,分别是：历史馆,0.94583,0.0541702,0.879622,2
文化和历史价值,历史,0.647,可以去历史观看完小金兽坐直梯去5层咖啡厅休息会再往下看其他几层,0.975638,0.0243618,0.945863,2
设施和服务,商品,0.89,问一下某个商品有没有货,0.211097,0.788903,0.530896,0
文化和历史价值,文创,0.557,我们周日上午就直奔艺术馆的文创店了,0.95192,0.0480801,0.893155,2
文化和历史价值,历史,0.647,历史馆人贼多,0.845842,0.154158,0.657427,2
文化和历史价值,历史,0.647,如果能早来的话就先来看历史馆吧,0.864884,0.135116,0.699741,2
文化和历史价值,历史,0.647,最后去历史馆的时候人太多了都没怎么逛,0.97359,0.0264097,0.941312,2
文化和历史价值,历史,0.647,历史馆人贼多,0.845842,0.154158,0.657427,2
文化和历史价值,历史,0.647,如果能早来的话就先来看历史馆吧,0.864884,0.135116,0.699741,2
文化和历史价值,历史,0.647,最后去历史馆的时候人太多了都没怎么逛,0.97359,0.0264097,0.941312,2
文化和历史价值,历史,0.647,历史馆人贼多,0.845842,0.154158,0.657427,2
文化和历史价值,历史,0.647,如果能早来的话就先来看历史馆吧,0.864884,0.135116,0.699741,2
文化和历史价值,历史,0.647,最后去历史馆的时候人太多了都没怎么逛,0.97359,0.0264097,0.941312,2
文化和历史价值,历史,0.647,就很好看个人对民国馆特别喜欢逛了很久展馆很多还看了历史馆特展馆艺术馆非遗馆等等推荐来,0.999955,4.53365e-05,0.999899,2
性价比,免费,0.624,还有免费讲解,0.99193,0.00807048,0.982066,2
文化和历史价值,商业,0.556,商业,0.535027,0.464973,0.299461,1
设施和服务,旗袍,0.63,吸引了很多穿旗袍的游客来摆拍,0.993182,0.0068176,0.98485,2
文化和历史价值,历史,0.647,逛下来觉得重头是历史馆,0.938833,0.0611672,0.864073,2
文化和历史价值,文创,0.557,发现文创产品做的挺不错的,0.987386,0.0126141,0.971969,2
文化和历史价值,文创,0.557,几个文创商店人都不少,0.554349,0.44565,0.00966549,2
文化和历史价值,文创,0.557,发现文创产品做的挺不错的,0.987386,0.0126141,0.971969,2
文化和历史价值,文创,0.557,几个文创商店人都不少,0.554349,0.44565,0.00966549,2
性价比,免费,0.624,竟然是免费的你敢信？,0.00228742,0.997713,0.994917,0
文化和历史价值,历史,0.647,历史馆和别的博物馆大同小异,0.827147,0.172853,0.615883,2
文化和历史价值,历史,0.647,建议多逛逛历史馆,0.956646,0.0433542,0.903657,2
文化和历史价值,文创,0.557,还有文创的袋子,0.931066,0.0689345,0.846812,2
文化和历史价值,历史,0.647,先参观了历史馆,0.988377,0.0116232,0.974171,2
性价比,用骨,0.6,用骨制成的项链装饰品,0.856245,0.143755,0.680544,2
性价比,免费,0.624,有幸排上了免费讲解,0.99435,0.00565044,0.987443,2
文化和历史价值,历史,0.647,带领我们穿越历史,0.999037,0.000962796,0.997861,2
性价比,免费,0.624,进去可以免费存放行李,0.991825,0.00817509,0.981833,2
性价比,免费,0.624,可以拿宣传册免费盖章,0.99166,0.00834041,0.981466,2
性价比,免费,0.624,进去可以免费存放行李,0.991825,0.00817509,0.981833,2
性价比,免费,0.624,可以拿宣传册免费盖章,0.99166,0.00834041,0.981466,2
文化和历史价值,历史,0.647,也了解了很多历史知识,0.999462,0.000537746,0.998805,2
环境和景观,环境,0.621,馆内环境也很好,0.9992,0.000800281,0.998222,2
设施和服务,自助,0.635,进门可以凭身份证租借自助语音讲解器,0.984472,0.015528,0.965493,2
性价比,游玩,0.614,我的游玩线路,0.98129,0.0187105,0.958421,2
文化和历史价值,历史,0.647,历史馆特展馆	民国馆艺术馆,0.987543,0.0124573,0.972317,2
文化和历史价值,历史,0.647,1历史馆,0.984944,0.0150559,0.966542,2
文化和历史价值,历史,0.647,触碰历史的痕迹,0.978409,0.0215914,0.952019,2
文化和历史价值,历史,0.647,历史馆特展馆	民国馆艺术馆,0.987543,0.0124573,0.972317,2
文化和历史价值,历史,0.647,1历史馆,0.984944,0.0150559,0.966542,2
文化和历史价值,历史,0.647,触碰历史的痕迹,0.978409,0.0215914,0.952019,2
文化和历史价值,历史,0.647,历史馆特展馆	民国馆艺术馆,0.987543,0.0124573,0.972317,2
文化和历史价值,历史,0.647,1历史馆,0.984944,0.0150559,0.966542,2
文化和历史价值,历史,0.647,触碰历史的痕迹,0.978409,0.0215914,0.952019,2
性价比,感受,0.66,感受时光的交替,0.999882,0.000118449,0.999737,2
性价比,程度,0.73,好逛程度名不虚传,0.998935,0.00106458,0.997634,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,位于历史馆与特展馆交接处的负一层,0.594547,0.405453,0.0989938,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,位于历史馆与特展馆交接处的负一层,0.594547,0.405453,0.0989938,2
性价比,形式,0.664,二维码等多媒体形式,0.930618,0.0693815,0.845819,2
性价比,技术,0.874,动作捕捉等数字技术,0.877354,0.122646,0.727453,2
环境和景观,环境,0.621,营造立体丰富的展示环境,0.970159,0.0298409,0.933687,2
设施和服务,消费,0.62,还能进入参观消费,0.962478,0.0375223,0.916617,2
性价比,免费,0.624,让我顺利在当天下午一点多订到免费票,0.991166,0.00883421,0.980368,2
文化和历史价值,历史,0.647,南京博物院六朝古都浓缩在此从远古时代到盛世江南总共有三大区域一是历史馆展示的是远古到盛世江南,0.994922,0.00507827,0.988715,2
文化和历史价值,历史,0.647,所以还是要借助讲解器才知道历史意义,0.784799,0.215201,0.521775,2
文化和历史价值,历史,0.647,从历史馆可以通到特展馆民国馆数字馆,0.981997,0.0180033,0.959993,2
文化和历史价值,历史,0.647,说实话如果只是来打卡或者就是参观一下那么主馆历史馆6个展厅加上特展馆14,0.817615,0.182385,0.594699,2
文化和历史价值,历史,0.647,南京博物院六朝古都浓缩在此从远古时代到盛世江南总共有三大区域一是历史馆展示的是远古到盛世江南,0.994922,0.00507827,0.988715,2
文化和历史价值,历史,0.647,所以还是要借助讲解器才知道历史意义,0.784799,0.215201,0.521775,2
文化和历史价值,历史,0.647,从历史馆可以通到特展馆民国馆数字馆,0.981997,0.0180033,0.959993,2
文化和历史价值,历史,0.647,说实话如果只是来打卡或者就是参观一下那么主馆历史馆6个展厅加上特展馆14,0.817615,0.182385,0.5947,2
文化和历史价值,历史,0.647,南京博物院六朝古都浓缩在此从远古时代到盛世江南总共有三大区域一是历史馆展示的是远古到盛世江南,0.994922,0.00507827,0.988715,2
文化和历史价值,历史,0.647,所以还是要借助讲解器才知道历史意义,0.784799,0.215201,0.521775,2
文化和历史价值,历史,0.647,从历史馆可以通到特展馆民国馆数字馆,0.981997,0.0180033,0.959993,2
文化和历史价值,历史,0.647,说实话如果只是来打卡或者就是参观一下那么主馆历史馆6个展厅加上特展馆14,0.817615,0.182385,0.594699,2
文化和历史价值,历史,0.647,南京博物院六朝古都浓缩在此从远古时代到盛世江南总共有三大区域一是历史馆展示的是远古到盛世江南,0.994922,0.00507827,0.988715,2
文化和历史价值,历史,0.647,所以还是要借助讲解器才知道历史意义,0.784799,0.215201,0.521775,2
文化和历史价值,历史,0.647,从历史馆可以通到特展馆民国馆数字馆,0.981997,0.0180033,0.959993,2
文化和历史价值,历史,0.647,说实话如果只是来打卡或者就是参观一下那么主馆历史馆6个展厅加上特展馆14,0.817615,0.182385,0.5947,2
设施和服务,服务中心,0.632,进展之前先去服务中心拿一张纸质地图他把各个展厅的精华都标注了,0.482314,0.517686,0.646273,1
文化和历史价值,历史,0.647,历史馆和特展馆有人工讲解,0.977,0.0229999,0.948889,2
文化和历史价值,文创,0.557,部分：文创产品很赞,0.998051,0.00194943,0.995668,2
文化和历史价值,文创,0.557,网上热度很高的几件文创产品会分布在不同的文创点,0.779607,0.220393,0.510239,2
性价比,热度,0.756,网上热度很高的几件文创产品会分布在不同的文创点,0.779607,0.220393,0.510239,2
文化和历史价值,文创,0.557,部分：文创产品很赞,0.998051,0.00194943,0.995668,2
文化和历史价值,文创,0.557,网上热度很高的几件文创产品会分布在不同的文创点,0.779608,0.220392,0.510239,2
文化和历史价值,文创,0.557,部分：文创产品很赞,0.998051,0.00194943,0.995668,2
文化和历史价值,文创,0.557,网上热度很高的几件文创产品会分布在不同的文创点,0.779608,0.220392,0.510239,2
性价比,综合性,0.645,是国家级综合性历史艺术博物馆,0.981065,0.0189355,0.957921,2
文化和历史价值,历史,0.647,是国家级综合性历史艺术博物馆,0.981065,0.0189355,0.957921,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
性价比,免费,0.624,是南京免费的博物馆,0.980189,0.0198105,0.955977,2
文化和历史价值,历史,0.647,是国家级综合性历史艺术博物馆,0.981065,0.0189355,0.957921,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
性价比,数量,0.586,珍贵文物数量居中国第二,0.568786,0.431214,0.0417463,2
文化和历史价值,历史,0.647,是国家级综合性历史艺术博物馆,0.981065,0.0189355,0.957921,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
性价比,免费,0.624,免费预约,0.995392,0.0046084,0.989759,2
设施和服务,咨询,0.632,去之前打电话咨询清楚,0.346545,0.653455,0.2299,0
设施和服务,咨询,0.632,一定提前打电话咨询一下是否在馆展出,0.956081,0.0439193,0.902402,2
性价比,免费,0.624,5免费讲解,0.958764,0.0412356,0.908365,2
性价比,免费,0.624,南博每天上午和下午都有免费的讲解,0.997875,0.00212514,0.995277,2
性价比,免费,0.624,5免费讲解,0.958764,0.0412356,0.908365,2
性价比,免费,0.624,南博每天上午和下午都有免费的讲解,0.997875,0.00212514,0.995277,2
性价比,角度,0.673,找好角度,0.992296,0.00770425,0.98288,2
设施和服务,咨询,0.632,去之前打电话咨询清楚,0.346545,0.653455,0.2299,0
设施和服务,咨询,0.632,一定提前打电话咨询一下是否在馆展出,0.956081,0.0439193,0.902402,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
文化和历史价值,文创,0.557,好多好多超级好看的文创,0.999924,7.62923e-05,0.99983,2
性价比,免费,0.624,"
大门进游客中心还配有免费寄存",0.968452,0.0315481,0.929893,2
文化和历史价值,历史,0.647,历史馆：,0.968729,0.0312708,0.930509,2
性价比,玩足,0.61,下午刷了博物院总统府吃吃逛逛玩足了一天,0.991813,0.0081875,0.981806,2
性价比,像是,0.611,唯一吐槽一下就是里面像是迷宫一样,0.0561494,0.943851,0.875223,0
文化和历史价值,历史,0.647,喜欢历史博物的,0.999295,0.000704943,0.998434,2
性价比,成功,0.623,定好闹钟一次成功,0.971655,0.0283445,0.937012,2
性价比,成堆,0.596,所有展品都是成堆成片的出现,0.359697,0.640303,0.200674,0
性价比,成片,0.609,所有展品都是成堆成片的出现,0.359697,0.640303,0.200674,0
性价比,免费,0.624,免费的,0.993789,0.00621089,0.986198,2
文化和历史价值,历史,0.647,分别从远古时代开始到中国现在的历史和展品,0.991973,0.00802705,0.982162,2
设施和服务,维修,0.642,民国馆闭关维修,0.837027,0.162973,0.637838,2
性价比,免费,0.624,南京博物院免费需要提前预约才能进去哦,0.999009,0.000990836,0.997798,2
文化和历史价值,历史,0.647,里面有历史馆,0.975642,0.0243579,0.945871,2
设施和服务,平台,0.625,外面平台上眺望远外,0.961,0.0390003,0.913333,2
性价比,感受,0.66,"
博物馆其实更适合一个人慢慢逛～慢慢看～慢慢感受文化的传承～",0.990245,0.00975508,0.978322,2
性价比,玩,0.633,来南京玩,0.99012,0.00988034,0.978044,2
文化和历史价值,文创,0.557,才抢到一张票可以进去买文创,0.916578,0.0834222,0.814617,2
文化和历史价值,文创,0.557,文创店人非常多,0.975861,0.0241393,0.946357,2
文化和历史价值,文创,0.557,还有文创包,0.927767,0.0722328,0.839483,2
文化和历史价值,文创,0.557,才抢到一张票可以进去买文创,0.916578,0.0834222,0.814617,2
文化和历史价值,文创,0.557,文创店人非常多,0.975861,0.0241393,0.946357,2
文化和历史价值,文创,0.557,还有文创包,0.927767,0.0722328,0.839483,2
文化和历史价值,文创,0.557,才抢到一张票可以进去买文创,0.916578,0.0834222,0.814617,2
文化和历史价值,文创,0.557,文创店人非常多,0.975861,0.0241393,0.946357,2
文化和历史价值,文创,0.557,还有文创包,0.927767,0.0722328,0.839483,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
性价比,数量,0.586,珍贵文物数量居中国第二,0.568786,0.431214,0.0417463,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,“吴越大地”深厚的历史,0.990351,0.00964865,0.978559,2
文化和历史价值,历史,0.647,每一品种又自成历史系列,0.990686,0.00931419,0.979302,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,“吴越大地”深厚的历史,0.990351,0.00964865,0.978559,2
文化和历史价值,历史,0.647,每一品种又自成历史系列,0.990686,0.00931419,0.979302,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
环境和景观,文化底蕴,0.619,文化底蕴,0.999675,0.000324962,0.999278,2
环境和景观,人文,0.611,人文青铜,0.95388,0.0461201,0.897511,2
性价比,自成,0.633,每一品种又自成历史系列,0.990686,0.00931419,0.979302,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,“吴越大地”深厚的历史,0.990351,0.00964865,0.978559,2
文化和历史价值,历史,0.647,每一品种又自成历史系列,0.990686,0.00931419,0.979302,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
文化和历史价值,历史,0.647,即历史馆,0.990883,0.00911738,0.979739,2
文化和历史价值,历史,0.647,“吴越大地”深厚的历史,0.990351,0.00964865,0.978559,2
文化和历史价值,历史,0.647,每一品种又自成历史系列,0.990686,0.0093142,0.979302,2
文化和历史价值,历史,0.647,是数千年中华文明历史发展最为直接的见证,0.998425,0.00157529,0.996499,2
性价比,成功,0.623,成功地减少了馆内参观人数,0.950251,0.0497492,0.889446,2
设施和服务,服务,0.622,服务管理的优化也更好的提升了观众的体验感获得感,0.934919,0.0650807,0.855376,2
文化和历史价值,历史,0.647,更加深了对“工艺美术运动”历史意义的认识,0.997581,0.00241873,0.994625,2
性价比,感受,0.66,而且许多展品让人有了新的直观的感受,0.996082,0.00391813,0.991293,2
性价比,免费,0.624,南京最大的免费,0.998261,0.00173926,0.996135,2
性价比,免费,0.624,免费,0.990912,0.00908826,0.979804,2
文化和历史价值,历史,0.647,共设有5个馆：历史馆,0.954562,0.0454378,0.899027,2
文化和历史价值,历史,0.647,：建议是从“历史馆,0.872763,0.127237,0.71725,2
文化和历史价值,历史,0.647,共设有5个馆：历史馆,0.954562,0.0454378,0.899027,2
文化和历史价值,历史,0.647,：建议是从“历史馆,0.872763,0.127237,0.71725,2
