用户名,时间,内容,星级,点赞,,,
瓜瓜呱呱呱,2023-08-0508:00," 去明孝陵看小鹿啦～ 干粮要付钱，就一点点草，价格还不便宜，但是嘛，来都来啦，就来喂一下嘛～ 太阳很晒，没有遮阳的地方～ 小鹿们都不怕人，看到草就过来吧唧吧唧啦～ 但是小鹿们有味道， 还行吧，毕竟这么多??，还是第一次见～   		   ",4,1, , , 
别偷看我喔,2023-08-0420:11,"来南京玩的时候拍的
很遗憾没有爬到顶上去看因为真的太多节台阶了就知难而放了",5,0, , , 
sevencolor璎珞,2023-08-0419:35,我们从大金门（5号门）进去，沿着古时祭祀的方向一路走向方城明楼，体会人文与自然的和谐统一。,4.5,0, , , 
弈之,2023-08-0418:14,花了70门票，适合散散步，打打卡拍照，就是户外现在比较热,4,0, , , 
nannanpmsyj,2023-08-0416:56," 一直被明孝陵石象路的秋景种草，这次是春天先来踩个点。因为时间不充足，大概只有半天的时间，所以也就简单逛了长生鹿苑、石象路和孝陵景区～ 我们是打车到了三号门，听说那边因为离地铁站最近，所以很多人都是从那边进。在门口吃完早饭已经快10点钟了，游人络绎不绝，但好在景区里够大，倒也不显得拥挤。 进去第一站就直奔长生鹿苑，买了一包饲料（其实就是十几根草），迫不及待地寻找合影的“对象”。鹿苑里散养着几十头鹿，还有纯白色的～活泼程度一般，很多吃饱了或者会嫌弃干草的，会自己在地上找草吃。很多家长带小朋友来，所以漂亮的小鹿旁边一直会围着很多人，想要拍出包场的效果有点难～ 神道其实有两段，一段是石象路神道，是我种草的秋景所在地，有6种神兽，每一种都有不同姿势的两对，大概800多米长的路程；另一段是文武官员，也是各两对，说是有年轻的也有年长的（长胡子），代表江山代有才人出，后继有人，大概四五百米。 石象路神道的东北侧是一片樱花园，有空的话，也可以在里面游览观赏～我们就是在樱花园的门口，乘坐电瓶车前往孝陵。这一段我多少觉得有点坑如果不是因为赶时间的话，10分钟左右的车程（而且开的很慢哦）就要30块，不过后半程稍稍有一点爬坡的部分，这个值不值得就仁者见仁智者见智了。 孝陵一共有五进，从门口到出来大概40-50分钟到游览时间。站在“城墙”下还是很受震撼的。   		   ",4.5,2, , , 
水汪塘,2023-08-0416:27," 明孝陵，是南京城著名的历史文化景点，位于钟山风景区内，毗邻中山陵。 它是明朝开国皇帝朱元璋的陵寝，是中国规模最大的帝王陵寝之一，它代表了明初建筑和石刻的成就，将人文与自然和谐统一，达到天人合一的完美高度。   		   ",4.5,0, , , 
匿名用户,2023-08-0415:44,没点历史看不懂，人挺多，但说实话，一般般，朱总的品味不怎么样啊,3.5,0, , , 
哈哈,2023-08-0414:08,地方很大，景色不错，就是有点废??,3.5,0, , , 
圣圣0926,2023-08-0402:13," 【圣圣0926】 看老照片，图1，四方城当时还没有顶。如今已经修成完整的，图2。 中国建筑的木结构有诸多的科学与华美之处，致命的弱点就是火烧。建了毁，毁了再建，一座建筑也有它的生死轮回。 我最喜欢明孝陵的神道石像生，一立一伏，我就发了2对，图3456，象和骆驼。还有马，狮子，麒麟，獬豸。 图7是小烨子的字，他对朱元璋的评价还是挺高的。 。 我是先去的美龄宫，再去中山陵，发现得预约（当时大概不到12点）。于是，就约了下午3点。 然后，就先去了明孝陵。从四方城到神道，再走到方城明楼，再逛逛孙权纪念馆，我用了2个小时。期间还吃了一根烤肠和半根煮老玉米当午饭。 逛完明孝陵才又回到中山陵。 【圣圣0926】   		   ",4.5,30, , , 
隔壁的老奶奶,2023-08-0321:54," 地铁下来走到三号门进去，直接冲长生鹿苑，摸摸小鹿，吃个文创雪糕，小日子真的是美美的！然后走过两条神道就来到了朱元璋和马皇后的陵墓，不能进去看，那就vr探秘一下吧，就是人有点多，排队起码45分型，一圈看下来十几分钟，天气太热，没有空调实在太热！   		   ",4.5,0, , , 
思思_7118,2023-08-0320:49," 明孝陵是明朝开国皇帝朱元璋和皇后马氏的合葬陵墓，至今已有600多年历史。但凡有着漫长历史印记的古城，都有很多访古探幽好去处。明孝陵，便是南京最安静的历史隐遁之地。站在明楼前城墙眺望，整个明孝陵尽收眼底，山环水绕，树木葱茏，红墙黄瓦，跌宕起伏，气象非凡，不愧为虎踞龙蟠的风水宝地。   		   ",5,0, , , 
木子李,2023-08-0318:54," 今天特地开车来明孝陵玩，还好不需要排队，直接就过来了。花了70块钱买了一个门票。兜兜转转。走了一个七星的图，才走到你的附近其实明孝陵也没什么好玩的。主要今天跟男朋友在一起心情好。所以给个五星好评。一次鼓励。   		   ",5,0, , , 
山珍海味只取一瓢饮,2023-08-0317:45," 位置就在地铁口附近，下了地铁就可以去买票，可以不用买所有的票，走个明孝陵和中山陵就已经累的不行了，中山陵免门票，不过要在小程序上预约，可以直接搜中山陵； 明孝陵环境还是很不错的，找个没人的地方躺着就很舒服   		   ",4.5,3, , , 
匿名用户,2023-08-0308:28," 明孝陵是明朝开国皇帝朱元璋和马皇后的陵墓，都在钟山风景区，可以坐风景区的旅游车，10元一个，在各个风景区游玩。游玩明孝陵之前建议做一个攻略，了解一下明孝陵的来拢去脉，否则看不出什么。600米的石象是网红打卡地，下雨天有种别样的美，朱元璋的陵墓别有洞天，做了各种防盗措施，据说各种政府对明孝陵保护的好，600年来没有被盗过墓。门票成人70，学生35。   		   ",3.5,0, , , 
一个认真吃的小吃货,2023-08-0223:03," 超级超级超级大一开始以为就一排石像就结束了后来查了很久发现里面还有孙权墓孙权纪念馆明皇陵红楼有关的苑去之前一定要做好攻略不然会走很多冤枉路如果买套票重点穿一双好的旅游鞋一天两万步打底根本逛不完最后什么谷我没去太累了   		   ",5,0, , , 
一个响亮的名字,2023-08-0222:32,风水是真的好，地方也是够大的，没有买观光车的票，我们看完小鹿就累了，都没有看到关于明太祖的任何一点痕迹，我们就疲惫得返回了,3.5,0, , , 
吃吃玩玩懒懒,2023-08-0221:59," 首先，从南京大牌档中山陵店花十块钱坐车到五号门，边上一直有喇叭说不要挑车，来什么车上什么车，运气好的话，你会坐着空调大巴，运气不好的话，就只能坐那种观光兜风车。其实就是一公里的路，但是由于堵车开了十多分钟。如果体力好的话，完全可以走过去，而且即使中午头也不会晒，因为两边的树木高大茂盛，遮阳效果非常好。  下了大巴之后，大概走1到2分钟就可以进到原来的景区门，但是现在这个门向里移动了，所以我们在进五号门之前会先经过大明孝陵神功圣德碑。一共2746个字，是朱棣亲自给朱元璋写的。据说这块石头有十多吨重，是从福建运过来的，最开始的时候刚装上船就把船压沉了，捞都捞不上来，后来没办法又重新开采了一块石头，又重新找船运过来的。可惜的是，在这个碑的旁边，没有文字的展示，碑文因为年代久远，而且又很高，根本看不清上面写的是什么。只能走马观花，像大部分游客一样盘一盘驮着石碑的赑屃脑袋，还有屁股…  进了五号门之后，很快就是石象路，一共六种动物，12对，每一对两个，都是第一对跪着，第二对站着。我想按这个顺序的原因，主要是让来扫墓的皇家子弟一定要先学会跪着，后学会站着，凡事都要把敬畏放在前面。六种动物的顺序依次是狮子獬豸骆驼大象麒麟和马。别的都比较好理解，就是骆驼，最开始我以为是负重耐力持久的意思，后来看了介绍才知道，原来是用骆驼来表示国家的幅员辽阔，西域安宁。  转过石像路就进入翁仲神道，两对武将，两对文臣，只知道武将应该是秦始皇的翁仲，文臣不知道是谁的原型。  神道之后，正式进入明孝陵，依次是康熙手书的治隆唐宋和享殿。有说法是康熙皇帝为了稳定江南局势，拉拢汉人，所以肯定朱元璋的功绩比唐太宗和宋高祖都要高，我觉得这是有一定道理的。但是那个享殿真的是太可惜了，原来极其宏伟的殿堂，后来竟然都被太平天国给毁了，这帮人真是得不到的就要毁掉，还有大报恩寺，也是毁于太平天国之手，既可惜又可悲。  穿过最后的城墙，看到“此大明太祖之墓”，明孝陵的主线观摩也就到此为止了，可以再上城墙去俯瞰一下整个陵园。虽然知道朱元璋的墓地就在这儿，但还是很幸运，郭沫若那种类型的傻子没敢再自以为是的执意要挖掘。  补充两个小细节。一是在门口等十块钱摆渡车的时候可以买他们的折扇，十块钱一把，只要进了景区文创店，就要三十九一把，东西都是一模一样的。这个就算我今天日行一善，帮助他们做推销了～～另一个是如果要打算去美龄宫的话，也就是需要返回五号门的话，建议返回途中做摆渡车，因为走一遍古代帝王扫墓的路真的是挺累的，但是这个摆渡车不是网上讲的钟山景区摆渡车30元随便坐的那种，是需要额外单独再付30元的。也就是说明孝陵里面单独的摆渡车，和钟山风景区各个景点之间的摆渡车，车票是不能通用的。所以吧，如果想省下这个30元钱的话，建议先去美龄宫，再从五号门进明孝陵。这样还有一个好处，就是解决了从美龄宫出来，根本打不到车的问题。不要问我是怎么知道的……   		   ",5,3, , , 
四叶草,2023-08-0217:47,很不错的风景区，来南京游玩必须来这里打卡一下,5,2, , , 
安努克,2023-08-0217:45,没啥可看的，好像就摸了个大乌龟，还有坐了下游览车，都是外包的，感觉就是爬山累了坐车，不建议，整个钟山风景区都非常坑，最挣钱的是门口拍照的,2,0, , , 
李甜甜,2023-08-0216:24," ??南京之行第二站-明孝陵 “六朝金粉地，金陵帝王州”，门口的石像和城楼真的很壮观，六朝古都感触颇深，不虚此行。就是交通有点不方便，景区太大要走好远。 用了两天时间打卡了总统府、钟山风景区（中山陵，明孝陵、美龄宫）夫子庙和古鸡鸣寺，以及新街口。   		   ",5,0, , , 
bon58bon,2023-08-0211:49," 来南京培训，住在附近，早上五点起来，和同事相约去爬山，路上景色太美了，还遇见一位热心的南京市民，是一位大姐在遛狗，热心的带我们走，告诉我们怎样走抄近路。下山的时候，我选择了骑一辆共享单车，风吹着我的短发，不要太爽   		   ",4.5,0, , , 
爱吃爱喝的减肥人,"2023-08-02
??更新于2023-08-0817:17"," 历史上牛姓名人很多，比如秦国大儒牛缺、赵国大将牛翦、唐朝宰相的牛僧孺等。明初，山西牛姓作为明朝洪洞大槐树迁民姓氏之一，被分迁于河南、安徽、山东、河北、东北三省等地。清代，有山西牛姓走西口到内蒙古、河南牛姓闯关东到东北。据2017年人口普查统计，我国牛姓人口约220万，约占全国人口的0.18%。  六畜之首的牛凭借的是力气上位  牛在中国文化中是勤劳的象征。古代就有利用牛拉动耕犁以整地的应用，后来人们知道牛的力气巨大，开始有各种不同的应用，从农耕、交通甚至军事都广泛运用。我们中华民族的文明是农耕文明。牛耕的出现，是华夏文明史上具有革命性意义的变革，在以粮食为本的农耕社会，粮食的产量几乎决定了一个国家的兴衰，牛耕的综合效率是人的十倍以上，能够有效提高耕地的面积和粮食的产出。牛因此被称为六畜之首。  我国好多地区都有“春牛祈福”的风俗。立春前一日，人们先到家坛奉祀，然后用彩鞭鞭打，把用桑木做成的“春牛”赶回县府，在大堂设酒果供奉。男女老少牵“牛”扶“犁”，唱栽秧歌，祈求丰年。  “牛”的精神：吃苦耐劳、开拓前进  牛对中国人的影响不仅表现在生产、习俗方面，更体现在对中华民族内在精神的塑造上。历代关于“牛”的诗歌、书画作品，歌颂的是牛吃苦耐劳、任劳任怨、开拓前进的形象。李可染先生在《五牛图》中题词道：“牛也，力大无穷，俯首孺子而不逞强。终生劳瘁，事人而安不居功。纯良温驯，时亦强犟，稳步向前，足不踏空，形容无华，气宇轩昂，吾崇其性，爱其形，故屡屡不厌写之。”鲁迅先生礼赞牛“吃进去的是草，挤出来的是奶”，还自勉其甘为孺子牛。  牛年即将到来，让我们在爱情上，不忘牛衣对泣，天天都是牛女佳期；在学业上，要如同“老黄牛”，时常牛角挂书，不用扬鞭自奋蹄；在事业上，要学做一头“拓荒牛”，披荆斩棘在所不辞；在工作中，要做一头“孺子牛”，默默耕耘无私奉献；在生活中，不妨多来几次牛刀小试，“牛”转乾坤。   		   ",5,0, , , 
树林dr,2023-08-0210:25," 明孝陵位于江苏省南京市玄武区紫金山南麓独龙阜玩珠峰下，东毗中山陵，南临梅花山，位于钟山风景名胜区内，是明太祖朱元璋与其皇后的合葬陵寝。因皇后马氏谥号孝慈高皇后，又因奉行孝治天下，故名孝陵。是中国规模最大的帝王陵寝之一。 明孝陵始建于明洪武十四年至明永乐三年建成，先后调用军工10万，历时达25年。承唐宋帝陵依山为陵旧制，创方坟为圜丘新制。将人文与自然和谐统一。 占地面积挺大，有多个入口，我从三号门进去，需要走很长一段路。由于地宫并不开放，也只能看看外面神道两边的塑像。不过植被很好，就当游园了。一路上有很多猫咪。   		   ",4,0, , , 
Grahamhe,2023-08-0208:39," 来之前，对明孝陵没啥概念，更没想到是朱元璋大帝的陵寝（以为凭他的勇猛一生，陵墓的名字也得用比较生猛吞吐的字，没想到是温润的孝字，可见他内心对于国家的长治久安、而不是开疆拓土的渴望——当然联系他制定15个“不征之国”，正负影响都有，但还是透露出他安土重迁的小农意识，也把明朝国土锁死在300+万平方公里里了）  但有一说一，目前对孝陵的保护和运营还是很赞的，环境不错，绝对值得来看。   		   ",4.5,0, , , 
mycabbage827,2023-08-0122:43," 慢慢走在南京中华门的城墙上，远眺这座城市，似乎穿越着古都六百余年的厚重历史，似乎仍然回味着古都醇厚的文化———这一座写着中华帝王史和封建权利更替的城市、这一座写着中山先生为中国的独立和民主做出的功勋和贡献的城市、这一座写着中华民族受到外来残暴入侵和血泪屈辱史的城市、这一座记录着百万雄师过大江风雨下中山的伟大城市、这一座走在中国式现代化道路上的美丽城市……   		   ",4.5,0, , , 
匿名用户,2023-08-0122:28," 明孝陵真的值得一去石象路也是真的很美就是人也真的太多了全是人从5号门进可以经过四方城石象路神道翁仲路神道到文武方门从3号门进就是可以喂梅花鹿30元一份饲料也可以不喂就在边上看看从3号门进走到神道就有些远了   		   ",5,0, , , 
匿名用户,2023-08-0122:10," 明孝陵：地铁苜蓿园站1号口出来步行20分钟到达  先参观明孝陵博物馆免费的需要预约里面有朱元璋的简介和明孝陵建的简介多以文字图片形式如果没时间可以不用去在孝陵明楼上有一圈介绍。  神功圣德碑楼后面要左拐才能到石像路这种不对称结构在陵墓中很少见一般石像路都是沿着中轴线这是为什么呢？原来前面就是孙权墓所以绕了一下朱说英雄惜英雄不要动孙权的墓让他为我守陵吧 另一说：这一拐整个明孝陵路线呈现北斗七星勺子状都太有才了  后直接进明孝陵5号门：大金门-神功圣德碑楼-石像路-望柱-翁仲路-文武方门-碑殿-享殿-内红门-方城明楼-宝顶  格局采用：前朝后寝前方后圆的格局  神功圣德碑楼：是朱棣给朱元璋立的后面写着朱元璋一生的功绩  石像路：两对四只狮子，獬豸（xiezhi四声）骆驼，象，麒麟，马，两跪两立  翁仲路：两武将翁仲两文臣翁仲据说是秦始皇的大将阮翁仲枭勇善战屡次战胜匈奴所以秦始皇立了他的雕像在皇宫每晚能睡踏实。所以翁仲守陵成了规制。  文武方门中间皇上过两侧大臣过最边上守陵太监过  碑殿：康熙为朱元璋写的“治隆唐宋”几个大字当时各地有反清复明的势力康熙写了这几个字意思朱比唐宗宋祖更优秀自认为清朝是继承明朝不是推翻明朝所以这几个字在南方有一定的得人心的缓和作用  享殿：供奉祖宗牌位的地方原殿已经毁坏目前建筑比原来面积小了很多可以看到地面上的基柱石面积应该很大  内红门：阴阳门过了内红门就到了后寝  明楼就是墓室前面的楼很高登上明楼可以看到整个陵景色明楼上面一圈都是朱元璋一生的图文介绍如果没时间其实不用去明孝陵博物馆这一圈就基本比较详细了解了朱一生。相当于小型的博物馆。  宝顶：穿过明楼的山洞到头能看到一座山头据说守陵的太监总被问明孝陵在哪所以在上面刻上了：“此山明太祖之墓”就在宝顶下面几百米是墓室  据说该墓室没有被盗过因为它不是在山顶打洞往下修建是山旁边挖洞修建而墓室口不在中轴线正中间在旁边几米所以小贼找不到墓道口而历史上从朱元璋以后不论哪个朝代都保护孝陵所以没有被盗过   		   ",5,0, , , 
NostaIgic,2023-08-0119:37,喜欢历史的小伙伴可以去看看，进去还是挺壮观的，那些石像，但是门票有一些贵了，感觉没有那么值，不想??买票的朋友可以选择早点起来六点多就能免门票,4,1, , , 
王燕_5816,2023-08-0117:40," 恰逢五一，小孩子想坐高铁，然后他爸就买了票，坐着高铁，一路晃晃悠悠的来到南京。想去哪里哪里都没票，因为临时决定的，走到这里，嗯，还有票，那就去看看吧，一路慢慢地散步过去，爬着台阶，看着旁边的风景，很惬意哦。   		   ",5,0, , , 
基督山的老奶奶,2023-08-0112:57,"出行刚好是暑假季人特别多……
但还是太好逛了
路边的梧桐树太浪漫了
买的四个景点的联合票90元
还是挺划算的",4,1, , , 
糯米炝拌米粉,2023-08-0111:18," 明孝陵实在太大了，一般情况下是可以走完的，但是我们去的那天很热，所以感觉不太好，里面东西就是外观，没有什么实在的东西，有一个地宫里面可以戴上眼镜模仿地宫内部的场景，不过这个是要另收费的，里面很大但可看的东西实在不多。   		   ",2.5,0, , , 
剑道飞扬,2023-08-0110:01," 六朝古都南京的必完选项！ 地铁站出口直接到三号门进入，步行直接到神像路中段，左转直行估计走到金水桥！ 暑假人多啊，景区有些蚊虫，建议长裤，最好防护！ 朱老板作为白手起家的皇帝，陵墓建的也是气势恢宏，可惜时间久远，很多已经毁于战火，只能从图文中看到了！   		   ",4.5,0, , , 
陶小陶的皇额娘,2023-07-3121:07," 带妈妈去玩的，因为很多年都没有去过了。总体觉得还不错，就是很热。门票70元一张，我们买了鹿食，30元一份，就是几根干草，里面的鹿不怕人。容易亲近，还可以摸它，就是口气有点重图五是冰淇淋，25一根，口味一般，图个应景   		   ",4,0, , , 
匿名用户,2023-07-3115:43," 我是觉得明孝陵比较无聊啦。坐地铁到那口子上，还要绕个大圈走过梧桐大道，穿过这个一条全是石像的路，又走了好久好久才到。梧桐大道很美，明孝陵就一座图上的，因为地宫是不开的，所以在城墙上眺望一下风景就往回走了，买了个单程回程的票到门口，走路实在hold不住   		   ",2.5,0, , , 
嗯,2023-07-3110:17,还是很不错的，值得再来一次，玩的很开心,5,0, , , 
母猪的产后护理,2023-07-3109:30," 明孝陵景区使来到南京必须打卡的著名景点 里面安葬着明朝开国皇帝朱元璋和马皇后 旁边还有朱元璋最喜爱的太子朱标的墓 整个明孝陵占地规模很大完全走完可能需要三四个小时 石象路两旁的石像充满了岁月的痕迹 由明成祖朱棣敕建的神功颂德碑非常震撼   		   ",5,0, , , 
亼,2023-07-3108:36,虽然需要门票，但是进去体验感还是不错，一进去，荷花香扑鼻而来，沿着路一直走一直走，沿途还有音乐，像在逛公园，明孝陵还是蛮震撼的，红墙拍照也很出片，尤其是穿着汉服，感觉跟穿越了一样，推荐大家穿汉服去逛哦,5,0, , , 
Momo,2023-07-3022:39," 明孝陵3门距离地铁二号线苜蓿园1口很近，3口进可以先去看鹿，花30块可以得到鹿食和近距离接触的机会，不花钱就隔着栅栏摸摸。5号门进直接看到神像道600米，网上也有不少细致的攻略，可以看看。整个景区很大，最后回程可以坐游览车节省脚力。   		   ",4.5,0, , , 
Elmio,2023-07-3021:51," 明孝陵是中国明朝第二位皇帝朱祁镇和皇后徐氏的陵墓，也是中国历史上著名的陵墓之一。这里不仅是纪念明朝皇室的场所，更是一座展示中国古代文化和建筑艺术的重要博物馆。??  接下来，让我们来看看这里的亮点地标吧！首先就是明孝陵本身了，这是一座规模宏大的建筑群，由牌坊、祭堂、石阶、墓室等组成。在这里，你可以感受到浓郁的历史氛围，还可以了解到明代皇室的文化和建筑艺术。???♂?   		   ",5,4, , , 
小太阳,2023-07-3020:57,阴雨绵绵，景色一绝，很多外地人都来玩,5,0, , , 
茗茶地带,2023-07-3017:53,明孝陵景区性价比过低，是一个商业色彩很重的景区。不太重视历史文化！,3.5,4, , , 
墩墩兔崽仔,2023-07-3015:32," 一座钟山，真的涵盖了太多的历史。 明孝陵位于南京钟山风景名胜区内梅花谷路北侧，埋葬着明太祖朱元璋和马皇后。明孝陵始建于明洪武十四年（1381年），是中国最大的帝王陵寝之一，明清帝王陵墓均按着南京明孝陵的规制和模式营建，有着明清皇家第一陵的美誉。 在明孝陵可供游人游览的地方是找不到陵墓的，陵墓大概埋在陵园后山上，并没有挖掘。 明朝后来的皇帝死后都埋在北京，只有太祖孤独的守着南方曾经的都城…   		   ",3.5,43, , , 
550w,2023-07-3012:20," 大名鼎鼎如雷贯耳。出差南京，闲暇之余到明孝陵走走。不走不知道，规模是真的超级大。走了半个多小时才进入到了景区。历史的厚重感去年扑面而来，斑驳的城墙，庄严肃穆的雕塑，以及繁茂的树木，深切感受到了皇家陵墓的规格。颜真卿碑林不知为何，门前冷落。   		   ",4.5,0, , , 
匿名用户,2023-07-2919:40," 四点左右从四号门进去的，进的时候问门口工作人员梅花鹿在哪里，说直走到头右转，结果到的梅花山，梅花鹿在反方向，本来打算在长生鹿苑关门前去看一眼的，彻底没戏。还问了景区内有没有观光车，说没有，然后进去看观光车在景区里开来开去。 ？？？？不是啊，咱们来明孝陵就想看看陵墓和梅花鹿，你开什么玩笑啊大姐，不了解园区你就说自己不知道呗，在这边瞎指路。说长生鹿苑四点半就关门，去了也白去。你管我去不去啊大姐，是耳朵聋了还是脑袋堵了，我问梅花鹿给我指到梅花山，费劲巴拉爬上去看个阁（我没有说博爱阁不好的意思，就本来奔着鹿去的，实在是大失所望了，其实风景不错的，有空可以去看看，就是有点偏僻），你没病吧大姐怎么喜欢当老鼠屎坏一锅粥啊？实在不行往耳朵里滴点开塞露通通吧   		   ",0.5,0, , , 
小芋头爱热干面,2023-07-2911:25," 清晨六点的明孝陵，已经是很多本地人锻炼的公园，吊嗓子的大爷边走边唱，声音穿透云霄。当然还有和我一样早起，既为省钱，又为避开人潮的游客。因接下来的行程也很费体力，我只走了神道部分，未做全面了解，放眼望去，景区内一片郁郁葱葱，虽是陵墓区，却未有阴森之感。神道两旁的石刻，有站立，有跪姿。它们身上经年累月被风雨侵蚀的痕迹，仿佛在给我们讲那段风雨变换的历史，讲那个穷苦老百姓出身的伟大帝王。岁月轮转，王朝更替，创造历史的人终会被历史记住。而身为普通人的我们在这滚滚历史长河中就寻找自己吧，做好自己吧。   		   ",4.5,2, , , 
猫猫来,2023-07-2908:42," 以前在南京生活的时候从来都没去过明孝陵，一直都去中山陵，这次带小孩故地重游选择了明孝陵，多少因为长生鹿苑的关系吧！鹿苑太美了，远远的坐着看着对面的风景真的很惬意！鹿苑参观结束在旁边的文创店买了很多纪念品，又盖了章，再原路返回坐电瓶车去参观明孝陵，真的没想到里面也别有洞天   		   ",5,3, , , 
学会减法,2023-07-2822:47,钟山风景区里一个重要景点，进入景区，穿过两段神道，可抵达中心部分。旁边的介绍，值得仔细看看，再继续前行。,4.5,1, , , 
LD,2023-07-2817:08," 地宫不开放，地上的建筑也多数是太平天国时期毁于清兵轰炸的炮火而后重建的，自己看一定会觉得乏善可陈。幸运的是遇到一位在景区工作了几十年的退休大姐，讲解了好多背后的故事，比如朱棣迁都，龙生九子各司其职，曹寅被抄家，46个妃子和12名宫女自愿陪葬等，有意思。   		   ",4.5,0, , , 
独步完了呀,2023-07-2815:00,主体建筑群没开放，其他的啥都没有，,2.5,0, , , 
山楂条蒸桂皮,"2023-07-28
??更新于2023-08-0414:04"," 鐘山風景區的一部分，明孝陵的部分開發的很好。樹木蒼翠在裡面走有心曠神怡的感覺（但是去的那天太熱了哈哈哈只想找地方乘涼）配套的幾個博物館很一般布展新意不足，但是明孝陵本身幾個遺址都很值得一看，感受大明風采！????   		   ",4.5,0, , , 
匿名用户,2023-07-2722:01," 太不值得来了，从中山陵出来有一个大巴车直接到明孝陵也就开出来一公里到三号门，每人10元。进入后是金水桥和去美龄宫的电瓶车，从这个三号门进入没有神道，碑亭，走不了多远到城楼上去后只有印刷图片，还有一个戴着眼镜走一圈80的坑人vr。大部分人就直接坐车美龄宫继续入坑。这种景点简直没有任何可看的意义。大巴车甚至都不愿意多开一点到五号门，至少五号门能看到的东西也比三号门多点。从钟山风景区进入路口开始，就是不停的各类拉活的车，实际自己也就走1公里，但这些司机偏偏刻意夸大睁大眼瞎话。告诉你导航不对，就他对。   		   ",1.5,0, , , 
想去西藏,2023-07-2721:41,洪武大帝的陵寝，不能已一般景区的建设来评价。,5,0, , , 
九三,2023-07-2717:46,早上过去的，风景很棒，难得早起去呼吸新鲜空气,5,0, , , 
匿名用户,2023-07-2717:24," 凌晨5点多抵达南京，租了个车吃个早饭，赶在大清早就到了。景区人很少，阴天也不晒，早上8点多就刷够了1万7千步。虽然是暑假旺季，能提前做计划还是早点来不错。 车停在十朝博物馆这边，传过来就可以到石像路这边，一路跟着引导就能到明孝陵陵宫。然后从另一个门出去继续参观中山陵   		   ",4.5,0, , , 
花雕酒酱抹茶粉,2023-07-2717:05,"别去
很拉
订票别在大众点评定换美团定",0.5,1, , , 
吃的胖子*^O^*,2023-07-2716:49," 里面好大啊！！去玩一定要带好吃的！(／_＼)大怨种走了好久，都没有玩完！！名胜古迹还是可以的，值得游玩了解！里面有皇帝朱元璋，东吴大帝孙权，宋庆龄，孙中山等名人的墓穴和纪念馆。值得去了解了解！?(???)?优雅   		   ",5,2, , , 
梅繁脑67,2023-07-2716:24," 南京中山风景名胜区真的很大很大！！ 您若把景点看全了，建议一定要坐一下景区观光车，不然腿就走废了 来南京一定要走一走明孝陵最美的600米石像??路。 因为坐观光车上没有走在中间，但依然敬业的拍到了几对石像（图1——5） 石像路，是世界文化遗产南京明孝陵的神道，至今已有六百多年历史。道路两侧，依次安放着狮子、獬豸、骆驼、象、麒麟和马等六种石兽。每一种神兽共2对，呈“两跪两立”的姿态夹道迎侍。 走过石像路依然要走很远，一直走到方城明楼登上去看看。 明孝陵是明太祖朱元璋和马皇后的合葬陵寝，是我国现存建筑规模最大的古代帝王陵墓之一，当之无愧！！   		   ",5,34, , , 
休比多拉,2023-07-2715:54,环境很好，就是内容感觉不是很多,4.5,0, , , 
匿名用户,2023-07-2715:21,神功圣德碑，神道石象生还是有点震撼的,3.5,0, , , 
吢丕,2023-07-2709:23," 因为是陵墓的关系不能拍太多的照片有忌讳只拍了从大门到神道的一些风景照里面其实没什么可看的进去以后有一股很难闻的味道我转了一圈就出来了而且什么都木有如果想看的话有个3D的且要花钱就放弃喽从大门到神道要走一段距离如果有小孩子或者老人尽量坐车不然会走到崩溃   		   ",5,0, , , 
灌湯小籠包,2023-07-2708:41," 『治隆唐宋』这是当年康熙皇帝手书的，对明太祖朱元璋功绩的肯定 明孝陵在钟山风景区内，占地面积非常大。建议第一站还是先来这裏，坐地铁在苜蓿园站下，然后坐10元1个的观光车来，建议第一站来这里地铁站进来不远，明孝陵门票70买套票100包含美龄宫、灵谷寺、音乐台！600米的石像路很漂亮，不过就是人太多，建议第一天的行程先来明孝陵如果放到最后一天根本走不动！   		   ",4,1, , , 
SS,2023-07-2702:28," 真为南京人第一次来明孝陵，太美了！ 身为南京人今年五一第一次去了明孝陵，震惊也太美了吧，刚进入口碰到了黑天鹅一家人，在往里走就是石人石像，有着非常厚重的历史感。在往里走看到远处红墙时内心是有触动的，非常推荐大家来玩！   		   ",5,0, , , 
人在天涯,2023-07-2622:35,地铁苜蓿园站下来走不多远就来到售票处，这里离神道还有些距离，景区有收费电瓶车送到孝陵下面，陵区面积挺大。暑假期间游客挺多。,5,0, , , 
匿名用户,2023-07-2618:52," 来南京肯定要去明孝陵走走，六百多年历史的石象路，梅花山生态环境当得起一句钟灵毓秀，春季漫山遍野很多鲜花绿植，踏春很友好，也请爱护生态孝陵内的一砖一瓦、一柱一石，都有着百年历史，这些石柱上岁月的痕迹，见证了华夏时代的变迁。   		   ",3.5,0, , , 
代代,2023-07-2616:06," 漫步明孝陵 来一组明孝陵可爱神兽的特写吧 这些神兽经过岁月的洗礼 依然在自己的岗位上坚守 时代的变迁赋予了他们不同的历史使命 时至今日，我们穿越厚重的历史 看到的他们也多了一分可爱与俏皮 他们或站，或蹲，或坐 都有各自的职责与守护   		   ",5,0, , , 
长颈鹿sdd,2023-07-2615:01,南京最爱的最值得去的景点，没有之一。春夏秋冬都可，秋天配上落叶更加美。走在石象路上，历史的回忆油然而生，为美丽的南京增添了浓墨重彩的一笔。,5,4, , , 
