用户名,时间,内容,星级,点赞,,,
徐都好,2021-04-1206:38," #回忆帖#2017年10月，南京，经停地，没玩几处。夫子庙秦淮河已是相当商业化了，城市发展，在所难免。没体验到什么市井小食，有点遗憾，正宗的鸭血粉丝汤一定要再找机会去品品！大屠杀博物馆是必不可错过的，铭记历史，祝愿世界和平！六朝古都，历史悠久！   		   ",5,0, , , 
智慧专业呼噜虎,2021-04-1000:38,又双叒叕一次来夫子庙了，建设的越来越繁华，只是，夫子庙的特色是繁华么？,5,0, , , 
xuyonghua790322,2021-04-0918:01," 过年几个哥们约着去逛逛，逛到12点再去栖霞山烧香。到的时候快22点了，但是逛街的人还是特别多，当天进入景区是需要预约的。  几个人主要逛了一下龙门市集，主要是一些小吃吧，但不是最地道的南京土著美食，烤串、烤肠臭豆腐等居多，而且价格并不便宜。商业气息太浓了，夫子庙只适合晚上来看看夜景了。   		   ",4,8, , , 
Hunter.,2021-04-0914:16,这次时间仓促，下次来一定好好的耍！,5,0, , , 
Fiona517,2021-04-0910:53," 第一次来南京，不免俗套的来夫子庙景区看一下，风景时真的不错，很喜欢这种具有江南水乡风格的建筑，一路溜达，感受这里的历史底蕴，看到秦淮河，才明白“烟笼寒水月笼沙”的美，看到乌衣巷，才体会“夕阳斜”的意境。小时候背诵的诗句，真正置身其中，才会明白其中的韵味。   		   ",5,3, , , 
竹子023,2021-04-0906:03," 秦淮河的风光，展现着江南独特的美，夜游秦淮河便是这美中之精华。  秦淮河两边的各种古代建筑也是很有历史背景。可以选择步行游览，也可以选择乘船观光。  烟雨蒙蒙的江南更有一番独特的味道。值得每个人细细地去品味。   		   ",5,3, , , 
King,2021-04-0815:07," 秦淮河河道很美，很多人来夫子庙都是随着人流走大路，然后坐船欣赏。其实沿着秦淮河走走，一路风景很美哦 沿着小路走，总能想起那首诗：商女不知亡国恨，隔江犹唱后庭花。夜晚的夫子庙更是灯红酒绿，没有走过河道的可以下次走一走啊~   		   ",5,0, , , 
安纳斯,2021-04-0811:40," 时间有些紧，晚上夜游10点钟就不卖票了。没赶上夜游，白天又来了一趟，欣赏秦淮河还的坐船来的惬意。就是船上的人，真的没有那个意境，叽叽喳喳的讲个不停。景色非常迷人，介绍内容也只听到了部分。不过，江南美景还算尽收眼底。   		   ",4,2, , , 
scar0122,2021-04-0713:53," 古秦淮，夫子庙。国内大部分景点都是见面不如闻名，在小红书朋友圈里看看就行了，实在不值得去现场。晚上去的，六点多天就黑了，这一代跟其他城市的步行街差不多，特别像苏州和上海。在办灯会，我西安来的还看这个？？ 也没进去夫子庙，没兴趣，周边吃饭是真贵啊，吃完就拉肚子，第二天继续。。。。 传说中的乌衣巷啊。。。也就那样，失望。什么贡院，，   		   ",4,0, , , 
……低电量自动关机,2021-04-0710:56," 怎么说呢感觉就像是商业街一样，太过于商业化已经失去了本来的色彩，现在好多古街，古镇商业化太严重，严重到我们已经分不清在哪里了，每个地方都一样，体会不到风土人情，有的只是店老板的吆喝声，本以为的跟自己看到的真的是差距颇大，这里还有一个网红打卡地，别来千万别来你一定会后悔   		   ",1,0, , , 
管住嘴迈开腿,2021-04-0710:26," 来南京旅游的必去之处，每逢节假日人真的超级多 虽然在南京，但是也并不经常去，夫子庙内很多都已经商业化，街道上店铺太多了，老的建筑逐渐减少，很影响观感  其他的就没有什么了，来夫子庙游玩吃饭比较方便，周边饭店餐馆很多，格式菜品齐全   		   ",5,0, , , 
风景在路上,2021-04-0622:18," 夜泊秦淮近酒家，这是我们初中时经常要背诵的诗句吧？ 之前在上海时去过苏州、杭州，南京也是一直想去看看的地方，不过一直没有来，时隔这么多年终于来了，看看金陵城，感受一下秦淮河之美，因为是年初还算是赏了一个灯会   		   ",5,0, , , 
HelloKitty,2021-04-0618:39," 其实说到南京，夫子庙是肯定会被提起的，白天其实和普通的商业街没啥两样，就是有个庙可以进，晚上的夫子庙，感觉才是穿越回民国时期，秦淮河夜景，美不胜收。夜景哪都有，就是一个河加上灯光。但是它的历史文化是其他地方没有的。河上还有小船，就是时间太紧，也会上船看看。夜游秦淮河，很有韵味。没看几眼就出发去门口打车，到门口打车才发现，全在排队，80每人，已经9点半了。不到11点的车，我很闹心，一直在打车。但是最后的合影还是和朋友们一起，虽然认识的时间不长不过很快乐。   		   ",4,0, , , 
Estrella,2021-04-0618:16," 一直很想去南京的秦淮河夫子庙逛一逛，现在金陵的感觉更加浓郁，有专门的画舫可以游河欣赏别样的南京夜景，画舫到晚上10点，白天和晚上的票价不同，夫子庙有很多小店，基本上都是雨花石，汉服，有点像北京的前门，原来的王府井小吃街。夫子庙有双层观光巴士可以游览南京各大景点   		   ",4,15, , , 
哦哦哦_8337,2021-04-0523:33," 夫子庙的秦淮河，有别致的情调，登上赏心亭，看到江山依旧，而文物已非，想起七个朝代都在这里兴国、繁荣和灭亡，忧心忡忡。尽管江水浩瀚、水天一色，却不忍凭阑远眺了。身在江南，心恋长安，坐罪遭贬，想要过问国事却又不能。秦淮月亮格外明朗，照人无眠，听到水上传来音乐声，更是感慨万千。   		   ",5,1, , , 
千千20184,2021-04-0416:59," 来南京，一定要来秦淮河；来到秦淮河，夫子庙步行街也一定要逛逛哦 知名度就不用说了，夜景更是美丽 因为晚上来不及逛遍，所以忍痛买了船票。 白天80元/人；晚上100元/人，没有贵的离谱，而且大概40分钟一趟，所以还是有价值的 大街小巷，好远的路程，如果时间充裕还是值得一逛 很多可以打卡的地方，各种各样的吃的，满足??   		   ",5,0, , , 
guilian_嘟嘟,2021-04-0415:49,南京必来之地晚上看夜景划划船吹吹风很舒服,4,0, , , 
小居居,2021-04-0318:03,多次去玩啦，就是每次去人都好多，每次去主要是吃吃吃，这次买了大肉肠、臭豆腐、章鱼小丸子，吃了一家街边店的面条，少的可怜，味道也不咋的，还是小吃可以，又解馋又饱肚子，价格适中,4,0, , , 
再吃一口,2021-04-0315:56," 开学前了解到秦淮河的元宵灯会，立马约朋友去啦~结果下午逛其他地方逛的比较累，回去睡了一觉，去的时候人已经不是特别多了，走到老门东也没有吃的了，因为下午有点冷，没买票逛秦淮河也没有买门票进白鹭洲看灯会 不过还是玩的挺开心的，很好看很喜欢！   		   ",4,0, , , 
誩火火,2021-04-0219:59," 过年的时候去的那叫一个人山人海果然是南京市地标之一因为疫情的影响从距离夫子庙大约五六百米开始确切的说是下了公共交通站台之后每隔五六十米就会有提示要求先进行网上预约这防疫工作也做的是相当到位了 景区里面也都是人花灯都已经挂起来了想必晚上的风景更好   		   ",4,0, , , 
紫藤,2021-04-0119:51," 南京夫子庙秦淮河畔的夜晚灯火辉煌、人流川流不息，街边各种美食诱惑，秦淮河上的画舫带着游客悠然前行，独自一人在秦淮河边漫步，四月初的晚风有些微凉，徐徐凉风都无法将我的疲惫吹走，下次再来一定会带着不一样的心情   		   ",5,0, , , 
Misssss_Q1985,2021-03-0616:03," 夫子庙对大多数当地人来说都是坑游客的旅游景点之一吧我也是游客但是我还挺喜欢夫子庙的哈哈！说来我也算半个南京人吧在南京还有很远很远的亲戚在呢从小也是听着南京话大的所以还是有点情怀的 小时候和父母来南京亲戚家就住在夫子庙旁边那次我就知道别在夫子庙吃就行了景色还是很不错的特别是晚上夜游夫子庙看看秦淮河景色真的很美特别是如果人少的话别有一番韵味沿着河边散个步聊聊天很好??   		   ",5,0, , , 
放飞的兔纸,2021-02-2514:21," 节日气氛浓浓的，人虽然很多，但是比起往年走不动来说，今年人还是相对较少的 今年预约扫码进场，好像只有几个入口，推荐大家就走太平南路那个入口，别的以前老走的路很可能有围挡不让进 建议大家不要开车了，一是实在不好停，要么停老远要走好长一段路才能到入口，要么就堵在进停车场的路上，影响游玩进度 传统的荷花灯菠萝灯兔子灯，一路提着走回去感觉可拉风了   		   ",5,0, , , 
壹尘摄影工作室,2021-02-2414:26," 吃了下很多人推荐的南京鸡鸣汤包，味道有点点甜，不太适合我这个四川人，然后一定要去坐一次这个船，坐船边把窗户打开之后可以体验到金陵悠闲的文化氛围，风景是很漂亮的。  可是我伤心的是在夫子庙买了一个手镯，本来想着是送我妈做纪念品的，可是我还有很长一段时间才回去，没工资的我现在买了一直放着，呜呜呜   		   ",5,0, , , 
Voice,2021-02-2411:00," 南京是个好地方，因为以前男朋友总来这边工作出差，对这儿还是很向往的，跟闺蜜旅游就来了这边，晚上我们到的附近，不是旅游旺季人也很多，南方的舒适惬意，秦淮的风光一览无遗，附近还有夫子庙，商业街，转了一圈，感觉还是很好的   		   ",5,0, , , 
毛妈,2021-02-2120:42,马上就要到元宵节了，又赶上晴空万里，夫子庙风光带游客很多。,5,1, , , 
dancop,2021-02-2111:48," 初四在家没事，就和家里人一起去了夫子庙，好久没去夫子庙，需要提前在手机上预约，去了之后发现人真的很多，吃饭的地方也是需要排队，桥上也都有士兵在，看灯需要另外买门票，里面的灯还是值得的，一直到晚上八九点都还有很多人   		   ",4,0, , , 
狼小野T_T,2021-02-2101:36," 夫子庙是南京人的情怀和记忆，没有哪个不是从小逛到大的。 去年受疫情影响没有逛，今年又热闹起来 过年最抢眼的就是各种花灯了，手工的最贵 越大越贵，地上拖的牛灯要一张百元钞票了 传统的还是荷花灯兔子灯，今年看到兔子灯都做成绢布的了，特别玲珑可爱   		   ",5,2, , , 
David,2021-02-2018:24,春节期间在南京的话，夫子庙算是个比较有年味的地方了。就是人太多，没有一点舒适度，就是来看人后脑勺的。哎，还是适合平时没事的时候过来逛逛。,5,0, , , 
如此这般,2021-02-2016:42,大年初一去夫子庙，人还不太多，每年过年都会带家人去逛一逛，吃一碗莲湖，买一包五香豆，虽然越来越贵，但好在味道没变。今年逛夫子庙的本地人比较多。,5,0, , , 
旺仔小超人.rmvb,2021-01-1721:51," 大概是南京必去的地方了吧。  沿秦淮河而建的观光商业区，游船画舫、古建人潮，跟许多的商业步行街有些相似，白天的秦淮河和夫子庙，实在是没啥特点，建议还是晚上过来。  离夫子庙10分钟步行的老门东，才是适合瞎逛吃喝和拍照的地点，比夫子庙有趣有惊喜很多。  不过，不管好与不好，来南京了，还是都要来打卡啊。   		   ",5,0, , , 
一块可怕的腊肉,2021-01-1710:55," 2020年12月12日夜游金陵夫子秦淮。 交通：首先，交通很便利，地铁就可以直达，而且距离大报恩寺也是不远的，可以选择一条龙都游览下来！ 推荐理由：作为5A景区，夫子秦淮很好的展现了何谓“江南水乡”，直白说来就好像是一个占地面积很大的古镇，古时科举考试考场就在这里，所以我猜夫子庙之所以建在这里也有这个原因，哈哈。景区是免费的，但夫子庙需要单收钱，大家可以自行选择是否进去观赏。有风景、有历史、有美食，五步一拍照，十步一探店，里边不乏当地特色小吃，比如鸡鸣汤包这些，有些小店还是火到拍着长长的队，的确是值得好好的逛一下。说的再多不如直接上图啦，摄影小白，见谅见谅！ tips：个人建议，夫子庙晚上来比白天来要好，虽说各有各的美，但是这里的夜景真的是一绝：灯火辉煌，建筑古色古香，站在秦淮河畔，灯光打到画舫，耳机里放着秦淮小调，恍惚间如同穿越，别有一番滋味。 旅途趣闻：独自一人夜游秦淮，作为六朝古都，自然少不了汉服相伴，河畔偶遇两位同袍小姐姐在拍照，见面自然行礼打个招呼以示友好，小姐姐说缘分缘分，直接拉进来蹭了好几张照片！哈哈哈，果然天下同袍一家亲！   		   ",5,1, , , 
kate,2021-01-1623:58," 去过很多次南京觉得景色很美很喜欢 无论是白天还是晚上景色都不错 看过鲁迅文章的应该都知道里面有个咸亨酒店?? 可以在这里看到 还是很喜欢这里的风景 话说江南风景美如画用来形容这里的美景是再好不过的了 来南京的朋友们一定要来这里转转哦   		   ",5,19, , , 
提尔,2021-01-1623:30," 每到南京必去的地方，就像上海的南京路一样，但多了点古色古香有夫子庙，还有个科举博物馆。今年疫情防控严了，需要扫码进入。好像多了个小吃街，各地美食~还有免费导游讲解。到了夜里灯一照秦淮风光很漂亮还可以坐船游览   		   ",5,1, , , 
李耍耍在成都,2021-01-1523:48," 不愧是南京最火旅游景点之一，夜景真的太美了，建议避开嘈杂的商业区，拍拍古老的建筑，在灯光映衬下显得格外静谧祥和。想要安静的话，建议九点半之后前往，不然游客是在太多了，有点过于繁华了，如果不想有太商业化的感受，可以去坐坐游船，静静的穿梭在秦淮夜色中   		   ",5,0, , , 
上去依旧美好,2021-01-1521:25," 南京不到五点天黑了，我来到地铁站才五点半，我想何不到夫子庙看看，顺便拍夜景。从夫子庙地铁站出来看到路旁有个店挂了许多饰物，象是祈福，有点到了寺庙的感觉，我便进去瞧瞧。步行街卖得最多的是盐水鸭，许多游客打包好寄回家，除了盐水鸭还有鸭血粉丝汤，都是做游客生意，本地人并不喜爱。晚上步行街的夜景确实很漂亮，夫子庙开灯的时候尤其的漂亮！   		   ",4,7, , , 
卧薪尝胆哟,2021-01-1420:16," 每当看到这些街景的时候，我都会在想，为什么老家就没有这么一个有人气的文化街呢？总是喜欢这种亭台楼阁，喜欢这种有历史感觉的建筑，总是感觉这些风景才是我们喜欢的建筑风格。小小的“运河”，小桥流水，看着这一风景。恰逢快到元旦，这里有庙会，有灯展，热闹非凡，这可能就是南方与北方不同的地方。地理位置不同，所以文化习俗不同。听着戏曲，聊着热点，看着就觉得有趣。这里让我想到我们曾经去成都的时候，半夜10点，也有很多老人在街角露天打着麻将。希望自己老了的时候，也要这样享受生活，没有拼搏，没有压力，尽情地享受老年生活。   		   ",4,2, , , 
鲨鲨爱喝奶茶,2021-01-1210:48," 第一次来南京旅游不来人山人海的景点怎么行呢？？？ 哈哈哈秉持着这个观点还是在新年第一天来了夫子庙观光！ 交通：坐地铁就能到，不过出地铁的时候，因为要疏导人流，站内人员可能会让你从很远的出口出去哈哈哈，建议大家还是要错峰出行，我是下午4点去那边的，去的人不太多吧~走的人不少，到了夜晚人又多起来了~ 推荐理由：内秦淮河畔夜晚还是挺美的，五光十色的灯光虽然略显现代，让景色少了古时候的传统味道，但是晚上不开灯就看不见了啊哈哈哈。。。在人多天冷且人又懒的情况下，一进来景区就果断直奔画舫游船的卖票站了，人挺多但也很快就上船了，风景如图！ tips：游船一共40分钟，还是挺久的也够看了，船内很干净，有暖气。想拍照的话还真的最好还是把窗台打开，因为窗台会反光呀。但是千万不要把手机啊头啊伸出窗外喔！   		   ",5,0, , , 
谁是谁的谁,2021-01-1100:23," 记忆中的夫子庙秦淮河已经很模糊了，多年后重游此地，更多的是被步行街上灿烂的银杏所惊到，银杏和古街建筑相得益彰，显得古朴而又生动。晚上的秦淮河街道还是很热闹，展馆开放，游船起航，走过文德桥，穿梭乌衣巷，历史文化的厚重与小吃街的热闹交织在灯火阑珊处，让人流连忘返。   		   ",5,2, , , 
sakura淡然,2021-01-0921:59," 秦淮一带总是蕴藏许多故事 南京古称""金陵""，喜欢国风的妹子一定会喜欢南京 城市气质和旗袍或汉服都非常搭 第一次去南京，夜游秦淮河总想着换个汉服也许更好 第二次去就带上汉服和旗袍到处逛了 秦淮河的汉服小姐姐小哥哥格外多 晚上有戏曲表演可以观看 着汉服，逛南京 是一个标准的游客了   		   ",5,3, , , 
做点饭,2021-01-0919:19," 夫子庙秦淮风光带，南京最美的步行街。多年以后故地重游，别有滋味涌上心头。夕阳之下，清澈的秦淮河水波光粼粼，寒风拂面，与周边热烈的人潮，鳞次栉比的酒肆形成鲜美对比。回顾秦淮区两岸世道变迁，朝代更替时的战火乱离，无疑现在的人们生活在盛世，满满的幸福感，真是感到无比庆幸。   		   ",5,7, , , 
又高又帅,2021-01-0917:04," 其实我们并没有专门去秦淮河和夫子庙，而是去吃东西然后想顺便拍拍夜景。又因为目及之处全是花灯，夫子庙的本来面目看不到，人又特别多，所以照片也没怎么拍。怎么说呢，感觉这里和所有旅游城市都有的步行街没啥区别，当然老字号小吃店很多很好吃，其他就有些乏善可陈了。另外也专门去了乌衣巷和王导谢安纪念馆，前者尚有古意，后者超级失望。   		   ",4,1, , , 
Mr.K,2021-01-0709:01," #点评有礼#  南京标志地带了，来南京玩的人几乎都会来吧？这里其实就和北京王府井差不多，到此一游还是有必要的，出入口很多，道路也很宽，各式各样的小店很多，还有美食街，逛累了可以去尝尝。  暖和的天气在秦淮河边走走还是挺有感觉的，或者买张船票游个河转一圈也不错，各种江南风情都可以领略到。   		   ",5,7, , , 
没事嚎两句,2021-01-0618:40," 这是很大一片地方，秦淮河北岸贡院街、江南贡院以西，地处夫子庙秦淮风光带核心区。以夫子庙古建筑群为中心、十里内秦淮河为轴线、明城墙为纽带，串联起众多全国重点文物保护单位和文物古迹。Tips：如果时间充裕，可以乘坐观光船。不过就算不坐游船，在秦淮河两岸溜达一圈，那也是极好的，景色也是非常棒，赞哟！   		   ",4,0, , , 
木兮,2021-01-0612:16,夜游秦淮河，别有风味，嗯，人也挺多，都挤在桥上看船，看别人坐船游河,5,0, , , 
圆脸小胖子,2021-01-0608:33," 『十里秦淮河·六朝金粉地』 秦淮河两岸，歌楼酒肆林立，河房水阁争奇斗艳，歌舞升平，河中舟船穿梭，游船画舫灯火通明，有十里珠帘之称，成为江南佳丽之地。 明清时代，秦淮河人烟稠密，金粉楼台，艳帜高举，笙歌人家，画舫凌波，桨声灯影构成一幅幅如梦如幻的畸形繁华，诠释出“商女不知亡国恨，隔江犹唱后庭花”的悲哀，清代戏剧家孔尚任在《桃花扇》中描写“梨花似雪草如烟，春在秦淮两岸边，一带妆楼临水盖，家家粉影照婵娟”十分真实地再现了当时秦淮河上的畸形繁华景象。 然而，“六朝旧事如流水”，秦淮河清幽的河水穿越时空，流淌着一个个朝代的兴衰，抚过历史的沧桑，今天斗转星移，物是人非，消逝的是岁月，正如唐代著名诗人刘禹锡《乌衣巷》诗云：“朱雀桥边野草花，乌衣巷口夕阳斜。旧时王谢堂前燕，飞入寻常百姓家。 任何一条城市的内河都不曾拥有过它这样的荣耀，承载过它这样的多元。 美食：大家熟知的金陵美食：鸭血粉丝，鸡汁汤包，锅贴，糖芋苗…………数不尽的美食期待大家一一品尝。  tips： 夫子庙游玩后可以去旁边的老门东，在这里就不给过多介绍老门东啦。推荐前往指数，5颗星??????????   		   ",5,12, , , 
为食猫驾到,2021-01-0521:42," 交通： 地铁直达夫子庙，最繁华的地带，去其他旅游景点也是非常方便  推荐理由：lucky元旦早上去夫子庙（里面参观展馆另外收费)，刚好赶上了祈福仪式，见到很多漂亮的小姐姐仪式主要拜祭夫子，祈求学业有成。  tips：因为住夫子庙附近，老实说有点像我大广州北京路，买得东西也差不多，主要就是来尝一下鸡鸣汤包和牛肉锅贴这两家小吃都不存，就是自助自己洗碗拿筷子之类。晚上的夜景比早上好看，水挺清澈的。人不多，短短一条路10来分钟吧！   		   ",4,3, , , 
喆,2021-01-0512:22,每次来南京晚上都要往这边转一圈，主要为了看看夜色下的秦淮河，这里很漂亮，但是不建议在这里买小吃。感受下就很好。,5,0, , , 
高达,2021-01-0500:34," 夫子庙有直达的地铁站，交通非常便利。 因为要赶飞机，只是快速又短暂的逛了一圈，夜景非常美丽，游客也非常的多，秦淮河的河景真的是一大特色，可以做船在河里感受一下美景，强烈推荐。其他的景点，像夫子庙之类的要收门票所以没进去看   		   ",5,2, , , 
喧嚣墨,2021-01-0417:18," 路过秦淮河，就会莫名的觉得心情很放松，可能是这蜿蜒的河道，也可能是这里独具特色的建筑，总会让人不自觉的慢下脚步 现在的步行街也都大同小异，被各大网红店铺所占领商业化的背后丢失了很多韵味，但依然挡不住他的魅力   		   ",5,3, , , 
不是南哥啊,2021-01-0417:02," 之前读书的时候就知道了夜泊秦淮，悲戚戚的感觉，当然，当时是秋色尽展，所以自然舒展眉头，现在秦淮河就变成了商业街，和夫子庙连接在一起，变成了一个大景区，里面有小吃街，还是蛮不错的。因为时间问题，就没有参与游船了，太多人啦，而且那天还下着雨，在岸边走着，还是不错的！哈哈哈江南贡院，实际上就是状元庙，需要门票的，可以进去看看的，还行，可是对于读书要考取功名的同学来说，值得一来。   		   ",4,0, , , 
山鬼,2021-01-0401:32," 虽然来过这里很多次，都不敢舞文弄墨、班门弄斧。 夫子庙秦淮风光带是以夫子庙为核心，十里秦淮为轴线，明城墙为纽带串联起众多国家省市级文物保护单位，值得一提的是儒家思想和科举文化，在这里大放异彩，闪耀出迷人的光芒。 个人觉得到这里来，必须要下河坐船一游，不然是无法体会到“六朝烟月之区，金粉荟萃之所”的“衣冠文物”、“文采风流”……   		   ",5,70, , , 
Vivian,2021-01-0321:17," 是2017年6月份的时候，利用了一个周末的时间～去的南京旅游～那时候南京还是比较热的～ 到南京之后的当天晚上就去了夫子庙秦淮风光带夜游～记忆犹新的是为了坐画舫～排队排了好久～但是总体来说好风景还是非常值得等待的～秦淮河两岸的灯光和建筑相融合的感觉非常赞   		   ",5,0, , , 
小龙猫_zzzjlzzz,2021-01-0310:53," ??南京2020秋行之3?? 来南京必打卡的景点，虽然现在的建筑都是后面修建的商业化味道很浓，但无妨来这里感受秦淮河绵延至今的商业气息和繁荣景象，特别是秋天来的时候路两边的树叶开始逐渐变黄更加多了一层韵味，白天可以逛这里的几个大景点，感受下文化气息，到了晚上可以欣赏沿岸的灯光和景色，坐船游一次秦淮河，这样的体验就完美了。   		   ",5,6, , , 
让我再睡一会儿,2021-01-0223:21,人好多，很商业化，赶上旅游旺季去的，所以人太多了太拥挤了，让人有点不舒服，还是人少时去比较好。,4,0, , , 
减肥贵在坚持,2021-01-0217:28," 故地重游啊，感慨啊感慨 夫子庙的那些老字号还在，但升级了  老夫子庙充满了市井气息 现在的夫子庙过于商业化、模式化，失去了老味道 天南海北的老街，几乎都是一种装修，一个味儿  路过雨花石专卖店 想着20多年前在雨花台烈士纪念馆的后山义务栽树 几个同学蹲在地头捡刨出来的雨花石 男生在研究哪个够份量，哪个值钱 女生只管哪个好看 每人捡了几个带回去留作纪念了 现在，即使带回家的，只怕也不知道扔在哪个角落了 我的那两块，可能在老家床底下的箱子里发霉呢   		   ",5,12, , , 
高木同学,2021-01-0210:06," 好看极了，来南京必去！夫子庙十分庄严！要期末考试了，特地来拜一拜～里面有敲钟的活动，钟声??十分净化心灵。秦淮河真的美的一绝，昨天去票已经售空了，打算今天再去一次要座一次画舫，夜景真的很美，冬日的凉风习习别有一番风味！   		   ",5,0, , , 
精灵的皮皮,2020-12-3115:04," 南京之旅结束很多点评还没来得及写，必须抓紧时间啦！ 第一晚就选择了去夫子庙附近就是为了看秦淮河夜景的，吃过晚饭就尽情地在这里欣赏吧！ 这偏区域是以夫子庙为中心，周围有很多的古建筑文物古迹，特别是秦淮河两岸的风光，还有古色古香的游船，绝对让你在岸边能够驻足欣赏好久，好想把自己融入进来的感觉哦   		   ",5,2, , , 
Bamboooo,2020-12-3021:58," 夫子庙秦淮河风光带真的够大 天下文枢夫子庙明远楼江南贡院古迹遗址不少 但整个风光带不是我的菜吖 此行印象颇深的是鸡鸣汤包老鸭粉丝汤 让我种草南京老鸭粉丝汤的就是多年前在湖南路的那碗鸡鸣汤包 当年当着客人面拼命的舀鸭肝/鸭肠/鸭胗还有其他小料是他们的风格 当时看的我真是心花怒放?? 不过这次在夫子庙的鸡鸣汤包 以前死命往老鸭清汤舀食材的场景不见了 但是喜欢的味道依然还在 对于吃货而言 美食就是能弥补和替代一切不足   		   ",4,11, , , 
Xia0浩,2020-12-3001:28," 青砖小瓦马头墙，回廊挂落花阁窗。徽派建筑的古雅美与秦淮河的美人组成了秦淮河风光带。  秦淮河风光带集自然风光、庙宇学堂、山水园林、风土人情、美食购物于一体，各种功能齐全绝对是全国独有。  夫子庙 门票??：20元 南京必打卡的地方，是一组规模宏大的古建筑群，中国四大文庙之一。周围是闹市，但一进夫子庙里，瞬间安静下来。对面的龙??照壁也是拍照的最佳地方。  瞻园 这里是保存比较好的明代园林，景点特别优美，江南园林的假山，太湖石，布局精致，绝对值得一观。  李香君故居 这里的书法，绘画，楹联，砖雕，石刻等都特别的精美，文化艺术这一块绝对是配的上李香君的才情。  白鹭洲公园 这里的桥景绝对是一绝，总共有13座，依据环境而建，每一处都风景各异。公园内，水域面积很大，使每一块陆地都形成水上之洲。  明城墙 这里是世界上保存最好的古代城垣，也是皇城，与北京，一南一北。   		   ",5,2, , , 
行走的鱼子酱,2020-12-2922:37,一样的外地旅游打卡景点，还是有不错的小吃景点都一样。晚上还是不错的，人很多呀。不要门票。,4,0, , , 
行走的菟丝草,2020-12-2814:09," 出差到南京，火车到已经是晚上。住的地方离夫子庙很近，就决定去逛逛。天气不算很冷，还是想喝点热的，买了一杯梨汁边走边逛。因为不是周末，人不是很多，灯光五光十色，感觉河两边都是小吃店，还有卖一些乱七八糟的东西。感觉没有什么新奇的，感觉全国各地的旅游景点都是一个套路。偶尔生出感慨，大概是魏晋风雅难觅，每个旅游景点的世俗都是一般般吧。天下熙熙，皆为利来。天下攘攘，皆为利往。   		   ",4,1, , , 
Alice_小爱团长,2020-12-2722:24," 这次来南京就选择住在夫子庙附近，因为真的很好逛啊，附近太热闹了，我放下行李，旁边就是南京大牌档，晚高峰还蛮多人排队的  进去步行街里面，确实比较商业化各种小吃店，里面还有江南贡院-中国科举博物馆，是底下博物馆，很值得一看，晚上夜景倒影很美。  再往前就是秦淮河畔和夫子庙，竟然灯光秀和射灯看起来很酷炫诶，11点熄灯，然后就逐渐安静下来   		   ",5,2, , , 
零碎记忆啊,2020-12-2720:41," 12月的南京晚上有些寒冷，但是夫子庙的游人却不少。循着人群走去，街边灯光璀璨。夫子庙有美食，有商圈，也有古建筑，沿着秦淮河的灯光也非常好看，还可以乘坐游船看夜景，不过价格有点贵，还冷，所以就没有坐游船，过来吃点美食，看看夜景就可以了，很漂亮！   		   ",4,2, , , 
这不是幼儿园的车,2020-12-2719:06," 秦淮河的夜，还算安静，因为现在人比较少嘛，冬天出来逛的人没有那么多，还特地去乌衣巷打卡了一番，结果稍稍有点失望，就是一条很小的小巷子，还看到了江南贡院，被誉为“中国古代官员的摇篮”。拍照的时候，一直想要躲开所有人，然而，在翻到这张照片的时候，却突然喜欢。匆匆而过的人，让我想到了那些曾在这里进出的考生。他们从这里一进一出，命运也许就此改变。   		   ",4,0, , , 
形象泰美学,2020-12-2413:38," 夫子庙的秦淮河风光带实在太好看了，给人宁静致远的感觉，非常的有寓意。因为在这里我们可以看到建筑非常的有自己的特色，有江苏古民居建筑文化氛围在里面，很不错的一个地方，也让我想起了秦淮八艳，很美，很有故事感。   		   ",5,4, , , 
红烧花生米,2020-12-2413:10,几年前来过一次，再来已经是完全不同的心境。热闹依旧，商业化也还是蛮重的，晚上河边遛一遛还挺舒服,4,0, , , 
Robert_Chou,2020-12-2410:29," 六朝古都的金陵南京，位于江南的夫子庙景区在秦淮河畔风光带的核心区域，这里可以感受其深厚文化底蕴.  ??位置： 位于秦淮区秦淮河北岸，靠近江南贡院，老门东历史街区等.  ??交通： 南京地铁三号线夫子庙站2号口出来步行几分钟就到.  ??推荐理由： ??.夫子庙，也是南京的孔庙，是我国第一所国家最高学府，四大文庙之一，这儿也是天下文枢的南京最核心之处，体验这里的十里秦淮风光与历代文人墨客的底蕴，传统古街的建筑布局，不仅古朴别致，这里的南京传统小吃如梅花糕，鸭血粉丝，小笼包等等都值得一尝！   		   ",5,63, , , 
MW,2020-12-2223:46," 古建筑群或者河流观光带总不免沦为小吃街、小商品街或者奇葩灯光秀场。 旅游局的审美在夫子庙一带起到了毁灭性的作用。 我们渴望徜徉在软玉温香抑或凄美凋零的秦淮河畔，现实总是用烤鱿鱼、森马服装店、臭豆腐、炸串将你拉进一场梦魇。 或者当你沉浸在一丝古代风情之中，五颜六色的灯光秀和景观灯总是强迫你体验什么叫做瞳孔地震。 唯一的欣慰是靠着来燕桥边，听着一曲琵琶，看着秦淮河水，风抚梧桐残叶，想象着一丝与旧时的连结。   		   ",3,4, , , 
