用户名,时间,内容,星级,点赞,,,
叶子,2023-05-1009:17," 人太多，太大，游玩了这么多次这次是体验最差的一次，严重不推荐 买了摆渡车通票，只做了一次，排队人太多了，根本用不上，还不如自己走走锻炼身体 买了景点通票，只看了两个景点 节假日人太多了，买通票是花冤枉钱，还是量力而行，能看几项就几项吧   		   ",2.5,0, , , 
严谨,2023-05-0923:12," 意外的好！意外的好！ 不止风景，在这里游玩逛街是真的很舒服 最让我难忘的是从中山陵下来的时候，刚从出口出来，当时是四点半到五点左右，那个树荫那个阳光呜呜呜呜呜太好了而且那会正巧赶上没几个人，道路是不上上车的道路，安静的听着风声鸟叫声和几对情侣的欢笑声 就是图二的那个位置，我从出口一出来就感觉到了   		   ",5,0, , , 
Hermione,2023-05-0922:30," 钟山风景区 长假不推荐前往，特别是买套票去玩的，会累死，到哪里都要排队，一天下来就消耗掉了所有的热情。 景区很大，因为是五一去的，游玩的人特别多，大多数时候都是走马观花，没有长时间欣赏的机会。 明孝陵和中山陵比较肃穆庄重，灵谷景区爬了灵谷塔，塔顶的风景很不错。  tips： 中山陵需要提前预约，只能在预约的时间段进去。   		   ",4,0, , , 
Olivia_Jean,2023-05-0912:56," 值得一来的钟山风景区，空气清新，非常震撼的梧桐大道。  推荐理由: 梧桐生长的很有特色，应该是这里独有的了。  特色体验: 中山陵，美龄宫，可以感受到民国时期的那些故事。三民主义的碑刻值得一看，有多位书法家提字，可看性很强。 到处都很干净。体验很好   		   ",5,0, , , 
天使不哭luna,2023-05-0819:49,包含多个景区，很大，中山陵需要提前预约，如果是法定假日需要至少提前一天预约,3.5,0, , , 
一坨烧卖,2023-05-0818:59," 天气好好，有阳光??心里就很开心。虽然空气中全是白色的毛絮，搞的一头一脸的灰蒙蒙的很难受。但是阳光晒在身上的时候就觉得什么烦恼也没有了！ 家里两只毛孩子掉毛厉害，几乎每周都要梳理一次，一次就是这么一大把。 感觉应该吃化毛膏的人是我才对！ 我每天吸入的????猫毛应该也不比他们少到哪里去！ 逛完紫金山，中山陵，明孝陵风景区就去山里吃席，菜品还行吧，中规中矩！老虎斑姿造煲汤??是一绝！鲜到没话说！！！   		   ",4.5,1, , , 
还是废咸鱼,2023-05-0817:21," 真的太喜欢钟山风景区了尤其是长生鹿苑  这次去南京只留了半天时间逛钟山风景区时间比较紧凑但是也走了一圈主线路下来(里面太大了想深度玩恐怕需要留出一天时间)而且五一期间人好多呀~  长生鹿苑想进去和小鹿近距离接触要买饲料包30元一盒(可以进3个人)小鹿也好乖值得投喂。 音乐台如果人不多的话观赏性真的很强鸽们一点不怕人  整个风景区的生态很棒里面的小动物小草小树都生长的特别好真的让我有那种置身和谐大自然的放松舒适！很推荐大家去   		   ",5,0, , , 
哈哈哈哈哈,2023-05-0815:37," 买的学生套票，一天内逛完的。错过了音乐台的鸽子，五块钱一小包鸽食，我是穷人我觉得不划算，座椅上都是鸟屎。风景一般感觉就这样，我们还怨种买了那个观光车的五十的票，结果发现景区内不能用还要另外购买。很不爽，下次不会去了。   		   ",2.5,0, , , 
钟筱轩哎,2023-05-0811:36," 推荐理由: 里面超级大，景点也很多，坐车去的。导游带。讲解挺到位的 交通: 地铁直达，很方便，里面34路??公交车可以直接到市里  特色体验: 音乐台真的要去打卡，好多鸽子，漫天的鸽子飞来飞去，嘎嘎出片。 中山陵392级台阶。里面还有免费拍照的，纪念品钥匙扣??，景点里面的东西都比较贵。可以根据个人能力消费   		   ",4,0, , , 
小小内啡肽,"2023-05-07
??更新于2023-05-2401:56",我的天呐，太大了，一定要乘观光车。随随便便两万步起。比朋友遛我还猛，累到晕厥…,4.5,0, , , 
天竺街逃跑的果糖,2023-05-0722:12," 电瓶车：真的排队好久，还不是旺季去的，就是周六日，排了一个多小时，如果不排队，走上去也得45分钟。上去了后，到中山陵刚好5点了，没让进去。 然后来到了音乐台，音乐台说是鸽子多，想拍出和鸽子合影的效果，奈何人是鸽子的几十倍。然后也是要排队的。来来回回一直绕。 还好下山的时候坐了一个电摩15分钟下去了。   		   ",3.5,0, , , 
Feeling,2023-05-0722:11,来南京过周末，选了中山陵来逛，地标性的旅游胜地，还是很值得来的。,4,1, , , 
是条鱼,2023-05-0721:35," 交通:地铁站可以到钟山脚下，里面步行还要走好久，二十多分钟的样子。  特色体验:里面的风景还是很不错的。特别适合四五月份去踏青。就是里面的地方真的很大很大，所以如果逛的时间久的话会很累。  推荐理由:里面可以逛的景点还是很多的，像美龄宫，中山陵什么的。这些地方都是相对比较有特色的，如果喜欢的话，还是可以去转一下的。  但是里面吃东西真的很贵，我买了一个方糕居然要六块钱，平常只需要两块钱，，，就有点，，，   		   ",4,0, , , 
匿名用户,2023-05-0719:15,不坐车真的要走死了，很大的公园，风景秀丽。假期人真的很多，坐车排队就要排很久。,4,0, , , 
落颜_9178,2023-05-0710:00," ??交通: 地铁可直达，苜蓿园站1号口  特色体验: 钟山风景名胜区内??中山陵、明孝陵、音乐台、美龄宫、紫金山山顶公园等  推荐理由: 一座5A级景区，由于时间不足，我们选择去了钟山风景区内的明孝陵，走一走神兽大道，初春季节树叶还没有很茂盛，但是景色依然很美，一路步行没有坐观光车，整段路程还挺远的。 沿神道依次有：下马坊、禁约碑、大金门、神功圣德碑碑亭、御桥、石像路、石望柱、武将、文臣、棂星门。 回来的时候坐了观光车几分钟到了大门口，建议去的时候可以步行，回来坐车不然太累了。   		   ",5,0, , , 
匿名用户,2023-05-0622:24," 五一假期，我来到了南京钟山风景区旅游。在南京市中心搭乘地铁到鸡鸣寺站，再步行十分钟即可到达景区。由于这是五一假期，人流量非常大，所以我提前在官方网站上预订了门票，省了排队买票的时间。  钟山风景区真是一个美丽的地方，这里有古朴的寺庙、风景优美的公园以及历史文化厚重的建筑。我先去了位于钟山之巅的玄武湖，站在观景台上，可以俯瞰到南京城市的美丽景色，感受到这个城市的发展与繁荣。  接下来，我参观了钟山寺和博物馆。钟山寺是南京的老寺庙，风格古朴，有着悠久的历史和文化底蕴。寺庙内有很多珍贵的佛像和经典，让人们感受到浓厚的文化氛围。博物馆则是钟山文化的重要载体，里面收藏了非常丰富、多样的文物和历史资料，展览形式也很有趣。  最后，我去钟山520综合广场，这是一个集商店、餐厅、娱乐等多种服务于一体的综合场所。步行在广场上，有种世外桃源的感觉。休闲的饮茶、品尝美食、购物，这里都可以满足游客的需要。  总的来说，南京钟山风景区是一个不可错过的好去处。尽管五一假期人流量非常大，但在这里领略到了古城南京的历史与文化，感受到了这座城市的魅力和繁荣。   		   ",5,0, , , 
jasmine慢慢,2023-05-0511:39," 交通： 跟着导航走，离地铁很近。  特色体验： 来南京一定要去的地方，我下午一个人走路到中山陵，然后返回坐地铁。实在是太累了，其他的地方就还没有去，留一点遗憾准备下次再来。要慢慢的走，感受文化历史。  推荐理由： 真的非常喜欢南京也喜欢钟山风景区。希望我以后还有机会再来南京，再来逛一逛。  tips： 走路确实是太累了，可以试一试骑车或者坐观光车。   		   ",5,0, , , 
苒苒,2023-05-0510:27," 五一期间来南京旅游打卡钟山风景区。 不得不说，南京的天气超级热，爬中山陵需要点体力啊，我是坐观光车上去的，如果体力允许的话可以步行，还可以看看沿途风景。观光车10/人。 中山陵对面就是音乐台，去的时候恰好赶上鸽子营业飞了一圈超级美   		   ",5,0, , , 
这个杀手不太冷静,2023-05-0509:20," 树是梧桐树城是南京城 一句梧桐美种满南京城  雨天的钟山风景区 别有一番韵味  景区很大景点也是分布较大 里面有明孝陵美龄宫植物园中山陵 体力跟不上的友友建议乘坐景区观光车 每一站都有停靠非常方便  中山陵园需要提前预约免费?? 但也是最后一站而且还有点儿高度 但是登高望远的景色尽收眼底 还是非常值得的   		   ",4.5,3, , , 
w不刘,"2023-05-04
??更新于2023-05-0611:08"," 超级大，最好留一天的时间去逛，里面有4个景区，中山陵，音乐台，美龄宫和灵谷寺，超级出片 钟山风景名胜区位于江苏省南京市玄武区紫金山，简称钟山风景区，是中国著名的风景游览胜地、首批国家级风景名胜区、首批国家5A级旅游景区、国家森林公园、国家文明风景名胜区、中国旅游胜地四十佳。钟山风景名胜区总体由中山陵景区、明孝陵景区、灵谷景区三大景区以及美龄宫、紫金山山顶公园（头陀岭）和其他景点组成。钟山风景区以中山陵园为中心，明孝陵和灵谷寺为依托。中山陵景区、明孝陵景区、灵谷景区等三大核心景区分布各类名胜古迹多达200多处，84个可供游览景点。其中世界文化遗产1处，全国重点文物保护单位15处，江苏省文物保护单位和市级文物保护单位共31处。   		   ",5,0, , , 
甜点yyds,2023-05-0420:13,真的不错，就是五一人有点多，值得一去,5,0, , , 
魔都达人,2023-05-0418:48," 五一劳动节。 劳动节一过完给自己放两天假，出来转一转看一看，看来五一没过来的风景。第1次来到了南京感觉还挺好，大早上一来太阳很美丽。没想到到中午又打雷又下雨，这一天下了20多场雨。旅游嘛，首先玩好吃好。   		   ",4,2, , , 
饺饺,2023-05-0417:50," 几个景点之前分散且大，景点之间就不是景区内部路了而是外面的路。路都被树荫笼罩着，很舒服！如果实在不是赶时间最好选择分开买票分几天来玩。虽然套票是便宜些啦，但是真的很累。一定要做好路线的规划。而且假期中人很多，坐接驳车需要排长队。导致我们最后虽然买的景点之间接驳车的套票但只坐上了一次接驳车。尤其是各个景点内还有各自景点内的车子，很容易搞混淆。景点里介绍的也没有很清楚，只能自己看攻略去问。而且问一下他们态度好差不是很开心。 另外建议先搜一些讲解视频再去游玩，了解一些科普后玩起来会更有感触。   		   ",4.5,0, , , 
在三清山写作业的冰淇淋,"2023-05-04
??更新于2023-07-1114:35",排队等观光车超级快，几分钟一批，一会儿就到地铁站了，中山陵太大了，一定要坐观光车,5,0, , , 
天空之鸟,2023-05-0413:47," 很大，包含诸多景点，至少一天时间游玩。第一次参观中山陵还是初中毕业，参加追寻鲁迅足迹夏令营，真是好久远的事了。登上一节节台阶，风景如旧，依然美丽，现在参观只能到祭堂了，以前可以到墓室，不过现在修了孙中山纪念馆，还是不错的，出馆前会有文创店、觉醒咖啡，可以消费一波   		   ",4,0, , , 
Ahn,2023-05-0413:40," 五一打卡? 来南京了.总要去趟中山陵吧 中山陵在南京紫金山上.是孙中山陵寝 不建议步行.花10买观光巴士??检票口 毕竟还要走好多个台阶.所以要保存体力 手机免预约.分时间段分批进去.选择离你最近的时间段 跟着人群边走边打卡.听着旁边导游解说 从开始到上去.中途停了两次. 站到上面的时候.仿佛看到了整个南京   		   ",3.5,0, , , 
周一的耶汁,2023-05-0411:30," 总要去一次中山陵吧！致敬革命者孙中山先生。中山陵位于南京紫金山上面，南京的紫金山可以说是一块风水宝地。392级台阶很长，景区内分为博爱坊、陵门、碑亭、祭堂、墓室、据说以前是可以进入墓室的，里面有孙中山先生躺着的一个汉白玉雕像。因为发生过哭陵事件，之后再也未曾开放了。   		   ",5,0, , , 
特种兵旅游头子,2023-05-0323:39,可玩度太高了，中山陵，明孝陵，美龄宫，灵谷寺和众多公园与游乐项目，没事来陵园路走一走，太美了,5,0, , , 
bbbbbbai,2023-05-0319:05," 景区给5星，服务给1星！景区环境没的说，中山陵，音乐台，明孝陵这些景点环境风景真不错，但是人真的太太太太多了！观光车真的等太久，还都是暴晒的地区，尤其从底下搭第一次观光车等了一个半小时。后面再从中山陵到灵谷寺用的时间更长，大家都等麻了。   		   ",4,0, , , 
松松qq,2023-05-0317:43," 去的时候算是旅游旺季的开头，梅花还没谢，樱花开了些，但是排队排的倒也还好。 风景区，一天绝对逛不完，一共去了明孝陵，中山陵，美龄宫，音乐台，就已经2万+的步数了，而且基本还全程小交通，除非特种兵或者赶时间，不然还是建议慎重选择一天玩完。是可以玩下来的，但是太累了。 一定要买小交通！每个景点间多少有点距离，没有小交通的话，那就差不多3万起步了吧 不管从风景还是人文历史，都是必来的景点。有条件的话，有些景点建议找下讲解，有些东西走马观花是不了解其中故事的。   		   ",4.5,0, , , 
忑熬桃,2023-05-0316:28," 钟山风雨起苍黄，中山风景区不虚此行  交通:便利，地铁直通下了地铁走几步就是梧桐大道，拍照很美，空气很好  特色体验:中山风景区是一个景点群，不仅仅有中山陵如果有足够的时间和体力，每个景点都值得一看，当然体力不够也可以做摆渡车通往各个小景点，但就是可能在旺季要排队   		   ",5,0, , , 
jolly怡,2023-05-0316:08,去看看蒋与宋的爱情风景，南京梧桐大道让你心静如水，你一句春不晚，我迷在陵园路得梧桐大道,5,0, , , 
nullmn,2023-05-0315:41," 想省点力气的话，可以在景区里坐景点班车。班车票有两种，一种是两个景点间的单程票，还有一种是不限次数的车票。去中山陵的话，沿着主路向前走就行了，无需规划。去明孝陵的话，看神道得从4号门走才比较近，班车下车点离神道远。总之来南京，这里算是必来的打卡点了，教育意义比较大，但确实不太好玩……   		   ",3.5,0, , , 
1976水中龙女,2023-05-0311:06," 人多买的套票原本想着跟着套票到明孝陵美龄宫……可是人太多了特意买的园内巴士奈何人多车少少少队伍很长放弃走吧天热走到了明孝陵最后放弃了也走不动了选择坐园内巴士返程排队100分钟有多所以后面的美龄宫什么的都放弃不逛了   		   ",2.5,0, , , 
啊伦呀,2023-05-0309:55,"一定一定要坐车，走到后面整个人都不行了
五一期间中山陵要提前预约！不然进不去
爬上山俯瞰南京风景还是很不错的",3.5,0, , , 
一株龙脑香,2023-05-0308:27,"风景挺好的
几个景点里面觉得最没必要看的就是音乐台…
纯纯浪费体力
另外园区的整个交通接驳很有问题
体验真的大打折扣",3.5,10, , , 
淘气包041215,2023-05-0221:56," 去了南京就一定要去山风景区，这里常年免费开放，但里面的游玩项目还是要收费的，而且里面的景点也是要预约才能进去的，现在去这里，风景正好。钟山风景区离市中心很近，交通便利。里面的中山陵和明孝陵是来南京必去的景点，音乐台也不错，这里有许多白鸽，可以买一些饲料喂它们。   		   ",3.5,3, , , 
要减肥的吃货,2023-05-0221:25," 推荐理由：不推荐 3月初的周末去的，比起现在五一的客流，应该不算多，当时已经后悔选择周末前往了 一直没有去瞻仰过孙中山先生的遗容，没想到只有前厅一尊雕像，后面的灵柩不对外开放 无奈，爬上去转一圈迅速下来了，因为坐下就不想起来走了，下楼梯时太阳直射，赶紧撤了??  tips：给计划前往的几条提示?? 1.提前手机预约，因为人多进去的时间段会延后 2.防晒必须做好，360度无死角暴晒在太阳下面 3.尽量轻装上阵，可以把包交给不上去的同行者 4.登山杖必备的，连续爬楼梯真的很累且没扶手   		   ",3,1, , , 
E=MC2_6650,2023-05-0221:03," 交通： 可以建议直接花钱买那个观光小车，非常不错，性价比也挺高，别看钟山风景区不大，真的要每个景点都玩，都要去，走路都能累死你了。 特色体验： 景区需要提前预约呢，所以呢，建议大家还是网上提前购票。其次中山陵是免费的。其他的门票也还好。不是太贵。   		   ",5,0, , , 
是喵喵不是猫猫,2023-05-0220:01," 单位团建，像这种不收门票的地方自然是首选。绿化一级棒，是个放松心情，享受自然的好去处。就是平时不怎么运动，一下子走太多路有点受不了，观光车不知道在哪里可以坐，硬生生的自己走到了地铁口，希望可以改进，标记有明显可以乘坐观光车的地方。   		   ",4,0, , , 
礼拜阿斯顿,2023-05-0219:48,第一次去南京当然要去一趟中山陵，去的当天天气很好，中山先生的遗址，值得去！,4.5,1, , , 
憨娜是个干饭人,2023-05-0215:46,交通非常不方便四十分钟都来不了一次车车辆调度非常差不推荐,0.5,0, , , 
赤地巴子,2023-05-0214:09," 如果购买全票，强烈建议各个景点间乘坐观光车。否则四个一公里加起来，走出景区已经有两万多步了。 明孝陵-西侧有一口古井，上面用巨石压着，不过能徒手打开，里面至今还有井水。 中山陵-记得几年前来这里还可以用望远镜瞻悬棺，这次大门锁闭，让孙先生得个清净。 音乐台-人不少，但没什么可参观的。 美龄宫-中规中矩，可以在里面喝喝咖啡。   		   ",5,1, , , 
dls一不错不错,2023-05-0210:50," 交通相当的便利，地铁直达就剩下了漫长的上山路  五一放假景区内的人超级多，可以提前在网上预约中山陵的免费门票。我是用的学生优惠买了张50的联票，买好票各个景区疯转 上山路的两边都种满了梧桐树 树是梧桐树，城是南京城 一句爱梧桐，种满南京城 南京的梧桐真的太美了，是由内而外的美，是充满浪漫和爱意的美。  南京很棒是一个充满爱意，充满浪漫的地方愿称之为浪漫的代名词  tips:里面真的好大，最好带些干粮带水。晚上不上自己走路下山的话路边上会有人骑电动车拉客，有需要的可以喊停   		   ",4.5,0, , , 
采婷0125,2023-05-0210:34," 南京超美秋千就在中山陵可以拍少女写真的网红秋千 位置：苗圃场 交通：车可以停在钟山体育公园步行过去，打车就直接定位这里 听说这里是一个婚纱摄影基地，实在太美了，建议冲一下，里面很漂亮容易出片，非常多漂亮的建筑绝绝绝子 免费的哦没有门票～～～   		   ",5,7, , , 
宫千雪,2023-05-0207:46,景区里使用了三次，单次购买可以的。,3.5,0, , , 
希望,2023-05-0123:04," 交通： 无论什么时候都会堵，不过还是建议选择工作日，人稍微少点，建议打车去，因为那边堵，不熟悉路还不太好走  特色体验： 看到卖烤肠雪糕的摊子千万不要买图片上的这个雪糕，专属于钟山的特色雪糕刺客，好像是12，里面不到10个，反正别买这个就行，太刺激了  tips： 如果看见这只猫在睡觉，请不要打扰他，他很乖哦 推荐理由： 沿途风景很好，五一前后去的时候可以看看路两边，有个地方很好看，但是发现的人很少，同时还可以了解一些历史   		   ",4,0, , , 
12AA,2023-05-0122:43," 4月30号钟山风景区的一个女服务员服务态度非常 的差，我和我的朋友京就是想间一下：套票里面有没有包含中山陵，结果那个服务员的态度非常的不好，甚至还给我们翻白眼。本来逛了一上午的心情是非常好的，结果到这里瞬间让我的心情非常糟糕。   		   ",2.5,0, , , 
akou,2023-05-0122:36," 钟山风景区是来南京体验最差的景区；除了不要钱的中山陵，其余景点一律不限流，就是你啥时候都能买到票，所以人非常多；一定不要买无限次的观光车，每次排队半小时起，所以做不了5次的，血亏；而且官方小程序或美团完全没有放路线图，其实这个路线不是我们想象的任意两个景点都可以，而是以中山陵为中心的；所以可坐的不多，毕竟要去中山陵倒一下还要排很久的队；线路还是下面图里的线路，没什么环线之类的；我问开观光车的司机大哥去哪里坐车，他说这么近坐什么车，走去就行，我说你们钱都收了，现在让我走路？十几年前去华山，摆渡车会加班加点把大家送下山，钟山景区的车也看见有写加班车，但是五点多灵谷景区里还停了好多观光车，而且还只能到中山陵，并不能直接去地铁站，加班车的数量和排队人比起来简直可笑；孝陵更搞笑了，费劲吧啦爬上去，一直有个大喇叭在喊，里面VR要收费，参观往里走，收费不收费的面积大概2:1吧，人巨多，所以直接下去了，就是为啥在这种地方有个看起来特别山寨的收费景点？我买了收费的语音讲解，人太多了，挤的烦躁，后来完全没有听，又亏一笔   		   ",0.5,0, , , 
干饭人丶小小雨,2023-05-0118:05," 五一放假第二天，从下午一点半堵到四点半没进得去，我看开放时间就到五点。就只能走了。想进来的建议趁早。真的太堵了！堵的一点脾气都没有。 一直道路不通要绕行，几公里绕来绕去好几次，一直走到头就封闭了要改道?????? 建议想来的节假日还是不要开车，公交车都堵都走不动道。   		   ",3.5,0, , , 
周公子来了,2023-05-0117:41," 四月南京之行，打卡了钟山风景区。去景区的路上欣赏了闻名遐迩的梧桐树，比魔都的梧桐高大，挺拔，形成了一个绿色的梧桐隧道，漂亮。爬上了中山陵，景区风景一览无余，顺便参观了孙中山先生纪念馆，是一次不错滴人文之旅。   		   ",4.5,1, , , 
匿名用户,2023-04-3023:10,"中山陵的风景一如既往很好
tips:五一人真多",5,0, , , 
橙以一丶,2023-04-3016:36," 作为南京人，对中山陵的评价还是比较高，，记得还是小时候学校组织春游的时候去过，这两天天气晴朗，跟姐姐再去游玩一番，地铁2号线，苜蓿园，下马坊，钟灵街都可以到达。空气实在太好了，园林很大，网红小索道明孝陵，梅花鹿苑，音乐台喂了鸽子，一路走来，还有好多小松鼠，心情特别愉快，   		   ",3.5,0, , , 
YS0612,2023-04-2921:55," 整个风景区是一大堆景点的集合体，所以管理的还比较混乱，查了很多攻略，甚至问了打车的司机和本地人，都闹不清楚到底去哪个景点从哪个门进方便，以及摆渡车的动向。 不过有一点大家是统一的，景区内坑非常多，但凡主动搭话的或者写着免费的都是坑。打车也要出去打。   		   ",3.5,0, , , 
匿名用户,2023-04-2918:33," 南京的景区真的是狠狠地爱了！！！玄武湖钟山风景区都在市中心，却都不收门票（部分区域独立售票）真的是爱惨了！爬上紫金山山顶等一次日落。看夕阳西下，看金陵昏晚，浪漫且自在。石象路的落叶铺就一段故事，每一片叶都是一段过往。哈哈   		   ",5,0, , , 
琪琪好饭,2023-04-2915:33,联票没意思，景区几乎不安排去灵谷景区的观光车，有时间都去不了，服务没做好。,2,0, , , 
大道至简小鹿欢馨,2023-04-2914:15," 敬请期待，不一样的钟山风景区?? 如果你来到南京旅游，那么钟山风景区肯定是你不容错过的一个地方。钟山风景区位于南京东郊，被誉为“江南第一名山”，拥有得天独厚的自然环境和人文历史资源。 如果你想挑战身体极限，那么可以选择徒步攀爬钟山主峰。在这里，你可以欣赏到无敌美景，空气清新，云雾缭绕，让你身心愉悦，忘却繁杂世界。而如果你不想费力气，可以选择乘坐索道上山，看到的也同样是迷人的风景。 在山上，你还可以参观岱宗temple，倾听佛祖的教诲，感受文化积淀。除此之外，还可以去玉兔溪、虎踞龙盘等风景点。这里真的是一个有着文化、历史与自然风光完美结合的景点。 这么美的风景区，怎么能错过呢？记得来南京时安排上钟山风景区，你一定会发现更多美好的惊喜！   		   ",4.5,0, , , 
Summer,2023-04-2901:12,还蛮不错的就是太大了要一直坐观光车,5,3, , , 
Sim,2023-04-2901:03," 紫金山是南京第一高山 是南京的绿肺，让我们一起来爱护她。 首先进入林区，杜绝火种，保护紫金山，从我做起。 半山腰的碉堡见证着硝烟弥漫的战争 紫金山的索道也升级过了，小时候的索道。就是吊在天上的椅子，基本上就是悬空的。 天文台的那个石头山，在1999年12月31日坐在上面吹着冷风迎接过千禧年，脸都吹歪了。 然后2000年新闻说，千禧年是2000到2001，因为公元元年是公元0001年，所以2001年才是新世纪的开始，所以2000年12月31日，有一次熟悉位置，熟悉的寒风，熟悉的鼻涕， 虽然没有上到头陀岭，但是风景依然美好。   		   ",5,0, , , 
想啃猫头的鹰,2023-04-2720:18," 交通： 有公交，但是我是坐地铁下来骑自行车到景区门口的。到了会有接驳车，10块一节，就是单程从一个景区到另一个是一节。可以去了再当场买票。  tips： 很大，里面有很多可以逛的。个人最推荐明孝陵还有神道。其他的我个人觉得不去没什么损失。 我走的比较快，大概全部看完花了4个小时。走下来还是挺累的，大家酌情选择。   		   ",4.5,0, , , 
皮蛋1号,"2023-04-26
??更新于2023-05-0822:23"," 景区是挺好的就是今年不知道为什么大家旅游的热情暴涨真的是哪哪都是人周六的下午中山陵这里密密麻麻都是人各个旅游团导游介绍的声音此起彼伏还有很多中学生的游学团熙熙攘攘好不热闹和我想象中的那种肃静气氛完全不符   		   ",3,0, , , 
爱喝可乐的2傻子,2023-04-2606:00," 去南京钟山前一-这份干货攻略不得不看 周末去哪儿 这一趟南京行，我们觉得这是南京历史气息最浓 郁，也是最废腿的一条打卡路线！ 开放时间 ?明孝陵：6:30-18:30 $65 ?美龄宫：7:30-18:00（17:30停止售票） ＄30元 ?音乐台：6:30-18:30 10 景区套票100元（明孝陵＋美龄宫＋音乐台＋灵谷 寺） ?中山陵：周二～周日8:30-17:00（每周一闭馆， 需要提前预约） 游玩路线： 明孝陵（接驳车）口美龄宫（打车）音乐 台（步行）中山陵   		   ",4,0, , , 
Honey_铱铱,2023-04-2516:47,"明孝陵中山陵美龄宫
种满梧桐的南京城
在这里遇见美好???",4.5,0, , , 
南都小马达,"2023-04-25
??更新于2023-06-2516:04"," 陵墓建筑按南北向中轴线对称布置在中茅山南麓的缓坡上，从空中往下看，中山陵像一座平卧的“自由钟”，寓意唤起民众之意。整个陵墓用的都是青色的琉璃瓦、花岗石墙面，显得庄重肃穆。中山陵的392级台阶，代表着当时中国的三亿九千两百万同胞。 闻慧斌说：“总共有八层平台，象征着三民主义、五权宪法。但是从下往上看只是看到一层一层的台阶，看不到平台，寓意着革命道理是很艰辛的。从上往下看，全是平台，看不到台阶，这个确实是当时建筑的独具匠心，意味着革命成功以后的坦途。”   		   ",5,0, , , 
楚辞,2023-04-2514:45,去南京必打卡的中山陵景区，天然的空气氧吧，一眼望去全是树木，处处充满了历史文化气息，让人都沉浸其中,3.5,0, , , 
树林dr,2023-04-2510:50," 钟山景区确实特别大，南京中山陵所在的区域叫钟山景区，单独的中山陵是免费的，周一休息。周围的明孝陵，美龄宫，音乐台，灵谷寺可以买联票。景区联票有效期是了2天，时间可以分两天玩。加上中山陵5个景点一天走完有点赶时间，体力一般的不建议这么玩。钟山景区还有紫金山天文台，中山植物园，头陀岭景区等。 美龄宫,就是一栋故居别墅，一般参观半小时即可。可以在二楼喝杯咖啡。 环境确实不错。   		   ",4,0, , , 
黑莓蒸沙棘,2023-04-2504:55," 有朋自远方来，不亦乐乎！ 第一站打卡钟山风景区。雨花台南门乘坐202公交车直达灵谷寺，我们去的早，游人还不多，登上九层塔，美丽的风景一览无遗。出了灵谷寺往右前行(我们决定步行)，一路上绿树成荫，雨后的空气格外令人舒服，大口的呼吸着新鲜的空气。约二十分钟左右就到了中山陵，拾级而上，参观了孙中山先生的陵寝后，又去了音乐台喂喂喂鸽子。出了中山陵往右走，又来到明孝陵景区进入七号门，来到了梅花山，因为不是梅花季，满园绿树，也是沁人心脾的。   		   ",5,1, , , 
zarkyeoh,2023-04-2418:46," 交通： 附近有地铁，但是整个景区分了好几个地方比较远还要做小车车 环境：全都是树，凉快，空气好，心旷神怡，悬铃木大道也挺好 客流： 不太多，不拥挤，舒服 but。里面收费我觉得不太值得，不管是中山陵还是明孝陵，里面可逛的都太少了，非常单薄，到了中山陵，如果不是为了看看中山先生，完全没必要去，没啥看头   		   ",3.5,0, , , 
Chloe,"2023-04-24
??更新于2023-04-2515:59"," 2023.4.15（六）中山陵人好多啊 從地鐵出來跟著人群走，四月微涼，柳絮紛飛。 我沒有買接駁車，選擇步行走著走著就到了，沿途好多旅行團，說是人山人海不為過，沿途石斛花很美但聞起來不喜 比較需要注意的是，到中山陵景點門口，需要掃預約二維碼進入，但是！！！！！二維碼不能截圖！也就是說，如果先預約了，必須一直打開介面！不然就必須重新預約，就是因為這點，人潮卡了很久，行進緩慢！ 從門口進入之後，就不那麼擁擠了，沿著兩旁的翠綠往前走，感覺心特別平靜，是個很適合散步的景點。   		   ",3.5,3, , , 
只若初见正宸,2023-04-2414:46," 中山陵在钟山名声风景区里面，是革命先驱者孙文陵寝。国民党创始人之一也就是台湾那边凡事国民党的主席或者领导等等都会来南京，来南京第一个必须去拜谒中山陵。国家5A风景区。在海内外影响力不用说。来南京必须去的地方。爬爬台阶，   		   ",5,0, , , 
宝宝儿是青春无敌美少女,2023-04-2409:37," 是一个非常非常非常大的景区，请准备一整天的时间。 建议买无限次数的摆渡车，因为腿儿着走真的很累，全程坐电瓶车走路都累够呛呢。 航拍很美，但是信号干扰挺严重的，谨慎飞行吧。 最好背个包带点水和零食，有的地方真的走很远都没有卖水的。   		   ",5,1, , , 
匿名用户,2023-04-2322:22," 来中山陵主打一个呼吸森林氧吧的路程，轻快健康行。但是可以带点黄瓜，水果，边走边吃，一路上树木成荫，绿意盎然，很适合春天出来踏青。个人建议，早上早点出门，9点左右就到，那时候人少，体验更佳。四五月份的南京，气温适宜，适合旅游，所以人着实很多。   		   ",4,0, , , 
许根银,2023-04-2319:39," 我认为南京中山风景区是一个非常值得一去的地方。这里处处充满了浓郁的历史文化氛围，让人不由自主地沉浸其中。游客可以在这里感受到南京的古老和现代的交融。在服务方面，各个景点的工作人员都非常热情、友好，提供了良好的服务。而且，这里的环境非常优美，空气清新、景色秀美，让人心旷神怡。在空间方面，这里也提供了多种不同的座位选择，适合单独游览或者家庭出游。总之，南京中山风景区是一处非常值得去的地方   		   ",5,0, , , 
