用户名,时间,内容,星级,是否有图片
米小欧宝宝,2023-09-17 发布点评,一个人去的旅行 牛首山真的很好 里面的宫殿很美很壮观 以后有机会还会再来玩 真的很值得去 听说花了很多个亿打造的宫殿 果然不一样,5,是
发财雪豹,2023-09-16 发布点评,总的来说很大 里面很多佛教 让我觉得很震撼的是那个地下宫殿 坐电梯 大概下了七八层楼高 完全在地底下 真的很震撼 非常大的地下空间,5,是
泾县刘胖子,2023-07-31 发布点评,好漂亮的佛教旅游胜地啊，亚洲唯一的佛顶骨舍利宫一定要去参观，真的是宝相庄严！,1,是
阿瓦士公孙渊,2023-05-25 发布点评,牛首山真的金碧辉煌，很壮观，西门上山，可走可乘短驳车，可以用一天的时间慢慢看,5,是
雅妞baby,2023-05-22 发布点评,建造的很气派，就是带着孩子很累了景点没玩全，劝一眨带孩子的别上塔了，吃不消。,5,是
月小仙女,2023-05-05 发布点评,进门没有排队，非常惊喜，大巴等了半个小时，孩子就有点中暑了！但是景致很美，佛顶宫很震撼！可能也是五一的关系，人太多了！大家真的是旅游而已，跑跳大声喧哗的人太多了，还是要加强管理，特别是人多的时候。,5,是
紫不语77,2023-05-03 发布点评,风景很美，在阳光灿烂的日子出游特别出片。个人建议，进、出，都从东门比较便捷。,5,是
M50****0805,2023-05-01 发布点评,"比较推荐吧，走了南京很多热门地方，不得不说，牛首山还是可以去看一次的，毕竟再怎么说也说不出你对它的想象.
我推四颗星.",5,是
M39****5512,2023-10-31 发布点评,非常好看，庄严肃穆精致，美轮美奂。,5,是
匿名用户,2023-10-27 发布点评,景区很美，入园后做巴士和电梯很方便,5,是
匿名用户,2023-10-15 发布点评,非常好好好好好好好好好好好好好好好,5,是
Davey6767,2023-10-15 发布点评,牛首山一直很好，这不是第一次去了！,5,是
159****0765,2023-10-12 发布点评,看得出来携程和景区对接工作做得很好,5,是
M22****633,2023-09-28 发布点评,值得一游，环境好。去早一点，人少。,5,是
米西牙乖,2023-09-23 发布点评,人有些多，其它都很好，取票很方便！,5,是
米西牙乖,2023-09-23 发布点评,人有些多，其它都很好，取票很方便！,5,是
M41****9725,2023-09-10 发布点评,非常的震撼，神圣又庄严，很值得一看,5,是
M35****129,2023-09-04 发布点评,值得一去，全程不累，看看卧佛的壮观,5,是
M35****129,2023-09-04 发布点评,值得一去，全程不累，看看卧佛的壮观,5,是
M35****129,2023-09-04 发布点评,值得一去，全程不累，看看卧佛的壮观,5,是
匿名用户,2023-08-08 发布点评,非佛门子弟可能会觉得去逛的收获不是太大，但是里面的建筑、装饰等等还是比较震撼人心的，各种佛菩萨的雕像也比较精致，据说花费重金打造，确实,5,是
_WeCh****98902,2023-07-28 发布点评,很震撼的建筑！阿弥陀佛??????,5,是
M47****9563,2023-07-21 发布点评,"咱就是想说——这钱真是花到刀刃上了，是真壮观啊，整个园区特别大，景色很美，景点也多。
去得早基本没什么人，很轻松享受地看完了整个地宫，十点以后人就多起来了。",5,是
E56****53,2023-07-12 发布点评,第一次来牛首山，被震撼到了。景色宜人，“世上安得两全法，不负如来不负卿”!山是牛首山，城是南京城，一座牛首山，半部金陵史!远赴人间惊鸿宴，一睹人间盛世颜!,5,是
Jamesmartiny,2023-06-21 发布点评,超值，景观很壮观，感叹中国工程奇迹，赞叹佛教文化，南么阿弥陀佛，随喜赞叹！,5,是
韦尔德里诺宇文化及,2023-11-07 发布点评,超级喜欢门票划算环境优美懂得一去,5,是
晴天0622,2023-10-29 发布点评,景点超级出片，拍照好看，很有意义,5,是
花梦lh,2023-10-06 发布点评,节假日不建议去，人太多，影响心情,5,是
M22****3628,2023-10-04 发布点评,还不错，就是人太多，天宫比较震撼,5,是
M21****913,2023-10-03 发布点评,值得一去????????????,5,是
匿名用户,2023-09-02 发布点评,这里的风景特色独特优美，绝对的惊艳，建筑奇特，造型独特结合佛教文化，让人看过就会惊叹不已，流连忘返，登高望远，山景也美如画，园林绿化造景之美值得去欣赏。,5,是
M45****370,2023-07-21 发布点评,时隔6年再次来到牛首山玩，这次来设施明显比以前好，最大的改变就是上山是电梯，以前是爬上去的??????很累！这次玩就比较轻松，还有区间交通车，也很省力！,5,是
DB070928,2023-07-03 发布点评,天气热，挥汗如雨，但是没影响游玩！很震撼！就是人太多了！真的太多了！！！,5,是
Nan-06,2023-04-26 发布点评,和不错的一个地方 门票很值！建议大家都可以去玩玩 拍照很出片 有很好的文化底蕴,5,是
腐灬蚀,2023-11-01 发布点评,中途有电梯，虽然热但是还能接受,5,是
_WeCh****478893,2023-10-26 发布点评,挺好的挺好的挺好的挺好的挺好的,5,是
M56****570,2023-10-06 发布点评,虽然人多，但是景色还是很震撼的,5,是
m10****871,2023-10-03 发布点评,还可以吧，和无锡灵山胜境差不多,5,是
_WeCh****880915,2023-10-02 发布点评,很好。真实旅游感受，值得推荐。,5,是
136****8180,2023-10-01 发布点评,总体很漂亮，是个令人放松的地方,5,是
M25****7560,2023-09-26 发布点评,大佛太牛*了，这个绝对不虚此行,5,是
TYBB2006,2023-09-25 发布点评,整体不错，景区的摆渡车太少了。,5,是
发财雪豹,2023-09-16 发布点评,总的来说还是不错的 去的时候已经接近夏天 很热 但是风景不错 还是很壮观的 那边拍照很出片 有一个白色的比较有地标性的建筑,5,是
彤妈,2023-05-04 发布点评,人太多了，光等上山的车就排了30多分钟，人多没法把这么美的景观全拍下来,5,是
M44****914,2023-11-04 发布点评,景色优美，非常华丽，犹如仙境,5,是
文冰冰,2023-10-07 发布点评,值得来真的很震撼，和家人来的,5,是
匿名用户,2023-10-07 发布点评,值得游览，但景区饮料都是未见过的牌子，自助饮料机付款后饮料出不来，联系了服务电话也无人问津，景区管理需加强。,5,是
鱼鱼,2023-10-07 发布点评,非常漂亮，值得去看看，很出片,5,是
仰望星空8215,2023-10-07 发布点评,非常震撼，强烈推荐朋友们去。,5,是
仰望星空8215,2023-10-07 发布点评,非常震撼，强烈推荐朋友们去。,5,是
仰望星空8215,2023-10-07 发布点评,非常震撼，强烈推荐朋友们去。,5,是
M60****690,2023-10-01 发布点评,超级震撼，建筑设计很恢宏大气,5,是
M22****633,2023-09-28 发布点评,价格不贵，景色超棒！值得一游,5,是
匿名用户,2023-09-27 发布点评,太震撼了这次时间太短下次再去,5,是
M41****602,2023-09-26 发布点评,佛宫很震撼，氛围也很庄严肃重,5,是
小九是只猫0909,2023-09-09 发布点评,值得一去，随手一拍都是大片！,5,是
匿名用户,2023-09-05 发布点评,光一个地宫就能值回票价，我一个不信佛的人都有一种置身西天佛国的震撼感,5,是
匿名用户,2023-08-23 发布点评,真是不错，只是下雨有点不方便,5,是
LukeChen1116,2023-07-17 发布点评,总体感觉还是很好的，适合带老年人去玩玩，整体景区还算有序，值得一去。,5,是
_WeCh****907202,2023-07-14 发布点评,牛首山地处风景秀丽，精湛的装饰工艺体现了浓郁的宗教文化和匠心风范，这将是历史浪潮中的一项流芳百世的建筑典范！,5,是
M27****2363,2023-06-21 发布点评,真的值得来一次体验一下这里的壮观，进去瞬间就被震撼到了，大而静，很棒,5,是
e00****77,2023-05-19 发布点评,景区环境优美，特别是地宫打造的很震撼。服务周到，电梯，景区车都方便。,5,是
伊娜梦豆,2023-05-18 发布点评,总体还可以，但少了点历史底韵,5,是
M13****627,2023-10-21 发布点评,和攻略介绍的一样，建筑宏大，可观性高。由于东门可停车，所以进出东门的人很多，如果打车来的，建议从西门进出。,5,是
飞翔的企鹅肉,2023-10-20 发布点评,非常震撼，推荐大家去看一看,5,是
M56****570,2023-10-06 发布点评,虽然人多，景色还是很震撼的,5,是
M53****173,2023-10-06 发布点评,下雨了，人还行，地宫很震撼,5,是
小皮啊啊啊啊,2023-10-04 发布点评,去过两次，第一次去大受震撼,5,是
TYBB2006,2023-09-25 发布点评,整体不错。景区的摆渡车太少,5,是
M13****738,2023-08-20 发布点评,可以可以可以可以可以可以可以可以可以以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以可以,5,是
安逸自然,2023-08-15 发布点评,值得一去的景点，南京政府投资了很多，风景很好，但上去需要接驳车，单程十元每人，不在门票费用当中。佛顶宫很漂亮，地宫的藏品也很多，和大报恩寺相互呼应,5,是
淡蓝色瑶瑶,2023-08-12 发布点评,看图片不如真实体验，很好！,5,是
137****5150,2023-07-11 发布点评,很赞，值得回味，确实震撼。,5,是
M24****859,2023-07-08 发布点评,景区非常漂亮，适合徒步慢慢欣赏，体力足够的话，一定要爬到塔的最高层,5,是
298****002,2023-05-26 发布点评,想要美早 早上10点前去，不然全是旅游团。你将看到的全是别人后脑勺。,5,是
M44****3257,2023-11-07 发布点评,电梯爬山，舒服，看到好多,5,是
天乐福至心灵,2023-10-29 发布点评,人非常多，内部装修很震撼,5,是
黑博尔茨海姆宇文觉,2023-10-27 发布点评,很漂亮的景区还有电梯不错,5,是
匿名用户,2023-10-26 发布点评,挺方便，就是价格不优惠。,5,是
M27****307,2023-10-26 发布点评,很震撼，非常好。值得游玩,5,是
_WeCh****478893,2023-10-26 发布点评,挺好挺好挺好的挺好挺好的,5,是
M26****1128,2023-10-13 发布点评,人性化，优待政策搞的好.,5,是
mj的宝贝,2023-10-13 发布点评,佛教文化的地方，太好看了,5,是
匿名用户,2023-10-10 发布点评,总体还是很震撼的，不错！,5,是
M16****177,2023-10-08 发布点评,整体建筑设计很奢华亮眼，风景很好，东门进去景观较多就是舍利子没开,5,是
匿名用户,2023-10-07 发布点评,金碧辉煌 连小孩都看出来了,5,是
洛耘,2023-10-03 发布点评,值得去转转，电梯设计很好,5,是
赵云的娜可露露,2023-10-01 发布点评,非常漂亮的景区，值得一去,5,是
M58****873,2023-09-26 发布点评,环境优美整洁，服务态度好,5,是
匿名用户,2023-09-24 发布点评,地宫很漂亮  大菠萝很有特点,5,是
M26****9509,2023-09-21 发布点评,还不错的出行，就是人太多,5,是
M32****8743,2023-09-06 发布点评,史导很尽责，讲解很细致。,5,是
周末隐身,2023-08-30 发布点评,非常值得去看看，很震撼！,5,是
小姗姗,2023-08-29 发布点评,壮观景色，孩子跑的欢快！,5,是
大鸿米饼,2023-08-17 发布点评,网红打卡点，建议早去早回,5,是
大花花是发发呀,2023-08-09 发布点评,牛首山还是挺不错的啊，主要是和孩子一起来逛逛的啊，很不错的呢，赞,1,是
带剑江湖,2023-07-17 发布点评,"牛首千年面江东，
镇龙伏虎护金陵。
佛顶福泽归天阙，
恩佑万年石头城。",5,是
Mandy媛,2023-06-28 发布点评,除了远，天气热，人多，其他没啥毛病！很壮观！,5,是
135****7937,2023-11-01 发布点评,携程购票速度快，方便！,5,是
匿名用户,2023-10-25 发布点评,不错哦，翻山越岭去顶峰,5,是
末日法则,2023-10-24 发布点评,很不错，特种兵两小时游,5,是
M56****2347,2023-10-21 发布点评,真漂亮，壮观，值得一游,5,是
丁浩东,2023-10-18 发布点评,牛首山的风景还是可以的,5,是
M31****50,2023-10-16 发布点评,风景非常好，适合出游！,5,是
匿名用户,2023-10-10 发布点评,值得去，很喜欢这个地方,5,是
nanjingfeng,2023-10-06 发布点评,蛮好，门票，车票有点贵,5,是
juvencn,2023-10-02 发布点评,特别方便，手机直接买票,5,是
叫我唐大大丶,2023-10-01 发布点评,还不错，值得去看一看。,5,是
匿名用户,2023-09-27 发布点评,非常好，带电梯，哈哈哈,5,是
未眠v587,2023-09-24 发布点评,需合理安排时间 地方很大,5,是
Aimi00000,2023-09-20 发布点评,值得一看，千佛殿很壮观,5,是
毛屁屁,2023-09-05 发布点评,南京人的春牛首，春天总要爬一次牛首山吧。壮观的佛顶宫美轮美奂。,1,是
祺诺骏宝,2023-08-26 发布点评,比较震撼，适合成人旅游观看，不建议带孩子来，我带的9岁小朋友。,5,是
M43****119,2023-08-21 发布点评,挺好的。万物皆有灵性。,5,是
匿名用户,2023-08-20 发布点评,值得一看，但应该不会来第二次吧。旅游季人太多，接驳车要等蛮久。,5,是
M82****26,2023-08-18 发布点评,景区人太多了，进门要排很长的队，入园秩序有待提升，比较慢，其他都很好，太漂亮了，非常震撼，不虚此行，对了，一定走西门，西门离佛顶宫 佛顶塔近很多,5,是
M82****26,2023-08-18 发布点评,景区人太多了，进门要排很长的队，入园秩序有待提升，比较慢，其他都很好，太漂亮了，非常震撼，不虚此行，对了，一定走西门，西门离佛顶宫 佛顶塔近很多,5,是
M82****26,2023-08-18 发布点评,景区人太多了，进门要排很长的队，入园秩序有待提升，比较慢，其他都很好，太漂亮了，非常震撼，不虚此行，对了，一定走西门，西门离佛顶宫 佛顶塔近很多,5,是
匿名用户,2023-07-29 发布点评,很震撼，半天没有转完，,5,是
M43****5230,2023-07-24 发布点评,比较适合信佛的人去看，普通人可能觉得有点无聊，但是确实十分壮观,5,是
我想喝奶茶.,2023-05-04 发布点评,除了人就是人，我也理解人多，但从头到尾也没什么人管理，确实蛮乱的，人潮队伍一直对冲，还有那个登顶塔，真的都快踩踏了很恐怖，里面餐饮插队的也很多，收银阿姨也不管，谁到她面前就给谁买单。,5,是
M46****6481,2023-11-05 发布点评,环境很好，风景不错。,5,是
匿名用户,2023-11-02 发布点评,震撼了自己！很值得！,5,是
匿名用户,2023-10-28 发布点评,值得一去，没有第二次,5,是
黑博尔茨海姆宇文觉,2023-10-27 发布点评,超级棒棒的拍照很好看,5,是
300****630,2023-10-26 发布点评,里面的装修风格非常棒,5,是
159****0765,2023-10-12 发布点评,景区工作人员很有耐心,5,是
Tina,2023-10-09 发布点评,确实有点贵其他没毛病,5,是
jes****8721,2023-10-08 发布点评,挺壮观的，值得一去。,5,是
上高井郡谢安,2023-10-06 发布点评,佛顶宫壮观，富丽堂皇,5,是
M32****7366,2023-10-04 发布点评,风景如画，旅游胜地！,5,是
M57****015,2023-10-04 发布点评,值得一去，南京新地标,5,是
暖暖Zoe,2023-10-03 发布点评,牛首山景区很大 挺棒的,5,是
laijz,2023-10-01 发布点评,景色很不错，值得一看,5,是
M22****633,2023-09-28 发布点评,超级好，设备很人性化,5,是
M47****3861,2023-08-26 发布点评,第一次来牛首山，做了一定的功课，体验感极好的一次出游！是个值得再次打卡的好地方！风景很美，文化底蕴厚实，置身于佛教圣地，感觉灵魂都得到了净化,5,是
匿名用户,2023-07-31 发布点评,性价比高非常震撼……,5,是
?? ?? 白,2023-07-20 发布点评,风景景色还不错。佛顶寺景点还比较壮观。值得一看。体验还不错。风景景色还不错。佛顶寺景点还比较壮观。值得一看。体验还不错。,5,是
樱秋灵,2023-07-14 发布点评,"牛首山值得一去,暑假去就是热了点，记得乘车去山上哦
，嘻嘻嘻嘻",5,是
Holy Cary,2023-06-12 发布点评,"希望景区改进：
1.佛顶宫还未改造完成吧，指示系统不完善
吐槽：景交车去佛顶宫每人10元，完全不合理的啊！！不应该包含里面的吗？  而且从西站到门口坐车2分钟也是10元，建议直接走，买个冰棍不香的吗！
旅游路线
1、礼佛朝圣之旅：牛首广场—佛顶寺—佛顶塔—佛顶宫。步行5—6小时；车行3.5—4.5小时。
　　2、休闲度假之旅：牛首广场—佛顶寺—佛顶塔—佛顶宫—禅林路—隐龙湖。建议步行休闲，5—6小时。
　　3、历史文化之旅：牛首广场—佛顶寺—寻禅小径（岳飞抗金故垒、明代摩崖石刻）—佛顶塔—佛顶宫—郑和文化园—隐龙湖。步行5—6小时；车行3.5—4.5小时。
　　4、观光体验之旅：牛首广场—佛顶寺—佛顶塔—佛顶宫—郑和文化园—宝相湖—禅林路—隐龙湖。步行6—8小时；车行4—5小时。",5,是
M39****859,2023-11-04 发布点评,不错，就是人太多了,5,是
M58****8912,2023-10-26 发布点评,这里很值得去一下。,5,是
M50****5449,2023-10-24 发布点评,风景很美，佛教文化,5,是
M37****1985,2023-10-23 发布点评,值得一来，非常震撼,5,是
warx912,2023-10-23 发布点评,景色优美，交通方便,5,是
M23****2964,2023-10-21 发布点评,用携程A PP真方便,5,是
老梅小树,2023-10-15 发布点评,服务好，景区优美。,5,是
匿名用户,2023-10-12 发布点评,环境很好值得去看看,5,是
丹妮o,2023-10-10 发布点评,值得一去 不止震撼。,5,是
M30****6231,2023-10-10 发布点评,环境不错，交通方便,5,是
幼童麻麻,2023-10-08 发布点评,超级震撼，极尽奢华,5,是
Sean,2023-10-07 发布点评,挺好的，值得一去。,5,是
M52****5579,2023-10-06 发布点评,服务好，景点环境美,5,是
M52****5579,2023-10-06 发布点评,服务好，景点环境好,5,是
M50****3021,2023-10-05 发布点评,推荐，值得去的地方,5,是
M42****4261,2023-10-02 发布点评,环境优美，建筑宏伟,5,是
fuhongqi,2023-10-01 发布点评,非常震撼，值得去。,5,是
兜丫的芭比,2023-10-01 发布点评,设计一流，人太多，,5,是
M52****1108,2023-09-24 发布点评,南京的服务真的不错,5,是
匿名用户,2023-09-23 发布点评,非常棒！值得一去！,5,是
138****8443,2023-09-21 发布点评,风景优美，值得推荐,5,是
匿名用户,2023-09-21 发布点评,景区不错，价格稍贵,5,是
M13****996,2023-08-22 发布点评,挺震撼的，很不错。,5,是
M18****855,2023-08-20 发布点评,雄伟壮观！值得一游,5,是
M31****0735,2023-08-13 发布点评,号称40亿打造的佛教文化传播景点，目前是网红必打卡地，呈现出来的佛教文化比较震撼，让你脑海里始终有印记，出来后吃一碗素面，一天的旅行完美！,5,是
M32****6567,2023-07-24 发布点评,值得一玩的一个地方，带着孩子来到南京的第一个景点，地下行宫很值得一看，外面38度的高温，里面好凉快，观音佛像很震撼，没有看到这么震撼的场景,5,是
不吃甜的糖,2023-07-23 发布点评,很赞很不错 还会再来,5,是
_WeCh****05996,2023-07-22 发布点评,面积很大，金碧辉煌,5,是
魔都瑶瑶,2023-04-28 发布点评,偶尔刷评论看到的，当时就震撼了，一定要去看看。没有失望，真的超级宏伟。去南京的伙伴一定要去看看，绝对物超所值。上山下山都很方便，很现代化哦,5,是
匿名用户,2023-11-08 发布点评,新开发景点 很不错,5,是
Sander钰,2023-11-06 发布点评,可以慢慢的游玩啊,5,是
波澜布吉,2023-11-05 发布点评,不错不错不错不错,5,是
佳那子,2023-11-02 发布点评,值得一去的好地方,5,是
M39****2276,2023-11-01 发布点评,特别好玩特别好玩,5,是
M39****2276,2023-11-01 发布点评,很好玩  空气很新鲜,5,是
_CFT0****5590,2023-10-29 发布点评,建造的真的很美！,5,是
_M13****5815,2023-10-24 发布点评,非常值得去的景点,5,是
匿名用户,2023-10-16 发布点评,很累但风景确实美,5,是
M20****930,2023-10-15 发布点评,体验不错，很豪华,5,是
320****075,2023-10-13 发布点评,很震撼，非常值得,5,是
匿名用户,2023-10-13 发布点评,景色很美，非常好,5,是
159****0765,2023-10-12 发布点评,好地方，值得游览,5,是
丹妮o,2023-10-10 发布点评,真的很值得一去。,5,是
M26****0473,2023-10-07 发布点评,好，非常值得去！,5,是
HdmundDonv,2023-10-06 发布点评,非常的漂亮只能说,5,是
_WeCh****115941,2023-10-05 发布点评,66666666,5,是
M33****0358,2023-10-04 发布点评,很不错，值得一去,5,是
匿名用户,2023-10-03 发布点评,值得一去，推荐！,5,是
果鋀,2023-10-02 发布点评,还好还好，挺漂亮,5,是
M41****937,2023-10-02 发布点评,值得一去，非常好,5,是
laijz,2023-10-01 发布点评,很好，很值得看看,5,是
sky98178,2023-09-30 发布点评,挺壮观的，已经去第二次了。景区内设施比较完善，玩一圈下来四个小时就差不多了。,5,是
匿名用户,2023-09-29 发布点评,雄伟壮观 值得一去,5,是
M47****9100,2023-09-28 发布点评,值得去看看的景点,5,是
170****617,2023-09-23 发布点评,还不错，很震撼！,5,是
林夕9968,2023-09-23 发布点评,值得大家去看看！,5,是
M26****9509,2023-09-21 发布点评,非常不错的景点！,5,是
M26****9509,2023-09-21 发布点评,非常不错的景点！,5,是
匿名用户,2023-09-21 发布点评,很震撼，值得去！,5,是
M16****802,2023-08-31 发布点评,牛首山，值得一去,5,是
快乐的dawndew,2023-08-11 发布点评,对小孩来说，景区趣味性不大，对信佛的老人来说，比较有意义,5,是
_WeCh****10618,2023-08-07 发布点评,地宫很震撼，推荐,5,是
匿名用户,2023-08-05 发布点评,很震撼，不虚此行,5,是
不吃甜的糖,2023-07-24 发布点评,很不错还会再来的,5,是
M47****3822,2023-07-12 发布点评,风景不错，园区间断扶梯设置人性化，地宫温度低很舒服，爱了,5,是
An0005,2023-07-10 发布点评,牛首山文化风景区核心区设计理念为补天阙、修圣道、藏地宫、现双塔、兴佛寺、弘文化，目标是“打造世界佛教文化新遗产，再现当代建筑艺术新景观”,5,是
M33****3167,2023-06-25 发布点评,4月份上旬特地避开旅游旺季去的还是很多人。北方人特别震撼，里面可以说是巧夺天工。期待更多人去观看,5,是
M25****939,2023-06-07 发布点评,非常值得一去，庄严的佛顶宫！提前一天购票，便宜10元。从西门进，8:30开门就进去，选择了进门就坐车去佛顶宫，2分钟就到集散地，再走路、坐扶手电梯，就到佛顶宫，早一点人比较少。,5,是
昂克朗床兀儿,2023-11-06 发布点评,服务态度很好。,5,是
M25****5336,2023-11-06 发布点评,好，值得观赏！,5,是
匿名用户,2023-11-05 发布点评,别有洞天的体验,5,是
m92****39,2023-11-05 发布点评,佛顶宫比较壮观,5,是
威尔百伦,2023-11-01 发布点评,还行吧哈哈哈哈,5,是
M13****420,2023-10-31 发布点评,特别好  风景很美,5,是
M50****8857,2023-10-30 发布点评,很震撼，很厉害,5,是
M50****3030,2023-10-28 发布点评,挺好看的，不错,5,是
_WeCh****82037,2023-10-25 发布点评,牛首山值得一去,5,是
M39****659,2023-10-23 发布点评,禅境大观很震撼,5,是
warx912,2023-10-23 发布点评,值得一看，壮观,5,是
M23****0047,2023-10-21 发布点评,很好玩值得一去,5,是
开飞机的舒克nj,2023-10-19 发布点评,值得一去的地方,5,是
laury,2023-10-17 发布点评,视觉上很震撼！,5,是
梅园社区,2023-10-10 发布点评,好 方便  路线周到,5,是
沁麟天健,2023-10-08 发布点评,非常不错的选择,5,是
沁麟天健,2023-10-08 发布点评,非常不错的选择,5,是
m28****7550,2023-10-08 发布点评,很壮观很有意境,5,是
匿名用户,2023-10-07 发布点评,值得一去的地方,5,是
匿名用户,2023-10-07 发布点评,不错，值得一观,5,是
139****5657,2023-10-07 发布点评,值得一去，震撼,5,是
大鸟巴伯尔,2023-10-06 发布点评,厉害的嘞哦哦哦,5,是
M18****843,2023-10-06 发布点评,好好好好好好好,5,是
_WeCh****770825,2023-10-05 发布点评,很好看，很华丽,5,是
紫云英33,2023-10-04 发布点评,蛮好，风景很好,5,是
M23****7123,2023-10-03 发布点评,十分震撼，壮观,5,是
M32****7905,2023-10-02 发布点评,哈哈哈哈哈哈哈,5,是
M41****937,2023-10-02 发布点评,值得一去，很好,5,是
M33****907,2023-10-01 发布点评,挺好的，推荐去,5,是
_WeCh****69205,2023-10-01 发布点评,环境优美，壮观,5,是
朴加琳傲慢不傲娇,2023-09-30 发布点评,值得去非常壮观,5,是
匿名用户,2023-09-29 发布点评,最好不要夏天去,5,是
vviho,2023-09-29 发布点评,强烈推荐给大家,5,是
138****2807,2023-09-28 发布点评,洗涤心灵的地方,5,是
138****2807,2023-09-28 发布点评,洗涤心灵的地方,5,是
埃尔策吕不韦,2023-09-27 发布点评,很震撼，值得去,5,是
失踪的发卡,2023-09-27 发布点评,挺好的哈哈哈哈,5,是
匿名用户,2023-09-26 发布点评,很不错，很奢华,5,是
M57****98,2023-09-26 发布点评,非常好的地方。,5,是
FHSJEJGVC,2023-09-14 发布点评,南京的牛首山文化旅游区，人工投入很高，景色打卡的好地方,1,是
小姗姗,2023-08-29 发布点评,好看好看哦好看,5,是
M11****511,2023-08-21 发布点评,"出票很快
一直很信赖携程，出游首选，也经常推荐朋友选择携程，很不错
专业的人做作业事情，马上签证到期，首选还是携程，可能是因为用久会很依赖",5,是
伊兰特漆零七,2023-08-17 发布点评,【景色】牛首山文化旅游区，景色优美,1,是
旅行者0001号,2023-08-11 发布点评,值得推荐，之前带老婆一起去过，这次家里人来又去了一次，大榴莲比较给力哦，地下舍利也有幸看到了，值得推荐，有朋友来南京可直接去刷，绝不亏,5,是
_WeCh****109338,2023-08-10 发布点评,很震撼！赞赞赞,5,是
马騳騳,2023-07-24 发布点评,不错很好的景点,5,是
M50****1114,2023-07-16 发布点评,牛首山是一个用钱砸出来的旅游地，豪华但没看到历史底蕴。,5,是
M50****1114,2023-07-16 发布点评,牛首山是一个用钱砸出来的旅游地，豪华但没看到历史底蕴。,5,是
小玫,2023-06-17 发布点评,景色优美自然风景秀丽，有人文景观和自然景观设计理念高大上，震撼全场，景色宜人，值得欣赏！可以足足一整天，有电梯节省体力，有观光车，方便,5,是
局罢指微凉,2023-11-07 发布点评,真正的很不错,5,是
威尔百伦,2023-11-01 发布点评,满意一次约车,5,是
三月春雷响,2023-10-30 发布点评,风景真好很好,5,是
魏同学????,2023-10-30 发布点评,退役军人 免票,5,是
M25****9770,2023-10-20 发布点评,一般难得在携程购景区门票，可正好有购票优惠券，尝试了一下，还真方便，下次看来够门票也要网购了,5,是
_WeCh****209799,2023-10-17 发布点评,非常美的景区,5,是
记得吃早饭0,2023-10-17 发布点评,地宫十分震撼,5,是
匿名用户,2023-10-15 发布点评,很值得一去。,5,是
M79****04,2023-10-12 发布点评,很满意 很喜欢,5,是
_WeCh****035214,2023-10-10 发布点评,还想再去一次,5,是
假笑少女,2023-10-09 发布点评,哈哈哈哈哈哈,5,是
m28****7550,2023-10-08 发布点评,很美很有感觉,5,是
M17****106,2023-10-07 发布点评,很壮观 ，震撼,5,是
202****720,2023-10-06 发布点评,好好好好好好,5,是
202****720,2023-10-06 发布点评,好好好好好好,5,是
匿名用户,2023-10-05 发布点评,值得一去啊！,5,是
M38****7417,2023-10-05 发布点评,值得一去 好看,5,是
M38****7417,2023-10-05 发布点评,好玩 值得一去,5,是
_WeCh****95137,2023-10-04 发布点评,很好完的地方,5,是
M37****854,2023-10-04 发布点评,国庆人超级多,5,是
_WeCh****55368,2023-10-04 发布点评,很不错的地方,5,是
M43****896,2023-10-03 发布点评,很震撼，地宫,5,是
匿名用户,2023-09-30 发布点评,奈斯奈斯奈斯,5,是
贝爷有话说,2023-09-27 发布点评,适合家庭游玩,5,是
zelay22,2023-09-26 发布点评,佛系友友们冲,5,是
少少79,2023-09-25 发布点评,很好 值得一游,5,是
少少79,2023-09-25 发布点评,很好 值得一游,5,是
sojin爱旅游,2023-09-25 发布点评,还可以 很华丽,5,是
南通启东吴彦祖,2023-09-25 发布点评,好好好好好好,5,是
匿名用户,2023-09-25 发布点评,??????,5,是
寶寶Cindy,2023-09-24 发布点评,送上五星好評,5,是
匿名用户,2023-09-23 发布点评,还是挺不错的,5,是
匿名用户,2023-09-23 发布点评,还是很不错的,5,是
金子猪,2023-09-23 发布点评,挺好挺好挺好,5,是
M48****4522,2023-09-22 发布点评,非常非常震撼,5,是
醉人的不是酒,2023-09-22 发布点评,超级超级好看,5,是
youngfull,2023-09-21 发布点评,整体感觉尚可,5,是
youngfull,2023-09-21 发布点评,整体感觉尚可,5,是
100****908,2023-09-20 发布点评,很好很好很好,5,是
M16****170,2023-09-20 发布点评,孩子玩的开心,5,是
M50****1004,2023-09-20 发布点评,景色优美伊人,5,是
匿名用户,2023-08-31 发布点评,总投资100个亿的牛首山值得一去，非常的壮观辉煌，等全部开放还会再去的。,5,是
白开水,2023-08-04 发布点评,非常好的地方,5,是
158****3836,2023-07-03 发布点评,"照片留不住十分之一的美
牛首山还是非常值得去看的！！！",5,是
_WeCh****701715,2023-05-04 发布点评,带娃去的， 景色宜人 景观做的很好 ????特别适合家庭团,5,是
MAD-J,2023-11-06 发布点评,景色还不错,5,是
D24****12,2023-11-05 发布点评,壮观.大气,5,是
M34****5306,2023-11-04 发布点评,还是不错的,5,是
匿名用户,2023-11-02 发布点评,景区好好好,5,是
雕凤阁洋洋,2023-11-01 发布点评,推荐，很好,5,是
