用户名,时间,内容,星级,是否有图片
M24****991,2020-11-30 发布点评,"去的时候天气不好 阴雨又冷
不过这种气质还蛮适合明孝陵的
去的很早加上下雨天 所以平时好多人的石象路那天居然没什么人
整个明陵很不错庄严大气幽静 这般风水宝地难怪成为皇家陵墓
门票很方便直接扫码进 周五还半价体验不错",5,是
M57****426,2017-03-18 发布点评,景区内套票是100元，携程要优惠些。个人感觉明孝陵历史感很浓重，我们是从美玲馆下来去的，顺序弄反了，建议先从山下明孝陵开始，延牌坊，神道进明孝陵，能更深刻感受古代的历史及设计思维。中山陵很大气，免费进入。音乐台很美，鸽子不怕人，体现了人和动物的完美和谐。紫霞湖景色怡人，清风徐徐，很适合休闲歇息。美玲馆再现历史，满足了对他们的好奇。行程上可以在出地铁后坐专2线2元上景区，景区内游览车是一个目的地10元/人，只坐一次不能中途续做。,0,是
猫猫vivian,2023-01-22 发布点评,中山陵没有约上有些遗憾，风景区值得一览,5,是
夏吹夏夜风,2020-07-19 发布点评,"[爱心]东郊绿道

每次都是夜晚看萤火虫，才带大家走这条线路。为了周五的萤火虫，今天又去走了走，看看线路是否有变化，顺便晒晒这里日光下的样貌。",1,是
M47****665,2023-08-12 发布点评,买30元不限次数的观光车，就坐了两站，第一个景点下了，再也坐不上了，每个都排队至少1个小时，体验感极差，再也不会去了,5,是
M48****9699,2023-04-15 发布点评,太大了，走起来累死了，不过风景不错的,5,是
M36****312,2021-03-05 发布点评,时间紧凑，只去了美龄宫和明孝陵，整个风景区很大，景色也很好，遗憾的是去的当天下雨，也很冷，总的来说，还是非常不错的,5,是
_WeCh****510788,2021-06-18 发布点评,和朋友一起去玩的 里面音乐台有很多鸽子 很好看很好看很适合拍照 还有小鹿很可爱 总体来说性价比高 景色不错 有趣好玩 总体也很棒 玩的非常非常非常开心 就是园区太大了 走的有点累总体来说很好玩,5,是
韭菜旅长,2021-05-06 发布点评,雨后的钟山风景很好，空气清新。中山陵庄严肃穆，参观免费需要预约；明孝陵、美龄宫、灵谷景区转转学习历史还可以，趣味性一般；音乐台实在平常，建议取消收费。,5,是
维亚达纳桓玄,2022-08-11 发布点评,景点很大，差不多走了一天才走完，但是里面确实很好玩，还是很值得推荐的,5,是
M52****987,2023-04-04 发布点评,景区很大，风景很美，不错。,5,是
M39****7742,2022-08-24 发布点评,值得一去！开眼界，涨知识！,5,是
sl906,2023-04-10 发布点评,景點是很好，但有客太多。,5,是
沐嫣苒丶,2022-07-03 发布点评,景区比较大，每个景点不靠一起，有的要跑很久，建议打车或者坐观光车,5,是
M43****9775,2021-11-24 发布点评,其实音乐台和灵谷没必要去，美龄宫和明孝陵就够了，还有中山陵也不错,5,是
夏天5588,2021-02-20 发布点评,太大啦，一天没逛过来，环境优美，空气清新，很棒！50元不限次数的电瓶车票有点浪费，不如住一次付一次的钱。,5,是
诗哈柯米,2020-11-21 发布点评,蒲导根据我们游玩的地点，优先推荐了周五来钟山风景区玩，半价，我爸是半价的半价。性价比超值。当然环境更好。,5,是
阿岳AY,2023-04-07 发布点评,景区很大，可以逛一整天,5,是
爱你辰辰宝,2023-04-06 发布点评,还是不错的，套票很好玩,5,是
E06****01,2023-01-31 发布点评,除了人多，其他都和很好,5,是
Cfq1949,2022-03-27 发布点评,风景优美，流连忘返，空气怡人，植被丰富，去了三次了，还想再去。,5,是
M31****781,2021-12-09 发布点评,风景很美，体力好的可一天游完4个景区，如果不赶时间最好分两天。,5,是
wangshuofengxia,2021-12-06 发布点评,一大片景区，环境很不错，钟山这边会相对冷清，需要一天时间都逛完,1,是
M27****7188,2023-02-08 发布点评,推荐不分年纪都可以去,5,是
M40****326,2022-07-21 发布点评,景区免费，缅怀伟人，很有教育意义，风光秀丽，有机会再来看看。,5,是
286****300,2022-05-11 发布点评,景色还市不错的，景区设施也很完善，提示牌页做的很到位，很满意,5,是
138****3630,2021-11-16 发布点评,秋天的南京，美不胜收，最美600米，抓紧时间，错过再等一年。,5,是
M54****477,2021-03-21 发布点评,一次悠闲闺蜜旅行，时间虽短暂但是导游小姐姐安排的明明白白也学会了新的技能，小姐姐讲的特别好，下次相聚,1,是
_CFT01****5306271,2018-02-24 发布点评,钟山风景区很大 买的是套票 游玩了美龄馆、明孝陵、中山陵、音乐台、灵谷寺。如果要认认真真仔仔细细的玩的话，一天有点着急。我们游玩到5点左右 走得急匆匆 看的不是很仔细 这个时间去看 梅花开的不是很多 过几天应该明孝陵里面会很美 最近明孝陵里面有美食节 里面的叫花鸡好吃,0,是
Rainy-vivi,2021-05-08 发布点评,景色不错，有趣好玩，性价比高，总体超赞，明孝陵特别美很值得多花点时间参观游览。,5,是
M23****7130,2020-12-24 发布点评,周五景区半价，但又刚好那天没有太阳，有太阳的话应该会漂亮很多。景区很大，四个景点相隔不远，半价比较划算，全价会觉得不值，中山陵值得一去，音乐台就......有点失望了，去喂鸽子吧,5,是
dilemma小公主,2023-03-13 发布点评,适合带小朋友去！,5,是
Haunt_ing,2021-11-28 发布点评,秋意浓，值得再来,5,是
Samantha Wang,2021-10-10 发布点评,因为钟山风景区范围很大，需要坐电瓶车在几个内部景点之间往返。是很方便的。美龄宫，明王陵，神道，中山陵，等等大家耳熟能详的景区都在这一片。,5,是
206****589,2023-03-12 发布点评,好看梅花人流,5,是
m08****57,2023-08-13 发布点评,旅游车的服务。跟不上。排队的人多车很少，浪费车钱和时间。南京最差的旅游点完全没有服务可言。,5,是
Dustin,2023-04-13 发布点评,很不错的呢,5,是
M28****5486,2023-03-15 发布点评,要走好多路,5,是
M48****2950,2022-02-25 发布点评,玩玩玩玩啊,5,是
M30****4625,2022-02-10 发布点评,适合散散心,5,是
哈雷小哥,2021-06-26 发布点评,到钟山风景区必须买套票，两天内都有效。这样最划算！中山陵是免费的，南京很多景点都是免费的。,5,是
芝麻菠萝油,2021-04-24 发布点评,鹿鹿们很乖，可以放心拍照，有几只趴着非常适合拍照的性价比高，总体超赞，有趣好玩，景色不错，,5,是
我又做梦了,2022-02-02 发布点评,这个地方确实风景不错，就是太大了，一天玩不光，累,5,是
D02****11,2020-12-18 发布点评,"本来只想选明孝陵的票，但一看套票价格，还是觉得不买白不买，对了，周五还半价，所以要看南京的博物馆得选周五，大家明白的啦。
对了，还说一句景区的观光车，按次买比无限次的划算",5,是
难有几分热情,2021-11-08 发布点评,超开心，震撼的中山陵，大爱中山先生，向国父致敬,5,是
京西老朱,2021-04-12 发布点评,够累！但作为老朱家后人。我必须承认，祭祖达成！剩下的比如美龄宫啥的，也算开眼长见识乐。,5,是
m68****23,2023-07-03 发布点评,太夸张，7.1约门票居然显示之后一周都约满，（除了7.4一天可约，有这么畅销所？每天两万多的人流量吗？真心怀疑景区没放票出来,1,是
慕羽风,2022-09-26 发布点评,明孝陵真的不值，中山陵心生肃敬，梧桐大道，没做好攻略，确实很震撼，真的是一句梧桐美，南京遍梧桐，灵谷寺没去成，音悦台不推荐。,5,是
M58****771,2022-08-14 发布点评,中山陵很宏伟。整个景区很大，去的话要做好攻略,5,是
华-Rainbow,2022-03-27 发布点评,值得一去，烟雾缭绕秋意浓浓的南京很是漂亮。,1,是
_ZFB20****7875805,2023-07-25 发布点评,钟山景区很大，细分几个景区，要两天才能走完。电瓶车分两种，一种为景区间接驳车，一种为单个景区内观光车，注意不要买错。,5,是
_CFT0****0612,2023-07-24 发布点评,非常舒服的一次旅行 导游小哥哥非常贴心 给我们推荐当地好吃的美食还有值得去的景点,5,是
匿名用户,2023-07-27 发布点评,"钟山风景区实在是太大了，为了欣赏美景，全靠走路。
有 10 元一次的观光车可以乘坐，中山陵到地铁站那一段实在太远，必须坐",5,是
可爱的丫头2010,2023-04-23 发布点评,这个地方是我本次出行的主要目的地，虽然很多年前去过南京，但是真的哪个景点都没去，这次一定要去钟山风景区看看，中山陵是免费的，但是明孝陵和美龄宫这些需要花钱，但是买通票很划算,5,是
夷维笑笑生,2023-07-28 发布点评,景区很大，增长知识，开阔眼界，适合慢慢行细细品，很值得一来的地方！,5,是
_WeCh****72036,2023-10-07 发布点评,孩子特别喜欢觉得很有趣   每个上面都有昆虫讲解  可以讲给孩子听，出口处还有蜥蜴互动区 门口的蚂蚁超级大  着实很惊喜,5,是
M53****2446,2023-08-06 发布点评,之前做好了攻略，一天转了明孝陵，美龄，宫中山陵，音乐台，灵谷景区,5,是
_m13****3609,2023-10-26 发布点评,六朝名胜古迹荟萃之地，自然与人文的结合。两边的梧桐树好美。。,5,是
海底一万米,2023-08-10 发布点评,方便快捷，不需要取票，直接刷身份证进景区，景区很大，很美丽。,5,是
行走的沙尘暴,2023-10-03 发布点评,整体感觉就是需要两条腿不断的走走走，??????，如果自驾的话还是需要早上早早早的去，这样车才能停到离景区比较近的地方，不然真的要走断腿啊,5,是
西卡JUNG,2022-03-23 发布点评,出票很快 景区比较大 可以按自己需要选择观光车,5,是
hongyuanAA,2021-12-20 发布点评,是一个比较不错的地方，有一些特色景观设计的,1,是
_CFT01****3450097,2021-05-04 发布点评,园区挺好的 值得一逛 一天下来很累 买了套票但是美龄宫和那个寺实在没力气去了，都挺远的 靠走真的有些难 坐了几次小火车 回去的人太多了,5,是
趴在墙头,2021-04-11 发布点评,南京最出名的，我觉得应该算是中山风景区，这里的景色真的是超级好看，最喜欢就是这里的梧桐树了，上面有很多的景点，包括明孝陵，还有美龄宫都在这里。,1,是
lblgp,2022-05-12 发布点评,南京的钟山风景名胜区确实很值得去看一下！,1,是
...:...,2022-04-12 发布点评,挺好玩的，非常适合去走走，价格相当合适了,5,是
巨蟹龙518,2022-01-26 发布点评,预订方便，景区不错，原来五a，现在免费了,5,是
M30****7500,2021-09-30 发布点评,"中山陵,南京很值得一去的地方,很早就听南京的朋 友讲过,趁着国庆刚好跟刚谈的女朋友去南京玩,南 京的朋友接待了我们,玩了一天,晚上朋友强烈推荐 我们去南京的萄趣酒屋,在南京有四个店,我们去了 夫子庙那个店,虽然店铺很小但是酒水齐全,也很热 闹,大家都想家人一样,很温馨,很感动,没找到酒 屋也可以像家一样,真的超喜欢。",1,是
吾自独行独行客,2021-09-11 发布点评,紫金山位于南京市玄武区境内，又称钟山、蒋山、神烈山，是江南四大名山之一，有“金陵毓秀”的美誉，是南京名胜古迹荟萃之地，世界文化遗产——明孝陵所在地，全国首批国家5A级旅游景区——钟山风景名胜区位于紫金山南麓。,1,是
喇个谁,2021-02-19 发布点评,环境优美又富有历史内涵，既体验了自然风光，又感受了文化的底蕴,1,是
eleven road,2020-12-13 发布点评,买了套票但在明孝陵流连过久，以至于其余的景点都错过了，只顾急匆匆赶往天文台。自然风景与人文氛围相得益彰，称得上景区典范。,5,是
简妮妮芙,2020-05-10 发布点评,18年的秋天去的，那是我第一次去南京，第一到钟山。一大早就开始去景区，我一个人在景区暴走了22公里（期间有踩单车3/4公里）。景区真的很大很赞啊，我特别喜欢喷泉音乐台那，坐在树荫下，听着悠扬的旋律，看着飞来飞去的鸽子，闻着阵阵的桂花香，那感觉真的美极了。心情很好。即便是一个人的旅行也很美好！,1,是
sunshine,2017-03-28 发布点评,紫金山又名钟山，位于南京市玄武区，也就是钟山风景区，包括很多部分，中山陵，梅花山，明孝陵，廖仲恺和何香凝墓等很多都是它的一部分。还是很值得去的，除了单独走这些景点外。南京最近才推出的紫金山慢道还是很适合体验紫金山风采的，很适合骑行，南京本地人可以多了解一下。2013年刚推出来不久……,0,是
大头牛牛Zz0503,2016-09-04 发布点评,南京最有名的景点之一。来南京必须去的啊。钟山景区中有明孝陵，中山陵，美龄宫，紫霞湖，音乐台，灵谷景区，我都在点评中一一介绍了，在这就不多说了，想看到我的评论中找就可以。要去的话最好买套票100元全包。我在这里要说一下游览线路。最好的线路是，地铁苜蓿站下，坐景区的观光车到美龄宫，先参观美龄宫，然后走路10分钟去明孝陵博物馆，参观完走5分钟从大金门进明孝陵参观，从大金门进的好处是能按顺序浏览明孝陵，然后坐观光车到中山陵参观，然后去中山陵对面的音乐台参观，最后坐观光车到灵谷景区参观。这样不走回头路，最经济实惠。注观光车每次每人10元。可以步行，就是要脚力好。,0,是
广州丁满,2016-07-13 发布点评,非常大的景区，包含山下的中山陵、明孝陵、灵谷寺等大景区以及山上紫金山、头陀岭等处，如果要认真游玩，两天都未必能参观完。我在一天之内走马观花山下各景区，时间还是比较紧张的，主要以缅怀历史的纪念地为主，但周边的自然环境也很不错。,0,是
小螃蟹???,2016-06-05 发布点评,"明孝陵-神道-四方门-美玲宫-中山陵-音乐台-灵山景区
中山陵不推荐，免费的地方游客多，看到很多无良导游带着老头老太太去爬300层楼梯...无语!音乐台建设中，去了可以休息会。其他景点各有特色，建议游客不要走马观花，给这里5-6个小时，让身心彻底放松一下。",0,是
fx天各一方,2022-01-17 发布点评,***，非常满意,5,是
星期天！,2021-06-28 发布点评,适合红色旅行和健身，瞻仰孙先生，到了那里会感受到什么叫一览众山小，俯瞰南京城。,5,是
沐嫣苒丶,2022-07-03 发布点评,景区比较大，都分散了，有观光车可以坐,5,是
15****060,2022-04-29 发布点评,这是南京最高的山。也是南京市民经常锻炼身体的地方。里面景点很多。全部游玩需要一天的时间。外地游客到了一定要玩一次的。,1,是
m08****57,2023-08-13 发布点评,景区的。观光车很少，还要排长队几个小时，服务根本跟不上。也找不到工作人员。,5,是
yt****wj,2023-01-20 发布点评,啥也没看见那，这就是陵墓吗，就看到石像生，里面就没了？就这也收70的门票？,5,是
wei2002,2022-01-02 发布点评,里面的建筑风格都很恢宏，震撼人心！,5,是
低价物品,2021-10-30 发布点评,值得一去，走的累强烈建议座景区车。,5,是
皮皮皮11,2021-05-18 发布点评,音乐台是这个地方最让人惊喜的地方，鸽子群起环绕在音乐台上翱翔，很美妙的感受,5,是
_WeCh****45907,2018-02-18 发布点评,绿道很好，大年初二，边走边观鸟，鸟儿比较多，环境保护的好啊！拍到了红嘴相思鸟，虎斑地鸫，棕头鸦雀，大山雀，红头长尾山雀，黑脸噪鹛，星头啄木鸟，小鸊鷉与黑水鸡，白头鹎，白鹡鸰。,0,是
泡泡,2022-08-16 发布点评,夏季的游客比较少，整体环境不错。,5,是
温闰,2021-12-28 发布点评,风景真的不错??????????,5,是
库格西孟尝君,2021-01-13 发布点评,景区太大，，景点多，需要提前规划行程和浏览顺序。避免走回头路。景色不错，,5,是
136****3171,2023-03-03 发布点评,产品说明中游览顺序错误??应该是：明孝陵—中山陵—音乐台—灵谷—美龄宫,5,是
little GIANT,2022-06-22 发布点评,南京的好地方之一，景色太美了。,1,是
神明弃我陨落了,2022-01-24 发布点评,很不错的！,5,是
M45****0845,2022-09-04 发布点评,景区交通方便，一天时间就够了,5,是
西卡JUNG,2022-03-23 发布点评,景区很大 可以多预留一些时间逛,5,是
恭禧$發財,2022-01-26 发布点评,整体不错！就是停车不太方便！,5,是
D27****392,2021-10-30 发布点评,到南京旅游第一选择是这里了。,5,是
享受生活2013,2020-11-25 发布点评,整个钟山风景区无疑是非常值得去逛的，无论是什么季节都有它的特色。当然个人认为秋色是最漂亮的，因为这个颜色比较丰富，而且层次感强。,1,是
几个凯,2023-03-05 发布点评,一般般吧，交通也不方便，玩出来打个车都打不到，坐地铁要走二十多分钟,5,是
当地很帅的人,2022-08-18 发布点评,景区太大了，走路走到走不动,5,是
_WeCh****215565,2021-10-31 发布点评,出行方便，出门就是地铁口。,5,是
m****25,2021-05-09 发布点评,买了景区通票，由于时间有限只去了中山陵，明孝陵，音乐台，景区很大，风景很不错！如果时间充足可以溜达一天，景区间有电车也跟便捷！,5,是
15****060,2022-08-07 发布点评,个人觉得钟山风景区是南京最好的景区，里面有若干的小景点。绿化更有特色，也是全国不多见的。到了南京值得一看,1,是
推海Miles,2022-07-17 发布点评,钟山风景区很大，天然氧吧,5,是
wei2002,2022-01-02 发布点评,里面的景色真的很美很美！,5,是
_wech****274913,2021-11-25 发布点评,宝宝很喜欢，可以玩一整天,5,是
她叫钱瘦瘦,2021-07-01 发布点评,风景很好，适合情侣出游，客栈也便宜，古镇很大门票也不贵，周边先吃也很多。风景很好，适合情侣出游，客栈也便宜，古镇很大门票也不贵，周边先吃也很多。,5,是
Leach?077,2020-11-22 发布点评,要是天不下雨，估计整体体验会更好。大家千万不要买**上那个无限次的观光车票。因为这个车票在景区里是不能用的，只能大老远跑到景区外边使用。很坑爹。,5,是
JCGSPK,2020-11-12 发布点评,秋天的孝陵真的美！蓝天红叶??黄叶??，只有自己来走走才能体会。,5,是
世界由我来改变,2022-08-10 发布点评,很方便，身份证一证搞定,5,是
_WeCh****512453,2022-06-15 发布点评,旅游也是生活的一种挑战,5,是
M98****59,2022-06-12 发布点评,民国爱情留下的风情风景,5,是
185****1875,2022-03-06 发布点评,非常大，一定要坐游览车,5,是
139****5991,2020-12-09 发布点评,值得去走走看看！参观一座美龄宫，了解一段历史，初冬的景色很美。,5,是
美丽的大板鲫,2023-08-04 发布点评,景区管理太乱了，交通非常不方便。。。。。。。。。。。。。。。,5,是
美丽的大板鲫,2023-08-04 发布点评,景区管理太乱了，交通非常不方便。。。。。。。。。。。。。。。,5,是
118****217,2022-07-10 发布点评,不错????????,5,是
288****167,2022-01-04 发布点评,还行吧，走走看看停停,5,是
D27****392,2021-10-30 发布点评,到南京旅游第一选择。,5,是
M25****4721,2021-07-01 发布点评,总的来说钟山风景区挺美的，但是有几点不得不吐槽一下：我买的是四个景区的套票，因为景区之间有距离，而且也没有找到景区之间的区间车。我只去了其中二个景点，还有二个因为太累了没有去成挺遗憾的。所以建议大家尤其是年龄大的想去哪个景点直接买票，不用买套票。,5,是
Fcar,2021-05-04 发布点评,到了大景区门口，门口指导人员在问了要直接到明孝陵门口的情况下。引导步行进入明孝陵景区结果一路步行，步行完明孝陵（长生鹿苑等），再也没脚力走后面几个景点了。一定要备注做景区观光车到每个景点。所以希望卖联票时，在注意事项中给予提示。,5,是
WillSum,2020-05-15 发布点评,"钟山也就是大家眼里赫赫有名的紫金山了 这作为南京的重点景区 也是南京这座城市休闲的好去处 
经常可以在任何时段看到有人在这里爬山休息 络绎不绝的人流除了前往中山陵明孝陵的游客外就是市民了 
一些湖泊边新修的栈道和步行道路 让这里显得很有生活化气息",1,是
fcy911,2020-02-14 发布点评,南京最大也是最知名的风景区就是钟山风景区了，钟山又名又称紫金山、蒋山，是江南四大名山之一，金陵毓秀，名胜古迹荟萃。紫金山主峰海拔不是很高，大约四百五十米。南京的地形向来有“钟山龙蟠，石城虎踞”之称，久负盛名。紫金山号称“中华城中人文第一山”。紫金山现在也是老百姓登山的首选，每天都能看到许多一大早就赶过来了。现在从太平门过去，路边修成了人行栈道，更加安全方便。一路登山可以看到美丽的风景。,1,是
tomzhao,2019-06-24 发布点评,坐地铁2号线去的，坐到苜蓿园站下车，出站左转就是景区停车场和售票处。定的是携程的联票，可以刷身份证直接入园。联票包括明孝陵、美龄宫、景谷景区和音乐台四个景点，因各个景点之间距离较远，又买了一日不限次的景交车票，是一个带芯片的手环，可以在各个景区随意搭乘景交车非常方便，票价50元。我是先去的明孝陵，参观了博物馆、神道和大殿，从另一个门出来在停车场坐景交车直奔灵谷景区，参观了抗战纪念馆和灵谷寺，灵谷寺出来已近正午，在灵谷寺对面的灵谷山房品尝了网红素面，味道不错，30元一大碗。接着乘景交车前往美龄宫，这个建筑是蒋公夫人宋美龄在南京的寓所，建筑分为四层，基本保持了原来的格局和陈设，对历史有兴趣的可以仔细逛逛，美龄宫出来左转就是景交车站，搭乘景交车前往最后一个景点音乐台。音乐台位于中山陵旁边，建于1932年，是一个扇形的照壁加一个圆形的广场，有音乐喷泉和很多鸽子，可以买一包鸽食喂喂鸽子，呼吸一下新鲜空气。参观完音乐台在门口乘景交车直接给送到地铁2号线的下马坊站，结束一天的游览。总之钟山景区风景优美，历史人文氛围浓厚，管理规范工作人员热情负责，是一个很值得游览的景区。,5,是
E55****021,2017-10-31 发布点评,"钟山风景区是南京的老牌旅游圣地。中山陵、灵谷寺、明孝陵，都是著名的景点。不过，这次仅仅搭乘了紫金山索道，游历了美龄宫。
搭乘索道直上头陀岭，登紫金之巅，观金陵颜色。游国民政府主席官邸，追忆逝去的民国往事。",0,是
M45****1429,2022-08-21 发布点评,还不错 天气凉点再玩,5,是
zz****xj,2022-08-13 发布点评,很方便，直接进园。,5,是
M41****0860,2022-08-06 发布点评,比较满意的一次游玩,5,是
M12****629,2022-05-05 发布点评,风景秀丽，钟灵毓秀,5,是
fx天各一方,2022-01-17 发布点评,***，非常满意,5,是
M34****6945,2022-01-03 发布点评,很值得来这里看看。,5,是
M58****771,2022-08-14 发布点评,太震撼。值得一去,5,是
神明弃我陨落了,2022-08-13 发布点评,很不错的一次体验,5,是
_WeCh****076353,2022-08-07 发布点评,服务人员态度很好,5,是
_WeCh****944030,2022-07-23 发布点评,很大，很有历史感,5,是
M31****323,2022-07-20 发布点评,简单方便，易操作,5,是
M47****7983,2022-07-11 发布点评,很不错的旅游景区,5,是
118****244,2022-04-20 发布点评,很好，推荐出去玩,5,是
M48****395,2022-02-22 发布点评,不错啊，值得推荐,5,是
232****194,2022-02-06 发布点评,圣诞去特别有意义,5,是
子龙天下任我行,2021-11-20 发布点评,有事情耽误没去成,5,是
塔普郭嘉,2021-08-25 发布点评,钟山风景区位于南京市玄武区紫金山，简称钟山风景区，是中国著名的风景游览胜地、首批国家级风景名胜区、首批国家5A级旅游景区、国家森林公园、国家文明风景名胜区、中国旅游胜地四十佳。,1,是
轻舞飞扬,2021-07-10 发布点评,中山陵，致敬中山先生，要去看看，景区要买车票，不然累死，,5,是
Emiliekrrr!,2021-04-12 发布点评,总体还是可以的，就是要走很多的路呢……千万别做什么出租车！坑子！！！建筑物的梁顶那里都很好看。景色不错，有趣好玩，性价比高，总体超赞，不得不说真不错！！！！,5,是
Freda,2022-10-17 发布点评,很漂亮，很舒服,5,是
M45****1429,2022-08-21 发布点评,不错不错  继续玩,5,是
138****9847,2022-08-04 发布点评,不错，不错不错,5,是
130****0059,2022-05-29 发布点评,踏春散步很舒服,5,是
M48****395,2022-02-22 发布点评,好评，值得推荐,5,是
118****459,2022-02-07 发布点评,好地方，太美了,5,是
M43****9775,2021-11-24 发布点评,值得瞻仰的地方,5,是
笑看风云淡rexlee7777,2023-10-02 发布点评,还可以吧，中规中矩,5,是
笑看风云淡rexlee7777,2023-10-02 发布点评,还可以吧，中规中矩,5,是
吃喝玩乐小呆拉,2023-09-11 发布点评,"很大！！环境很好 很适合画画采风 
需要穿舒服的鞋 准备好大量徒步",5,是
匿名用户,2023-08-11 发布点评,除了堵车，景点质量都没毛病。南京，还是一座值得推荐的城市，,5,是
STARKID,2023-07-28 发布点评,"内含多个著名景点，需要注意游览时间！
景色不用说，非常美丽！",5,是
Koffia＿小cool,2023-10-03 发布点评,"考虑到假期人流量大，导游时刻在帮忙指导到达景点的便携的方法，很细致。
讲解也很通俗易懂，辛苦辛苦。",5,是
_WeCh****470579,2023-09-05 发布点评,"来南京必去中山风景区 套票很划算
风景也很美 值得去，很好看",5,是
小王找我去搬砖,2023-10-22 发布点评,"景区很大一天逛不完
就是交通不太方便
但是风景很棒
南京好多树好多猫
下次想在草坪上晒太阳了
还有好多梧桐树
不愧是枪别人东西给老婆种梧桐的男人",5,是
M34****4203,2023-05-02 发布点评,一天走4w步左右，累。灵谷景区只看了塔就出来了。明孝陵要走走神像大道，看看孝陵，孙权纪念馆；美龄宫随便逛逛；爬爬中山陵，再去音乐台看看鸽子飞舞很治愈！,5,是
M53****325,2023-10-19 发布点评,十月一真不建议去，人挤人，一个美龄宫都是人，这次南京之旅很伤心，中山陵也一般化，朋友去的牛首山还不错，推荐南京大屠杀纪念馆,5,是
Souler-cool,2021-11-21 发布点评,非常不错的选择,5,是
拾起你悲傷,2021-11-10 发布点评,非常不错的景区,5,是
Hitori??,2021-10-09 发布点评,跟朋友走在钟山风景区，共同的想法就是，这里太适合养老了！！如果老了，一定一定每天都会来这里走走，看一年四季不同模样的明孝陵，缅怀先烈。,5,是
M39****4708,2022-08-03 发布点评,不错不错不错,5,是
M39****4708,2022-08-03 发布点评,不错不错不错,5,是
M39****4708,2022-08-03 发布点评,不错不错不错,5,是
M50****9363,2022-07-28 发布点评,很好玩很喜欢,5,是
M46****5628,2022-06-14 发布点评,感觉挺好的。,5,是
aa勇敢的心11,2022-06-11 发布点评,非常棒非常好,5,是
M48****8282,2022-05-14 发布点评,值得去的地方,5,是
M48****395,2022-02-22 发布点评,浩浩荡荡悠悠,5,是
青柠955,2022-02-09 发布点评,不错不错不错,5,是
_WeCh****628552,2021-11-20 发布点评,值得打卡 推荐,5,是
_WeCh****507195,2021-11-13 发布点评,可以可以可以,5,是
歌咏祝福,2021-10-30 发布点评,很好很好很好,5,是
m33****0016,2021-01-21 发布点评,总体超赞，性价比高，有趣好玩，景色不错，很适合家庭出游，较轻松。走不动路也有景区观光车可以乘，交通方便。打车也很快。买联票比较划算。,5,是
300****826,2022-10-21 发布点评,很好还回来,5,是
索马里飞行员,2022-10-08 发布点评,就是太累了,5,是
M45****7431,2022-09-21 发布点评,巍巍中山陵,5,是
M53****408,2022-08-15 发布点评,风景真不错,5,是
_CFT01****1195277,2022-07-18 发布点评,很好的景点,5,是
推海Miles,2022-07-17 发布点评,玩的挺好的,5,是
268****622,2022-07-02 发布点评,方便的旅游,5,是
是寒塘啊,2022-06-19 发布点评,很值得去～,5,是
M42****442,2022-03-20 发布点评,风景挺好的,5,是
M48****395,2022-02-22 发布点评,很棒很好，,5,是
M29****5825,2022-02-05 发布点评,还算可以吧,5,是
kuyu215,2022-02-03 发布点评,比现场便宜,5,是
蛋炒饭的亲吻,2021-12-27 发布点评,。。。。。,5,是
王者945,2021-12-15 发布点评,不错666,5,是
wei000,2021-12-06 发布点评,南京必去。,5,是
Haunt_ing,2021-11-28 发布点评,不一样的秋,5,是
Haunt_ing,2021-11-28 发布点评,不一样的秋,5,是
Z先森,2021-11-27 发布点评,性价比不错,5,是
_WeCh****295408,2021-11-01 发布点评,.....,5,是
贾维斯的喵喵日记,2021-11-01 发布点评,笑死了哈哈哈，明孝陵白色梅花鹿发出的是猪叫，我以为我听错了，结果我看到抖音有个视频也是猪叫??哈哈哈下次还要去看梅花鹿，我好爱??,5,是
e39****80,2020-11-08 发布点评,景色不错，秋天的钟山风景区好多人，多到你怀疑人生，美龄宫下午1点半要排队入场，爬上灵谷塔好累，主要都是圆形，但是拍照是不错的选择,5,是
莹子爱旅行,2021-02-16 发布点评,来南京必去的地方，中山陵，灵谷，明孝陵，美龄宫，一天可以游完。中山陵不需要门票，但需要提前在网上预约参观时间，不然是进不去的,5,是
清源之家,2021-02-07 发布点评,风景秀丽，景点众多，5A景区。值得多次游玩。,1,是
莹子爱旅行,2021-02-16 发布点评,来南京必去的景点，中山陵，灵谷，明孝陵，美龄宫，一天可以游完。中山陵不需要买票，但需要提前在网上预约时间，不然是进不去的。,5,是
M41****1066,2021-05-21 发布点评,第无数次来钟山风景区了 但还是好玩的 ，因为是买的景区的联票，说实话一天的时间玩遍是真的很累，中途去灵谷寺的时候实在扛不住了 就坐了景区的小汽车，真的挺坑的.个人觉得现在中国的很多寺庙都是假的，里面所谓的和尚，其实都是工作制了，其他的景区挺好玩的，除了这个灵谷寺！,5,是
憩桥小主,2021-05-06 发布点评,我们在景区住了两晚，所以买了联票、分两天前往各景点。（联票是要在2天内用完。如果再增加些景点，并把票期延长至相应天数使用，如3天联票、4天联票，就更好啦）。如果是散客、脚力不济、又是节假日当天来回的，以上景点恐怕一天跑不完。,5,是
