用户名,时间,内容,星级,是否有图片
侠小鹿,2016-10-05 发布点评,南京第一站，南京博物院，觉得南京是个历史悠久的城市，希望自己的二日游，能让自己对这里了解更深，怀着对历史的尊敬和好奇来到这里，果然没让自己失望，同时也深深感叹自己懂得太少，追随着历史走了一圈，感叹祖先的智慧和祖国的历史悠长，读史使人明智，南京经历了这么多，大街小巷的名字都充满着历史感也不足为奇～还有民国馆，好棒,0,是
爱吃肉的猫,2016-10-04 发布点评,对历史充满乐趣的小伙伴千万不能错过的经典之一哦！博物院的参观是免费的，但有不定期的收费主题展览。我觉得最溜的要属于地下负一楼的民国馆和数字展览馆，真的超级炫酷。喜欢复古风格的小妹妹，千万要穿的复古一些去民国馆去拍一些美美的照片呀！,0,是
听足音,2022-07-15 发布点评,南京博物院位于江苏省南京市玄武区中山东路321号，是中国三大博物馆之一，其前身是1933年蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆，现为国家一级博物馆，首批中央地方共建国家级博物馆，全国重点文物保护单位。其建筑造型古朴优雅，大殿为仿辽代建筑，本身也是一件大文物。,1,是
胭脂2021,2022-03-04 发布点评,"南京博物院 是中国创建的最早的博物馆之一，它与北京故宫博物院、台北故宫博物院并称为中国三大博物馆。（南京博物馆是免费的，而后两个博物馆是收费）的） 南京博物院的前身是1933年由蔡元培倡建的国立中央博物院，发展至今，可谓历史悠久。
  南京博物院的大殿是仿辽代宫殿式建筑，博物院按“一院六馆”的独特布局，划分为：历史馆、艺术馆、民俗馆、数字馆、非遗馆、民国馆，馆藏文物有43万余件，其中有18件为镇馆之宝。中华民族五千年的文化，五千年的传承，在历史悠久的长河中留下了许多印记。可以说，博物馆象征着一个国家的文化。
     
“以史为鉴，可以知兴替”博物院里的每一件文物的生命轨迹都让人为之叹服！",1,是
M49****387,2023-05-14 发布点评,导游姐姐讲解细致耐心，非常幽默，游览结束还给了一些南京游玩的建议，感谢??,5,是
159****6131,2023-04-26 发布点评,讲解细致风趣,5,是
血落若夏,2023-07-07 发布点评,南京博物院其实是江苏省级博物馆，前身是民国时期的国立中央博物院，所以历史文化底蕴深厚。,1,是
一颗小白菜120,2023-05-21 发布点评,杨老师的历史知识非常全面，从远古到近代史侃侃而谈，很不错的体验,5,是
临轩听潮,2023-08-01 发布点评,整个行程安排非常合理，天气也给力，大家玩的都很开心。,5,是
大唐苏军,2022-12-20 发布点评,当然值得去，南京最好的人文学院，南京博物院占地十三万余平方米，为“一院六馆”格局，即历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆。另全院设“六所”的研究部门，即考古研究所、文物保护研究所、古代建筑研究所、陈列艺术研究所、非遗保护研究、古代艺术研究所，并设有中国博物馆中唯一的民族民俗学研究机构，其中文物保护研究所被称为“文物三甲医院”，是中国纸质文物保护国家文物局重点科研基地。南京博物院拥有各类藏品432768件（套），珍贵文物371032件（套），叹为观止啊！,1,是
M33****5213,2023-09-06 发布点评,这次第一次南京博物馆感觉不错，收获多多,5,是
M31****8712,2023-05-01 发布点评,徐导知识广博，风趣幽默。让南博之行受益良多，更加了解中国的历史和文字的强大。让人如沐春风，身临其境。小朋友也通过此行更加热爱学习。徐导反复强调少年强则中国强！,5,是
老鼠的爱,2016-09-08 发布点评,景点特别大，展品也特别多，而且门票是免费的！去的时候换票的地方很多，只要带着身份证，可以随意去哪个门口领，表面就三栋房子，其实地下是联通的，所以很大，对南京，整个江苏的历史介绍非常详细，民国街也很有意思！值得一去,0,是
莫其,2016-08-22 发布点评,"刚开始还一直纠结是博物院还是博物馆，到大门口时，才看到，后来才知道全国称作博物“院”的仅有故宫、南博，是全国第三大博物馆。里面有历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆，有盗墓笔记里面的金缕玉衣哦

Ps:里面WiFi信号杠杠的",0,是
E42****309,2016-08-21 发布点评,南京博物馆是以朝代为主题分馆的，除此之外还有书法馆、数学馆，博物馆内的动线规划做的很好，人多但是不会拥挤，馆藏分类也不错，馆内还有3D动画，仿如古人真的就在眼前一般，特别是项羽与虞姬的爱情故事，以影子的舞蹈刻画一齣爱情经典。民国馆很应景，是互动最多的馆，有许多民国风味的商店、街铺，老板们也都穿着民国初期的服饰。,0,是
_WB3****704,2016-07-20 发布点评,非常棒！私以为是国内最棒的博物馆。馆藏丰富且展出众多，游客也不是很多，还有许多小的特展。印象最深刻的民国馆，模仿民国时期的建筑，卖一些当地的特产或儿时记忆，很好玩。逛了一个下午，仍然有很多没有看到。非常想来第二次！,0,是
FlowerBoyHH,2016-06-21 发布点评,南京博物院非常值得去参观，凭身份证是免费取票的，周一下午闭馆，我们周一上午急急忙忙赶到，幸好时间还是很充足，三个小时后将所有场馆都看了一下。馆内扩建后的装修风格跟北京首都博物馆类似，大气且有韵味。不过安检不是很严格，馆内工作人员对游客得约束力度有限，很多小朋友大吵大闹，部分游客开闪光灯拍照不仅伤害文物还影响其他人参观。,0,是
回雪飘摇,2016-04-22 发布点评,"凭身份证进门右手边感应取票入门。
里面有六个馆，设计非常棒，馆内有残疾车儿童车可以租借，整个馆设计古色古香。里面的洗手间非常干净而且每格厕所都有厕纸，外面有饮水机。
强烈推荐大家去南京旅游的时候把这里加入行程！ ！！",0,是
_zx403****408303,2016-03-25 发布点评,四点就截至换票，五点清场，下午去的朋友看着点时间，里面内容丰富，时间短只能走马观花，南京博物院经常会有主题特展，今天看了合和展和英国的乔治时代展，中西方兼顾，还有钟表展，非遗展，可以买自己喜欢的物品，很接地气，办得非常好，民国街尽头的茶馆每天都有演出，，非常棒,0,是
攀登山峰的人,2020-08-24 发布点评,南京博物院，我个人去过很多次，今天我所分享的视频是南博从春秋到秦汉的青铜器文化展览，周天子所定下的九鼎八簋，青铜器非常精彩，上面的饕餮纹清晰可见，国内很少见！,1,是
阿双双君,2018-02-08 发布点评,精美绝伦的琉璃塔拱门及配件 流畅隽秀的竹林七贤砖画 从人类起源到现代文明 在这里仿佛跟随时间长河慢慢往前看 展馆布置很棒 民国馆很有特色 而且里面出售的商品非常漂亮 是很好的文创产品 值得多去的博物馆 很大 一天逛不完,0,是
Jane有一只流浪猫,2017-10-08 发布点评,必去之地，没有任何理由。想要了解任何一座城市，最好的地方就是当地的博物馆。而南京的博物馆，真的不同于其他地区，特别值得细细回味。尤其喜欢民国馆，留声机里传来“如果没有你～”的音乐，让人真的有种错觉。,0,是
阿双双君,2018-01-30 发布点评,非常棒 不愧为六朝古都 馆藏展品相当多 一整天是逛不完的 历史馆按照人类社会进程布展 特别清晰能记住各种时间段 欣赏各种巧夺天工的技艺 数字馆非常直观能了解典故 民国馆仿佛穿越 体验超好 特展也很不错 非常棒 值得多次去,0,是
南派穆幕,2017-11-11 发布点评,南京博物院里面的展品非常多，而且大部分都保存的很好，博物馆的整体布局设计也都非常有新意，来这里除了看展品以外，特别推荐去一下数字馆里的民国老街看一看，人工还原的民国一条街非常有意思，也很适合拍照,0,是
峰度06,2017-08-09 发布点评,强烈推荐来南京的朋友一定要去南京博物院看看，几千年的文化历史底蕴在博物院能一探究竟，非常值得推荐，来了南京几次了今天才有时间一了心愿！,0,是
vivienvivien,2018-02-18 发布点评,想要了解更多南京的文化底蕴，必须参观全国第三大博物馆——南京博物馆~配合最近很火的国家宝藏，更加明白博物馆的重要性。江南文化源远流长，博物馆藏品种类繁多，还等你慢慢去品鉴~,0,是
洛洛0428,2017-10-06 发布点评,不需要门票，免费！中国第二大博物馆，非常有参观意义，主楼有很多个馆，根据文物年代远近而划分。偏厅是些近代艺术家的作品展，地下一层是民国馆，两侧都是民国建筑物的一条街，灯火辉煌的，像拍电影一样。,0,是
e34****89,2016-07-30 发布点评,南博号称国内前三，名不虚传，但有些著名展品不一定能看到，要么去了外地交流，要么处于保养期，要么没有参与轮展。总之看不全，上次去还有转心瓶，可惜没拍照。地下街区仿民国建筑相当小清新，可以去转转。,0,是
吾心自足,2018-02-23 发布点评,先在江苏文惠网上预约，在自助取票机上取票，可以凭身份证或预约号码两种方式，游客中心和历史馆的服务中心均可取票，特展“养心斋”在三楼11号展厅，票价30。人多，小孩子多，吵吵闹闹，无法仔细看。,0,是
好风暖云??,2017-08-31 发布点评,凭身份证免费参观，不要太大太丰富。图片是我喜欢的坛坛罐罐，还有很多其他各种馆，还有民国馆，是一条街的模式，可以拍照，特别有feeI。用一整天时间也不嫌多，建议做好充足准备，一定可以收获多多。,0,是
雷神公爵,2018-02-20 发布点评,非常大的博物院，分为历史馆，数字馆，特展馆三大馆，展品丰富，号称中国第二大博物馆。凭身份证取票，免费的，人山人海，喜欢历史而且不怕挤的话，强烈推荐。,0,是
Judy****010,2017-02-03 发布点评,博物馆展品超级丰富，而且展馆布局合理，指引顺畅，我们全家都非常喜欢，可惜这次行程太紧，人也太多，没能细细观看，有点遗憾，下次再去南京时好好再看看。,0,是
自在的大叶子,2016-04-12 发布点评,藏品丰富，展览布置科学。四个展馆里，艺术馆很震撼，民国馆很逼真，特展馆很用心，历史馆很厚重。服务设施也挺齐全的。总之五星好评。,0,是
selma1982,2020-04-24 发布点评,中国只有三个博物馆被称之为博物院，南京博物院就是其中之一，所以可见其藏品的优秀程度，而且这个博物院不仅仅是藏品众多，而且还是集娱乐休闲于一体的地方，比如说很多地方都可以带孩子进来互动。,1,是
橄榄树2019,2019-12-18 发布点评,南京博物院分历史馆，特展馆，民国馆，非遗馆，民国馆是网红，原来是实景布置，让人恍若时光倒流，还有小戏院，买上一份10-12的小零食，可以坐着看戏,1,是
当当猫,2018-01-25 发布点评,来南京玩很大一个原因就是为了这个博物院。博物院面积挺大，走马观花也要大半天。镇馆之宝没有全部看到。赶上好几个游学团队，小学生到处乱跑，影响参观。,0,是
M22****839,2020-07-10 发布点评,不错不错，可以去开开眼界，每次去一个城市玩，博物馆是必去的，有许多展厅，文物特别多，真的特别多，多到怀疑人生不值钱系列了。,1,是
努力的三号,2020-08-07 发布点评,南京博物院是这次南京之行最大的收获了，现在有一种说法，就是中国有三大博物馆，首当其冲的当然就是北京故宫博物馆，还有台北故宫博物馆，第三个当然就是南京博物院，前两个之前都去过了，所以对于南京博物院还是有期待的。,1,是
wbclawyer,2019-11-05 发布点评,到南京博物院游览后发现，南京博物院和南京博物馆是两码事，南京博物院坐落于南京市紫金山南麓、中山门内北侧，占地13万余平方米，是中国第一座由国家投资兴建的大型综合类博物馆、国家一级博物馆、首批中央地方共建国家级博物馆。南京博物院的大殿，建筑为仿辽代宫殿式，由著名建筑师徐敬直设计，经建筑大师梁思成修改，整个大殿雄伟壮观，是近代建筑史上的杰作。南京博物院收藏各类文物40余万件，其中国宝级文物、国家一级文物1062件，除了常规展馆，珍宝馆是南京博物院艺术馆的馆中之冠，展品多为南博的一级文物和国宝级文物。展品囊括了各个时期的文化精髓，既有良渚时期的玉杯玉琮，也有明代的镏金喇嘛塔，清代的翡翠朝珠。整个博物馆规模宏大，可以刷身份证直接现场预约参观，非常方便。,0,是
_wf****982,2019-10-05 发布点评,"南京两日游，第一站就是南京博物院。从央视的国家宝藏栏目知道了南京博物院，藏品在国内属于前三位的。这次一见真的是名不虚传，强烈建议小学阶段的孩子去看看。

~  南京南站搭地铁，3号换2号，4块钱，到明故宫下车，步行几分钟。地理位置方便出行。

~ 关注公众号，提前预约门票。免费参观。

~ 一定要听讲解，微信可以听，或者租讲解器自动讲解，20块一人。我是租讲解器的。

~几个历史展厅，是根据朝代分的，把中国历史上几个大的朝代一起来讲的，比如，秦汉，唐宋。对当时的江苏历史，出土文物，都有介绍。我家小朋友对这几个朝代都有略微了解，听的津津有味。

~ 博物院内的纪念品品质不错，价格也合理。冰箱贴，仿真瓷器，文具。小朋友都很喜欢。

~民国风情馆还原了民国时期，沿街有一些纪念品商铺。只有一家饮食店，意大利面看着不咋滴，但热狗真的很好吃！

~老茶馆，国庆期间每天都有京剧表演。花钱买个花生等小吃，就可以进去喝喝茶瞌个花生瓜子，看看戏。

~ 艺术馆，有国画书法展厅，还有个塑像展厅。很多墓葬塑像。我们也花了半个多小时。

~数字馆，快速通过。


去过很多博物馆，南博真的很赞。对于了解一些历史的孩子而言，是个值得去的好地方。",0,是
时间煮雨我煮茶$,2019-08-29 发布点评,南京博物院位于南京市玄武区中山东路321号，简称南院或南博，是中国三大博物馆之一，其前身是1933年蔡元培等倡建的国立中央博物院，中国第一座由国家投资兴建的大型综合类博物馆。去南京 博物馆一定要去看看，毕竟六朝古都历史文化底蕴深厚。,0,是
T恬T恬,2019-08-09 发布点评,不需要提前预约，去了自助很方便，几乎所有馆都看了，主要看了艺术馆，分两层，书法、绘画、雕塑很多作品，数字馆适合孩子增加乐趣，很好玩，民国馆像穿越了一样，不错的体验，还有戏曲表演，衍生的产品也都不错。一饱眼福，不愧是仅次于国家博物馆的中国第二大博物馆！,0,是
VV云云,2019-07-27 发布点评,"南京博物院。吸取昨天连景区都挤不进的经验，今天提早出发，但依然人很多，队很长。我们很取巧、很幸运地进入博物院。其实，博物院里的人不算太多（人都在外面排着队），参观环境绝对比陕西博物馆、河南博物馆要好很多。
南京博物院有着很高的江湖地位——是中国创建最早的博物馆、中国第一座由国家投资兴建的大型综合类博物馆。事实上，它给我们的整体印象也非常好，藏品众多，十分精致和惊艳。我甚至认为，它是仅次于故宫博物院，最值得游览的综合博物馆。
镇馆之宝——明洪武釉里红岁寒三友纹梅瓶。这是现存惟一一件带盖子而且保存完整的洪武釉里红梅瓶，所以特别珍贵。
最意外的是，南京博物院的网红打卡点居然是民国馆。简直以为自己乱入了横店影城，复古的街道、民国风建筑和摆设，重塑了民国时期南京街道的繁荣景象。可惜的是，人实在太多太多，各种摆拍，只想速速逃离！",0,是
我爱媛宝,2019-07-26 发布点评,来之前打算一个小时出来，没想到这么大，赶上今天南京暴晒特别热，地铁走到博物院简直了。南博真的是值得带孩子来的，从历史观到那些镇馆之宝，整整三个小时了解了中国也了解了江苏的历史。南京也是一座古都。真的很棒！,0,是
路小不,2019-07-06 发布点评,"要了解一个城市的历史一定要去这个城市的博物馆，南京博物院是中国三大博物馆之一，简称南院或南博，南京博物院是大型综合性的国家级博物馆、国家综合性历史艺术博物馆，现为国家一级博物馆。
南京博物院占地13万余平方米，为“一院六馆”格局，即历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆。六馆各有特色，其中个人最喜欢的就是民国馆了。",0,是
小蜜桃爸爸爱遛娃,2019-05-31 发布点评,南京博物院是中国三大博物馆之一，其前身是1933年蔡元培等倡建的国立中央博物院，是中国创建最早的博物馆。去南京博物院，可以乘坐南京地铁2号线到明故宫下来，然后步行5分钟就可以到达，南京博物院每周一开放时间是早上9点到中午12点，其余时间的开放时间是早上9点到下午5点，游客免费参观。南京博物院面积非常大，一共分为历史馆、特展馆、数字馆、艺术馆、民国馆、非遗馆六馆。游客参观路线为历史观——数字馆——特展馆——艺术馆——民国馆——非遗馆。认真参观的话，可以在南京博物院内游览一天，游客的话，走马观花也能参观2-3小时。进入南京博物院的时候，游客可以去游客中心租借讲解器，讲解器是免费的，但是要用身份证来租借。,0,是
M54****784,2019-05-03 发布点评,我去过的数字化，场景做的最好的博物馆，藏品数量众多，特别要赞一下智慧讲解，真心不错，它完全可以弥补五一没有人工讲解的遗憾，里面的工作人员也很不错。长知识，涨见识，很享受，假如不是因为时间的缘故，可以呆上一整天。另，需要网上提前预约。,0,是
不胖的胖妹妹,2019-04-12 发布点评,享誉世界的大型综合性博物馆，规模宏大，藏品众多，是到南京游览的必到景点之一，这里有多个展区，向参观者展出很多江南地区出土的珍贵化石、文物及名人字画、瓷器等艺术品，而最有特色的是位于地下一楼的民国风情馆，整体再现了那个年代的历史风貌。,0,是
cyswlcmh,2019-02-18 发布点评,"南京博物院位于南京玄武区中山东路,是大型综合国家级博物馆,周一下午闭馆,凭身份证免费取票参观,服务台可租导览器,10元，20元，30元三种，有历史馆，特展馆，数字馆，艺术馆，非遗馆，民国馆，本人喜欢民国馆和数字馆，里面有个老茶馆，1月中旬去的时候是京剧专场，每天下午2-4时有演出，进门时需要选茶水，10元即可进入，座位随便座，表演很精彩。里面有吃饭的地方，逛一天感觉不太够",0,是
呼呼猫520,2018-11-30 发布点评,为了有充裕的时间逛南博，特意住在离博物馆五分钟距离的酒店，前后来参观了两次。平时在博物馆偶蹄动物很少看见鹿，这里看到鹿的化石、铜灯，还有一件国家一级文物青铜鹿被借出外展了。历史馆B1有参加国家宝藏的三件展品的相关文创产品，个人觉得大报恩寺琉璃拱门的明信片设计的很美，三元一张，其它产品性价比不高。关注南博微信公众号，很多展品可以免费听讲解。个人觉得历史馆和特展馆比较有看头，民国馆可以忽略，就是一条商店街。图12是件冰箱贴，里面附带多肉种子可以种植在里面。,0,是
望潮_wichael,2018-11-30 发布点评,因为《国家宝藏》而特意前来游览，不同于其他博物馆按照类别区分，南京馆是按照时间顺序呈递给大家的，除此之外还有趣味性的电子馆以及游乐性的民国馆，很有意思。只有一点，南京博物院不让带自拍杆，今天恰巧寄存箱满了，人工寄存的那个服务人员（胸牌编号：320107）态度嘛，大家懂得，对游览心情还是有一点影响的。,0,是
HelloMissKing,2018-08-30 发布点评,还是很值得去的，门票免费的。里面有租用自动讲解器的，我觉得还是有必要租用一个的30块钱，良心价。很大，有历史馆，数字馆，艺术馆，民国馆，非遗馆等，还是很值得仔细逛逛的。要是认真逛下来，估计要五六个小时。我去的时候人很多。只逛了三个小时。下次有时间计划乘淡季，一个人慢慢的走一遍。推荐大家去看看。,0,是
过年不回家,2018-06-09 发布点评,"自从国家宝藏播了以后，就很想打卡各大博物馆，之前因为懒，错过了好几个，这次正好博物馆和酒店在同一条地铁线上，也没几站，就去了。
南京博物院也是采用身份证登记取免费票。
里面大部分也都是瓶瓶罐罐，青铜器，兵器。不得不说古代的手艺真的太N13了。
大报恩寺琉璃拱门，很壮观，可惜只有一半，还是修复的，太可惜了。
镇院之宝青花寿山福海纹瓷香炉，有个专门的展厅。地位不一般啊。
国家宝藏上展出的三件展品只看到了2个，没看到世界地图。
多逛逛博物馆，看看古代的技巧，还是很有意义的。",0,是
周游列国,2018-05-20 发布点评,在南京的钟山脚下，在民国时期就建立了一个现代博物院-南京博物院，这是我国第一个现代意义的博物馆及研究院，大大促进了我国博物馆业。现在南京博物院有六个馆，分别为历史馆，绘画馆，现代数字馆，瓷器馆和书画馆。,0,是
Geographer,2018-05-19 发布点评,坐标在南京航空航天大学对面，明故宫附近，凭身份证入园，免费的呦，名字很大气，博物院，是好几个馆共同组成的，主管里面展出了江南地区的发展史和各个朝代的历史文物，还有一个民国馆，地下的，弄成了仿民国街道形式的，可以去回味一下民国时期的南京，总体很不错，值得去看看,0,是
187****0666,2018-05-02 发布点评,每到一个新的城市，孩子们必去当地的博物馆，南京博物院更是向往已久的，不愧为国内三大博物院之一，非常值得推荐！扫身份证取票，方便快捷，性价比超高！民国馆更是让人流连忘返！喜欢那里的调调。下次还会继续深度游博物院，期待！,0,是
138****0567,2018-04-08 发布点评,南京博物院别的馆都不错，但是千万不要相信什么攻略说：民国馆好评，里边除了卖东西的就没啥别的东西，不如什么什么玉器馆、青铜啥的，能真正体验古时人文艺术手工艺发展水平，个人很觉得民国馆简直就是糊弄小孩子的，建议大家不用花时间费在找民国馆了，不如踏踏实实看看真正的古时工艺品。,0,是
M16****605,2017-12-10 发布点评,一座城一个故事，绢画细腻的工笔讲述动人故事，镇馆之宝青花瓷精致的为之赞叹，民国的商贸繁华兴隆，数字时代展现未来，南京博物院的故事在等你。。。,0,是
M61****15,2017-10-27 发布点评,"历史馆值得每个人去还有银楼玉衣，各种东汉西汉出土的文物，还有小朋友游玩的场所全部免费。
南京博物馆的服务态度真的很好，有免费轮椅婴儿推车寄存行李服务方面很人性化",0,是
木头鱼123,2017-08-20 发布点评,"中国第二大博物馆，不是浪得虚名，这次南京游玩共五天，就有两天半交给了南京博物院，历史馆的藏品很能代表各个时期，能感受到中国文化的博大精深，古人真聪明！为解说词点赞！解说是我游览的博物馆中最好的。特展馆很棒，展品精致。古代的贵族简直是穷奢极欲呀！
缺点，工作人员素质良莠不齐，有些很好，有些很不耐烦，说话凶巴巴的。吴越春秋，汉家故里有些生辟字读不出来，小朋友问得很冒汗！",0,是
鲤鱼精精精,2017-01-30 发布点评,第一是免费参观，大年初三人超级多～民国馆相当不错～有意思。数字馆也不错。安排很有序，顺序参观挺不错的。厕所稍微有点少了，排队好慢。环境不错，小朋友还买了本子盖印章，很开心～大概会逛2.3个小时。喜欢画画的人可以看画展～,0,是
看风景的心情-,2016-12-15 发布点评,值得一去，很大，建议半天时间，本来我在北京首都博物馆见到一个藏品的真迹就在这里，可是没有找到，问了工作人员也没有说清楚，由于我们午饭后2点左右进去的，他们提前半小时就开始赶人，有些馆没有看到，这点我表示不满意！,0,是
e31****40,2020-12-03 发布点评,可能是我期望值太高了吧，安排了一天的时间结果三个小时就出来了。文物是很多，但是精品没几个，文物的年代介绍也不是很详细，都是“清“明”这样笼统。民国馆在地下，太昏暗了，感觉怪怪的。,1,是
锦字香痕,2017-10-05 发布点评,不愧是第二大博物院，光是镇馆之宝就是值得鉴赏许久的好东西。民国馆像电影棚，实地搭建，可以购物、吃喝、留影照相，艺术馆里能见到许多大家的真迹，需要花费一天去逛。,0,是
米玥妈咪,2016-09-20 发布点评,南京博物院就在明故宫遗址上，离中山门很近，后来新建的，非常大很气派，而且是免费参观，只要凭身份证在机器上刷一下就能取票，非常方便。里面有江苏文明展，还有民国馆数字馆等有意思的馆。,0,是
E21****51,2016-06-22 发布点评,博物院是了解一个地方历史文化底蕴最直观详尽的地方，不过到博物馆一定要租讲解器或是跟着讲解员，否则只是走马观花，收获不会很大。宁可耐心一点点看，听听讲解，也不要一扫而过，囫囵吞枣。,0,是
Lucifinil forever,2020-08-24 发布点评,南京博物院，本以为暑期的工作日不会太多人，结果全是人！尽管很多馆，每个馆基本都人满为患，尤其是古生物馆，里面很多小朋友，很受欢迎！民国馆很有特色，逛逛不错！,1,是
Newflyyy,2020-03-06 发布点评,南京博物院是江苏最大的博物馆！博物馆免费参观，馆藏丰富，很是现代化！在这里的历史馆有各种朝代的文物，非常齐全民国馆展示了民国文化习俗等！,1,是
Newflyyy,2020-02-28 发布点评,经常去南京博物院，这个博物院非常大，有历史馆，文艺馆，民国馆，钟表馆等，早上10年去的，参观到下午4点，在这里感受了不同时期的历史文物！,1,是
小泉英肃,2019-12-22 发布点评,一个公共教育的平台。免费开放的博物馆。里面最吸引我的是民国馆，漫步其中，火车站、银行、饭店、戏楼、杂货铺、咖啡馆……有一种穿越时空之感。,1,是
cxd401,2017-04-14 发布点评,很大的博物院，历史收藏也很全面，民国厅居然将民国时期的建筑和特色店铺做到了室内，而且根据店铺的名称经营各自的产品，数字厅是各种数字视频播放，太震撼了，很值得一看，而且是免费的。,0,是
A_Akira,2016-10-07 发布点评,南京博物院门票免费，凭身份证在自动取票机上自助取票。特别展馆需要买票。我们去的那天正好下雨。由于没有带伞，只好冒雨往里冲。如果博物院能够更人性化一些，造一条避雨回廊就好了，也避免了雨伞可借的尴尬。,0,是
陈伊桑,2021-02-27 发布点评,很大的博物院，东西不少，性价比超高,1,是
木雨青,2020-10-18 发布点评,南京博物院不愧是中国超一流的博物院。藏品非常多，非常美，路线展馆规划明确，大致逛下来就要3-4个小时，认真欣赏的话1天时间都不够，还有一定要上午去，越早越好，下午人会非常的多，一定要看镇馆之宝。,1,是
欢乐英雄,2018-04-02 发布点评,南京博物院是中国三大博物馆之一，包含历史馆，数字馆，民国馆等六部分。展馆很大，参观完至少要半天。下载关注一下南京博物院的微信号，可以免费听重点文物的讲解。,0,是
vampire250,2017-07-20 发布点评,景点很多，趣味无穷，值得一去。各种馆中都有学习的地方，也可以带来小孩，馆里面还有各种小游戏，来使我们更加了解历史，个人比较喜欢明国馆，感觉来到了夜上海。,0,是
_CFT01****9449373,2017-06-06 发布点评,南京博物院是我迄今为止参观过的，仅次于故宫博物院的历史文化圣地。免门票，馆内设有历史馆，艺术馆，特展馆，民国街，小剧场……高性价比，也让人一饱眼福[强],0,是
噼里啪啦,2020-09-29 发布点评,"【趣味】盗墓笔记七星鲁王宫里很多元素都是源于南京博物院吧……天下霸唱应该熟读且深研江苏的历史，
蛇眉铜鱼和金玉缕衣都是源自这里吧……",1,是
m87****27,2020-04-11 发布点评,纪导的分享非常丰富易懂 很喜欢这样的交流 可以打开一扇门 我们走进去 文化和历史可以走出来 南京博物院分量极的镇馆之宝众多 值得好好看看 那些发光的东西哪怕是经历沧海桑田和时过境迁 仍旧会焕发出不一样的光芒,5,是
_WeCh****18918,2017-08-25 发布点评,一定要超级早的去 展厅里面的东西很全 应该算是南京比较厉害的博物馆了 从恐龙时期开始 再到现在 里面的民国馆一定是最有意思的地方了 大约需要三个小时浏览 五点钟闭馆,0,是
轻快的行走脚步,2020-02-22 发布点评,南京博物院非常好，免费参观，这里有很多馆，以民国馆，历史馆，数码馆，钟表馆等为特色，这里还有很多活动可以预约参观，非常值得推荐！,1,是
小马哥861010,2017-02-20 发布点评,想要了解南京的历史，必须要来一趟。是南京博物院，不是南京博物馆，第一次来弄晕头了都。南京博物院是免费的，刷身份证直接取票。南京博物馆是要花钱买票的。其中民国馆值得推荐。,0,是
嗨郎嗨妹儿,2016-10-08 发布点评,南京博物馆，显示一下南京历史，人文环境！交通便利，这里面的各种文物都保存得相当不错，更能还原一下民国时期的大南京模样。而且对面有一家的石锅拌饭还不错,0,是
虚谫,2019-04-28 发布点评,"藏品非常多的一个博物馆，可以看到人类的发展，感叹古人的智慧和精致的生活。
预约就能刷身份证入场，可以现场预约，也可以官网预约，每天有限制人数，提前预约比较保险。租个讲解机可以更好欣赏藏品。",0,是
_WeCh****920620,2018-08-24 发布点评,"非常非常值得去的地方。
可以关注南京博物院的公众号回复对应文物数字就可以获得免费的讲解，非常方便非常好。而且总体非常有趣，非常值得逛的地方，大概三到四个小时最好带点吃的旁边没有什么卖东西的",0,是
M46****803,2017-10-15 发布点评,南京博物院是全国第二大博物馆。历朝代的建筑及各种工艺的展品都是祖先的智慧结晶，到此如想好好的参观学习，非几日不可，展馆之大，展品之多，够人一赏了!,0,是
黎城卡米尔,2017-10-04 发布点评,南京博物院超大的，我在那里逛了一天，感觉还意犹未尽，感觉还是错过了一些东西，不过我可以感受得到历史的沧桑和文化的丰富多彩，可以享受学习知识的乐趣。,0,是
五一生,2017-05-24 发布点评,南京博物院大多数地方是不需要门票的，只要带身份证就行了，博物院里面很紧致，很好看，一个馆接一个，我最喜欢民国馆，很有走在民国的感觉！大家有机会一定要去看看，陶冶情操！,0,是
沐小木666,2016-10-09 发布点评,个人非常喜欢的一个博物馆，相比上海的更大。历史馆、特展馆、数字馆、艺术馆、非遗馆、民国馆非常有看头。特展馆正好进行法老王的展览，很喜欢。我们只去了半天，感觉玩不够啊~,0,是
大树和粒粒,2020-10-17 发布点评,分上下两层，馆藏丰富，慢慢看要四、五个小时，疫情期间不提供餐食。,1,是
M54****017,2018-01-02 发布点评,南京博物院里面有你想不到的惊喜，远古时代的物品、陶瓷各种出土的文物古迹，民国时的繁华，走进民国一条街有种穿越的感觉，明国的气息浓厚，现代科技馆有那么多惊人的现代科技,0,是
elsashen0529,2018-09-08 发布点评,"复兴号一路飞驰
沪宁之间的路程缩短到了一小时
第一站去了南博
库房式展览的确有点土豪气息
但导览机不好用
常常找不到展品
院内标识也超级不清楚
原来南京六朝古都并不包括民国
原来琉璃塔拱门就是个备胎",0,是
王海娃子,2023-08-20 发布点评,六朝古都，可以讲述的故事好多好多。,1,是
M14****590,2023-05-03 发布点评,导游讲得非常生动，态度很热情，会一直跟我们进行沟通交流，一圈下来像穿越了整个中国上下五千年，感谢程路导游的热情讲解,5,是
dilysss,2023-09-16 发布点评,不愧为六朝古都，展品还是值得一看,1,是
