用户名,时间,内容,星级,点赞,,,
匿名用户,2023-09-0722:19,景区很大，打车到景区大门口，然后换乘景区交通大巴，如果不是天气炎热有时间走走山上也是很不错的。建筑雄伟很震撼暑假去也确实太热。建议景区路标再清楚一点免得走冤枉路,4.5,0, , , 
sophie,2023-09-0719:20,"五一过去人真是无敌多。加上天热，不免意兴阑珊。

主要还是来膜拜的，照片就不留了。内部确实震撼，就算人挤人观感也不差，一念一清静，心是莲花开。

另外，节假日没买到老年票，说是限量购有点尴尬。",3,1, , , 
duxiaoxia,2023-09-0717:09," 虽然门票涨价厉害，成人提前预定已经要145，但我一点不后悔参观一趟，真的太壮观了。 坐车到西门，换景区观光车上山，然后几乎都有电梯，很友好。佛顶塔俯瞰山下风景很美，腿脚不好的不推荐爬上去，太累了。 佛顶宫外立面就很美，进去的地宫每一层都给你不一样的体验。   		   ",5,2, , , 
Q,2023-09-0716:49," 很不错，正好夏天去的，人真的超级多，最近南京变成旅游大城市，哪哪都人多，之前来过牛首山一次没进佛顶圣宫看到舍利子，这次特地来看。进门口就排队坐车，等了大概半小时就上山了，一路走走停停，最后户外电梯上山顶，网红打卡地都被挤满了。 斥巨资打造的顶宫进去真的别有洞天，佛教气息浓郁，一墙一草都充满腔调，非常养人。 总结有机会还会再来哦。   		   ",5,0, , , 
干饭人,2023-09-0716:00,来现场看很震撼的，这边推荐往西门进去比较近，下来可以往东门下来再看看风景,5,0, , , 
李老师,2023-09-0714:55," 真的来南京必须来这里-牛首山，坐车到这里然后排队进去坐大巴直达山顶的，对了下山别忘记坐车，因为路边什么也没有，太累了，山上真的太震撼了，我们爬了最高的塔，在楼上往下看真的特别的美好，风景独好。去了这个大乌龟就知道多么的震撼了，里面超级大，去地下五层看众佛顶宫，才知道建造上亿是真的。好了不多说了，想去的赶紧来吧。   		   ",5,0, , , 
里纱aki,2023-09-0714:39," 南京牛首山尊滴太美了?不愧是40亿打造的佛教美学天花板！  不想爬山可以花十元坐大巴上山，然后坐一会儿电梯就到榴莲壳建筑这里了～ 外面拍完一定要去地宫看看旋转的卧佛和佛顶骨舍利，里面每个厅都金碧辉煌，超级震撼??  另外很??的地宫开门视频很难拍，因为每个门里都有好多人在，压根找不到机会拍～   		   ",4,3, , , 
兮兮,2023-09-0713:55," 交通： 交通特别的便利，上山有汽车，10元一位，爬山的时候还有自动电梯，很方便 特色体验：各种佛像，建筑很雄伟，周围还有小山，非常的nice 推荐理由： 个人认为来南京旅游如果没来牛首山真的是太可惜了，如果有学生证一定要和售票员说，半折很实惠，大学录取通知书也可以   		   ",5,0, , , 
匿名用户,2023-09-0712:43,暑假人很多的，地宫真的是很壮观，门口停车挺方便的有交警指挥,4,0, , , 
资深吃货Iris,2023-09-0712:24," 高铁到南京南站，直接叫滴滴到牛首山了，但碰到交警封路，只能走进去，车费大概三十块钱不到。游客服务中心有存行李箱服务，20块钱一个。 整个牛首山逛下来半天总要的，能坐车的就坐车，别贪图省钱，走路实在是太累了。 地宫里面，好奢华啊。想到了无锡灵山大佛的梵宫，还是不错的。   		   ",4,1, , , 
阿福,2023-09-0711:59,"百闻不如一见
庄严的牛首山佛顶宫
人这一生，要见众生，见天地，见自己",5,1, , , 
剩下得盛夏,2023-09-0711:41,来南京必去景区，景区特别大，非常具有特色，适合拍照打卡！非常出片！,5,0, , , 
姑苏杨幂,2023-09-0711:31," 家人们谁懂啊，现场看真的还是非常震撼的，正好赶在人不算很多的时候，里面的建筑有一点偏欧式风格，拍照非常出片，建议穿比较仙的裙子或者黑色系一类的，节假日应该人会多一点，最好选在淡季去，因为拍照会比较好修，里面的佛真的很震撼，非常大，也很静谧，这里游玩不会耗费很长时间   		   ",4,1, , , 
柯柯酱,2023-09-0709:12,"天上凡间皆不见，人间金陵胜凌霄。四十亿打造的宫殿，全世界唯一的舍利供奉于此。
愿诸位所念皆所愿所求皆所得！",4.5,2, , , 
武圣羊汤运河商务区店,2023-09-0701:54,简直是叹为观止！游客中心很大，进门之后有上山巴士，10元一位，如果走上山的话是3公里。如果不喜欢运动的人，基本可以不怎么用爬山。山顶还有户外扶梯。,5,0, , , 
烨,2023-09-0701:48,好玩但是没提前做攻略有一些景点没看到,5,0, , , 
苏子辰,2023-09-0623:41,40亿打造的大榴莲必须嘚看超出片,5,0, , , 
精神小妹er,"2023-09-06
??更新于2023-09-0716:39"," 4月份去的牛首山半日游今天突然刚想到来打卡哈哈很早就听说牛首山非常壮观不愧是花40个亿建造的有种乱花渐欲迷人眼的感觉就提前一天买好了票一大早赶过去体力消耗也不大一点也不累的山上还有电梯非常方便是懂游客的   		   ",5,0, , , 
可,2023-09-0622:03," 门票145，坐车上山10块一位，首冲“大榴莲”，对面的塔上去看更好看，只能到3层，上面在维修，要不然顶层的风景应该更美吧，参观一层又一层，都是人，可能工作日来会更好一些，除了第一层和第二层，其他的都没啥了，都是商业化的引导消费，这个门票有些高了   		   ",4,0, , , 
大力水手,2023-09-0621:26," 非常震撼，真的很好。  可以地铁+公交车，也可以自驾，因为离市区有点距离，大概一小时车程左右。 到了山下，可以乘坐小交通一路上去，比较方便，一步步走的话，会很累。 门票不算便宜，140多好像，但是里边还是很震撼的，各种佛像，值了。   		   ",4.5,0, , , 
匿名用户,2023-09-0620:55," 人很多，去的路上当地司机说以前都不要钱，只有和尚，后来和尚去世，就建了这个，那时候也只要一块钱，后面变成88.98直到现在票价已经一百六十多了，全程做大巴上去，不然很累，上面整体风景还可以。也适合拍拍拍。   		   ",3.5,0, , , 
婧静的,2023-09-0620:12," 非常喜欢牛首山的宝宝佛，太可爱了，坐电梯上山也太省人了，开始还觉得门票有点贵，进去地宫看了一后，觉得这门票是真的很值啊！维护的也非常好，每一层都很好看。牛首山的雪糕很好吃哦，巧克力味道浓郁。有机会再去。   		   ",5,0, , , 
南南,2023-09-0620:02,"南京小欧洲，终于见到了大榴莲～
牛首山的美女子真的太太多了，拍照的时候看着我一个人，其实边上一排美女
全程可以坐车子上山下山，就连山上有扶梯，基本上没有走过路，真的很方便，拍照很出片",5,1, , , 
白酒炝拌孜然,2023-09-0619:17,旅途挺愉快、吃、住、玩多安排的可以、导游讲解的也很仔细、服务已挺好。,4.5,0, , , 
星辰正浩,"2023-09-06
??更新于2023-09-0809:03"," 南京二日游选了其中一天下午来牛首山，这里也是很大的一个景区了，远眺青山佛塔石刻美景，虽然景区很多物件看起来比较新，但是几个供佛大厅真的挺震撼的，尤其是佛顶宫里，深入地下的豁然开朗，千佛墙，舍利好像只有限定时间开放，这次就看看照片吧，门口买票坐车到山顶去一下主要景点也不算累的   		   ",4.5,36, , , 
秋谦,2023-09-0617:36," 我最近去了南京的牛首山服务风景区，对这个地方的观光体验非常满意。首先，牛首山的自然风光令人惊叹。山峦起伏，绿树成荫，清澈的溪流和壮丽的瀑布营造出一幅宜人的画面。登上山顶，可以俯瞰整个风景区，美景尽收眼底。  其次，牛首山的服务设施十分完善。游客中心提供了详细的旅游信息和指引，使游客更加方便地了解这个地方的历史和文化。同时，路标清晰，游览线路合理，方便游客游览景点。公共厕所和休息区的设施也很干净整洁，为游客提供了便利。  此外，牛首山的工作人员非常友好和专业。他们乐于回答游客的问题，并提供帮助和建议。他们的热情服务让我感到宾至如归。  最后，牛首山的票价相对来说比较合理。考虑到所提供的风景和服务，票价是物有所值的。  总体而言，我对南京的牛首山服务风景区的观光体验非常满意。这里的自然风光令人陶醉，服务设施完善，工作人员友好专业。如果你正在计划一次美丽而宁静的旅行，我强烈推荐来牛首山观光。你一定会被这里的美景和优质的服务所震撼。   		   ",4.5,0, , , 
BlingBling,"2023-09-06
??更新于2023-09-2908:02"," 人间金陵｜邂逅斥巨资打造的绝美宫殿～ 门票??145??，最好是提前一天预约，当天订票的价格就是160??，儿童学生票老人票都是80?? 	 交通??打车前往更便利一些但是尽量选择东门，西门位置较偏，当然排队等车的时间也会很短。 	 路线???进入景区排队乘车，单程10??来回20??，直达佛顶宫。徒步走上去的话可以逛的更全面一些 	 拍照??取景 	 ??佛顶宫 大部分的带有人物的都是在佛顶宫拍的，门口的水池加上倒影是真的太好看了。再就是中西结合的欧式长廊，仿佛进入城堡一般，随便转身抓拍都能成片～照片都是围绕这一层拍的，因为是旅游季人会很多，但是不用觉得不好意思，因为大家都在拍，不然怎么记录美好生活呢？ 	 ??地宫 真的进去大为震撼，那种感觉也只有身临其境才能真切的感受到～拍照结束后就可以开始好好逛景点啦～ 	 出游注意事项?????? 一定注意防晒，在山顶紫外线真的太强了，一定带好遮阳伞??太阳帽??，去之前毫无防备，一天下来都晒成了两个色，以至于有一些景点没有逛就匆匆下山了。   		   ",4.5,8, , , 
饭饭爱吃饭饭,2023-09-0616:52," 南京新晋热门景点，离市区虽说有点远，总体也是值得一玩。  交通： 可以地铁+公交，麻烦了些，自驾更方便。嫌麻烦想要节约时间点还是打车吧，我是夫子庙打车过去，再打车去了新街口，来回110。  特色体验： 佛教圣地，斥巨资打造，集中式、欧式、宗教文化一体的新概念景区。  推荐理由： 避开高峰，建议乘坐景区大巴车，上山有扶梯，一点都不累。景区内餐饮也很多～  非常推荐来玩   		   ",4.5,11, , , 
匿名用户,2023-09-0616:46,牛首山上的茶歇店店员真的非常好，非常善良，出了点小插曲及时给解决了，心情一下子乌云转晴，谢谢你们,5,0, , , 
7zyyR.,2023-09-0615:19,特别推荐大家去，真的很好看，而且很方便，有扶梯可以上去，不用爬楼梯，进到里面超级凉快,5,0, , , 
富贵呀,2023-09-0612:28," 去的时候，在景区门口那就开始堵了，从买完票排队进入景区人真的超多，入口排队得有半个多小时才进去的。进去以后走一段路就能看到一个寺庙，景色不错，然后接着上坡，走半个多小时就能到山顶的美景了，去的时候天气太热，人又多，解暑降温的饮品秒没，天热的话，建议做大巴车上山顶，水要多带点，防暑降温的东西也要备好，不然很容易中暑。   		   ",5,1, , , 
Rainbow洛,2023-09-0611:57," 虽然有点偏远但是打车还是很方便的的，但是带着娃去还是蛮累的。毕竟是低月龄的宝宝有婴儿车。那里基本台阶比较多，所以一直要抬上去抬下来。但是很美很漂亮还是值得一去的。尤其是地宫，真的全是人民币的味道，蛮震撼的   		   ",4.5,1, , , 
ALiPay_7148259916,2023-09-0610:39," 交通： 大家可以选择下了地铁之后，随机找人拼车，这样打车过去真的省了好多事，也很舒服，公交真的很挤。只是人多的时候可能打车应答不是很快。 tips： 提前看好天气，穿上好看的衣服，真的很出片，也可以在其他软件上搜些拍照攻略，每一张都出片。   		   ",4.5,0, , , 
酸甜土豆泥,2023-09-0610:32," 交通： 交通很便利 有学生证去里面很划算五十块钱左右 很大一天都逛不完 去玩可以少带一点里面是有便利店还有小摊不是很贵  交通： 上牛首山不想走路可以坐车观光巴士好像是二十一个人很划算走上去真的很累路是斜着的下来的时候可以走下来   		   ",5,0, , , 
一只小龙虾,2023-09-0610:08," 建筑很壮观，可以直接坐观光车直接去到佛顶宫，不然很远很远，里面地宫很大，很震撼，还有电梯可以坐，懒人福音，外面拍照很好看，很多小姐姐打卡，已经是第二次来啦，这次带妈妈来的，短时间的周边游很推荐来牛首山，半天足够了   		   ",4.5,0, , , 
肉嘟嘟,2023-09-0520:24," 看见别人都去牛首山打卡，周末也全家出动，大热天的也不觉得热了，其他不多说了，来到地宫大厅，一进门进情不自禁的嘴里喊了一声哇.....，真是让人太震撼了，地宫有体育馆那么大的空间，宛如自己穿越到了神话故事当中了，穹顶就是南天门，四周到处都是菩萨，满脑子的都是敬仰   		   ",5,0, , , 
桂圆干清蒸黄喉,2023-09-0520:00,太震撼了，感觉自己到了仙境一样，内部很奢华，上山有扶梯，不是很累。,4.5,0, , , 
匿名用户,2023-09-0518:50," 门票涨价了，本来80的现在翻倍了。造的还是不错的，挺多人拍照的。上山下山大巴车各10元。距离不远的，时间够的可以走一走。山上水的牌子没见过5元一瓶。本来80的现在翻倍了。造的还是不错的，挺多人拍照的。上山下山大巴车各10元。距离不远的，时间够的可以走一走。山上水的牌子没见过5元一瓶。   		   ",3.5,0, , , 
低调的华丽,2023-09-0517:29,花了40亿打造的值得来，地下宫殿建筑壮观场面，很震撼，拍照也很出片，暑假带孩子去的，都被震撼到,5,0, , , 
扑捉一只小呆萌,2023-09-0513:19,"交通：
很方便西门直接就到了
特色体验：
风景建筑很漂亮
去过两次都不错的体验",5,0, , , 
就爱捡树叶,2023-09-0512:15," 交通: 我们是自驾过去的，开车到西门门口。直接找了一家私人的停车场，20块钱停全天。  特色体验: 总体来说景还是很美的，有很多的小哥哥，小姐姐在里面打卡拍照。个人认为宗教文化气息比较浓的是佛顶宫的地宫。从地下5层往上一层一层感觉还是不错的。 跟一般的山景相对比，这个山还是比较好爬的，我们上下山都没有乘坐10块钱的交通，如果要乘坐的话也很方便，大门旁边就有停车点。  tips: 有点心里不舒服的是门票居然此时才涨价，以前80多的门票这会儿要160，说实话，性价比不是很高。160的门票费用可以说只靠佛顶宫在撑！其他景区基本都在修缮。佛顶塔也只开了二楼。中途只有一个卧佛的地方有小演出，入园的时候也没有提醒，周一没啥演出，周二之后才有。 喜忧参半，有惊喜也有失望吧。   		   ",4,1, , , 
苏月落,2023-09-0512:12," 趁着周一人不多，牛首山打卡一波儿。门票挺贵，不过据说提前一天预约会便宜一点。下次去一定记得提前预约，想要去玩的记得避开周一，周一没有大型表演。算是踩雷了吧 我们是开车自驾到的西门，因为不是周末所以还算好停车。西门进入离佛顶宫不远，天气合适的话，没有必要花钱坐车上，路上走走看看景还是不错的。佛顶塔二层以上在维修算是比较可惜的，佛顶宫门口倒是一个拍照很出片的地方。   		   ",4.5,0, , , 
匿名用户,2023-09-0511:56," 差评，原来价格一直是8-90多，现在说是恢复物价局报批的价格，还暗搓搓的只在几个门口放了调整收费的通知，你们有公开的程序平台，这么大的调整你不放在公众能看得到的地方，着实让人不能理解他们的用意。里面景点几个地方都在维修不能进这些因素不考虑，自认为是国企无任何服务的意识。   		   ",0.5,0, , , 
小Q,2023-09-0511:35," “金陵春归处，牛首山水间。”初春郊游，多选牛首，盖因其山草木灵秀，仙窟深幽，泉石清奇，林树葱郁。 一座牛首山，半部金陵史。 初来牛首山，第一次站在山脚下时，我就被这座山的壮丽景色所震撼。山的形状像一个巨大的牛头，山上的树木郁郁葱葱，山间的溪流清澈见底，这一切都让我感到无比的宁静和平静。 沿着曲折的山路一路走来，登到牛首山顶，一座金色的巨大穹顶便呈现在了我的眼前。据介绍，大穹顶形如佛祖袈裟覆盖在小穹顶之上，象征着佛祖的无量加持，寓意着袈裟护持舍利圣物。而这座大穹顶的内部连一根支撑的柱子都没有，这种高超的建筑技术让我感到不可思议。佛顶宫顶部建筑结构为小穹顶，是由一片片的金属三角体相互连接构成，每个三角体像是一双双佛手，寓意千万信众对佛祖的供养，整体构建看似佛祖的发髻，因此又象征佛陀头顶部的意向造型。佛顶宫的每一处，无不体现着佛教庄严。这里还有登峰造极的佛教艺术，法座极彩，清净庄严，一切都是如此美轮美奂，让我看得眼花缭乱、目不暇接。魅力璀璨的艺术和独特深厚的佛教文化交相辉映，突破了传统，震撼了我们的心灵，终将成为我们此次难忘的文化体验。 牛首山是一个安详宁静的地方。轻柔的风，拂去你的杂念和烦恼拂去你心灵的污垢，千百年来的传说讲述着人们美好的祝愿，见证了历史的沧桑巨变。来到这里，你便有一颗向佛之心，佛的信念凝聚成一股涌动的力量，在人们心中扎根、萌芽。让你体会什么是大智慧、大坚强。   		   ",5,0, , , 
?渔,2023-09-0511:11," 交通： 外围修路，打车自驾比较方便 带行李的朋友可以寄存，寄存箱收费按个人需求 景区本身不算大，体力好步行也是个不错的选择，怕累的人可以选择车坐进去摆渡车，单程10元，从东门口开到主景区8-10分钟 再说说主景区，爱拍照的小伙伴可以前往一看，总体来说对于有宗教信仰的人更应该去看看，对于我等小白就是牛嚼牡丹了… 景区各处充满人工和贵气，毕竟听说花了不少钱… 总之，如果有空可以一去，还是能感到开花季节就更好了，山间走走也是不错的选择   		   ",4,0, , , 
娴_6121,2023-09-0511:09," 牛首山刚进门的时候觉得这也不就是个园林风的公园嘛，直到来到地宫前，才知道化了这么多钱打造的地宫是真的好看，从外到内的美，怎么拍都出片的那种，地宫里的顶也是会动的，像星空顶一样，金碧辉煌的塔和巨大的卧佛都太令人惊叹了，如果时间赶巧还能看上一场演出。   		   ",5,0, , , 
想象之中_4300,2023-09-0509:25," 从合肥出发过来的，非常近，主要为佛顶宫来的，进了景区可以选择坐景交或者的步行，因为天气太热所以就直接坐车了，大概几分钟就到山腰了，下来车还有一段路程，不过还好也有电梯向上，所以总体来说也不算累，确实值得过来，人非常多   		   ",5,0, , , 
买就送好礼,2023-09-0509:05," 周六来场说走就走的旅行，目的地南京。本打算爬爬古城墙，游游美龄宫，逛逛总统府，看看博物馆的，可是都要提前预约哟，当天预约行不通，只好花钱打卡牛首山了。游览文化景区，得恶补该景区的相关知识，着实下了功夫。佛顶宫的确壮观，令人叹为观止！   		   ",4,28, , , 
匿名用户,2023-09-0420:49,比较糟糕的体验。网红景点还是少去。,2,0, , , 
爸爸的爸爸是爷爷,2023-09-0420:25," 提前预约，刷身份证入园，门票涨价了原来是80元，现在一张票145元。直接打车过去，60多元不算贵。但是只能送到景区停车场。然后坐景区大巴一人10元。直接跟着人流往前走就可以了。部分路段有电梯，真是救了我的狗命不然还没逛就废了！在外围照了几张游客照之后就可以正式游览了。听说一共有九层，但是部分并没有开放，佛顶骨舍利也只有特定的日子才会展示！一层进去就很震撼了，感觉真不愧是斥巨资修建的10点半有表演先是飞天舞，然后卧佛现世。大约10分钟。之后就可以下地宫参观了，中途要换鞋套，坐扶梯下到五层，然后再一层一层往上走。地宫更加震撼！对于各位佛爷，我是照一张，鞠三个躬。以示尊重！总体来说还是挺值得游玩的，要是体力好，也可以不坐景区大巴，有更多风景可以欣赏。   		   ",4.5,2, , , 
小米宝的餐盘,2023-09-0419:41,"应该带家人再来一次的，冲着榴莲的建筑和室内的所有氛围，真的很值得在生活慢慢来。
我是最后两个小时过去了，所以几乎没有什么人全程需要三个小时能够，每个地方都看到。
两个小时也足够看完…状态相对比较震撼。",5,0, , , 
MissDeerlet,2023-09-0419:41,"就是晚上没有车车要走下山太累了
我就当一个景点逛的真的拍照很好看",5,0, , , 
GLL,2023-09-0419:29," 牛首山据说是花费40亿打造的佛宫 来了南京当然要来看看  打车到牛首山西门 然后在景区坐大巴很快到山顶 到了还要走一些台阶和坐几段扶梯  到达佛顶宫宫殿外面可以拍照很出片 进去宫殿坐电梯到地下五六层的样子会看到很震撼的大佛 很多佛像都是玉或者纯金打造的吧 看起来金碧辉煌超震撼  牛首山的门票是145一张的 要提前预约 据说这个票价已经是涨价后的价格了 牛首山挺值得来的   		   ",4.5,2, , , 
蒼尐枼,2023-09-0419:21," 打的去的牛首山，听说是一个很不错的网红打卡地。 离住的酒店??15公里的距离：只能打的过去！ 由于天气炎热的关系选择景区里的大巴开一段再徒步上山。 个人觉得大巴略坑：10/位就没多久就到了，天气炎热的关系没亲身体验爬上的乐趣，欣赏不到沿途风景。 但是山上摆拍还是很不错的，地宫内容相对比较震撼，给还没有去过的盆友们留点悬念和遐想空间   		   ",5,0, , , 
tus外贸,2023-09-0417:49,今天去了景区，门票涨价到160元，之前都是88-98元之间，景区只是部份景点，从15年开始到今年暑期都是88元-98元，涨价厉害，一点不值得进入，,1,0, , , 
33是菇凉,2023-09-0416:04," 下午三点左右到的，车子停在地下，车位超级充足，这时候来景点的人还是挺多的，提前在网上买好票，直接去散客通道验票入场，可以选择坐车去山顶，看上去人挺多，排队也就30分钟左右，挺晒的，做好防晒就行，下山坐车人也挺多，上下山都提前扫码买车票哦~   		   ",5,0, , , 
吃了吗廖小武,2023-09-0414:32,震撼是唯一的表达词，没有其他形容方式了，值得一看,4.5,0, , , 
在百花洲翱翔的沙拉,2023-09-0414:19,游玩的人真多啊，还好今天不热一点不影响好心情，，南京好玩的地方真多啊，不建议开，人多，还是坐地铁方便点,4,0, , , 
一枚吃货,2023-09-0412:06," 交通： 节假日去的，人比较多，去的那条路交通管制了，走了1.5公里才到的。朋友说不是节假日能直接开到山下停车场，不用走什么路哈  推荐理由： 累是累了点，但是有被惊喜，第一个惊喜就是图一，习惯了大城市来这第一眼有种小桥流水人家的惬意感，岁月静好的山间生活……  吃了牛首山的雪糕，不仅好看而且好吃??上山后第一眼就看到佛顶宫，文笔有限，自己看吧！   		   ",5,1, , , 
圈九九儿,2023-09-0411:52," 抓住暑假的尾巴去了一趟牛首山，正好是个雨天，全程挺凉快，八点半排队入场，人也并不多。 西门进去，右手边走一段就是景区公交站，扫码付款，五分钟就到景点了。下车看到塔，只是户外扶梯没有全开，有几个楼梯是自己走的，体力消耗也不大。 佛顶宫里面向下五层，扶梯上下楼，实际打卡的就是千佛殿。出来走户外绕一圈可以到卧佛殿，没有历史和细节，只是看金碧辉煌的殿堂楼宇，走马观花的话，两小时足够。拍照出片的只有大榴莲的外景和环形走廊。 不建议专程打卡，不觉得能值回票价。   		   ",3.5,2, , , 
钱大多儿,2023-09-0410:49," 据说耗资40亿打造的，还是挺震撼的，不得不说人是真的挺多的，牛首山相对于其他景点距离有点远，分东门和西门，都要走的时间比较久，东门需要排队排的很长，但是总体看看还是可以的，门票可以提前买，当天买会贵一点   		   ",4.5,5, , , 
山丹丹的那个开花哟,2023-09-0409:55,去过好几次，是一个很好好的缓解压力并放松身心的世外桃源，除了位置有点偏几乎完美！对了，希望地铁12号线能尽快有消息，通车后去这里就非常方便了！,4.5,0, , , 
胡麻婶,2023-09-0409:12," 总体：东门进东门出的，上下山都乘坐的游览车，10元一位。  从夫子庙坐1号线到天隆寺下车，10元一位拼车(通常满4人发车）到达东门，8.30刷身份证入园，游览车下来后手扶梯直达山顶。开学原因，游客少了4/5，榴莲顶及地宫很有看头，建议亲自来体验。  出口有朱砂手链等纪念品卖，还有68的自助素食馆，看了评价没吃。花了8块钱体验了牛首山的印章，年轻人比较喜欢~  tips:门票务必提前一天买才有优惠   		   ",4.5,0, , , 
2.5条悟,2023-09-0401:40," 据说是投资40亿的项目，听到也非常震撼，所以抱着好奇的心态去探一探究竟，没想到一到园内真是眼前一亮，非常的宏伟高大，殿堂级的豪华，感觉让人来到了很神圣的地方，旅客也非常的安静有秩序，都是文明参观氛围很好   		   ",5,0, , , 
Yvonne,2023-09-0400:38,"一整个美住～
下雨天也是很唯美的
去的时间有点迟了～
很聪明的拍了照片
里面走马观花
下次有机会还会再来～",5,1, , , 
蛮腰独舞,2023-09-0400:38," 除了震撼还是震撼，大饱眼福，到南京旅游一定要去牛首山，打车到西门，走一点路就到入口，进门有很多很多鱼，特别可爱，会游上台阶再一个甩尾下水，（台阶也是有浅浅的水的）我们是走路上去的，也没有很远，一路也是风景，从佛顶塔拍佛顶宫，张张都是大片，一级推荐   		   ",5,1, , , 
匿名用户,2023-09-0323:57,位置离市中心有点远我们是坐了地铁后再打车过去的。暑假人多坐摆渡车都要排好久队，但很值得去一趟，太美了！,5,0, , , 
匿名用户,2023-09-0322:33," 牛首山，只是没想到在南京这么多年了居然没来过这个地方，晚了点儿～  虽说是个日常周六过来，但是上山的班车依然要等一个多小时，上来之后也才发现是不虚此行，不止是徒有其表，展馆之内的东西只能说二刷、三刷都不为过～   		   ",5,0, , , 
洛熙_7864,2023-09-0321:48," 牛首山文化旅游区8月份刚刚涨价，现在门票160.提前一天网上预订145元，百闻不如一见，真的好大一个地方，选择了坐景区内的旅游短驳车，10元一次，收费有点小贵，直接到了山顶，做了自动扶梯省力不少，佛顶圣境不虚此行。值得来。好多别的地方没去看，时间来不及。一天都逛不够的感觉。   		   ",4.5,0, , , 
L平白无奇,2023-09-0320:57," 第一次去，路程还挺远的 地方非常大，建筑也很伟大 虽然没看到传说中的舍利子，但是凉快的地方，也是很惬意的。不同的风格，佛像也很多。特别是大厅里的那一个，很容易感受到宏伟的气息。走一走，逛一逛是很不错的。看到的东西也很多   		   ",5,0, , , 
吉吉羊,2023-09-0320:36,人很多，但是风景还是不错的…挺震撼…推荐…但是不要节假日去，不好拍照,4,0, , , 
背着一身肉,2023-09-0319:51," 牛首山就是怎么拍都很出片… 不管那个门进，过检票后一定要做大巴，保留体力到佛顶宫。佛顶宫1层参观卧佛，然后出来坐扶梯下到底层往上参观地宫，再去佛顶塔，佛顶塔可以观赏牛首山全貌。参观完后，从东门出，因为是下坡，可以一路边走边看。 下山前套印六次成图明信片，必去打卡。   		   ",5,0, , , 
chencuicui188,2023-09-0319:19,来南京必去的景点，占地面积很大，有佛顶寺和佛顶宫，上山下山一路的风景非常优美,5,0, , , 
小夕,2023-09-0318:10," 交通:建议自驾，地下有停车场，停车费还可以不贵。 里面很大，基本逛大半天没问题，不建议带小小孩，要不然抱着上山挺累的，可以走一段，在坐景区车（景区车按照目的地收费），或者直接坐车上去走下来，但是门口等车是真的难，人太多。 牛首山里面有很多供奉的佛，想去的宝子，建议还是注意着装，网上很多打卡拍照，穿着性感的，虽然很好看，个人认为去这种地方还是需要注意一下。地宫下去，可以浏览很多佛，不要盲目参拜哦（拜自己的本命佛）。还可以请平安灯，具体什么价位没细问。 最人性化的就是，上山有一段有电梯，哈哈哈哈，懒人福音。 有点不能理解的就是，门票提前一天买80，当天买90，就挺离谱。 整体景色很不错，踏青好去处，我们去的时候有雨阴天，但景色还是很不错，整体还是值得去的。   		   ",4,0, , , 
MissW,2023-09-0318:09,提前预约，看大榴莲来了，地宫下面很凉快,4.5,0, , , 
一口一个丸子,2023-09-0317:25," 交通： 地铁1号线到天龙寺站二号楼出，一出来就有拉客拼车，10元一位直接送到售票处，如果不想拼车的可以有公交车，下来的时候也是10元一位大巴车拉倒东门或者西门，接着又有拼车10元一位，还是挺方便的，不用走太多路，点评票一定要提前一天买，当天买160每人  特色体验： 从佛顶寺→佛顶塔→佛顶宫（金碧辉煌、气势恢宏）从一层通过扶手下到地下6层再一层一层往上走，每一层都有不同的佛，特别震撼 推荐理由： 特别出片，随处可见拍照的美女 1??一定要穿好看的裙子呀?? 2??做好防晒 3??备点零食和水，没有好吃的 值得打卡   		   ",5,0, , , 
Abner邓,2023-09-0316:46,牛首山的宫殿很震撼，也很宏伟，还有地宫旁边的塔，大家也可以去。从市区过去交通还挺方便，下公交了可以走一会儿上去，推荐大家值得一去。还可以拍很多照。,5,0, , , 
匿名用户,2023-09-0316:47,出行很方便，上下都有电梯，就是太着急了，错过了底下好看的点了,3.5,0, , , 
凪卄,2023-09-0316:15," 交通:公交比较慢，等比较久，建议打车到西门进，东门出，西门进去后坐十元公交到山上，也可以走路上去，老人不建议走路上去 特色体验:门口拍照很有异国风情，随手一拍都是大片，进去可以开卧佛，表演时间上午十点半，下午三点半，灯光效果不错，很震撼，地下有六层，浏览时间就有点长了。   		   ",5,0, , , 
Candy_婷0122,"2023-09-03
??更新于2023-09-0509:06"," 关于牛首山这个耗资40亿的地方，去了南京一定要去一次感受一下，门票也是从90几涨到了145元，儿童半价，带孩子来感受一下这个富丽堂皇的感觉，把行李寄存在行李柜很方便，看了小红书扫码买了乘车票10块来回都要买票，徒步的话天气太热还真没这个勇气，乘车到指定点下来还要走15分钟左右，但是很人性化的是有电梯上去，但是下山需要自己走，一路风景也不错，据说高达2700米，风景好空气好，还给孩子在佛顶宫里面编制了一串手珠选了自己的小名用黑曜石和金文玛瑙串成的意义保平安孩子也很喜欢就戴上了，佛顶宫地下5层真的豪华富丽堂皇有机会还会再去的，里面内设真的很牛哦，一定要自己亲身体验才感受到   		   ",4.5,2, , , 
匿名用户,2023-09-0314:01,"挺震撼的感觉也就那个地宫值得一去
打卡的人很多
160的门票感觉还是挺贵的",4,0, , , 
