用户名,时间,内容,星级,是否有图片
一路弦歌,2023-03-26 发布点评,"为了梅花山而来，美，香。
憨憨的文武翁仲、胖胖的大象骆驼，在绿荫下说着古今。",5,是
爱看风的旅行者,2023-03-09 发布点评,朱元璋的陵墓，非常值得去，文化古韵,1,是
面包阿人,2022-10-13 发布点评,明孝陵始建于明洪武十四年（1381年），至明永乐三年（1405年）建成，先后调用军工10万，历时达25年。承唐宋帝陵“依山为陵”旧制，又创方坟为圜丘新制。,5,是
vivienvivien,2021-12-09 发布点评,整个景区干净整洁，环境优美！对于我们这些第一次来游玩的游客来说，景区大门都比较容易忽略。相比较其他地方的景区而言，比较隐蔽，没有一般景区门口大广场的气派。,1,是
M52****4410,2023-07-09 发布点评,全是人没必要买套票，根本用不着,5,是
琪琪灵儿,2023-03-03 发布点评,去明孝陵正好是梅花节，风景很美,5,是
M51****5360,2023-01-16 发布点评,就是我自己的时间都不够用，要不都游遍了就更好了。,5,是
203****226,2022-08-26 发布点评,导游给我们讲的绘声绘色，非常的接地气，并且讲得非常的好，我们4位，同行的伙伴都非常的满意。并且知识含量非常的丰富。我们觉得很好。,5,是
206****730,2017-05-01 发布点评,清明，太阳初热，明孝陵庄严巍峨。帝王墓地，莫名的肃穆。虽说人潮人海，但依旧静谧于这种威严中。微凉的风吹过，树叶随风摇曳，置于林间的陵，说不出的神秘。,0,是
爱吃苹果??的菇凉,2023-06-25 发布点评,不划算，没有看到想看的地方,5,是
飞雪I,2023-03-11 发布点评,还可以，梅花不错，人流量挺大的，梅花山挺大的。春天来了，来赏花吧。,5,是
FfMfzl,2023-02-27 发布点评,漫山梅花开，燕雀湖波光粼粼,5,是
M43****5304,2023-02-09 发布点评,超级好玩哦不过更推荐秋天来,5,是
范范的小孖丸,2023-02-06 发布点评,钟山风景区很大 明孝陵只是其中一部分 需要合理规划出行路线 但是景色很美,5,是
 海笑??,2023-01-31 发布点评,非常值得一去的景点，也是拍照片很出片的景点，朱元璋的陵，可以买联票,5,是
殷骏@Ivy,2022-11-23 发布点评,风景很漂亮，不过天气不争气,5,是
瓶子～～,2022-10-11 发布点评,"早晨6.30之前去免门票哦，
需要早点去哦，嘿嘿",1,是
Sunny_1029,2021-11-24 发布点评,秋天的明孝陵是它最美的时候，但是也是人最多的时候，想要拍摄人少景美的照片，只能赶早，天没亮就去。但是又起不来，只能和人流对抗。,1,是
170****118,2023-01-26 发布点评,景色美 过年人多建议避开来,5,是
_WeCh****444812,2023-07-04 发布点评,不怎么地，不好玩，贵了,5,是
会呼吸的猫1,2023-03-08 发布点评,感受历史文化遗产的气息,5,是
M26****7828,2023-01-30 发布点评,环境不错，可以感受历史,5,是
rainbow,2023-01-26 发布点评,浏览了明孝陵 走了石像路 经过梅花亭 节假日人山人海 不一样的过年感受,5,是
M60****286,2023-10-02 发布点评,"景色很好，但是休息区设置简直反人类。地面设置成阶梯式，地上还写着“小心跌倒”！你大爷的，我**跌倒了才看到。害得我摔了个结实！有道高考题叫“梯子不用时请横着放”，你明知道容易跌倒，你还这么设计，你是生怕旅客不跌倒么？
当时我下山时是5.30以后，本来就很类，还想歇息一下，结果好了，我旅了几天游，别的地方都没跌倒，就你休息区跌倒了。要不是我摔在了土地上，能不能爬起来都是问题。想投诉吧，连个方式都找不到。我的电话是***********
你要不服，可以联系我。**，反人类的设计也是服了。
下图是我的膝盖。还有右胳膊，天太黑，不好拍照。",5,是
_WeCh****466561,2023-02-06 发布点评,非常好，历史旅游胜地,5,是
小婕S,2022-11-17 发布点评,真的感觉秋天的明孝陵最美，宛如一幅画，每一处的景都是那么的和谐，仿佛是早已被安排好的一样，疫情的原因，人不像以前那么多，真希望疫情快点结束！,1,是
zm1****88,2022-08-26 发布点评,"回南京探亲，第一次来明孝陵，还是比较向往的，带孩子来看看历史的感觉
1.整个园区很大，走路的话太累，各个景点之间有点距离，电动车太坑，买了票，只能一路坐到底，中间下来不能再做了，呵呵
2.明孝陵没有考古挖掘，爬到半山腰，只有个阁楼
3.网红雪糕，35块，孩子说太甜了，不好吃，估计成本1块钱",5,是
M52****8302,2023-06-10 发布点评,啥也没啥，走了挺远,5,是
M54****026,2023-06-09 发布点评,门票贵，停车费更贵,5,是
猫先生在家中,2021-10-31 发布点评,明孝陵应该算是南京必游景区之一了，只石象路神道，翁仲路神道已值回票价。六百多年的开国帝皇陵园，遍植红枫、银杏、梧桐。深秋夜雨后，蓝天如洗，步游明孝陵，感悟历史与人生，实一大快事。,5,是
M22****129,2023-05-01 发布点评,觉得不值得票价~,5,是
小道道,2023-04-16 发布点评,程导讲解十分到位，全程介绍细致入微，关键还帮助约到了南博的票，十分感谢。推荐大家来南京的话，找程导，她对南京的历史了解很丰富！！！！！！,5,是
肆月-April,2023-03-13 发布点评,環境很不錯 就是時間不夠 沒有逛完 建議非節假日去 然後帶點零食,5,是
M46****4395,2023-02-28 发布点评,还可以，景色好,5,是
hu87272,2023-03-08 发布点评,人太多了，好多地方限制，景区车有点坑！门票已经不便宜了，真没必要二次收费，关键是很短的路！晚上没到点开始赶人是不太好吧！梅园不错！,5,是
潘耀阳,2022-02-24 发布点评,"去的时候枫叶还没有红透。稍微留有遗憾。如果让我再次选择去，我会慢慢欣赏那枫叶荻花秋瑟瑟。
希望疫情快点过去，今年秋天再去一趟金陵城。",1,是
爱看风的旅行者,2023-03-09 发布点评,非常nice的景点，明孝陵，文化底蕴很高，朱元璋的陵墓，中华文化的瑰宝，去南京就要去明孝陵是必去的景点之一，钟山风景区yyds,5,是
M43****3715,2023-04-17 发布点评,景区风景很不错，但配套服务太差了，连一个寄放行李的地方没没有，我们当天要乘飞机，住在很远的地方，只有拖着行李箱逛孝陵、美龄宫，到处都没有找到寄放行李的地方，累死了。另外，景区内观光车，从一个点到另一个点，不到2公里，走路20来分钟，收费30，属实太贵。,5,是
张xiaoyu,2023-03-06 发布点评,酒店紧邻景区，位于博物院和明故宫之间，对面就是著名大学南京航空航天大学，位置很好。去繁华商业街新街口也就是3站地铁，前台工作人员陆青服务热情周到，装修稍微有点老，但是设施设备齐全，餐食也很不错。推荐。,5,是
路过人生中,2023-02-22 发布点评,上一次游明孝陵已是二十五年前的事了，印象并不很好。当时许多景点都已破旧，好些景点也在维修没有开放。这次去前没有多大奢望有好的感受。但是这次游玩后感觉很不错，无论是景点的恢复，还是景区的管理，以及游玩的便利都比我想象的还要好！,5,是
有想法2018,2023-01-30 发布点评,人多 人多 ，资料展示不足 感觉整个南京各种博物馆 展手段和资料都不怎么上心。带有文字铭文的不拓印出来放旁边。需要免费二维码扫描解释的每个展品旁没有都是卖解说机可是内容又和寡淡。节假日期间下班时间还特别早。好的一点就是夜里还能把无法出行的预约票可以原价退款。这点南京文博和景点工作管理非常靠谱点赞。??,5,是
宇喜多信家1,2022-01-02 发布点评,拍照的好地方，人不是很多，可以拍点古装照片。不过从游览的角度来说，就没有太大的内容了，而且里面很大，两条腿走起来很辛苦。,1,是
妮妮Holy,2023-10-04 发布点评,学习历史很有必要,5,是
jiangguode,2023-09-14 发布点评,感觉相当不错，带孩子一起去的，孩子也看的特别认真，一个一个的挨着看，感觉孩子收获了不少，孩子今年初三了，希望孩子明年能考一个理想的高中。,5,是
妮妮Holy,2023-10-04 发布点评,学习历史的行程,5,是
圣莫尔苏克萨哈,2023-10-01 发布点评,明孝陵很大，去的时候恰逢雨后，环境很好。石像路留下深刻印象。游览车的乘坐地点只有7号门，所以不太方便，自己走又很大，老人孩子需要注意。,5,是
圣莫尔苏克萨哈,2023-10-01 发布点评,明孝陵很大，去的时候恰逢雨后，环境很好。石像路留下深刻印象。游览车的乘坐地点只有7号门，所以不太方便，自己走又很大，老人孩子需要注意。,5,是
M25****3812,2023-07-29 发布点评,携程出票快，界面干净，流畅丝滑，没有隐形消费，用了很多年，很好，信任携程。携程积分还能兑换各种实用的东西，都是实实在在的，整体感觉很好,5,是
M25****3812,2023-07-29 发布点评,携程出票快，界面干净，流畅丝滑，没有隐形消费，用了很多年，很好，信任携程。携程积分还能兑换各种实用的东西，都是实实在在的，整体感觉很好,5,是
M46****8883,2023-10-04 发布点评,大家值得去，参观了，挺不错的，还是比较满意的，就是人太多，赞????大家下次去记得先做攻略，规划好行程，这样可以更加节省时间,5,是
匿名用户,2023-09-25 发布点评,非常愉快的一次游玩体验，导游大哥知识渊博，服务非常喜欢专业，希望下次有缘再请他带着玩,5,是
匿名用户,2023-09-25 发布点评,非常有感觉的一个景点，看点很多，路上的梧桐，神道上的石像，高大的享殿台座，虽然地宫还未发掘，但开国皇帝的气势与威严在那里。,5,是
西西上仙,2021-11-29 发布点评,秋日明孝陵应该是最美的，红墙黄叶、石像落叶。。静静欣赏，丛林漫步，其实并不经意的是历史与人文、自然环境的完美融合。。。。,5,是
ning红红,2021-11-27 发布点评,秋天的明孝陵风景不错，特别是神道的风景。,1,是
Stoic777,2017-07-04 发布点评,明孝陵是明太祖朱元璋与其皇后的合葬陵墓。因皇后马氏谥号“孝慈高皇后”，又因奉行孝治天下，故名“孝陵”。明孝陵始建于明洪武十四年（1381年），至明永乐三年（1405年）建成，先后调用军工10万，历时达25年。承唐宋帝陵“依山为陵”旧制，又创方坟为圜丘新制。将人文与自然和谐统一，达到天人合一的完美高度。明孝陵作为中国明皇陵之首，代表了明初建筑和石刻艺术的最高成就，直接影响明清两代五百余年20多座帝王陵寝的形制，依历史进程分布于北京、湖北、辽宁、河北等地的明清皇家陵寝，均按南京明孝陵的规制和模式营建，在中国帝陵发展史上有着特殊的地位，故而有“明清皇家第一陵”的美誉。来这里参观是瞻仰历史，进入陵寝尽量不要给人拍照留念。,0,是
金闪闪闪,2016-10-04 发布点评,明孝陵很大，而且各个景点距离有点远，怎么说呢，如果走在大路上，那么走到中间后会有很多分支，例如碑林或是紫霞湖，要去那些景点最好直接查地图，因为有点偏，主干道感觉没什么意思而且人好多，我们是选择最后去明孝陵的，结果最后完全走不动了,0,是
温是温暖的温。,2023-03-07 发布点评,"风景很好，值得一去！！
我个人非常喜欢明朝，以后期待打卡更多皇陵！
3月去的时候人特多，大家去的话少穿点，走神道直达明城！虽然有点费腿，但是我觉得不虚此行！",5,是
桃李是一场梦,2023-02-09 发布点评,梅花山很漂亮，神道很壮观。门票用着很方便，还有几元的优惠，刷身份证进门,5,是
_YX2****037,2023-01-28 发布点评,除了人多了些，历史人文非常到位。特别期待春秋天再来一次，欣赏山林美景。,5,是
138****5643,2022-10-30 发布点评,蔡导很专业 整个过程很精彩 我们同事一起团队活动 虽然是南京人 从来没找过导游 导游讲一讲还是很好的,5,是
泾县刘胖子,2023-02-13 发布点评,中国最近五百年辉煌缔造者的集体陵墓所在地，保存的特别完好，光是看着神道两旁庄严肃穆的神像，就让人肃然起敬！,1,是
凡人老惠,2021-11-14 发布点评,觉得明孝陵稍微有点失望，没什么很深刻的印象，大树不错，好多地方该修缮了，有些地方在修理中，票价70，难道就为了情怀！建议票价30元人民币！我倒是觉得紫霞湖比较nice，可以推荐，免费的。,5,是
M43****352,2016-10-16 发布点评,一直被总神道代表性秋天的照片吸引，实际见到没有照片上那么有气势，比较小。这个季节银杏叶没黄，也没花，色彩没那么丰富艳丽。陵墓在另一边。园子里萧瑟，深秋或春节去比较好。,0,是
没钱还是要花钱,2023-02-26 发布点评,走走逛逛看看风景不错，但周末人实在太多，开车去，停车场排队半小时,5,是
麻麻阿健,2023-04-05 发布点评,很方便，景色很美，推荐,5,是
kentjxs,2022-08-11 发布点评,程导游建议一早去，人少不热，整条神到都没人，真是太棒了。孩子说最喜欢明孝陵这个景点，走一走观光很舒服。虽然高温，但心情好。,5,是
琴子-,2023-07-22 发布点评,坐电瓶车30元一位，也没什么讲解，中途不停，景点匆匆而过，石像路不如自己走。明孝陵的VR感觉就是粗制滥造的动画。中山陵的石棺不开放。音乐台就是喂鸽子。美龄宫出来的出租车全都不打表10元一位送地铁站，实际只有几百米，太黑了，完全给**形象抹黑，不明白为什么**要默许这种行为,5,是
E03****09,2023-02-15 发布点评,多次来中山陵景区，还是很喜欢，虽然梅花还未完全开放，在梅花山中走走停停，也是别有一番体验。景区面积大，适合在此住宿1-2天，早晚间可以避开游人如织，好好在陵园路漫步，呼吸新鲜空气。,5,是
M13****899,2023-02-09 发布点评,属于南京非常棒的景点没有之一，历史悠久。古木参天，值得一看。,5,是
wu****2,2022-12-10 发布点评,很值得去看一看，立了几百年的石像，虽经岁月侵蚀和文革期间的人为损坏，但仍值一观。,1,是
fcy911,2022-12-03 发布点评,明孝陵是明清皇家陵寝之首，位于南京东郊。,1,是
M32****2958,2022-08-10 发布点评,整体景色宜人，亲子游是个不错的选择，就是那个语音导览有点鸡肋，讲解的也就那样了，也不知道是我走错了还是什么情况，都走到地铁口了，也没提示在哪归还，害的我又从地铁口走到售票口，工作人员才接了，说直接给他们就好了，那我从靠近明孝陵博物馆的那个出口出来，都没人在，都不知道啥情况，那时候已经很累了，就巴不得早点回宾馆，还要再跑一趟入口，我也是无语了,5,是
randyjun,2020-12-13 发布点评,明孝陵真的很大，而且如果大家有时间一定要买联票方便。另外景区有讲解的观光车10元一人。也可以走路自己戴耳机听。神道必须去的，还有门口的水杉树很特别。联票换景点可以打滴滴便宜很多。一辆车10元。观光车要每人10元呢，,1,是
爱旅游的jelly,2023-04-06 发布点评,明孝陵博物馆，可能是因为明孝陵陵园地宫尚未挖掘，里面的物件大多都是瓦当瓦片，还有部分瓷器。令人印象最为深刻的，便是仿制的龙椅，在我看来，这大约是整个博物馆中最为恢宏的一个物件了。,1,是
202****001,2023-01-24 发布点评,挺好的，套票很方便,5,是
yyfunny1925,2023-03-23 发布点评,微微小雨 庄重大气,5,是
M31****4111,2023-03-16 发布点评,很漂亮，特别是石像路值得一看。另外梅花很漂亮，环境优美。,5,是
二花笑得像狗,2023-02-15 发布点评,梅花开啦很漂亮。,5,是
爱旅游的jelly,2023-02-12 发布点评,明孝陵适合一年四季游玩。春季来明孝陵，可以看梅花，漫山遍野。夏天的明孝陵郁郁葱葱。秋天的明孝陵石像路，金黄色的银杏叶子落下来，没到极致。冬天下雪额时节过来，白雪皑皑，银装素裹。,1,是
啊鱼fish,2023-02-08 发布点评,玩的开心，好的很,5,是
fcy911,2022-12-30 发布点评,明清帝王第一陵，位于南京东郊风景区。,1,是
幽琳梦苑Anais,2023-03-05 发布点评,包含的四个景点直接刷二维码进就可以，很方便。最喜欢的还是明孝陵里的梅花山，一大片一大片的梅花真的很好看，当然赶上周末的话，人真的巨多。,5,是
小妖妈咪,2022-11-24 发布点评,秋天的明孝陵美出了天际、每一处都是一景、拍照的不要错过,1,是
E06****67,2023-01-26 发布点评,小戴导游知识渊博，讲解生动有趣，很热心，体验很好??,5,是
m10****339,2022-03-15 发布点评,漫步石像路，梅花山满山的梅花盛开，暗香扑鼻，冬末春初的明孝陵是一年中最美的时候，长生鹿苑的小梅花鹿可爱满分，偶遇的小松鼠也好可爱哈哈,1,是
吴7不有,2023-01-26 发布点评,春节期间真的人超级多，观光车大排场龙，美龄宫也要排队真的体验感不太好，美龄宫进去就是走个过场，人挤人一直往前走，根本没办法好好看！,5,是
tur****ezm,2023-03-07 发布点评,作为从古至今唯一一位由乞丐逆袭成为君王之人，朱元璋的明孝陵值得一去。,1,是
M27****72,2023-02-01 发布点评,收听讲解都是收费，游览车哪怕再近也是20，不合理,5,是
th.20,2021-11-21 发布点评,满山的树叶都变成金黄色的，整体非常出片。明孝陵大气，墙门上拍照也很好看，就是有点费脚力，一天走了3万多步，累死了，但还是值得的。,5,是
奈法里安,2022-10-05 发布点评,天气下雨有点小小的冷，不过真的不影响大家游玩的心情，人还是比较多的，进入园区真的是感觉气势磅礴，太震撼人心了，真的是欣赏古人的智慧，不得不承认，很适合带着老人前来游玩,5,是
熙熙攘攘,2022-12-26 发布点评,"【景色】风水宝地，中山风景区
【趣味】历史故事多
【性价比】门票不贵",1,是
seuwulei,2022-06-10 发布点评,在南京紫金山风景区，靠近地铁二号线苜蓿园地铁站，离南京航空航天大学只有5分钟车程，自然风光优美，人文气息浓厚，适合家庭亲子游,5,是
170斤的胖纸,2021-11-22 发布点评,等银杏变成金黄，等杉树变成红色，染上一层秋天的颜色，确实很绝美，超级推荐，很适合秋天,5,是
186****2208,2021-05-10 发布点评,到南京旅游，明孝陵景区是重点之一，景区不仅范围甚广，而且文物古迹众多，作为世界文化遗产，明孝陵为我们了解中国古代帝陵制度史，提供了里程碑式的范本,5,是
田螺居士,2023-04-21 发布点评,明孝陵环境优美，地方很大。神道两侧雕像高大形象，天宫城墙高大恢宏，有历史教育意义！,5,是
M52****5188,2023-04-20 发布点评,玩的非常开心，订票体验很好，赞赞赞！都说读万卷书不如行万里路，可是有几个能真正做到行万里路的呢？殊不知，旅行让生活更美好。,5,是
M27****522,2023-03-12 发布点评,整体来说，景点还行吧，我们去的时候梅花大多谢了，带小朋友来玩的，比较废腿，景区里有电瓶车可坐，10元一位，走不动的可以坐下,5,是
girlg,2023-01-25 发布点评,初二去的，人超级多，雨越下越大，但丝毫不影响大家参观游览的热情，值得一看。所在钟山真的是一块风水宝地。虽然很累，但是值得。,5,是
睿睿小猪,2021-12-22 发布点评,秋天的明孝陵很美 银杏叶黄了 水杉叶红了 行走于古道之间 风起叶落 阳光穿过层层叶片的缝隙 照在身边人的脸上 或许是这一秒的景色太迷人 也或许是今天的天气刚刚好 我觉得 我又爱这个世界几分 我又爱上你几分,5,是
M52****653,2023-10-03 发布点评,导览很差，最起码的导览手册都没有，语音讲解系统坏的无法用，坐观光车可以听很小一部分讲解，但坐观光车的地方既没人售票也没人咨询。服务设施很差，目测入园人数数万，主干道可供休息的椅子不超过十张，全程看不见一个工作人员、咨询台，门口检票的人一问三不知。宝顶入口处人群混乱，西个保安站在一边吹牛，不去组织管理排队人群。,5,是
背心_,2023-04-09 发布点评,历史底蕴醇厚，环境优美！值得一来！建议从5号入口开始从神道开始，到宝顶结束！基本可以全部看到，再从7号出口步行到中山陵。,5,是
631****756,2023-02-05 发布点评,园区太大，3号门走的比较远，但是离地铁近,5,是
Maggic-77,2023-02-02 发布点评,记住，一定要找个导游，不然啥都不知道的。,5,是
288****665,2023-01-31 发布点评,购买方便，使用便捷！价格实惠！相信携程！,5,是
139****5767,2023-01-28 发布点评,来到南极钟山风景区算是一个标志性去处。网上购票，扫码进入很快捷，景区很大，需要预算一天时间。这次是春节期间的旅游高峰。基本每个景点的入口都得大排长队。美龄宫排队太长只能放弃。观光车运力有限，公共服务相对较少。,5,是
tokyokunan,2023-01-24 发布点评,朱元璋和其皇后的陵墓，怀着梦回大明的心情一游。可惜上山停车找车位1个多小时，无人引导，节假日明知道人多….真是服务得跟上,5,是
fcy911,2022-10-15 发布点评,明清帝王第一陵，位于南京东郊钟山风景区。,1,是
小斌君,2022-09-02 发布点评,感觉还是翁仲路那些石象，一老一少文官，一老一少武将，狮子，石麒麟更具历史悠久，毕竟600年了，朱元璋和马皇后的合葬的墓就在城门楼后面的山里，时间赶来不及去东陵看看懿文太子朱标了，这也是一个古代非常文治武功的太子,1,是
线,2021-12-30 发布点评,明孝陵景区有山有水有花有木，四季皆有景！,1,是
_zx2****549,2021-11-01 发布点评,"鼎鼎大名的朱元璋陵墓,果然修建的非常大气!庄重的朱红色和黄色搭配在一起非常的古典,走在里面能感受到历史的厚度。
虽然秋叶还没有全部变色,但是风景仍然非常好门口一片水杉很美,还有白鹭在水面上慢悠悠的走着里面有非常多的古树,有的看上去有几百年了,很有历史感
相信再过一个月等银***黄了,枫叶都红了景色会更加美丽吧
",5,是
微风而生,2021-04-13 发布点评,如果时间充裕，建议从5号门进入，可游览完整神道，时间不足可从1号门进入，从神道半路开始，陵区不大很快就可以逛完，享殿正在维护被围挡挡起来了，明楼顶上有个VR看地宫，80一位，其实内容很少，也不是想象中那种可以从甬道开始深入其内的体验，但VR效果还是不错的，酌情购买。园区大多是明朝时的本来面目，有些残垣断壁破旧的感觉，不是修复的精美绝伦那种。结束出来10块钱游览车可以直接送到3号门坐地铁很不错,5,是
??胖凯茜?? Cathy,2023-02-21 发布点评,途径梧桐大道，虽然光秃秃的，但是还是挺美的。现在明孝陵包含梅花山，里面的梅花很多都开放了，特别的美。梅花谷边上还有小鹿,5,是
M18****443,2023-02-20 发布点评,春暖花开的季节，挺适合出游，基本要玩大半天时间，可以带个户外垫躺草坪里晒太阳，好多本地的人都是大包小包，成群结队的。里面吃的也很丰富，接热水2块钱1杯，很方便,5,是
乐淘淘,2023-01-30 发布点评,挺不错的一次游玩，遗憾的是梅花还没有开,5,是
言尔有信,2023-01-27 发布点评,"【景色】在对的时间遇见绝美的风景
【趣味】超高
【性价比】绝对棒
感受历史文化的沉淀",1,是
乐枫子,2022-10-16 发布点评,购买方便，十月南京，风景秀丽.再次来明孝陵走最美600米，依然秀丽，风韵犹存！,5,是
大理段氏,2022-09-08 发布点评,历史文化深厚，值得一去。地宫vr价格太高，内容还偏离主题，本来是科普，应该是详细介绍不开放的地宫，却硬生生被搞成恐怖片！拜托，能不能不要跑题！我千里迢迢来到南京不是来看恐怖片的！,5,是
_FL2****4940,2023-04-06 发布点评,满目葱翠，环境清幽，景区环境超好。,5,是
seuwulei,2022-04-28 发布点评,天气晴朗，从明孝陵一号门进去，由上山的小路一直到博爱阁，观梅轩，一路的梅花绽放，暗香浮动在空气里，时不时的飘进鼻子，让人忍不住想提着鼻子多吸几口。 回来时特意又走石象路，没了去年秋天来时的黄叶景致,5,是
Sunny_1029,2021-11-20 发布点评,11月18号去了明孝陵，玩了一个下午。主要想去看石像路神道，叶子还没有全部变色，但是也很美了。人特别多啊，哪哪都是人，想拍个人少一点的风景照片，要等好久。,5,是
线,2021-11-07 发布点评,秋天到了，明孝陵变成了五彩的世界！,1,是
zl65,2023-02-21 发布点评,周日上海坐高铁到南京南站，住在夫子庙附近。周一早上乘地铁，出苜蓿园地铁站，沿着陵园路一直走到5号门进去，走了石像路，再看看梅花。梅花山大部分的花已开了。,5,是
m20****65,2023-02-14 发布点评,明孝陵是南京著名的景点，不仅有历史建筑和文化并重，又有历史和文化交相辉映,1,是
一树渡己不渡人,2023-06-24 发布点评,大为无语，真的很无趣……是钟山风景区其中一个景点，没有什么可以看的，反正就是很差劲，并且景区基本上毫无服务可言，也不能寄存背包和行李，就跟一个公园差不多，实在没事儿遛弯可以来，不然大可不必,5,是
伊兰特漆零七,2023-01-31 发布点评,【景色】南京著名景点，一年四季都很漂亮，值得一去,1,是
特立独行布朗熊,2021-11-19 发布点评,美，就是美，无可挑剔的秋天，无可挑剔的南京风景。每年春夏秋冬都不同。,5,是
zijian215,2023-02-13 发布点评,去过很多次了，春天景色特别漂亮，历史底蕴浓厚，不愧是世界文化遗产。,1,是
锦江辣椒姐,2023-01-28 发布点评,出差，利用闲暇时间去转了一圈，很是不错，太值得了！！！推荐大家一定要去看一看！！尤其是进去有一条不知是梧桐通道还是银杏通道的路，秋天一定美爆了！！,5,是
WeChat account…skysun,2022-06-17 发布点评,千山我独行，不必相送。很棒的一次体验，而且偶遇漂亮妹子，快乐加倍！,5,是
没理由,2023-02-17 发布点评,地理位置非常棒，门口就是地铁站，交通非常方便，冲这一点给五星好评,1,是
一叶真人,2023-01-06 发布点评,南京的明孝陵神道很有特色，里面还包含梅花山景点，春季赏梅花好地方,1,是
小石0909,2023-01-04 发布点评,南京明孝陵之行不虚此行。,5,是
三晋龙少,2022-12-14 发布点评,景区占地面积大，景色不错，植被茂盛，看点颇多，值得一去参观游览。,1,是
奈法里安,2022-10-05 发布点评,带着孩子前来参观旅游，让他们了解一下中国的历史人文还是很有必要的,5,是
M73****16,2023-03-12 发布点评,陆苑可以去一下，很温顺,5,是
憨憨妮子……,2023-01-18 发布点评,明孝陵是中国明清皇陵之首，代表了明初建筑和石刻艺术的最高成就！,1,是
奈法里安,2022-10-05 发布点评,带着父母前来，真的很不错，气势磅礴，很震撼，里面满满的历史气息,5,是
线,2022-09-13 发布点评,阳光明媚的天气，找着小船，悠悠在水中荡漾。,1,是
高贵林石虎,2021-11-20 发布点评,风景优美，使人流连忘返，石像神到处都是被风景吸引的游人，凹造型拍照的人们神清气爽，遛娃的年轻父母们带着孩子享受这美景。明孝陵的秋日是如此的迷人,5,是
熙熙攘攘,2023-04-05 发布点评,明孝陵工作人员非常专业，讲解过程非常有耐心，还解答了不少问题,1,是
D39****19,2023-03-02 发布点评,梅花山的梅花又美又香，门口的水杉很精神，秋天的神道一定更美！,5,是
晚霞风车,2020-12-09 发布点评,明孝陵是明太祖朱元璋与马皇后的陵墓，因皇后马氏谥号“孝慈高皇后”，又因奉行孝治天下，故名“孝陵”。陵墓宏伟壮观，占地面积达170余万平方米，是中国古代规模最大的帝王陵寝之一。明孝陵是目前南京唯一的世界文化遗产，向世界展示着“明清皇家第一陵”的风范。    墓区总体布局分为两部分，一是蜿蜒曲折的陵墓神道，二是陵寝主体建筑，即朱元璋葬地。明孝陵寝主体建筑：包括文武方门（即正门）、享殿、方城、明楼、宝顶（即崇丘），皆按传统的中轴线配制，并筑有围墙。明孝陵“前朝后寝、前方后圆”的陵宫布局设计和方城明楼、宝城宝顶等建筑形式，前后历时38年才建成，代表了明初建筑和石刻艺术的成就，开创了中国明清帝王陵寝建设规制的先河，被誉为中国帝陵发展史上的一座里程碑。现存的仅为陵园最后部分。陵园总体布局气魄恢宏，技艺高超。,1,是
M22****7604,2023-04-17 发布点评,这个地方浪漫又文艺，真的很适合来感受氛围，太适合假日放松了,1,是
忘狗123,2023-04-17 发布点评,明孝陵是南京最有名的景点之一，可以在这里瞻仰古迹和游览花园,1,是
爱自由的卷卷,2023-04-14 发布点评,景色宜人，流连忘返,5,是
琳lin_柠7,2020-11-07 发布点评,深秋的明孝陵，向游客呈现出美仑美奂的深秋色彩感，3号门旁的水衫林红了，石象路上银杏叶黄了，被紫金山包围的紫霞湖更是层林渐染，美不胜收，来南京一定不能错过这里。,1,是
Ashley秦,2023-10-25 发布点评,美龄宫商业化太严重，还有他们景区的接驳车检票员堪称奇女子。态度极差，南京这个景区不会再去第二次了,5,是
Sunny_1029,2021-11-20 发布点评,秋高气爽游明孝陵，风景不错，从石像路神道一路逛过来，经过翁仲路神道，到方城明楼，一路风景都很美，蓝天白云下，随手拍拍都是大片，值得一游。,5,是
E09****17,2023-01-28 发布点评,风景好，游人多，天气好！里面还有美食节活动，吃喝玩乐全部都可以搞定！鸭血粉丝，羊肉串，桂花糕，小混沌，2023年的梅花节也拉来了序幕！,5,是
tur****ezm,2022-12-06 发布点评,明帝国的缔造者，2000年来由乞丐成为皇帝的仅此一例。,1,是
出行快乐6,2022-11-21 发布点评,明孝陵的几大看点，寝陵，石像，四方城，外加春天的梅花。,1,是
素心若雪·杨家人,2021-11-17 发布点评,南京的明孝陵景色是真的美，好出片！价格70元！值得一游,1,是
繼續頽廢,2021-11-04 发布点评,明孝陵，明朝开国皇帝朱元璋的陵寝，也是南京著名的景点！,5,是
m47****2040,2023-04-09 发布点评,还不错的游玩,5,是
M37****7997,2023-03-18 发布点评,世界文化遗产，坐落于紫金山南麓，景色宜人、雄伟壮观！,1,是
M45****482,2021-10-28 发布点评,"【景色】四季能有不同景色风采。
【趣味】有很多梅花鹿，可以互动。景区还有很多鸟类和猫猫，相处和谐不怕人。
【性价比】景区很大，可以玩一整天。和中山陵美龄宫相邻。坐摆渡车很方便。",1,是
晏峻,2023-03-13 发布点评,每年的三月份，梅花开的季节里，这里的人都会特别多。,1,是
77****118,2023-02-19 发布点评,明孝陵在钟山风景区里，2月份不仅来看明孝陵，也可以来欣赏梅花，确实可以说是天下第一梅花节。明孝陵保存不错，一直没有被盗墓非常神奇。,5,是
