用户名,时间,内容,星级,是否有图片
鲁树良,2023-05-12 发布点评,风景一般，性价比不高。不推荐。,1,是
M46****63,2023-05-04 发布点评,名声大于实力吧，五一人太多了,5,是
Lydia 伊蝶,2023-03-04 发布点评,钟声悠悠伴着朦胧夜色。看杨柳垂落河畔。赏古城灯火阑珊处的你。????????夜游秦淮河畔真的美不胜收！值得。,1,是
飞飞飞来飞去,2022-08-02 发布点评,"【景色】好美啊，真的是太值得来玩啦！南京最好的就是这里啦。不仅有人文建筑景观，还有很多好吃的。
【趣味】那几家博物馆很有意思，值得游玩。
【性价比】很高",1,是
M29****328,2023-03-14 发布点评,还可以，就是人实在是多了点,5,是
鱼刺梳子,2023-06-21 发布点评,套餐中的VR体验有点拉跨,5,是
宇文公,2023-04-08 发布点评,"我恰好赶上彩灯节 很漂亮 古代考试做官的主题 做成各种风格的彩灯 还有现场的表演   旁边到处都是鸭血粉丝汤店
【景色】",1,是
不等天明,2023-03-25 发布点评,扎堆的鸭子和鸭血粉丝汤，喝了碗25，没有特别难忘。拇指生煎没想到是冷的给微波炉加热，景区确实不该凑热闹。,1,是
M42****334,2023-04-27 发布点评,很好，特别是秦淮夜游,5,是
微醺薄醉,2023-03-01 发布点评,刚过元宵，夫子庙灯会继续，还是很热闹的，有家老店的糕点好吃。,1,是
行者在路上0421,2017-05-15 发布点评,夜景超美，跟津都有的一拼，但是她的美多了几分柔美，更具有南方的特色！漫步在秦淮河边，看着两岸的美景，回忆起关于她的，那些动听的历史故事，就会越大的多了几分不一样的韵味！漫步秦淮河，夜游夫子庙，感受秦淮特色小吃，所有的烦恼不复存在，感觉超棒！,0,是
M53****9410,2023-05-09 发布点评,。Gsvjanam,5,是
飞飞飞来飞去,2022-05-01 发布点评,"【景色】南京是一个大城市，真的很大，但是大而美丽，这很难得。估计是和太多次成为首都的原因吧。
【趣味】秦淮河很有意思，尤其是古代，现在就是太多商店了。
【性价比】没有门票，很好！",1,是
叮当1226,2022-03-28 发布点评,夫子庙秦淮河风光带，包含了夫子庙、白鹭洲、瞻园、老东门、中华门等景点，需要慢慢的行走，品味其中的历史沉淀和人文气息，看看走走停停尝尝。,1,是
M41****347,2023-06-25 发布点评,值得一玩！,5,是
M42****2400,2023-05-12 发布点评,灯火辉煌哟,5,是
攀登山峰的人,2022-03-01 发布点评,秦淮河，2022的灯会我个人去了，还是很不错的，灯光秀很漂亮，画舫最好看，江南贡院，夫子庙都不错，还有秦淮礼物去逛逛很好玩！,1,是
线,2023-03-31 发布点评,夫子庙-秦淮风光带是一座集自然风光、山水园林、庙宇学堂、街市民居、乡土人情为一体的国家AAAAA级旅游区。景区以夫子庙古建筑群为中心，以十里内秦淮河为轴线。夜晚坐上游船在秦淮河上游荡感受一下：“夜泊秦淮近酒家”的意境。,1,是
lting81,2023-03-15 发布点评,超划算，比我之前在其他平台上买的性价比更高，而且随时都能到店使用，美美哒，心情都变得更好了！超划算，比我之前在其他平台上买的性价比更高，而且随时都能到店使用，美美哒，心情都变得更好了！超划算，比我之前在其他平台上买的性价比更高，而且随时都能到店使用，美美哒，心情都变得更好了！服务生都非常专业，动作利落干脆，客户体验感特别棒??服务生都非常专业，动作利落干脆，客户体验感特别棒??,1,是
爱吃草莓味道的仙人,2023-02-12 发布点评,南京夫子庙位于南京市秦淮区秦淮河北岸贡院街、江南贡院以西，地处夫子庙秦淮风光带核心区。即南京孔庙、南京文庙、文宣王庙，为供奉祭祀孔子之地，是中国第一所国家最高学府、中国四大文庙之一，中国古代文化枢纽之地、金陵历史人文荟萃之地，不仅是明清时期南京的文教中心，同时也是居东南各省之冠的文教建筑群,1,是
鸡冠头,2022-03-27 发布点评,不得鸟啊不得鸟，我在上海又给我推送南京夫子庙了。上次去还是十年前吧，那时候还在南京上大学，周末不是去紫金山就是去莫愁湖或者就是夫子庙，时隔十几年也不知道现在是什么样子，那时候挂着很多许愿条的大树也不知道还在不在。,1,是
中耀,2018-01-25 发布点评,是一个有故事、有风光、有意思的地方，很好玩。坐上船沿秦淮河游览一圈看看夜景，有名人故居，有文物古迹，有现代建筑和灯光照耀，是一次不错的体验。,0,是
噢塞,2022-08-17 发布点评,一处免费开放的景点，到南京必去游玩之处，孔庙，乌衣巷，王谢故居，德月楼，科举博物馆，桃叶渡，老门东等等都值得一去。,1,是
njcpa000,2023-04-03 发布点评,到了南京必然会打卡的地方，秦淮河传递的南京历史，如果有时间坐船慢慢游，那就更有意境了，最好夜晚看看南京夜景，也比较舒适，夫子庙的小吃如果有时间也去品尝一下，有些口味不一样的感觉吧，总体，推荐！,1,是
david99830,2022-10-15 发布点评,桨声灯影秦淮河一直向往的地方，尽管乘坐电动船少了些感觉，但灯影中的景色还是非常值得观赏的……,1,是
小龙女SMXY,2022-03-24 发布点评,景色超级好，江南园林的代表，漫步在秦淮河畔，感受江南景色的优雅和文化底蕴，南京必打卡之地，趣味性强，真的超级棒！,1,是
伦顿方腊,2023-02-28 发布点评,环境好交通便利，那里景色宜人风景如画空气清新小桥流水有山有水建筑保存完好，那里小吃非常不错，品种繁多价廉物美摆放有序挑选便利，导览图详细一目了然通俗易懂，工作人员热情周到值得大家去游玩。,1,是
仗剑于天涯,2023-04-25 发布点评,带孩子来做了一次。晚上还行，白天去坐没啥意思。就是转一圈回来了。,5,是
M52****0840,2023-04-01 发布点评,不虚此行，感受六朝古都的魅力，体会江南美景的色彩，总能不来南京。,5,是
Giovanna 高宏,2022-12-13 发布点评,南京最有特色的出游景点之一，整个秦淮风光带经过多年的改造出新，再现了夫子庙景区的繁华和特色，值得游览。,1,是
10susy,2022-08-19 发布点评,超级舒服的游船体验，性价比超高，买的日票最后一场18:00，实则18:30开船，大热天船里有空调还不错，日景夜景都能看到，湖面花灯亮起惬意十足，周五晚上去的人不多，周末简直人多的恐怖,5,是
海边的柚子,2022-03-23 发布点评,"【景色】景色很好看，占地面积比较大，非常适合周末打卡拍照，娱乐休闲感比较赞。
整体体验感非常好，比较适合忙碌后的休闲，可以来尝试一下。",1,是
M47****4048,2023-04-11 发布点评,非常适合外地游客游玩，坐船上游览一番。晚上非常好看,1,是
小梦三,2023-04-05 发布点评,南京市夫子庙旅游区是非常推荐的一个景点，特别是夜景，那是每个人都应该参观的，晚上坐上观光小船，看着五颜六色的远处，真是心情无比高兴，来南京必逛夫子庙。,1,是
M梦溪笔谈,2023-02-22 发布点评,夫子庙是中国第一所国家最高学府，秦淮河是中国第一历史文化名河，明城墙是世界规模最大的古代城垣，三者交织串联起大量景点，形成独具南京特色的文化风光带景区,1,是
线,2022-02-05 发布点评,一年一度的新春佳节也是花灯展示的时节，满大街都挂满了花灯！十分的喜庆！,1,是
M25****5064,2022-04-10 发布点评,秦淮河夫子庙景区在南京，是南京最有名的景区之一，地处最繁华的地段，秦淮河两岸景点比较多，夫子庙和江南贡院都在这里，夜景灯光也不错,1,是
Abochau,2023-02-11 发布点评,南京夫子庙景区非常值得一游，里面有着古色古香的建筑和商业街，还有江南贡院、乌衣巷等有着悠久历史底蕴的打卡点，有各式各样的传统美食和文化艺术品，吸引国内外游客慕名而来。,1,是
M20****670,2022-10-02 发布点评,夫子庙很热闹，尤其是夜景的灯光水影！2020的1月和妈妈一起去的。,1,是
惠yw,2022-07-01 发布点评,夫子庙秦淮河是南京最负盛名的旅游景区了。地铁口出来指示很清楚，一进夫子庙，第1个景点就是江南贡院，门口有很多雕塑，惟妙惟肖。再往前走就是，商业界，依稀可见当年的繁华。,1,是
小奶牛2023,2023-01-27 发布点评,夜景非常不错，下次再来玩。非常热闹，哈哈??,1,是
LZH享受人生,2022-08-21 发布点评,夫子庙秦淮风光带是最具特色的南京特色的文化风光带景区。这里有秀丽的自然风光、山水园林、以及庙宇学堂等众多的文化历史古迹。每当夜晚时分，更加凸显出这座城市的婀娜多姿。,1,是
Marco,2017-01-17 发布点评,秦淮河真的很美。不但美，而且有历史的积淀和文化的品味。特别是晚上的秦淮河更有白天所没有的妖娆。坐在画舫中，看着美景，听着在此发生的历史故事，你难道不想体验一下吗？,0,是
缘来你我,2023-02-16 发布点评,夫子庙秦淮风光带位于江苏省南京市秦淮区中部，以夫子庙古建筑群为中心，十里内秦淮河为轴线，明城墙为纽带，串连其众多全国文物保护单位和文物古迹，面积4.69平方千米,1,是
巧克力脑袋瓜,2023-02-15 发布点评,夫子庙很值得去，无论是景色还是人文，都是别具一格的江南特色，进夫子庙是要买门票的，外围景色宜人，特别是在晚上，夫子庙和老东门还是很近的，夫子庙买的南京盐水鸭不错,1,是
秦寿吥茹,2023-02-22 发布点评,价格在市区中不算贵，住宿的环境、卫生等比同价的快捷酒店好多了，服务态度规范，值得推荐，虽然装修时间比较长，但是无异味，这点缺好是优点。前台还有是党员，没想到。,1,是
是行者无疆,2022-12-28 发布点评,两年没去南京了，怪想的，那么多好地方，玄武湖，中山陵，当然都很棒，但是凡夫俗子，夫子庙秦淮河也是必去的，最接人间烟火气，哪怕人山人海，各城市都有的小吃...,1,是
最亮的人儿a123,2022-12-12 发布点评,基本上每个过来南京游玩的人都会过来这边看一看，这边的夜景非常的漂漂亮，可以说应了那一句古诗，烟笼寒水月笼沙，夜泊秦淮近酒家，商女不知亡国恨，隔江犹唱后庭花。,1,是
大西北上的星,2022-07-31 发布点评,夫子庙附近的大牌子，味道很好，干净卫生，味道好，下次还会再来。很多景区都不去夫子庙附近的历史厚重  这次疫情导致很多店铺倒闭 希望可以繁荣起来,1,是
出行快乐6,2022-11-19 发布点评,夫子庙秦淮河这一带，自古以来都是南京较为繁华的地方之一，也是众多游客来到南京的必玩之处，在这里不仅能看到古都南京的历史建筑，还能吃到地道的秦淮风味的小吃。,1,是
胖魚头,2022-10-29 发布点评,夫子庙秦准风光带位于南京市秦淮河两岸，这是一条充满中国文化韵味的游览区。一入夜两岸的灯光璀璨，小桥流水，泛舟湖上，一片歌舞升平的繁荣景象。点赞一下。,1,是
原来是比卡丘啊,2022-12-25 发布点评,每次去南京出差，都会住在夫子庙的附近，就是有一点不好，就是夫子庙附近的酒店，客栈或者民宿价格都比较高，可能是挨着景点吧，不过夜景还是非常非常漂亮的,1,是
海南岛主,2022-11-05 发布点评,南京号称六朝古都，是一座非常美丽的城市，其中的夫子庙和秦淮河畔更是风光无限好，建议大家在白天游览夫子庙，夜晚华灯初上，尽情游览秦淮河畔，非常漂亮。,1,是
LZH享受人生,2022-08-25 发布点评,穿越南京城的秦淮河内河，是一条尽显六朝古都风光的景观河，尤其是夜晚，坐上画舫，夜游秦淮河，更能让人感受到朱自清笔下的《浆声灯影里的秦淮河》之韵味。,1,是
线,2022-05-15 发布点评,夫子庙秦淮风光带涵盖了夫子庙江南贡院、李香君故居、老门东、乌衣巷、白鹭洲公园、中华门翁城、瞻园等历史景点。也可认坐游船沿秦淮河游览，非常值得一游！,1,是
138****8218,2022-05-20 发布点评,夫子庙和以前有很大的变化！很多儿时记忆的老字号等都已经不存在了，很难找到以前的记忆和感觉了！但是现在卫生等条件有个志的改观！请大家发表意见～～～,1,是
山峪峦2019-10-18,2022-11-27 发布点评,值得一看，非常具有较强的地方，游客必须打卡的网红打卡的地方，我每次都去看看 点赞点赞,1,是
克拉斯诺雅尔斯克和琳,2022-05-25 发布点评,无论对于游客而言还是对于本地人而已，夫子庙是个休闲娱乐的好去处，吃吃喝喝逛逛，一应俱全。晚上还能做个船，游览秦淮河，兴许能找到一些历史的痕迹。,1,是
朱朱Hello,2023-01-25 发布点评,夫子庙是南京人春节必打卡的热闹处，己经举行了37届的秦淮灯会吸引了国内外大量游客，今年春节的夫子庙终于又恢复了人间烟火气,1,是
fcy911,2020-05-05 发布点评,今年由于疫情的原因，南京夫子庙秦淮风光带的秦淮灯会拖延了许久。这是第34届秦淮灯会了。最近去秦淮风光带，发现在灯已起来了，虽然不及往年的盛景，但依然显现出天下第一灯会的风采。秦淮河边还是有不少特色灯的，而中华门及附近的城墙上的“城墙灯会”还是红红火火，颇具特色的。,1,是
风白影如雪,2017-01-01 发布点评,跨年夜人超多。白天反而好一点。天气很好，秦淮河边太阳暖，桂花鸭好吃，南京人暖。夫子庙很适合带小朋友来玩，看典故听故事教道理。商业化的景点，处处都差不多，美食街没吃东西，一公里外的集庆路鑫源鸭血粉丝汤不错。游一个城市，不一定要景色棒，游历史，人文，感受氛围，感受风土人情也是好的。南京美食不错，人很暖。有文化，柔婉的江南。,0,是
游八仙,2022-12-29 发布点评,秦淮河风光秀丽，河水清清，游船穿梭，两岸白墙青瓦，河边船舫及长廊游人如织，是秦淮河风光旅游观光网红打卡地。是非常值得一游的地方。点赞点赞！,1,是
M25****5064,2022-06-06 发布点评,秦淮河是南京城区的一条河，河面不宽，是有非常悠久历史的，秦淮河两岸以前都是赶考的地方，现在还保留着夫子庙和江南贡院等等，夜景灯光非常漂亮。,1,是
空白进时间,2022-03-25 发布点评,此时要是大清朝，吾愿倒在手持方巾、古扇、衣袂翩翩才女的石榴裙下，诗词歌赋，谈论古今，摇拽着船桨顺着秦淮河，陶醉在芳香与诗意之中，悠哉悠哉。,1,是
M26****8357,2023-04-22 发布点评,景点集中，既有历史人文，又方便选购小纪念品，小吃云集，白天可以去大成殿，贡院等，了解科举历史，晚上乘坐画舫游秦淮河，河两面花灯流光溢彩！,1,是
浆糊杰杰,2022-10-30 发布点评,果然不虚此行，虽然人比较多，但架不住美呀，全程惊喜连连很满意这样的服务态度，希望以后也一直合作愉快哟( ′? ? `? )??( ′? ? `? )??,1,是
无目的闲逛,2022-02-20 发布点评,导游介绍说。始建于唐，经过南宋、明清时期，这座祭祀儒学孔子的圣地，已经饱经近现代的历史沧桑。棒棒棒一级棒。下次一定要再来仔仔细细看一下。,1,是
M51****6576,2023-06-25 发布点评,完全不值这个价,5,是
哈哈哈0809,2022-12-27 发布点评,秦淮风光无限，带孩子和家人一起去的，感觉还是蛮好的，比较喜欢南京这个城市。还会再去，小朋友比较开心，只要出去玩，他就高兴，无论去哪里。,1,是
M25****5064,2022-04-29 发布点评,秦淮河夫子庙景区在南京市中心，是非常有名的景区，也是中国古代科考的地方，有夫子庙，江南贡院等，文化气息浓厚，秦淮河的夜景灯光非常漂亮。,1,是
Yeseon~~,2023-04-07 发布点评,服务人员态度都非常好，又主动又热情，还有帮忙解决小问题??非常满足我的需求，食材鲜艳亮丽，这个价位能品尝到这种品质的食物，非常满意！,1,是
海南岛主,2023-02-07 发布点评,南京是六朝古都，里面的景色非常不错。这秦淮风光带更是其中的佼佼者，尤其是晚上的风景，配上美丽的景观灯，更是无与伦比的美丽，值得一去。,1,是
念灰,2023-01-04 发布点评,夫子庙，南京有名的打卡记录地，各种小吃。本地零食，超级多，可以买一些特产,1,是
塞维利亚省艾琳,2022-09-02 发布点评,秦淮风光，灯绰影香。夜泊秦淮近酒家，名伶曲艺泪几湖？,1,是
M25****5064,2022-07-03 发布点评,秦淮河是南京市区的一条河，河面不宽，但顺非常有名，秦淮河两岸曾经是中国古代教育的中心，夫子庙和江南贡院都在秦淮河边，夜景灯光非常漂亮,1,是
gavin Li01,2022-06-03 发布点评,很值得去的地方，特别是夫子庙，家里有孩子上学的去拜一拜。夫子庙文化氛围浓厚，环境优雅，周边秦淮河夜晚景色很迷人，风光旖旎，碧波荡漾。,1,是
HEBWJX,2023-04-04 发布点评,很满意这样的服务态度，希望以后也一直合作愉快哟( ′? ? `? )??( ′? ? `? )??太好吃啦，一下子就全吃完了，甚至忘了拍照哈哈哈哈,1,是
明月高楼,2023-04-02 发布点评,六朝古都，金陵城，江苏省南京市自古就是富庶的江南城市，夫子庙是金陵城赫赫有名的旅游景点，秦淮河畔一直都是文人墨客吟诗作画的聚集地。,1,是
一番搾り,2023-02-19 发布点评,在当地算是一处比较出名的景点，风光景色秀丽旖旎，游乐休闲项目众多，商业氛围不错，特色小吃众多，吸引了众多游客慕名而来！推荐给大家！,1,是
朕为你打下的小小江山,2023-01-22 发布点评,十里秦淮风月无边，夫子庙自古便是金陵城的烟花繁华之地，时至今日仍然是南京城最热闹的旅游景观地，流连于此，可以感受昔日金陵的繁华气象,1,是
神奇的妈妈918,2023-01-13 发布点评,值得一去，好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好，亮点颇多，??,1,是
明月高楼,2023-01-01 发布点评,南京市古称金陵城，六朝古都，历史悠久，风景如画，环境优美景色宜人，最让人难忘的就是秦淮河畔夫子庙风光带，游人如织熙熙攘攘热闹非凡。,1,是
牛仔真忙,2022-03-23 发布点评,南京最有名的旅游景点之一，很有历史文化底蕴，又有很多小吃，非常接地气。晚上去的话，更加绚丽多姿，令人流连忘返。节假日更是人气火爆。,1,是
行走的铠馨,2022-03-24 发布点评,"【性价比】整体感觉很不错值得推荐你们一起的地方?ω?
【趣味】目前商业化比较重，还是可以逛逛吃吃的地方。
【景色】还是很好(?▽?)",1,是
fcy911,2023-04-12 发布点评,夫子庙秦淮河风光带是著名5a级景区，风景不错,1,是
M38****7659,2023-04-05 发布点评,整个景区很大，码头人太多了，排队需要些时间。夜游过程中讲解比较到位，夜风和美景让整个心境比较舒畅。是个比较适合一个人的项目。,5,是
richardgym,2023-01-13 发布点评,非常不错的地方值得大家逛一逛……～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～～,1,是
可爱小边,2022-12-01 发布点评,非常喜欢，赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞,1,是
M25****5064,2022-06-25 发布点评,秦淮河是南京市区的一条河流，秦淮河曾经在古代是中国的教育中心，著名的夫子庙就在秦淮河边，还有江南贡院也在这里，文化气息非常浓,1,是
M25****5064,2022-08-29 发布点评,秦淮河是南京最有名的一个河流，在热闹的市中心，秦淮河很宅，但是非常有名，古代科举考试都是在这里，夫子庙和江南贡院都在这里。,1,是
139****9875,2022-03-15 发布点评,秦淮河是南京非常有名的一条河，在市区，河面不宽，也是南京历史发展的见证，秦淮河两岸有很多古建筑，夫子庙，江南贡院都在这里。,1,是
任我行-南方,2023-02-06 发布点评,位于江苏省南京市秦淮区中部，以夫子庙古建筑群为中心、十里内秦淮河为轴线、明城墙为纽带，串联起众多全国重点文物保护单位和文物古迹，东起东水关，西至西水关（今水西门），分为夫子庙-白鹭洲景区、老门东-老门西景区、大报恩寺-金陵兵工厂景区、朝天宫-评事街景区，是中国第一个开放式5A级景区,1,是
言尔有信,2023-01-29 发布点评,"【景色】优美
【趣味】超强
【性价比】很高
十里秦淮，江南贡院，金陵十二钗，鸭血粉丝汤，文德桥，乌衣巷，太多历史痕迹，值得来玩",1,是
言尔有信,2023-01-29 发布点评,"【景色】优美
【趣味】超强
【性价比】很高
十里秦淮，江南贡院，金陵十二钗，鸭血粉丝汤，文德桥，乌衣巷，太多历史痕迹，值得来玩",1,是
fcy911,2023-01-11 发布点评,夫子庙秦淮风光带景色不错，可玩的比较多。,1,是
M25****5064,2022-10-03 发布点评,秦淮河是南京市区的一条河，河比较宅，秦淮河是古代科举考试的地方，秦淮河两岸相关的景点也很多，夫子庙，江南贡院都在这附近。,1,是
M25****5064,2022-09-17 发布点评,秦淮河是南京市区的一条河，很窄，但是秦淮河是古代科举考试的重要地方，这里有江南贡院，还有夫子庙，秦淮河两岸建成了商业街。,1,是
Genli,2022-04-20 发布点评,南京夫子庙位于南京市秦淮区秦淮河北岸贡院街、江南贡院以西，地处夫子庙秦淮风光带核心区，即南京孔庙、南京文庙、文宣王庙，为供奉祭祀孔子之地，是中国第一所国家最高学府、中国四大文庙之一，中国古代文化枢纽之地、金陵历史人文荟萃之地，不仅是明清时期南京的文教中心，同时也是居东南各省之冠的文教建筑群.,1,是
熈,2021-01-23 发布点评,儿时读过朱自清和俞平伯的《浆声灯影里的秦淮河》，近百年之后，我也追随先人的足迹，赏秦淮风月，寻历史遗迹。乌衣巷、夫子庙、江南贡院、科举博物馆、李香君故居、“天下文枢”牌坊、明城墙、现存规模最大的城门-中华门、金陵第一园-瞻园、中国第二座寺庙-大报恩寺……秦淮河见证了太多：孙权屯兵，东晋、南朝、民国轶事，秦淮八艳，科举取士，数不尽的文人墨客……你会迫不及待想了解六朝古都的悠久历史，7000年南京的灿烂文明。,1,是
118****297,2022-03-31 发布点评,"【景色】美丽
【趣味】有趣
【性价比】高呜呜呜呜呜呜呜呜哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦哦",1,是
匿名用户,2023-10-31 发布点评,司机素质太低，本事没有，到时会怼人，我们问大概得等多长时间发车，戴眼镜3号车的直接不相等直接包车，问去哪里取票，3号司机直接说不知道，都不告诉，这个司机开的导游车，吃的导游车的饭，砸导游车的锅。,5,是
胶囊咖啡小乖乖,2022-10-25 发布点评,真的太好玩了，又解压又锻炼身体，真是不错的体验一进门真的是惊艳到了，环境特别不错，是周围环境最好的了，性价比非常高,1,是
线,2022-12-06 发布点评,到南京来游玩的人应该没有人不去夫子庙。这是一个开放式的5A景区。有人文、历史还有吃喝玩乐。总之会让你不虚此行的。,1,是
不是可触用的小女孩,2023-04-11 发布点评,景色不错，就是小吃还是有点贵的,1,是
比目鱼ab,2023-04-01 发布点评,人实在太多，船票有点小贵，总体风景还是不错的，特别夜间的灯管效应更漂亮,5,是
Sui  Xuechen,2023-01-02 发布点评,酒店环境不错，价格9也不贵，周边吃饭购物都很方便，做核酸也很方便，店里服务也比较好以后来了这边还会再次入住的。,1,是
萌之队,2022-12-06 发布点评,"262961
【景色】不错
【趣味】不错
【性价比】不错",1,是
都很好喝,2023-03-25 发布点评,南京夫子庙是一个很好的地方，非常的漂亮，非常的有名，很多很多游客，边上的秦淮河也是一个很漂亮的地方，非常热闹,1,是
圈圈点点点,2023-01-01 发布点评,看过 金陵十三钗，听说最后的合唱，再游秦淮河，就不是曾经印象的风花雪月了，儿女情长在国仇家恨面前，没位置摆放。,1,是
爱我的大都督,2023-04-08 发布点评,坐落在南京市中心，也是外地游客来南京的打卡地之一，夫子庙周边都是各色南京小吃和土特产，也可乘游船游览秦淮河,1,是
小婕S,2023-02-09 发布点评,现在是看灯展的最佳时机，不像前几天那么拥挤，只是天气有点不给力，下着雨有点不方便，但是总的来说还是不错的！,1,是
U44658****886715,2023-04-09 发布点评,好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好好,5,是
极地飞狐,2022-09-23 发布点评,秦淮河夫子庙，各种各样的美食充斥着整个街区，人流涌动，非常热闹。,1,是
clwk,2023-04-12 发布点评,"this is a very good place, i think everyone should be like it.    .",1,是
原来是比卡丘啊,2023-03-28 发布点评,南京夫子庙秦淮夜景是非常漂亮的，我次去南京都会住在夫子庙的附近，或者住在秦淮河畔的附近是必备的打卡之地,1,是
微风一般的感觉,2023-01-26 发布点评,夫子庙的秦淮风光带位于江苏省的首府南京市，是南京最有名的风景观光区。，所有到南京的人都会到夫子庙去玩。,1,是
都很好喝,2022-12-24 发布点评,南京夫子庙是一个很好的地方，非常的有名，非常的热闹，秦淮河又是夫子庙里最好的景色，一天非常有历史的河流,1,是
钱小纠,2017-01-01 发布点评,夫子庙秦淮河观光带是免费的，晚上去看夜景还是不错的。周围小吃很多，坐船排队的人也超级多～周围还有乌衣巷瞻园啥的，离的都不远，步行即可一起游览。,0,是
小蕾1025,2023-03-10 发布点评,从小在秦淮河这块长大的，夫子庙经常去的。建议来夫子庙的外地朋友晚上可以坐坐船感受一下，记住晚上坐船。,1,是
VC0525,2022-10-13 发布点评,秦淮河是古老的南京文化渊源之地，而内秦淮河从东水头至西水关全长4.2公里的沿河两岸，从六朝起便是望族聚居之地，商贾云集，文人荟萃，儒学鼎盛，素有“六朝金粉”之誉。自六朝至明清，十里秦淮的繁华景象和特有的风貌，曾被历代文人所讴歌。夫子庙是一组规模宏大的古建筑群，主要由孔庙、学宫、贡院三大建筑群组成，占地极大。有照壁、泮池、牌坊、聚星亭、魁星阁、棂星门、大成殿、明德堂、尊经阁等建筑。夫子庙被誉为秦淮名胜而成为古都南京的特色景观区，在六朝至明清时期，世家大族多聚于附近，故有“六朝金粉”之说，是中国最大的传统古街市，与上海城隍庙、苏州玄妙观和北京天桥为中国四大闹市，也是中国著名的开放式国家AAAAA级旅游景区和国际旅游胜地。,1,是
xialin7461,2021-10-30 发布点评,乘一乘画舫游船，会很有“夜泊秦淮近酒家”的感觉。来了以后虽然是夜晚，但是整条秦淮河还是能够看出它的韵味和姿色。两岸灯火阑珊，红灯笼高挂，小舟在河面慢慢游荡。虽然没有江南小镇，那种婉约的诗情画意，但是它显得更加大气，就像小家碧玉和大家闺秀的区别一样。秦淮河我觉得就是一个翩翩的大家闺秀，她用她最好的气质来欢迎每一个来做客的人。,1,是
欲飞的鸟,2021-10-20 发布点评,【夫子庙秦淮河风光带】位于南京市秦淮区中部，以夫子庙古建筑群为中心、十里内秦淮河为轴线、明城墙为纽带，串联起众多全国重点文物保护单位和文物古迹，面积4.69平方千米，东起东水关，西至西水关（今水西门），分为夫子庙-白鹭洲景区、老门东-老门西景区、大报恩寺-金陵兵工厂景区、朝天宫-评事街景区，是中国第一个开放式5A级景区。,1,是
慵懒国王,2016-12-15 发布点评,夫子庙秦淮河风光带是南京旅游必去的目的地，也是中国35个王牌景点之一，也是南京千年历史繁荣之地。夫子庙是其中的核心景区，也是江南地区最大的明清考试贡院。秦淮河是其最灵动的部分，也是夜游的好去处。灯光是风光带最美的时刻，烟笼寒水月笼沙，夜泊秦淮近酒家，那是一种怎样的韵味？一定要去南京体验一下，这也是全国其他城市所体会不到的。,0,是
天天开心必胜,2023-04-09 发布点评,"设施齐全环境不错，舒适宜人交通便利，服务热情性价比很高。
【景色】江南水乡美轮美奂，秦淮河夜景很美。",1,是
山峪峦2019-10-18,2023-02-27 发布点评,南京著名景点，网红打卡的地方，人流如织，赶紧去吧去吧加油！,1,是
天天开心必胜,2023-01-09 发布点评,"设施齐全环境不错，舒适宜人交通便利，服务热情性价比很高。
【景色】秦淮河的独特风格，让人流连忘返。",1,是
早晨木子,2023-01-06 发布点评,南京夫子庙景区不错，有吃、有逛、有玩、有买，很不错的地方。夜游坐船欣赏秦淮河风光，别有一番风味！,1,是
无奈的人1857,2022-11-08 发布点评,夜景还可以，旅游去的人很多，吃喝玩乐都有，孔子学院带有书香气息浓厚，挺有趣的是游船码头，性价比高,1,是
山到高处我为峰,2023-04-11 发布点评,"夫子庙秦淮河有着悠久的文化底蕴和中国特色。
见证了华夏文明的发展与兴盛。
非常值得经常来瞻仰旅游。",1,是
言尔有信,2023-03-20 发布点评,"【景色】优美，十里秦淮
【趣味】很强，江南贡院
【性价比】超高，鸭血粉丝汤是一绝，各式小吃应有尽有",1,是
神秘的逗先森,2023-03-01 发布点评,夫子庙是南京知名的旅游胜地了，这里紧邻秦淮河，白天不觉得有什么，晚上真的是，风光无限，很不错的,1,是
神秘的逗先森,2022-11-29 发布点评,秦淮河是南京非常有名的景点，夜景尤其吸引人，自古以来就是文人墨客常去之处，非常不错，可以去逛逛,1,是
逍遥雁,2023-04-15 发布点评,我三月份去过夫子庙秦准河风光带。白天的景色有点中规中，夜晚的灯光秀非常美。这里的美食也不错。,1,是
圈圈点点点,2023-04-03 发布点评,秦淮河，真的是条小河，小的像沟渠，两岸茶楼欢声笑语，人声鼎沸世间百态，一叶小舟独自漂流赏味。,1,是
小龙女SMXY,2023-04-17 发布点评,非常满意好评哦！景色优美，历史文化底蕴深厚，趣味性强，性价比超高，好好好，赞赞赞，棒棒哒！,1,是
熙熙攘攘,2023-04-09 发布点评,环境非常不错，很出片，推荐想拍照的姐妹来！项目非常齐全，能够满足一家人的需求了，遛娃好去处,1,是
